Date,mlmopen,mlmclose,mlmlow,mlmhigh,mlmvolume
2015-01-21,108.04000091552734,110.3499984741211,108.04000091552734,110.91000366210938,644200.0
2015-01-22,110.5999984741211,110.95999908447266,108.87000274658203,111.36000061035156,903100.0
2015-01-23,110.63999938964844,109.83000183105469,108.87999725341797,111.25,373200.0
2015-01-26,110.13999938964844,112.43000030517578,108.23999786376953,112.5999984741211,584600.0
2015-01-27,110.94999694824219,111.56999969482422,109.16000366210938,112.2300033569336,505500.0
2015-01-28,111.79000091552734,107.55000305175781,107.4000015258789,112.20999908447266,600700.0
2015-01-29,107.33999633789062,110.0199966430664,105.31999969482422,110.80000305175781,929000.0
2015-01-30,109.19000244140625,107.73999786376953,106.7300033569336,109.94000244140625,622900.0
2015-02-02,107.9800033569336,113.33999633789062,107.9800033569336,113.80999755859375,898800.0
2015-02-03,113.6500015258789,115.19999694824219,113.05999755859375,115.73999786376953,624400.0
2015-02-04,114.19000244140625,114.9800033569336,114.0,116.80000305175781,758400.0
2015-02-05,115.63999938964844,117.5999984741211,114.9000015258789,119.19999694824219,1138000.0
2015-02-06,117.51000213623047,117.97000122070312,117.36000061035156,119.05999755859375,878600.0
2015-02-09,118.06999969482422,119.16000366210938,117.22000122070312,120.44000244140625,1070100.0
2015-02-10,119.16000366210938,137.24000549316406,119.16000366210938,138.08999633789062,3942400.0
2015-02-11,137.61000061035156,140.08999633789062,137.52000427246094,144.66000366210938,2848000.0
2015-02-12,140.1300048828125,142.0800018310547,138.47999572753906,142.6999969482422,1957400.0
2015-02-13,142.9600067138672,145.22999572753906,142.50999450683594,146.2100067138672,1559300.0
2015-02-17,144.7899932861328,143.6699981689453,143.0,145.58999633789062,1198200.0
2015-02-18,143.5,144.9499969482422,143.1999969482422,146.07000732421875,985500.0
2015-02-19,144.0,145.0,143.80999755859375,145.6999969482422,826500.0
2015-02-20,144.94000244140625,143.24000549316406,142.14999389648438,144.94000244140625,634400.0
2015-02-23,143.24000549316406,143.42999267578125,142.14999389648438,144.58999633789062,702100.0
2015-02-24,143.7100067138672,143.2899932861328,142.5399932861328,144.6699981689453,508100.0
2015-02-25,143.60000610351562,142.49000549316406,141.8000030517578,144.24000549316406,545400.0
2015-02-26,143.9199981689453,141.6300048828125,140.8699951171875,144.52999877929688,703400.0
2015-02-27,141.99000549316406,142.3300018310547,141.77999877929688,143.3800048828125,491600.0
2015-03-02,142.3300018310547,143.35000610351562,141.3800048828125,143.49000549316406,541700.0
2015-03-03,142.0,143.0,142.0,143.85000610351562,572000.0
2015-03-04,142.1999969482422,142.8300018310547,141.42999267578125,143.52999877929688,641600.0
2015-03-05,143.4499969482422,142.4600067138672,142.0,143.72000122070312,449300.0
2015-03-06,141.5,140.69000244140625,139.6300048828125,142.82000732421875,528000.0
2015-03-09,140.5500030517578,139.8699951171875,139.47999572753906,141.4600067138672,449700.0
