Date,ppgopen,ppgclose,ppglow,ppghigh,ppgvolume
2018-08-20,108.8499984741211,109.7300033569336,108.48999786376953,110.48999786376953,1488800.0
2018-08-21,109.9800033569336,111.08000183105469,109.69999694824219,111.80999755859375,1587700.0
2018-08-22,111.04000091552734,110.5999984741211,110.2699966430664,111.33000183105469,1271900.0
2018-08-23,110.26000213623047,109.7699966430664,109.6500015258789,110.80000305175781,1389900.0
2018-08-24,110.23999786376953,110.62000274658203,109.73999786376953,110.83000183105469,869000.0
2018-08-27,110.77999877929688,111.12999725341797,110.55999755859375,111.44999694824219,1137300.0
2018-08-28,111.36000061035156,109.87000274658203,109.62000274658203,111.36000061035156,1505700.0
2018-08-29,109.98999786376953,111.66000366210938,109.37999725341797,111.81999969482422,1406500.0
2018-08-30,111.33999633789062,110.66000366210938,110.20999908447266,111.33999633789062,887500.0
2018-08-31,110.37000274658203,110.54000091552734,109.8499984741211,111.2699966430664,956900.0
2018-09-04,110.5,109.87999725341797,109.06999969482422,110.56999969482422,924600.0
2018-09-05,109.33999633789062,110.5999984741211,108.76000213623047,110.98999786376953,1633100.0
2018-09-06,110.94999694824219,112.0,110.52999877929688,112.20999908447266,1297300.0
2018-09-07,111.41999816894531,111.51000213623047,110.56999969482422,111.87000274658203,859500.0
2018-09-10,112.12000274658203,112.08999633789062,111.44000244140625,112.52999877929688,984600.0
2018-09-11,111.6500015258789,112.58999633789062,111.33999633789062,113.0999984741211,1288600.0
2018-09-12,112.4000015258789,112.02999877929688,111.5199966430664,112.56999969482422,1214700.0
2018-09-13,112.91000366210938,112.94999694824219,112.33999633789062,113.79000091552734,1032600.0
2018-09-14,112.81999969482422,112.16999816894531,111.5199966430664,113.25,1316100.0
2018-09-17,112.27999877929688,112.98999786376953,111.9000015258789,113.41000366210938,1414800.0
2018-09-18,113.4800033569336,113.2699966430664,112.5199966430664,113.75,998100.0
2018-09-19,113.66000366210938,115.05000305175781,113.27999877929688,115.22000122070312,1529700.0
2018-09-20,115.5999984741211,115.91999816894531,115.20999908447266,116.5,1259900.0
2018-09-21,116.51000213623047,115.9800033569336,115.55999755859375,116.7300033569336,3487400.0
2018-09-24,113.0,112.69000244140625,110.25,114.0,2396500.0
2018-09-25,113.0199966430664,111.54000091552734,110.95999908447266,113.13999938964844,1629000.0
2018-09-26,111.51000213623047,110.38999938964844,110.19000244140625,112.16000366210938,1425300.0
2018-09-27,110.38999938964844,108.98999786376953,108.91999816894531,110.38999938964844,1806900.0
2018-09-28,108.79000091552734,109.12999725341797,107.12000274658203,109.16000366210938,2456700.0
2018-10-01,109.66000366210938,109.75,109.33000183105469,110.33000183105469,1337800.0
2018-10-02,109.87999725341797,110.20999908447266,109.8499984741211,110.72000122070312,1314700.0
2018-10-03,110.6500015258789,108.7300033569336,108.58999633789062,111.38999938964844,2440500.0
2018-10-04,108.19999694824219,108.45999908447266,107.43000030517578,108.9000015258789,1294800.0
2018-10-05,108.37000274658203,108.0199966430664,107.68000030517578,108.9000015258789,868200.0
2018-10-08,108.0199966430664,109.58000183105469,107.80999755859375,109.76000213623047,1310200.0
2018-10-09,100.06999969482422,98.55999755859375,98.30999755859375,101.91999816894531,10425700.0
2018-10-10,101.18000030517578,99.5999984741211,97.58999633789062,101.54000091552734,5162700.0
2018-10-11,99.30000305175781,96.37999725341797,96.11000061035156,99.80999755859375,2762300.0
2018-10-12,97.23999786376953,95.08999633789062,94.4000015258789,97.98999786376953,2449300.0
2018-10-15,94.83999633789062,96.1500015258789,94.37000274658203,96.66999816894531,2355200.0
2018-10-16,96.62000274658203,98.18000030517578,95.97000122070312,98.33999633789062,1854200.0
2018-10-17,97.97000122070312,98.12000274658203,97.30999755859375,98.55999755859375,2665300.0
