Date,cpsiopen,cpsiclose,cpsilow,cpsihigh,cpsivolume
2008-01-02,22.739999771118164,22.290000915527344,21.950000762939453,22.739999771118164,62500.0
2008-01-03,22.25,21.729999542236328,21.68000030517578,22.43000030517578,69600.0
2008-01-04,21.530000686645508,21.260000228881836,21.25,22.010000228881836,42600.0
2008-01-07,21.25,21.440000534057617,21.0,21.75,114000.0
2008-01-08,21.450000762939453,20.739999771118164,20.719999313354492,22.59000015258789,105600.0
2008-01-09,20.610000610351562,21.510000228881836,20.5,21.639999389648438,88400.0
2008-01-10,21.149999618530273,21.290000915527344,20.899999618530273,21.489999771118164,109900.0
2008-01-11,21.110000610351562,21.25,20.700000762939453,21.489999771118164,84000.0
2008-01-14,21.350000381469727,21.25,21.1200008392334,21.6299991607666,55000.0
2008-01-15,20.969999313354492,21.0,20.639999389648438,21.299999237060547,56600.0
2008-01-16,20.989999771118164,21.40999984741211,20.989999771118164,21.670000076293945,50000.0
2008-01-17,21.40999984741211,21.059999465942383,20.90999984741211,21.790000915527344,50000.0
2008-01-18,21.079999923706055,20.889999389648438,20.559999465942383,21.469999313354492,69900.0
2008-01-22,20.270000457763672,20.68000030517578,20.049999237060547,21.100000381469727,71900.0
2008-01-23,20.280000686645508,21.25,20.0,21.420000076293945,84100.0
2008-01-24,21.31999969482422,20.93000030517578,20.790000915527344,21.31999969482422,77600.0
2008-01-25,21.09000015258789,20.940000534057617,20.700000762939453,21.399999618530273,61300.0
2008-01-28,20.850000381469727,21.770000457763672,20.850000381469727,22.209999084472656,71000.0
2008-01-29,22.040000915527344,22.290000915527344,21.84000015258789,22.75,77000.0
2008-01-30,22.020000457763672,20.8799991607666,20.850000381469727,22.59000015258789,103600.0
2008-01-31,21.049999237060547,20.549999237060547,20.350000381469727,21.520000457763672,82400.0
2008-02-01,21.3799991607666,22.290000915527344,21.059999465942383,22.719999313354492,105900.0
2008-02-04,22.350000381469727,22.510000228881836,22.149999618530273,22.549999237060547,100200.0
2008-02-05,22.1200008392334,22.520000457763672,22.030000686645508,22.860000610351562,78800.0
2008-02-06,22.709999084472656,22.469999313354492,22.350000381469727,22.84000015258789,98900.0
2008-02-07,22.389999389648438,22.729999542236328,22.360000610351562,22.989999771118164,83100.0
2008-02-08,22.549999237060547,22.139999389648438,22.0,22.549999237060547,65300.0
2008-02-11,22.190000534057617,22.770000457763672,22.149999618530273,23.0,79500.0
2008-02-12,22.81999969482422,23.739999771118164,22.81999969482422,23.979999542236328,68100.0
2008-02-13,23.489999771118164,23.829999923706055,23.239999771118164,23.989999771118164,75100.0
2008-02-14,23.93000030517578,22.969999313354492,22.15999984741211,23.93000030517578,100900.0
2008-02-15,22.850000381469727,23.1200008392334,22.6299991607666,23.299999237060547,60500.0
2008-02-19,23.389999389648438,22.3799991607666,22.0,23.389999389648438,31700.0
2008-02-20,22.18000030517578,23.350000381469727,22.18000030517578,23.43000030517578,38800.0
2008-02-21,23.579999923706055,22.3799991607666,22.239999771118164,23.850000381469727,35200.0
2008-02-22,22.34000015258789,22.100000381469727,21.68000030517578,22.920000076293945,25700.0
2008-02-25,22.020000457763672,22.84000015258789,22.020000457763672,22.84000015258789,30300.0
2008-02-26,22.649999618530273,23.610000610351562,22.649999618530273,24.0,54000.0
2008-02-27,23.520000457763672,23.309999465942383,23.040000915527344,23.860000610351562,58700.0
2008-02-28,23.219999313354492,23.270000457763672,23.219999313354492,23.6200008392334,36400.0
2008-02-29,23.040000915527344,22.270000457763672,22.219999313354492,23.59000015258789,48500.0
2008-03-03,22.329999923706055,21.389999389648438,20.899999618530273,22.329999923706055,46400.0
2008-03-04,21.209999084472656,21.940000534057617,21.1299991607666,22.139999389648438,43000.0
2008-03-05,22.09000015258789,21.790000915527344,21.239999771118164,22.18000030517578,83600.0
2008-03-06,21.6299991607666,20.940000534057617,20.940000534057617,21.639999389648438,33600.0
2008-03-07,20.90999984741211,20.969999313354492,20.639999389648438,21.34000015258789,35600.0
2008-03-10,21.0,20.40999984741211,20.350000381469727,21.530000686645508,63500.0
2008-03-11,20.760000228881836,21.100000381469727,20.3700008392334,21.469999313354492,47600.0
2008-03-12,21.100000381469727,20.139999389648438,20.06999969482422,21.100000381469727,42800.0
2008-03-13,20.010000228881836,20.489999771118164,20.0,20.639999389648438,30100.0
2008-03-14,20.65999984741211,20.170000076293945,20.020000457763672,20.65999984741211,29700.0
2008-03-17,19.979999542236328,19.90999984741211,19.639999389648438,20.290000915527344,38500.0
2008-03-18,20.389999389648438,20.709999084472656,19.8799991607666,20.860000610351562,107000.0
2008-03-19,20.93000030517578,20.989999771118164,20.559999465942383,21.270000457763672,41000.0
2008-03-20,21.219999313354492,21.139999389648438,20.09000015258789,21.309999465942383,153500.0
2008-03-24,21.270000457763672,21.34000015258789,20.780000686645508,21.600000381469727,43900.0
2008-03-25,21.3799991607666,20.700000762939453,20.31999969482422,21.5,93200.0
2008-03-26,20.559999465942383,20.81999969482422,20.399999618530273,21.010000228881836,64500.0
2008-03-27,20.799999237060547,20.440000534057617,20.149999618530273,21.149999618530273,137600.0
2008-03-28,20.739999771118164,20.40999984741211,20.239999771118164,20.770000457763672,258600.0
2008-03-31,20.5,20.899999618530273,20.40999984741211,21.219999313354492,92500.0
2008-04-01,21.219999313354492,20.969999313354492,20.540000915527344,21.389999389648438,92300.0
2008-04-02,21.149999618530273,20.829999923706055,20.649999618530273,21.149999618530273,134800.0
2008-04-03,20.600000381469727,20.510000228881836,20.31999969482422,20.780000686645508,64700.0
2008-04-04,20.489999771118164,21.079999923706055,20.489999771118164,21.8799991607666,77900.0
2008-04-07,21.799999237060547,20.790000915527344,20.75,22.0,87400.0
2008-04-08,20.65999984741211,20.59000015258789,20.200000762939453,20.799999237060547,49500.0
2008-04-09,20.549999237060547,20.1299991607666,20.100000381469727,20.56999969482422,39400.0
2008-04-10,20.15999984741211,20.190000534057617,20.100000381469727,20.270000457763672,39500.0
2008-04-11,20.06999969482422,20.030000686645508,20.010000228881836,20.18000030517578,61700.0
2008-04-14,20.0,19.8799991607666,19.8799991607666,20.09000015258789,62700.0
2008-04-15,19.969999313354492,19.18000030517578,19.09000015258789,20.0,168000.0
2008-04-16,19.329999923706055,20.1299991607666,19.329999923706055,20.510000228881836,76700.0
2008-04-17,20.030000686645508,20.329999923706055,20.030000686645508,20.5,30500.0
2008-04-18,20.75,20.450000762939453,20.09000015258789,20.75,43300.0
2008-04-21,20.34000015258789,20.1299991607666,20.049999237060547,20.559999465942383,39400.0
2008-04-22,20.049999237060547,19.110000610351562,18.799999237060547,20.270000457763672,67300.0
2008-04-23,19.18000030517578,19.3700008392334,19.0,19.5,38700.0
2008-04-24,19.520000457763672,19.600000381469727,19.139999389648438,19.729999542236328,46500.0
2008-04-25,17.600000381469727,19.639999389648438,17.489999771118164,19.979999542236328,157500.0
2008-04-28,19.420000076293945,20.34000015258789,19.329999923706055,20.389999389648438,96200.0
2008-04-29,20.260000228881836,19.0,18.93000030517578,20.260000228881836,64100.0
2008-04-30,18.979999542236328,19.020000457763672,18.959999084472656,19.719999313354492,79200.0
2008-05-01,19.0,19.719999313354492,19.0,20.31999969482422,72000.0
2008-05-02,19.84000015258789,19.280000686645508,19.229999542236328,20.260000228881836,92800.0
2008-05-05,19.18000030517578,19.389999389648438,19.030000686645508,19.75,65300.0
2008-05-06,19.299999237060547,19.520000457763672,19.1299991607666,19.600000381469727,46100.0
2008-05-07,19.43000030517578,18.75,18.729999542236328,19.479999542236328,47200.0
2008-05-08,18.75,19.0,18.649999618530273,19.219999313354492,60700.0
2008-05-09,18.809999465942383,19.059999465942383,18.639999389648438,19.299999237060547,57100.0
2008-05-12,19.1200008392334,19.639999389648438,18.799999237060547,20.030000686645508,54300.0
2008-05-13,19.639999389648438,19.559999465942383,19.020000457763672,19.969999313354492,55200.0
2008-05-14,19.56999969482422,19.350000381469727,19.030000686645508,20.049999237060547,80600.0
2008-05-15,19.25,19.84000015258789,18.75,19.969999313354492,60000.0
2008-05-16,19.8799991607666,19.549999237060547,19.440000534057617,19.8799991607666,40800.0
2008-05-19,19.5,19.469999313354492,19.260000228881836,19.770000457763672,54600.0
2008-05-20,19.399999618530273,19.530000686645508,19.059999465942383,19.770000457763672,70700.0
2008-05-21,19.540000915527344,19.530000686645508,19.43000030517578,19.850000381469727,60700.0
2008-05-22,19.540000915527344,19.719999313354492,19.5,19.90999984741211,44000.0
2008-05-23,19.579999923706055,19.610000610351562,19.280000686645508,19.920000076293945,35700.0
2008-05-27,19.56999969482422,19.780000686645508,19.350000381469727,20.030000686645508,77800.0
2008-05-28,19.809999465942383,20.049999237060547,19.809999465942383,20.450000762939453,74300.0
2008-05-29,20.049999237060547,20.450000762939453,20.049999237060547,20.950000762939453,45700.0
2008-05-30,20.440000534057617,19.950000762939453,19.889999389648438,20.65999984741211,37400.0
2008-06-02,19.81999969482422,19.329999923706055,19.0,20.260000228881836,145400.0
2008-06-03,19.34000015258789,19.6299991607666,19.0,19.700000762939453,116700.0
2008-06-04,19.520000457763672,19.670000076293945,19.3799991607666,20.06999969482422,47800.0
2008-06-05,19.65999984741211,19.93000030517578,19.299999237060547,20.299999237060547,62000.0
2008-06-06,19.059999465942383,19.5,19.059999465942383,20.1200008392334,38800.0
2008-06-09,19.5,19.389999389648438,18.920000076293945,19.860000610351562,71400.0
2008-06-10,19.209999084472656,19.139999389648438,18.899999618530273,19.549999237060547,115400.0
2008-06-11,18.959999084472656,18.75,18.639999389648438,19.049999237060547,100200.0
2008-06-12,18.809999465942383,19.200000762939453,18.639999389648438,19.6200008392334,119300.0
2008-06-13,19.209999084472656,19.81999969482422,19.18000030517578,19.959999084472656,59600.0
2008-06-16,19.700000762939453,19.8700008392334,19.489999771118164,20.0,90700.0
2008-06-17,19.969999313354492,19.600000381469727,19.5,19.969999313354492,47900.0
2008-06-18,19.510000228881836,19.510000228881836,19.479999542236328,19.950000762939453,51200.0
2008-06-19,19.440000534057617,19.829999923706055,19.43000030517578,20.0,30400.0
2008-06-20,19.700000762939453,19.530000686645508,19.200000762939453,19.940000534057617,100200.0
2008-06-23,19.579999923706055,19.520000457763672,19.020000457763672,19.68000030517578,41000.0
2008-06-24,19.309999465942383,19.1200008392334,18.920000076293945,19.770000457763672,76700.0
2008-06-25,19.149999618530273,19.149999618530273,19.0,19.6200008392334,78000.0
2008-06-26,18.8799991607666,18.65999984741211,18.649999618530273,19.0,48100.0
2008-06-27,18.520000457763672,18.079999923706055,17.65999984741211,18.6299991607666,246600.0
2008-06-30,18.049999237060547,17.329999923706055,17.1299991607666,18.5,179400.0
2008-07-01,17.100000381469727,17.459999084472656,17.06999969482422,18.420000076293945,50800.0
2008-07-02,17.3799991607666,17.450000762939453,17.260000228881836,17.690000534057617,67000.0
2008-07-03,17.31999969482422,18.06999969482422,17.31999969482422,18.510000228881836,58900.0
2008-07-07,18.139999389648438,18.110000610351562,18.010000228881836,18.549999237060547,100200.0
2008-07-08,18.020000457763672,19.399999618530273,18.020000457763672,19.399999618530273,82600.0
2008-07-09,19.309999465942383,19.229999542236328,19.170000076293945,19.549999237060547,56200.0
2008-07-10,19.149999618530273,19.950000762939453,18.420000076293945,20.0,126800.0
2008-07-11,19.600000381469727,20.09000015258789,19.43000030517578,20.110000610351562,62200.0
2008-07-14,20.1200008392334,20.31999969482422,18.360000610351562,20.600000381469727,50600.0
2008-07-15,20.040000915527344,20.6299991607666,20.040000915527344,20.979999542236328,67300.0
2008-07-16,20.65999984741211,21.040000915527344,20.200000762939453,21.350000381469727,60900.0
2008-07-17,21.06999969482422,21.479999542236328,20.84000015258789,21.780000686645508,39600.0
2008-07-18,21.469999313354492,21.420000076293945,21.049999237060547,21.610000610351562,29600.0
2008-07-21,21.440000534057617,21.420000076293945,20.190000534057617,21.549999237060547,18400.0
2008-07-22,21.100000381469727,22.219999313354492,20.90999984741211,22.219999313354492,70500.0
2008-07-23,22.079999923706055,22.559999465942383,21.389999389648438,22.729999542236328,54600.0
2008-07-24,22.260000228881836,22.190000534057617,21.889999389648438,23.0,34500.0
2008-07-25,24.389999389648438,24.899999618530273,23.0,25.110000610351562,161100.0
2008-07-28,25.06999969482422,25.43000030517578,25.06999969482422,26.309999465942383,112400.0
2008-07-29,25.389999389648438,25.229999542236328,24.760000228881836,26.309999465942383,116400.0
2008-07-30,25.440000534057617,24.979999542236328,24.350000381469727,26.239999771118164,116500.0
2008-07-31,24.6200008392334,24.780000686645508,24.530000686645508,25.299999237060547,101000.0
2008-08-01,24.829999923706055,25.209999084472656,24.549999237060547,25.84000015258789,82200.0
2008-08-04,25.149999618530273,25.979999542236328,24.790000915527344,26.520000457763672,85600.0
2008-08-05,25.90999984741211,26.479999542236328,25.489999771118164,26.790000915527344,113800.0
2008-08-06,26.469999313354492,26.6200008392334,26.229999542236328,26.899999618530273,89600.0
2008-08-07,26.43000030517578,27.0,26.389999389648438,27.25,71200.0
2008-08-08,27.100000381469727,27.420000076293945,26.959999084472656,27.940000534057617,76400.0
2008-08-11,27.399999618530273,28.15999984741211,26.559999465942383,28.649999618530273,161900.0
2008-08-12,28.100000381469727,27.360000610351562,27.110000610351562,28.299999237060547,144300.0
2008-08-13,27.3700008392334,27.479999542236328,27.18000030517578,27.75,83800.0
2008-08-14,27.280000686645508,28.0,27.280000686645508,28.200000762939453,51600.0
2008-08-15,28.239999771118164,27.889999389648438,27.3700008392334,28.639999389648438,81700.0
