Date,cpsiopen,cpsiclose,cpsilow,cpsihigh,cpsivolume
2008-08-18,27.84000015258789,27.739999771118164,27.40999984741211,28.18000030517578,46700.0
2008-08-19,27.360000610351562,27.059999465942383,26.809999465942383,27.969999313354492,62100.0
2008-08-20,27.06999969482422,26.5,25.950000762939453,27.06999969482422,91600.0
2008-08-21,26.229999542236328,26.829999923706055,25.8700008392334,27.049999237060547,66600.0
2008-08-22,26.950000762939453,26.989999771118164,26.450000762939453,27.079999923706055,101300.0
2008-08-25,26.780000686645508,26.280000686645508,26.25,27.049999237060547,48600.0
2008-08-26,26.209999084472656,26.59000015258789,25.540000915527344,27.020000457763672,60800.0
2008-08-27,26.520000457763672,26.979999542236328,26.520000457763672,27.1299991607666,93200.0
2008-08-28,27.190000534057617,28.049999237060547,26.889999389648438,28.049999237060547,116700.0
2008-08-29,27.84000015258789,27.1299991607666,27.1200008392334,27.8700008392334,48100.0
2008-09-02,27.59000015258789,27.670000076293945,27.100000381469727,28.479999542236328,65700.0
2008-09-03,27.510000228881836,27.899999618530273,27.270000457763672,28.040000915527344,74300.0
2008-09-04,27.6200008392334,26.899999618530273,26.75,27.6200008392334,35500.0
2008-09-05,26.739999771118164,26.84000015258789,26.540000915527344,27.25,33900.0
2008-09-08,26.850000381469727,27.639999389648438,26.31999969482422,28.0,37600.0
2008-09-09,27.56999969482422,27.6200008392334,26.969999313354492,28.09000015258789,193000.0
2008-09-10,27.93000030517578,27.969999313354492,27.1200008392334,28.0,76200.0
2008-09-11,27.579999923706055,27.989999771118164,26.959999084472656,28.0,87700.0
2008-09-12,27.68000030517578,27.520000457763672,27.25,28.059999465942383,52200.0
2008-09-15,27.90999984741211,28.559999465942383,27.280000686645508,28.969999313354492,190600.0
2008-09-16,28.8700008392334,29.889999389648438,28.040000915527344,30.0,254300.0
2008-09-17,29.559999465942383,28.260000228881836,28.260000228881836,29.75,134700.0
2008-09-18,28.829999923706055,24.489999771118164,22.06999969482422,29.790000915527344,216600.0
2008-09-19,26.280000686645508,25.68000030517578,23.3700008392334,28.530000686645508,272400.0
2008-09-22,25.59000015258789,26.15999984741211,25.469999313354492,27.270000457763672,89000.0
2008-09-23,26.030000686645508,26.790000915527344,25.739999771118164,27.079999923706055,63200.0
2008-09-24,26.729999542236328,28.520000457763672,26.59000015258789,29.010000228881836,171600.0
2008-09-25,28.5,28.829999923706055,27.489999771118164,29.25,351500.0
2008-09-26,28.229999542236328,28.81999969482422,27.559999465942383,28.969999313354492,84700.0
2008-09-29,28.6299991607666,27.75,27.75,29.56999969482422,123200.0
2008-09-30,27.75,28.950000762939453,27.75,29.040000915527344,100800.0
2008-10-01,28.540000915527344,29.290000915527344,27.549999237060547,29.809999465942383,76600.0
2008-10-02,29.06999969482422,28.540000915527344,28.299999237060547,29.760000228881836,79300.0
2008-10-03,28.65999984741211,27.729999542236328,27.549999237060547,28.899999618530273,124500.0
2008-10-06,27.229999542236328,27.969999313354492,26.68000030517578,28.670000076293945,120700.0
2008-10-07,28.010000228881836,26.81999969482422,26.6299991607666,28.40999984741211,137600.0
2008-10-08,26.100000381469727,26.709999084472656,25.299999237060547,27.549999237060547,177600.0
2008-10-09,26.860000610351562,23.469999313354492,23.170000076293945,26.8700008392334,116300.0
2008-10-10,22.5,23.0,21.639999389648438,24.09000015258789,124400.0
2008-10-13,23.399999618530273,23.920000076293945,22.610000610351562,24.110000610351562,115000.0
2008-10-14,24.18000030517578,25.360000610351562,24.18000030517578,25.81999969482422,75000.0
2008-10-15,24.950000762939453,24.850000381469727,24.709999084472656,26.25,138800.0
2008-10-16,25.010000228881836,29.299999237060547,24.780000686645508,29.489999771118164,243500.0
2008-10-17,28.530000686645508,26.43000030517578,26.0,28.530000686645508,179500.0
2008-10-20,25.670000076293945,27.950000762939453,25.18000030517578,28.350000381469727,197300.0
2008-10-21,27.31999969482422,27.709999084472656,27.31999969482422,28.389999389648438,127900.0
2008-10-22,27.280000686645508,27.8700008392334,26.920000076293945,28.420000076293945,225600.0
2008-10-23,27.639999389648438,27.170000076293945,26.399999618530273,28.190000534057617,193700.0
2008-10-24,25.059999465942383,25.1299991607666,24.049999237060547,27.270000457763672,183300.0
2008-10-27,24.760000228881836,25.40999984741211,24.5,26.709999084472656,134300.0
2008-10-28,25.940000534057617,28.040000915527344,25.149999618530273,28.290000915527344,223900.0
2008-10-29,28.59000015258789,27.81999969482422,27.43000030517578,28.959999084472656,312100.0
2008-10-30,28.200000762939453,27.610000610351562,27.350000381469727,28.600000381469727,113900.0
2008-10-31,27.34000015258789,27.690000534057617,26.459999084472656,28.479999542236328,150800.0
2008-11-03,27.799999237060547,28.6200008392334,27.389999389648438,29.0,142000.0
2008-11-04,28.959999084472656,29.010000228881836,28.030000686645508,29.8700008392334,144900.0
2008-11-05,29.049999237060547,28.989999771118164,28.559999465942383,29.950000762939453,180000.0
2008-11-06,29.059999465942383,30.149999618530273,29.059999465942383,30.5,189800.0
2008-11-07,29.899999618530273,30.149999618530273,29.40999984741211,30.440000534057617,243800.0
2008-11-10,30.5,29.09000015258789,28.6200008392334,31.0,155400.0
2008-11-11,28.75,27.8799991607666,27.770000457763672,28.889999389648438,103800.0
2008-11-12,27.6299991607666,26.309999465942383,26.280000686645508,28.34000015258789,191500.0
2008-11-13,26.15999984741211,26.610000610351562,24.780000686645508,26.770000457763672,235400.0
2008-11-14,26.110000610351562,27.899999618530273,26.110000610351562,29.719999313354492,328000.0
2008-11-17,27.790000915527344,26.989999771118164,26.889999389648438,28.459999084472656,85400.0
2008-11-18,27.139999389648438,26.610000610351562,25.75,27.799999237060547,121800.0
2008-11-19,26.540000915527344,26.010000228881836,25.989999771118164,27.530000686645508,186900.0
2008-11-20,25.75,24.93000030517578,24.760000228881836,26.690000534057617,226400.0
2008-11-21,23.860000610351562,26.170000076293945,23.219999313354492,26.360000610351562,190400.0
2008-11-24,26.239999771118164,27.579999923706055,26.209999084472656,28.010000228881836,149200.0
2008-11-25,26.600000381469727,26.6299991607666,25.649999618530273,26.8700008392334,422000.0
2008-11-26,26.139999389648438,28.020000457763672,24.770000457763672,28.1200008392334,318000.0
2008-11-28,27.979999542236328,27.979999542236328,27.229999542236328,28.290000915527344,80000.0
2008-12-01,26.969999313354492,25.989999771118164,25.670000076293945,28.450000762939453,174500.0
2008-12-02,26.440000534057617,26.270000457763672,25.020000457763672,26.530000686645508,252200.0
2008-12-03,25.75,26.729999542236328,25.18000030517578,27.0,127200.0
2008-12-04,26.440000534057617,27.010000228881836,26.170000076293945,28.649999618530273,218900.0
2008-12-05,26.670000076293945,27.299999237060547,25.90999984741211,27.459999084472656,143000.0
2008-12-08,27.790000915527344,27.969999313354492,27.299999237060547,28.8799991607666,146300.0
2008-12-09,28.950000762939453,27.170000076293945,26.959999084472656,28.950000762939453,77200.0
2008-12-10,27.43000030517578,26.399999618530273,26.100000381469727,28.290000915527344,103700.0
2008-12-11,26.1200008392334,25.40999984741211,25.0,26.229999542236328,113600.0
2008-12-12,24.959999084472656,25.5,24.43000030517578,25.809999465942383,173000.0
2008-12-15,25.479999542236328,25.06999969482422,25.0,26.280000686645508,131000.0
2008-12-16,25.309999465942383,26.0,24.639999389648438,26.270000457763672,182300.0
2008-12-17,25.649999618530273,25.850000381469727,25.040000915527344,26.200000762939453,115800.0
2008-12-18,26.09000015258789,25.219999313354492,24.920000076293945,26.25,136400.0
2008-12-19,25.520000457763672,25.860000610351562,25.399999618530273,26.969999313354492,175900.0
2008-12-22,25.84000015258789,25.68000030517578,24.889999389648438,26.520000457763672,73500.0
2008-12-23,25.950000762939453,25.649999618530273,25.18000030517578,26.729999542236328,66300.0
2008-12-24,24.809999465942383,25.200000762939453,24.809999465942383,26.149999618530273,51300.0
2008-12-26,25.469999313354492,26.84000015258789,25.469999313354492,26.93000030517578,82200.0
2008-12-29,27.020000457763672,26.90999984741211,26.360000610351562,27.399999618530273,124100.0
2008-12-30,26.829999923706055,26.489999771118164,26.270000457763672,27.020000457763672,134500.0
2008-12-31,26.59000015258789,26.799999237060547,26.040000915527344,27.299999237060547,194000.0
2009-01-02,27.06999969482422,28.350000381469727,26.850000381469727,28.860000610351562,193100.0
2009-01-05,28.43000030517578,28.3799991607666,28.0,28.93000030517578,118500.0
2009-01-06,28.3799991607666,27.239999771118164,26.959999084472656,28.3799991607666,151000.0
2009-01-07,27.149999618530273,27.40999984741211,26.90999984741211,27.709999084472656,114000.0
2009-01-08,27.399999618530273,26.829999923706055,26.3700008392334,27.399999618530273,159600.0
2009-01-09,26.90999984741211,27.09000015258789,25.850000381469727,27.209999084472656,131800.0
2009-01-12,27.020000457763672,26.559999465942383,26.25,27.260000228881836,113700.0
2009-01-13,26.520000457763672,26.5,25.350000381469727,26.809999465942383,76600.0
2009-01-14,26.350000381469727,25.110000610351562,25.0,26.350000381469727,72600.0
2009-01-15,25.15999984741211,25.600000381469727,24.350000381469727,25.790000915527344,117200.0
2009-01-16,25.610000610351562,25.100000381469727,24.760000228881836,25.75,93500.0
2009-01-20,24.84000015258789,24.350000381469727,24.25,25.43000030517578,93400.0
2009-01-21,24.40999984741211,25.149999618530273,24.40999984741211,25.25,112600.0
2009-01-22,24.329999923706055,22.25,21.299999237060547,24.329999923706055,273800.0
2009-01-23,22.18000030517578,22.649999618530273,22.149999618530273,23.06999969482422,104100.0
2009-01-26,22.790000915527344,23.3700008392334,22.719999313354492,23.68000030517578,98600.0
2009-01-27,22.690000534057617,23.25,22.3700008392334,23.440000534057617,53900.0
2009-01-28,23.6200008392334,23.700000762939453,23.31999969482422,24.06999969482422,71800.0
2009-01-29,23.59000015258789,23.75,23.110000610351562,23.940000534057617,130500.0
2009-01-30,26.219999313354492,25.1299991607666,24.6299991607666,26.219999313354492,277600.0
2009-02-02,24.81999969482422,26.06999969482422,24.700000762939453,26.190000534057617,180900.0
2009-02-03,26.260000228881836,26.8700008392334,26.1299991607666,27.639999389648438,274400.0
2009-02-04,27.040000915527344,26.940000534057617,26.420000076293945,27.350000381469727,126200.0
2009-02-05,26.84000015258789,25.940000534057617,25.760000228881836,27.709999084472656,204700.0
2009-02-06,26.15999984741211,26.979999542236328,25.989999771118164,27.040000915527344,125200.0
2009-02-09,27.139999389648438,27.399999618530273,26.850000381469727,27.8799991607666,192200.0
2009-02-10,26.700000762939453,26.329999923706055,26.020000457763672,27.219999313354492,127300.0
2009-02-11,26.5,26.010000228881836,25.510000228881836,26.979999542236328,132400.0
2009-02-12,25.959999084472656,26.59000015258789,25.790000915527344,26.799999237060547,104000.0
2009-02-13,26.600000381469727,26.440000534057617,26.010000228881836,27.110000610351562,72000.0
2009-02-17,26.139999389648438,25.559999465942383,25.18000030517578,26.139999389648438,90700.0
2009-02-18,25.729999542236328,24.8799991607666,24.780000686645508,25.729999542236328,64700.0
2009-02-19,24.989999771118164,25.299999237060547,24.780000686645508,25.59000015258789,96100.0
2009-02-20,25.100000381469727,26.299999237060547,25.100000381469727,26.510000228881836,175200.0
2009-02-23,26.579999923706055,25.43000030517578,25.360000610351562,26.75,67100.0
2009-02-24,25.440000534057617,26.309999465942383,25.3700008392334,26.389999389648438,148600.0
2009-02-25,27.899999618530273,27.760000228881836,27.59000015258789,28.43000030517578,660000.0
2009-02-26,28.059999465942383,26.690000534057617,26.350000381469727,28.09000015258789,188800.0
2009-02-27,26.329999923706055,26.75,25.739999771118164,27.399999618530273,164600.0
2009-03-02,26.329999923706055,26.989999771118164,26.25,27.229999542236328,263700.0
2009-03-03,27.010000228881836,24.93000030517578,24.549999237060547,27.579999923706055,1591700.0
2009-03-04,25.309999465942383,25.5,24.8799991607666,25.989999771118164,361600.0
2009-03-05,25.170000076293945,24.739999771118164,24.68000030517578,25.68000030517578,175800.0
2009-03-06,24.860000610351562,24.850000381469727,24.149999618530273,25.06999969482422,164200.0
2009-03-09,24.6200008392334,24.110000610351562,24.0,25.729999542236328,186900.0
2009-03-10,24.440000534057617,25.100000381469727,23.68000030517578,25.549999237060547,235900.0
2009-03-11,25.15999984741211,25.18000030517578,24.6299991607666,25.969999313354492,224000.0
2009-03-12,25.290000915527344,26.209999084472656,24.790000915527344,26.420000076293945,237900.0
2009-03-13,26.360000610351562,27.75,26.360000610351562,27.920000076293945,365200.0
2009-03-16,28.479999542236328,29.469999313354492,27.899999618530273,29.940000534057617,443800.0
2009-03-17,29.0,30.0,28.5,30.0,352500.0
2009-03-18,29.760000228881836,31.75,29.209999084472656,31.850000381469727,513800.0
2009-03-19,31.850000381469727,30.959999084472656,29.8700008392334,31.860000610351562,329600.0
2009-03-20,30.6299991607666,30.020000457763672,29.809999465942383,30.670000076293945,275500.0
2009-03-23,30.65999984741211,31.790000915527344,30.049999237060547,31.790000915527344,256100.0
2009-03-24,31.530000686645508,31.729999542236328,31.0,32.2400016784668,278700.0
2009-03-25,32.130001068115234,33.060001373291016,31.739999771118164,33.400001525878906,362400.0
2009-03-26,33.439998626708984,32.959999084472656,32.209999084472656,33.630001068115234,307800.0
2009-03-27,32.63999938964844,32.310001373291016,31.860000610351562,32.72999954223633,333000.0
2009-03-30,31.639999389648438,31.670000076293945,30.65999984741211,31.989999771118164,229100.0
2009-03-31,32.40999984741211,33.27000045776367,32.290000915527344,34.38999938964844,382800.0
2009-04-01,33.29999923706055,32.970001220703125,31.760000228881836,33.849998474121094,315800.0
2009-04-02,33.220001220703125,33.27000045776367,32.70000076293945,34.08000183105469,263600.0
2009-04-03,33.66999816894531,34.40999984741211,32.84000015258789,34.43000030517578,210200.0
2009-04-06,34.29999923706055,33.90999984741211,32.90999984741211,34.4900016784668,255700.0
2009-04-07,33.650001525878906,31.979999542236328,31.940000534057617,33.650001525878906,164900.0
2009-04-08,32.13999938964844,32.880001068115234,32.130001068115234,33.150001525878906,87000.0
2009-04-09,33.54999923706055,34.4900016784668,33.27000045776367,34.5,235900.0
2009-04-13,34.310001373291016,34.83000183105469,33.5,35.0,217700.0
2009-04-14,34.36000061035156,34.11000061035156,33.689998626708984,34.9900016784668,188100.0
2009-04-15,33.95000076293945,33.720001220703125,33.08000183105469,34.040000915527344,126800.0
2009-04-16,34.279998779296875,34.4900016784668,33.310001373291016,34.689998626708984,115700.0
2009-04-17,34.66999816894531,34.939998626708984,33.779998779296875,35.29999923706055,122900.0
2009-04-20,34.31999969482422,33.58000183105469,33.08000183105469,34.900001525878906,176800.0
