Date,winopen,winclose,winlow,winhigh,winvolume
2008-01-02,102.61096954345703,99.2428207397461,98.77284240722656,102.61096954345703,522800.0
2008-01-03,99.39947509765625,97.36292266845703,96.81462097167969,100.02610778808594,621800.0
2008-01-04,96.73628997802734,93.7597885131836,93.60313415527344,97.04960632324219,552600.0
2008-01-07,94.15143585205078,97.20626831054688,94.15143585205078,97.83290100097656,638600.0
2008-01-08,97.28459167480469,92.34986877441406,91.80156707763672,97.75457000732422,757800.0
2008-01-09,92.4281997680664,90.31331634521484,86.55352783203125,92.50653076171875,1695100.0
2008-01-10,89.13838195800781,91.25326538085938,88.98171997070312,92.03655242919922,975500.0
2008-01-11,90.31331634521484,90.78328704833984,89.21671295166016,92.03655242919922,545000.0
2008-01-14,91.40991973876953,91.87989807128906,89.60835266113281,91.95822143554688,433600.0
2008-01-15,93.2898178100586,90.469970703125,90.469970703125,94.46475219726562,686600.0
2008-01-16,90.07833099365234,89.60835266113281,89.21671295166016,91.87989807128906,629000.0
2008-01-17,89.68668365478516,89.13838195800781,88.74673461914062,90.78328704833984,968400.0
2008-01-18,89.92166900634766,86.8668441772461,85.45691680908203,90.93994903564453,720400.0
2008-01-22,83.96866607666016,85.84856414794922,81.46214294433594,86.78851318359375,826300.0
2008-01-23,83.81201171875,87.1801528930664,81.93211364746094,87.49346923828125,739400.0
2008-01-24,87.5718002319336,87.25848388671875,84.83028411865234,88.04177856445312,680400.0
2008-01-25,88.27676391601562,86.39686584472656,86.16188049316406,88.43341827392578,483400.0
2008-01-28,86.16188049316406,88.04177856445312,85.22193145751953,88.19843292236328,475300.0
2008-01-29,88.74673461914062,89.7650146484375,87.96344757080078,90.31331634521484,404900.0
2008-01-30,89.530029296875,88.59008026123047,88.19843292236328,91.01828002929688,406200.0
2008-01-31,87.41514587402344,90.93994903564453,87.02349853515625,91.64490509033203,551900.0
2008-02-01,91.17493438720703,91.87989807128906,90.54830169677734,92.1932144165039,317400.0
2008-02-04,91.87989807128906,90.86161804199219,90.0,92.03655242919922,400200.0
2008-02-05,90.62663269042969,87.49346923828125,87.1018295288086,90.78328704833984,484100.0
2008-02-06,88.27676391601562,86.16188049316406,85.84856414794922,88.27676391601562,437500.0
2008-02-07,86.16188049316406,86.08354949951172,84.36031341552734,86.39686584472656,447700.0
2008-02-08,92.34986877441406,90.86161804199219,89.45169830322266,93.83811950683594,864900.0
2008-02-11,91.64490509033203,91.09660339355469,90.39164733886719,92.1932144165039,556200.0
2008-02-12,91.80156707763672,91.48825073242188,90.93994903564453,92.34986877441406,543100.0
2008-02-13,92.34986877441406,93.21148681640625,91.64490509033203,93.7597885131836,548400.0
2008-02-14,93.44647216796875,91.95822143554688,91.87989807128906,93.91645050048828,519600.0
2008-02-15,91.95822143554688,94.77806854248047,91.33159637451172,94.93472290039062,612800.0
2008-02-19,96.03133392333984,93.83811950683594,93.2898178100586,96.03133392333984,833600.0
2008-02-20,93.91645050048828,93.2898178100586,90.62663269042969,93.91645050048828,589700.0
2008-02-21,92.97650146484375,91.17493438720703,90.86161804199219,93.91645050048828,425600.0
2008-02-22,91.40991973876953,92.34986877441406,90.39164733886719,93.0548324584961,517000.0
2008-02-25,92.58485412597656,96.4229736328125,92.58485412597656,96.57963562011719,1061800.0
2008-02-26,96.10965728759766,96.34465026855469,95.01305389404297,96.89295196533203,474800.0
2008-02-27,96.4229736328125,94.38642120361328,93.5248031616211,96.4229736328125,571300.0
2008-02-28,94.46475219726562,95.24803924560547,94.07310485839844,97.28459167480469,390600.0
2008-02-29,94.54308319091797,92.11488342285156,91.95822143554688,94.77806854248047,427600.0
2008-03-03,92.11488342285156,93.99478149414062,91.80156707763672,94.15143585205078,474900.0
2008-03-04,94.22976684570312,94.07310485839844,92.8198471069336,94.30809020996094,494200.0
2008-03-05,91.72323608398438,94.38642120361328,91.72323608398438,95.87467193603516,601000.0
2008-03-06,95.01305389404297,93.0548324584961,92.50653076171875,95.01305389404297,644900.0
2008-03-07,94.07310485839844,93.36814880371094,92.58485412597656,94.07310485839844,524500.0
2008-03-10,93.5248031616211,91.09660339355469,90.86161804199219,93.99478149414062,468600.0
2008-03-11,93.2898178100586,95.63968658447266,91.80156707763672,95.63968658447266,710700.0
2008-03-12,95.63968658447266,92.74151611328125,92.34986877441406,95.9530029296875,593400.0
2008-03-13,91.95822143554688,92.8198471069336,90.78328704833984,94.46475219726562,552500.0
2008-03-14,93.68146514892578,91.48825073242188,90.15665435791016,93.68146514892578,523100.0
2008-03-17,91.25326538085938,93.68146514892578,90.39164733886719,94.77806854248047,722500.0
2008-03-18,95.63968658447266,97.51958465576172,93.68146514892578,97.51958465576172,726800.0
2008-03-19,97.83290100097656,94.69973754882812,94.46475219726562,97.91122436523438,839400.0
2008-03-20,94.93472290039062,95.32637023925781,93.68146514892578,95.63968658447266,1019100.0
2008-03-24,95.56135559082031,97.91122436523438,95.16971588134766,98.69451904296875,652700.0
2008-03-25,98.1462173461914,96.73628997802734,95.32637023925781,98.1462173461914,680500.0
2008-03-26,96.73628997802734,94.30809020996094,93.7597885131836,97.36292266845703,587000.0
2008-03-27,93.99478149414062,91.64490509033203,91.56658172607422,94.22976684570312,590300.0
2008-03-28,91.64490509033203,91.48825073242188,91.17493438720703,93.36814880371094,391400.0
2008-03-31,91.25326538085938,93.60313415527344,90.86161804199219,93.83811950683594,637000.0
2008-04-01,92.1932144165039,94.46475219726562,92.1932144165039,95.718017578125,594900.0
2008-04-02,94.69973754882812,93.68146514892578,93.36814880371094,95.79634094238281,485100.0
2008-04-03,93.99478149414062,95.01305389404297,92.8198471069336,95.4830322265625,550800.0
2008-04-04,95.32637023925781,94.46475219726562,93.83811950683594,95.63968658447266,554600.0
2008-04-07,95.32637023925781,93.68146514892578,93.36814880371094,95.32637023925781,330800.0
2008-04-08,93.7597885131836,93.68146514892578,92.50653076171875,94.07310485839844,458300.0
