Date,alkopen,alkclose,alklow,alkhigh,alkvolume
2008-01-02,6.204999923706055,5.912499904632568,5.877500057220459,6.292500019073486,2580000.0
2008-01-03,5.934999942779541,5.800000190734863,5.769999980926514,6.037499904632568,1962800.0
2008-01-04,5.732500076293945,5.730000019073486,5.552499771118164,5.772500038146973,2148000.0
2008-01-07,5.804999828338623,5.952499866485596,5.735000133514404,6.085000038146973,3578800.0
2008-01-08,5.900000095367432,5.514999866485596,5.5,6.012499809265137,2842800.0
2008-01-09,5.554999828338623,5.550000190734863,5.277500152587891,5.599999904632568,4400000.0
2008-01-10,5.587500095367432,5.897500038146973,5.582499980926514,6.025000095367432,5533200.0
2008-01-11,5.860000133514404,5.772500038146973,5.704999923706055,5.9375,2802400.0
2008-01-14,5.775000095367432,5.795000076293945,5.704999923706055,5.900000095367432,1775600.0
2008-01-15,5.682499885559082,5.934999942779541,5.682499885559082,5.972499847412109,4795600.0
2008-01-16,5.920000076293945,5.84499979019165,5.582499980926514,5.96999979019165,4392400.0
2008-01-17,5.880000114440918,5.764999866485596,5.697500228881836,6.122499942779541,2783200.0
2008-01-18,5.732500076293945,5.84499979019165,5.625,5.992499828338623,3850800.0
2008-01-22,5.599999904632568,5.755000114440918,5.409999847412109,5.954999923706055,3505200.0
2008-01-23,5.619999885559082,6.172500133514404,5.612500190734863,6.247499942779541,4029200.0
2008-01-24,6.025000095367432,5.677499771118164,5.602499961853027,6.025000095367432,3741600.0
2008-01-25,5.797500133514404,5.650000095367432,5.59250020980835,5.797500133514404,2276400.0
2008-01-28,5.639999866485596,5.9375,5.635000228881836,5.96750020980835,2707600.0
2008-01-29,5.985000133514404,5.789999961853027,5.772500038146973,6.142499923706055,3869200.0
2008-01-30,5.784999847412109,5.954999923706055,5.71999979019165,6.137499809265137,3352000.0
2008-01-31,5.887499809265137,6.324999809265137,5.862500190734863,6.385000228881836,4028400.0
2008-02-01,6.352499961853027,6.732500076293945,6.327499866485596,6.744999885559082,3228400.0
2008-02-04,6.710000038146973,6.400000095367432,6.335000038146973,6.807499885559082,3024000.0
2008-02-05,6.372499942779541,6.465000152587891,6.3125,6.659999847412109,3028000.0
2008-02-06,6.514999866485596,6.639999866485596,6.447500228881836,6.855000019073486,4192800.0
2008-02-07,6.675000190734863,7.052499771118164,6.627500057220459,7.122499942779541,5684000.0
2008-02-08,6.977499961853027,6.872499942779541,6.692500114440918,7.102499961853027,3374400.0
2008-02-11,6.869999885559082,6.917500019073486,6.652500152587891,6.982500076293945,3282400.0
2008-02-12,6.917500019073486,6.857500076293945,6.762499809265137,7.022500038146973,2231200.0
2008-02-13,6.96999979019165,6.957499980926514,6.800000190734863,7.0,2162400.0
2008-02-14,6.942500114440918,6.599999904632568,6.597499847412109,6.977499961853027,2358400.0
2008-02-15,6.659999847412109,6.982500076293945,6.59499979019165,7.007500171661377,3610400.0
2008-02-19,6.989999771118164,6.824999809265137,6.710000038146973,6.989999771118164,1970000.0
2008-02-20,6.820000171661377,6.962500095367432,6.65500020980835,6.977499961853027,3066800.0
2008-02-21,6.997499942779541,6.867499828338623,6.792500019073486,7.139999866485596,2284000.0
2008-02-22,6.902500152587891,6.925000190734863,6.670000076293945,6.947500228881836,2143200.0
2008-02-25,6.900000095367432,6.985000133514404,6.707499980926514,7.007500171661377,2664000.0
2008-02-26,6.857500076293945,6.862500190734863,6.824999809265137,7.099999904632568,3405200.0
2008-02-27,6.764999866485596,6.602499961853027,6.539999961853027,6.792500019073486,3470800.0
2008-02-28,6.557499885559082,6.207499980926514,6.192500114440918,6.647500038146973,2632800.0
2008-02-29,6.15500020980835,6.099999904632568,6.079999923706055,6.260000228881836,2449600.0
2008-03-03,6.144999980926514,5.96999979019165,5.847499847412109,6.164999961853027,2018000.0
2008-03-04,5.900000095367432,6.027500152587891,5.797500133514404,6.042500019073486,1956800.0
2008-03-05,6.027500152587891,6.139999866485596,5.824999809265137,6.179999828338623,4090000.0
2008-03-06,6.132500171661377,5.724999904632568,5.6875,6.132500171661377,6922800.0
2008-03-07,5.605000019073486,5.605000019073486,5.547500133514404,5.824999809265137,5864400.0
2008-03-10,5.605000019073486,5.34499979019165,5.297500133514404,5.712500095367432,7694400.0
2008-03-11,5.480000019073486,5.625,5.40500020980835,5.635000228881836,5557600.0
2008-03-12,5.352499961853027,4.590000152587891,4.565000057220459,5.352499961853027,10473200.0
2008-03-13,4.542500019073486,4.650000095367432,4.360000133514404,4.695000171661377,7517600.0
2008-03-14,4.929999828338623,4.510000228881836,4.382500171661377,4.929999828338623,4811200.0
2008-03-17,4.417500019073486,4.517499923706055,4.400000095367432,4.597499847412109,5891600.0
2008-03-18,4.632500171661377,4.769999980926514,4.480000019073486,4.787499904632568,3518000.0
2008-03-19,4.855000019073486,4.684999942779541,4.684999942779541,4.922500133514404,3288400.0
2008-03-20,4.699999809265137,4.744999885559082,4.65500020980835,4.880000114440918,4722800.0
2008-03-24,4.744999885559082,4.852499961853027,4.65500020980835,4.912499904632568,2836400.0
2008-03-25,4.90500020980835,4.972499847412109,4.792500019073486,5.002500057220459,2471200.0
2008-03-26,4.927499771118164,4.712500095367432,4.587500095367432,4.947500228881836,2492800.0
2008-03-27,4.704999923706055,4.727499961853027,4.639999866485596,4.934999942779541,2171200.0
2008-03-28,4.777500152587891,4.735000133514404,4.627500057220459,4.815000057220459,2327600.0
2008-03-31,4.737500190734863,4.90500020980835,4.697500228881836,4.957499980926514,2489600.0
2008-04-01,4.997499942779541,5.147500038146973,4.952499866485596,5.21999979019165,2147600.0
2008-04-02,5.195000171661377,5.050000190734863,4.985000133514404,5.260000228881836,2508000.0
2008-04-03,5.09499979019165,5.107500076293945,5.005000114440918,5.162499904632568,2041200.0
2008-04-04,5.090000152587891,5.175000190734863,5.012499809265137,5.224999904632568,1991200.0
2008-04-07,5.175000190734863,5.162499904632568,5.085000038146973,5.235000133514404,1855600.0
2008-04-08,5.164999961853027,5.182499885559082,5.099999904632568,5.204999923706055,2002400.0
2008-04-09,5.167500019073486,4.922500133514404,4.875,5.237500190734863,2300800.0
2008-04-10,4.849999904632568,5.037499904632568,4.849999904632568,5.167500019073486,2998800.0
2008-04-11,4.947500228881836,4.775000095367432,4.732500076293945,5.074999809265137,3455200.0
2008-04-14,4.8125,4.909999847412109,4.78000020980835,4.96750020980835,2023600.0
2008-04-15,5.0,4.650000095367432,4.567500114440918,5.107500076293945,3183200.0
2008-04-16,4.710000038146973,4.84499979019165,4.597499847412109,4.914999961853027,2222000.0
2008-04-17,4.815000057220459,4.829999923706055,4.71999979019165,4.869999885559082,1473600.0
2008-04-18,4.920000076293945,5.054999828338623,4.829999923706055,5.0625,2167200.0
2008-04-21,5.025000095367432,4.832499980926514,4.777500152587891,5.0625,1949200.0
2008-04-22,4.822500228881836,4.502500057220459,4.377500057220459,4.822500228881836,4414000.0
2008-04-23,4.567500114440918,4.547500133514404,4.40500020980835,4.622499942779541,2334400.0
2008-04-24,4.625,4.862500190734863,4.477499961853027,4.929999828338623,2956400.0
2008-04-25,4.667500019073486,4.952499866485596,4.667500019073486,4.96999979019165,2976800.0
2008-04-28,4.9375,5.005000114440918,4.747499942779541,5.09250020980835,2904400.0
2008-04-29,5.082499980926514,5.242499828338623,5.059999942779541,5.289999961853027,2157600.0
2008-04-30,5.264999866485596,5.369999885559082,5.199999809265137,5.567500114440918,3274400.0
2008-05-01,5.400000095367432,5.579999923706055,5.400000095367432,5.75,2900400.0
2008-05-02,5.632500171661377,5.460000038146973,5.362500190734863,5.637499809265137,2244800.0
2008-05-05,5.425000190734863,5.364999771118164,5.230000019073486,5.489999771118164,1556800.0
2008-05-06,5.275000095367432,5.184999942779541,5.054999828338623,5.275000095367432,1684800.0
2008-05-07,5.202499866485596,4.912499904632568,4.882500171661377,5.324999809265137,2225200.0
2008-05-08,4.897500038146973,4.942500114440918,4.837500095367432,5.019999980926514,1941600.0
2008-05-09,4.817500114440918,4.922500133514404,4.775000095367432,4.980000019073486,1683200.0
2008-05-12,4.96999979019165,5.112500190734863,4.96999979019165,5.139999866485596,1436400.0
2008-05-13,5.137499809265137,5.175000190734863,5.107500076293945,5.28249979019165,1501600.0
2008-05-14,5.197500228881836,5.289999961853027,5.190000057220459,5.429999828338623,2086000.0
2008-05-15,5.224999904632568,5.397500038146973,5.125,5.449999809265137,1498000.0
2008-05-16,5.289999961853027,5.347499847412109,5.199999809265137,5.477499961853027,2056800.0
2008-05-19,5.497499942779541,5.389999866485596,5.349999904632568,5.65749979019165,2678400.0
2008-05-20,5.360000133514404,5.150000095367432,5.097499847412109,5.360000133514404,1682000.0
2008-05-21,5.0625,4.682499885559082,4.632500171661377,5.087500095367432,4200800.0
2008-05-22,4.704999923706055,4.627500057220459,4.590000152587891,4.857500076293945,2194400.0
2008-05-23,4.505000114440918,4.40500020980835,4.332499980926514,4.527500152587891,2220000.0
2008-05-27,4.519999980926514,4.792500019073486,4.5,4.84250020980835,2258000.0
2008-05-28,4.972499847412109,4.762499809265137,4.692500114440918,4.992499828338623,1976800.0
2008-05-29,4.822500228881836,5.037499904632568,4.677499771118164,5.085000038146973,2821200.0
2008-05-30,5.057499885559082,4.882500171661377,4.832499980926514,5.057499885559082,2424400.0
2008-06-02,4.917500019073486,4.857500076293945,4.6875,4.957499980926514,2229600.0
2008-06-03,4.942500114440918,4.962500095367432,4.837500095367432,5.03000020980835,2248400.0
2008-06-04,4.949999809265137,4.875,4.752500057220459,5.027500152587891,3071600.0
2008-06-05,4.90749979019165,5.239999771118164,4.875,5.304999828338623,3872400.0
2008-06-06,5.019999980926514,4.849999904632568,4.820000171661377,5.057499885559082,5720800.0
2008-06-09,4.920000076293945,4.702499866485596,4.630000114440918,4.982500076293945,4202000.0
2008-06-10,4.625,4.704999923706055,4.510000228881836,4.887499809265137,5039600.0
2008-06-11,4.664999961853027,4.442500114440918,4.434999942779541,4.697500228881836,4086800.0
2008-06-12,4.5,4.46999979019165,4.324999809265137,4.675000190734863,5859600.0
2008-06-13,4.53000020980835,4.614999771118164,4.525000095367432,4.672500133514404,2296000.0
2008-06-16,4.537499904632568,4.662499904632568,4.449999809265137,4.697500228881836,5224000.0
2008-06-17,4.690000057220459,4.722499847412109,4.627500057220459,4.992499828338623,2346000.0
2008-06-18,4.684999942779541,4.534999847412109,4.474999904632568,4.684999942779541,2054800.0
