Date,fkwlopen,fkwlclose,fkwllow,fkwlhigh,fkwlvolume
2008-05-29,2.490000009536743,2.299999952316284,2.0299999713897705,2.490000009536743,1400.0
2008-05-30,2.1500000953674316,2.1500000953674316,2.1500000953674316,2.1500000953674316,1000.0
2008-06-02,2.049999952316284,2.1500000953674316,2.0,2.1500000953674316,16000.0
2008-06-03,2.140000104904175,2.0999999046325684,2.0,2.140000104904175,6300.0
2008-06-04,2.0799999237060547,2.049999952316284,2.0,2.1500000953674316,8700.0
2008-06-05,2.0199999809265137,2.049999952316284,2.0,2.049999952316284,7800.0
2008-06-06,2.0,2.049999952316284,1.9800000190734863,2.049999952316284,10400.0
2008-06-09,2.0,2.049999952316284,2.0,2.049999952316284,8300.0
2008-06-10,2.0,1.9800000190734863,1.9800000190734863,2.0,4200.0
2008-06-11,2.0,1.909999966621399,1.850000023841858,2.0,47700.0
2008-06-12,1.909999966621399,2.0999999046325684,1.909999966621399,2.0999999046325684,1400.0
2008-06-13,2.0,2.1500000953674316,1.899999976158142,2.1500000953674316,15900.0
2008-06-16,2.0,2.190000057220459,2.0,2.25,2200.0
2008-06-17,2.1500000953674316,2.1700000762939453,2.0,2.190000057220459,7800.0
2008-06-18,2.0,2.1700000762939453,2.0,2.1700000762939453,10200.0
2008-06-19,2.0999999046325684,2.0799999237060547,2.0,2.0999999046325684,2600.0
2008-06-20,2.0799999237060547,2.049999952316284,2.009999990463257,2.0799999237060547,2100.0
2008-06-23,1.9500000476837158,2.049999952316284,1.9500000476837158,2.049999952316284,2300.0
2008-06-24,1.909999966621399,2.049999952316284,1.909999966621399,2.049999952316284,700.0
2008-06-25,2.049999952316284,2.049999952316284,2.049999952316284,2.049999952316284,0.0
2008-06-26,1.909999966621399,1.9900000095367432,1.909999966621399,2.049999952316284,5800.0
2008-06-27,1.940000057220459,1.9900000095367432,1.8600000143051147,1.9900000095367432,6600.0
2008-06-30,1.9800000190734863,1.9900000095367432,1.9800000190734863,1.9900000095367432,2500.0
2008-07-01,1.8899999856948853,1.8899999856948853,1.850000023841858,1.8899999856948853,6000.0
2008-07-02,1.850000023841858,1.9700000286102295,1.850000023841858,1.9700000286102295,5700.0
2008-07-03,1.899999976158142,1.899999976158142,1.899999976158142,1.899999976158142,1000.0
2008-07-07,1.899999976158142,1.9900000095367432,1.8799999952316284,1.9900000095367432,5200.0
2008-07-08,1.899999976158142,1.9800000190734863,1.7999999523162842,1.9900000095367432,20900.0
2008-07-09,1.9500000476837158,1.9500000476837158,1.9500000476837158,1.9500000476837158,400.0
2008-07-10,1.9500000476837158,1.9500000476837158,1.9500000476837158,1.9500000476837158,1000.0
2008-07-11,1.8200000524520874,1.75,1.75,1.8300000429153442,29700.0
2008-07-14,1.9900000095367432,1.9900000095367432,1.7400000095367432,1.9900000095367432,3000.0
2008-07-15,1.9900000095367432,1.8899999856948853,1.659999966621399,1.9900000095367432,16400.0
2008-07-16,1.8899999856948853,1.8899999856948853,1.8899999856948853,1.8899999856948853,0.0
2008-07-17,1.8899999856948853,1.8899999856948853,1.8899999856948853,1.8899999856948853,0.0
2008-07-18,1.7999999523162842,1.75,1.75,1.7999999523162842,2800.0
2008-07-21,1.75,1.75,1.75,1.7999999523162842,1300.0
2008-07-22,1.75,1.75,1.75,1.75,0.0
2008-07-23,1.75,1.7799999713897705,1.6799999475479126,1.7799999713897705,6300.0
2008-07-24,1.75,1.75,1.75,1.7999999523162842,1800.0
2008-07-25,1.75,1.75,1.7200000286102295,1.75,3100.0
2008-07-28,1.75,1.75,1.7400000095367432,1.75,1700.0
2008-07-29,1.75,1.75,1.75,1.75,1300.0
2008-07-30,1.7999999523162842,1.7200000286102295,1.7000000476837158,1.7999999523162842,1800.0
2008-07-31,1.7200000286102295,1.7899999618530273,1.7000000476837158,1.7899999618530273,3200.0
2008-08-01,1.7899999618530273,1.7899999618530273,1.7899999618530273,1.7899999618530273,0.0
2008-08-04,1.7899999618530273,1.7899999618530273,1.7899999618530273,1.7899999618530273,0.0
2008-08-05,1.7200000286102295,1.6799999475479126,1.6799999475479126,1.7200000286102295,7900.0
2008-08-06,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.7000000476837158,200.0
2008-08-07,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.7000000476837158,1000.0
2008-08-08,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.7000000476837158,0.0
2008-08-11,1.6799999475479126,1.649999976158142,1.399999976158142,1.7999999523162842,12400.0
2008-08-12,1.649999976158142,1.600000023841858,1.399999976158142,1.7000000476837158,8900.0
2008-08-13,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.7000000476837158,100.0
2008-08-14,1.7000000476837158,1.7000000476837158,1.600000023841858,1.7000000476837158,2900.0
2008-08-15,1.649999976158142,1.7000000476837158,1.6200000047683716,1.7000000476837158,1200.0
2008-08-18,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.7000000476837158,0.0
2008-08-19,1.6299999952316284,1.4500000476837158,1.399999976158142,1.6299999952316284,76800.0
2008-08-20,1.5,1.7000000476837158,1.5,1.7000000476837158,1700.0
2008-08-21,1.4500000476837158,1.5499999523162842,1.4500000476837158,1.559999942779541,5300.0
2008-08-22,1.5499999523162842,1.7000000476837158,1.350000023841858,1.7000000476837158,26100.0
2008-08-25,1.4500000476837158,1.7000000476837158,1.4500000476837158,1.7000000476837158,2000.0
2008-08-26,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.7000000476837158,0.0
2008-08-27,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.7000000476837158,0.0
2008-08-28,1.4500000476837158,1.690000057220459,1.4500000476837158,1.690000057220459,200.0
2008-08-29,1.4500000476837158,1.5,1.4500000476837158,1.690000057220459,600.0
2008-09-02,1.5,1.5,1.5,1.649999976158142,4000.0
2008-09-03,1.4500000476837158,1.4700000286102295,1.399999976158142,1.5,19400.0
2008-09-04,1.4700000286102295,1.7000000476837158,1.4500000476837158,1.7000000476837158,12500.0
2008-09-05,1.5,1.5,1.5,1.600000023841858,7500.0
2008-09-08,1.5299999713897705,1.7999999523162842,1.4500000476837158,1.7999999523162842,42700.0
2008-09-09,1.399999976158142,1.649999976158142,1.399999976158142,1.7999999523162842,36600.0
2008-09-10,1.2000000476837158,1.590000033378601,1.2000000476837158,1.649999976158142,51700.0
2008-09-11,1.590000033378601,1.590000033378601,1.590000033378601,1.590000033378601,0.0
2008-09-12,1.399999976158142,1.600000023841858,1.350000023841858,1.600000023841858,4000.0
2008-09-15,1.600000023841858,1.600000023841858,1.350000023841858,1.600000023841858,3900.0
2008-09-16,1.350000023841858,1.649999976158142,1.350000023841858,1.649999976158142,9200.0
2008-09-17,1.649999976158142,1.649999976158142,1.649999976158142,1.649999976158142,0.0
2008-09-18,1.4500000476837158,1.5,1.2999999523162842,1.5,9500.0
2008-09-19,1.5,1.600000023841858,1.5,1.600000023841858,5200.0
2008-09-22,1.2000000476837158,1.600000023841858,1.2000000476837158,1.600000023841858,8900.0
2008-09-23,1.309999942779541,1.5,1.309999942779541,1.5499999523162842,31800.0
2008-09-24,1.5499999523162842,1.600000023841858,1.4500000476837158,1.600000023841858,4800.0
2008-09-25,1.600000023841858,1.600000023841858,1.600000023841858,1.600000023841858,0.0
2008-09-26,1.2999999523162842,1.399999976158142,1.2999999523162842,1.399999976158142,2900.0
2008-09-29,1.5499999523162842,1.5499999523162842,1.399999976158142,1.5499999523162842,8700.0
2008-09-30,1.4500000476837158,1.4500000476837158,1.3600000143051147,1.5,14400.0
2008-10-01,1.5,1.4199999570846558,1.3600000143051147,1.5,11700.0
2008-10-02,1.2999999523162842,1.4500000476837158,1.2999999523162842,1.4500000476837158,8200.0
2008-10-03,1.309999942779541,1.4500000476837158,1.25,1.4500000476837158,8200.0
2008-10-06,1.399999976158142,1.2200000286102295,1.2200000286102295,1.399999976158142,8000.0
2008-10-07,1.1799999475479126,1.1799999475479126,1.1799999475479126,1.1799999475479126,1000.0
2008-10-08,1.159999966621399,1.0099999904632568,0.9800000190734863,1.159999966621399,6200.0
2008-10-09,0.9900000095367432,0.9900000095367432,0.6100000143051147,1.0099999904632568,10700.0
2008-10-10,0.550000011920929,0.7900000214576721,0.550000011920929,0.9900000095367432,16600.0
2008-10-13,0.5699999928474426,0.9800000190734863,0.5699999928474426,1.0099999904632568,16800.0
2008-10-14,0.699999988079071,0.9300000071525574,0.699999988079071,0.9800000190734863,300.0
2008-10-15,0.9300000071525574,0.9300000071525574,0.9300000071525574,0.9300000071525574,0.0
2008-10-16,0.9300000071525574,0.9300000071525574,0.9300000071525574,0.9300000071525574,0.0
2008-10-17,0.9300000071525574,0.9300000071525574,0.9300000071525574,0.9300000071525574,0.0
2008-10-20,0.699999988079071,0.8799999952316284,0.699999988079071,0.8799999952316284,4600.0
2008-10-21,0.7699999809265137,0.7699999809265137,0.7699999809265137,0.7699999809265137,300.0
2008-10-22,0.8999999761581421,0.8399999737739563,0.7699999809265137,0.9800000190734863,22400.0
2008-10-23,0.75,0.75,0.75,0.9800000190734863,8200.0
2008-10-24,0.5699999928474426,0.8199999928474426,0.5699999928474426,0.9900000095367432,700.0
2008-10-27,0.8199999928474426,0.8199999928474426,0.8199999928474426,0.8199999928474426,0.0
2008-10-28,0.5699999928474426,0.7599999904632568,0.5699999928474426,0.9200000166893005,400.0
2008-10-29,0.7599999904632568,0.7599999904632568,0.7599999904632568,0.7599999904632568,0.0
2008-10-30,0.7599999904632568,0.7599999904632568,0.7599999904632568,0.7599999904632568,0.0
2008-10-31,0.7400000095367432,0.9900000095367432,0.6100000143051147,0.9900000095367432,3500.0
2008-11-03,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,700.0
2008-11-04,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.0
2008-11-05,0.9200000166893005,0.9200000166893005,0.8999999761581421,0.9200000166893005,2500.0
2008-11-06,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.0
2008-11-07,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.0
2008-11-10,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.0
2008-11-11,0.6100000143051147,0.6100000143051147,0.6100000143051147,0.6100000143051147,700.0
2008-11-12,0.6499999761581421,0.8999999761581421,0.6499999761581421,0.8999999761581421,7700.0
2008-11-13,0.75,0.75,0.75,0.75,4000.0
2008-11-14,0.75,0.8999999761581421,0.6100000143051147,0.8999999761581421,1800.0
2008-11-17,0.6000000238418579,0.8899999856948853,0.6000000238418579,0.8899999856948853,13700.0
2008-11-18,0.8899999856948853,0.8899999856948853,0.8899999856948853,0.8899999856948853,0.0
2008-11-19,0.6499999761581421,0.8999999761581421,0.6499999761581421,0.8999999761581421,300.0
2008-11-20,0.6000000238418579,0.5400000214576721,0.4000000059604645,0.8999999761581421,35800.0
2008-11-21,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.0
2008-11-24,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.5400000214576721,0.0
2008-11-25,0.5400000214576721,0.6000000238418579,0.3199999928474426,0.6000000238418579,22200.0
2008-11-26,0.3400000035762787,0.3400000035762787,0.3400000035762787,0.3400000035762787,200.0
2008-11-28,0.3400000035762787,0.3400000035762787,0.3400000035762787,0.3400000035762787,0.0
2008-12-01,1.0099999904632568,1.0099999904632568,0.36000001430511475,1.0099999904632568,400.0
2008-12-02,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,100.0
2008-12-03,0.36000001430511475,0.800000011920929,0.36000001430511475,0.8999999761581421,3300.0
2008-12-04,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
2008-12-05,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,500.0
2008-12-08,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
2008-12-09,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
2008-12-10,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
2008-12-11,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
2008-12-12,0.800000011920929,0.800000011920929,0.800000011920929,0.800000011920929,0.0
2008-12-15,0.36000001430511475,0.6000000238418579,0.36000001430511475,0.6000000238418579,2700.0
2008-12-16,0.6000000238418579,0.4000000059604645,0.4000000059604645,0.6000000238418579,44800.0
2008-12-17,0.5,0.550000011920929,0.5,1.0099999904632568,33800.0
2008-12-18,0.46000000834465027,0.6000000238418579,0.46000000834465027,0.6000000238418579,21000.0
2008-12-19,0.550000011920929,0.550000011920929,0.5,0.6299999952316284,20500.0
2008-12-22,0.44999998807907104,0.7900000214576721,0.44999998807907104,0.7900000214576721,300.0
2008-12-23,0.5,0.7900000214576721,0.5,0.7900000214576721,500.0
2008-12-24,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,1500.0
2008-12-26,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,900.0
2008-12-29,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,1000.0
2008-12-30,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,1000.0
2008-12-31,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,200.0
2009-01-02,0.44999998807907104,0.46000000834465027,0.44999998807907104,0.46000000834465027,9300.0
2009-01-05,0.550000011920929,0.7900000214576721,0.550000011920929,0.7900000214576721,12100.0
2009-01-06,0.7799999713897705,0.75,0.75,0.7799999713897705,1700.0
2009-01-07,0.5899999737739563,0.5899999737739563,0.5899999737739563,0.5899999737739563,1000.0
2009-01-08,0.5899999737739563,0.5899999737739563,0.5899999737739563,0.5899999737739563,0.0
2009-01-09,0.5899999737739563,0.5899999737739563,0.5899999737739563,0.5899999737739563,0.0
2009-01-12,0.46000000834465027,0.6499999761581421,0.46000000834465027,0.6499999761581421,2000.0
2009-01-13,0.6499999761581421,0.46000000834465027,0.46000000834465027,0.6499999761581421,1200.0
2009-01-14,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.0
2009-01-15,0.5,0.5,0.46000000834465027,0.6299999952316284,2400.0
2009-01-16,0.5,0.5,0.5,0.5,0.0
2009-01-20,0.5,0.5,0.5,0.5,0.0
2009-01-21,0.5,0.5,0.5,0.5,0.0
2009-01-22,0.5,0.5,0.5,0.5,0.0
2009-01-23,0.5,0.5,0.5,0.5,0.0
2009-01-26,0.46000000834465027,0.6499999761581421,0.46000000834465027,0.6499999761581421,2300.0
2009-01-27,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.0
2009-01-28,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.0
2009-01-29,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.0
2009-01-30,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.46000000834465027,800.0
2009-02-02,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.0
2009-02-03,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.46000000834465027,1200.0
2009-02-04,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.0
2009-02-05,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.0
2009-02-06,0.46000000834465027,0.5,0.46000000834465027,0.5,10900.0
2009-02-09,0.5,0.5,0.5,0.5,0.0
2009-02-10,0.6200000047683716,0.46000000834465027,0.46000000834465027,0.6200000047683716,1100.0
2009-02-11,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.46000000834465027,800.0
2009-02-12,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.0
2009-02-13,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.46000000834465027,0.0
2009-02-17,0.5099999904632568,0.5099999904632568,0.5099999904632568,0.5099999904632568,6700.0
2009-02-18,0.5099999904632568,0.5,0.5,0.5099999904632568,12800.0
2009-02-19,0.5,0.5,0.5,0.5,4400.0
2009-02-20,0.4000000059604645,0.41999998688697815,0.4000000059604645,0.41999998688697815,1300.0
2009-02-23,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.41999998688697815,100.0
2009-02-24,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.0
2009-02-25,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.0
2009-02-26,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.41999998688697815,600.0
2009-02-27,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.41999998688697815,4600.0
2009-03-02,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.0
2009-03-03,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.41999998688697815,2500.0
2009-03-04,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.41999998688697815,0.0
2009-03-05,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,300.0
2009-03-06,0.3700000047683716,0.3700000047683716,0.3700000047683716,0.3700000047683716,2900.0
2009-03-09,0.3700000047683716,0.3700000047683716,0.3700000047683716,0.3700000047683716,0.0
2009-03-10,0.3700000047683716,0.3700000047683716,0.3700000047683716,0.3700000047683716,3200.0
2009-03-11,0.3700000047683716,0.3700000047683716,0.3700000047683716,0.3700000047683716,0.0
2009-03-12,0.3499999940395355,0.4000000059604645,0.3499999940395355,0.4000000059604645,5600.0
2009-03-13,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.0
2009-03-16,0.5099999904632568,0.5,0.5,0.5099999904632568,600.0
2009-03-17,0.5,0.5,0.5,0.5,200.0
2009-03-18,0.5,0.5,0.5,0.5,0.0
2009-03-19,0.5,0.5,0.5,0.5,0.0
2009-03-20,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,14300.0
2009-03-23,0.38999998569488525,0.38999998569488525,0.38999998569488525,0.38999998569488525,400.0
2009-03-24,0.38999998569488525,0.44999998807907104,0.38999998569488525,0.44999998807907104,6900.0
2009-03-25,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.0
2009-03-26,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.0
2009-03-27,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,200.0
2009-03-30,0.3799999952316284,0.4000000059604645,0.3799999952316284,0.4000000059604645,11100.0
2009-03-31,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.0
2009-04-01,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.36000001430511475,5000.0
2009-04-02,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.36000001430511475,7900.0
2009-04-03,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.36000001430511475,1200.0
2009-04-06,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.36000001430511475,700.0
2009-04-07,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.0
2009-04-08,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.0
2009-04-09,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,2000.0
