Date,fkwlopen,fkwlclose,fkwllow,fkwlhigh,fkwlvolume
2008-01-02,2.799999952316284,2.0999999046325684,2.0999999046325684,2.799999952316284,7000.0
2008-01-03,2.0999999046325684,2.799999952316284,2.0999999046325684,2.799999952316284,2400.0
2008-01-04,2.799999952316284,2.799999952316284,2.799999952316284,2.799999952316284,4500.0
2008-01-07,2.799999952316284,2.799999952316284,2.0999999046325684,2.799999952316284,30300.0
2008-01-08,2.799999952316284,2.799999952316284,2.799999952316284,2.799999952316284,6500.0
2008-01-09,2.799999952316284,2.799999952316284,2.0999999046325684,2.799999952316284,5400.0
2008-01-10,2.799999952316284,2.799999952316284,2.0999999046325684,2.799999952316284,7000.0
2008-01-11,2.0999999046325684,2.799999952316284,2.0999999046325684,2.799999952316284,4800.0
2008-01-14,2.799999952316284,2.0999999046325684,2.0999999046325684,2.799999952316284,8400.0
2008-01-15,2.799999952316284,2.799999952316284,2.0999999046325684,2.799999952316284,16400.0
2008-01-16,2.799999952316284,2.799999952316284,2.0999999046325684,2.799999952316284,7600.0
2008-01-17,2.0999999046325684,2.799999952316284,2.0999999046325684,2.799999952316284,5000.0
2008-01-18,2.0999999046325684,2.799999952316284,2.0999999046325684,2.799999952316284,3200.0
2008-01-22,2.450000047683716,2.450000047683716,2.450000047683716,2.450000047683716,0.0
2008-01-23,3.0,2.7699999809265137,2.0,3.0,11900.0
2008-01-24,2.440000057220459,2.2899999618530273,2.1500000953674316,2.440000057220459,6800.0
2008-01-25,2.609999895095825,2.4000000953674316,2.200000047683716,2.609999895095825,3100.0
2008-01-28,2.299999952316284,2.3499999046325684,2.299999952316284,2.369999885559082,3200.0
2008-01-29,2.3499999046325684,2.3499999046325684,2.3499999046325684,2.359999895095825,1800.0
2008-01-30,2.3499999046325684,2.3499999046325684,2.200000047683716,2.3499999046325684,5600.0
2008-01-31,2.25,2.3499999046325684,2.25,2.3499999046325684,3400.0
2008-02-01,2.3499999046325684,2.200000047683716,2.200000047683716,2.3499999046325684,2600.0
2008-02-04,2.200000047683716,2.25,2.200000047683716,2.25,2300.0
2008-02-05,2.25,2.25,2.25,2.299999952316284,5900.0
2008-02-06,2.2699999809265137,2.75,2.2699999809265137,2.75,15200.0
2008-02-07,2.75,2.700000047683716,2.700000047683716,2.799999952316284,4300.0
2008-02-08,2.700000047683716,2.700000047683716,2.700000047683716,2.700000047683716,800.0
2008-02-11,2.75,2.5,2.5,2.75,3100.0
2008-02-12,2.700000047683716,3.0,2.700000047683716,3.3499999046325684,98800.0
2008-02-13,3.0999999046325684,2.950000047683716,2.799999952316284,3.0999999046325684,15200.0
2008-02-14,3.0,2.950000047683716,2.950000047683716,3.0,1600.0
2008-02-15,2.859999895095825,2.8499999046325684,2.700000047683716,2.9000000953674316,7600.0
2008-02-19,2.9000000953674316,2.950000047683716,2.9000000953674316,2.990000009536743,9100.0
2008-02-20,2.950000047683716,2.9000000953674316,2.9000000953674316,2.950000047683716,2800.0
2008-02-21,2.7699999809265137,2.75,2.75,2.950000047683716,10200.0
2008-02-22,2.75,2.700000047683716,2.680000066757202,2.75,10400.0
2008-02-25,2.700000047683716,2.7200000286102295,2.700000047683716,2.7200000286102295,2300.0
2008-02-26,2.700000047683716,2.930000066757202,2.4000000953674316,2.930000066757202,4900.0
2008-02-27,2.5,2.5,2.5,2.9200000762939453,3700.0
2008-02-28,2.4800000190734863,2.5,2.4800000190734863,2.5999999046325684,5600.0
2008-02-29,2.549999952316284,2.559999942779541,2.549999952316284,2.559999942779541,2200.0
2008-03-03,2.559999942779541,2.450000047683716,2.450000047683716,2.559999942779541,1500.0
2008-03-04,2.5,2.450000047683716,2.25,2.5,5300.0
2008-03-05,2.4100000858306885,2.4100000858306885,2.4100000858306885,2.4100000858306885,500.0
2008-03-06,2.4200000762939453,2.380000114440918,2.3499999046325684,2.4200000762939453,6700.0
2008-03-07,2.299999952316284,2.299999952316284,2.299999952316284,2.5,4400.0
2008-03-10,2.299999952316284,2.299999952316284,2.299999952316284,2.299999952316284,0.0
2008-03-11,2.25,2.25,2.049999952316284,2.25,7900.0
2008-03-12,2.25,2.309999942779541,2.25,2.309999942779541,6600.0
2008-03-13,2.1500000953674316,2.200000047683716,2.0,2.200000047683716,5400.0
2008-03-14,2.200000047683716,2.200000047683716,2.200000047683716,2.200000047683716,0.0
2008-03-17,2.25,1.75,1.75,2.25,11500.0
2008-03-18,1.75,2.0,1.75,2.0,15200.0
2008-03-19,1.7999999523162842,1.8799999952316284,1.600000023841858,1.9500000476837158,8900.0
2008-03-20,1.8799999952316284,1.899999976158142,1.8799999952316284,1.899999976158142,600.0
2008-03-24,1.7200000286102295,1.8600000143051147,1.7200000286102295,1.899999976158142,4400.0
2008-03-25,1.940000057220459,2.200000047683716,1.940000057220459,2.200000047683716,26600.0
2008-03-26,2.200000047683716,2.25,2.200000047683716,2.25,2900.0
2008-03-27,2.0999999046325684,2.240000009536743,1.7999999523162842,2.25,3700.0
2008-03-28,2.0,2.0999999046325684,2.0,2.0999999046325684,1400.0
2008-03-31,2.1500000953674316,2.1500000953674316,2.049999952316284,2.4000000953674316,2600.0
2008-04-01,2.1500000953674316,2.119999885559082,2.109999895095825,2.1500000953674316,4000.0
2008-04-02,2.1500000953674316,2.3299999237060547,2.1500000953674316,2.3299999237060547,8000.0
2008-04-03,2.299999952316284,2.299999952316284,2.200000047683716,2.3299999237060547,4100.0
2008-04-04,2.200000047683716,2.4000000953674316,2.200000047683716,2.4000000953674316,2800.0
2008-04-07,2.4000000953674316,2.390000104904175,2.3499999046325684,2.5,6100.0
2008-04-08,2.3499999046325684,2.369999885559082,2.3499999046325684,2.4000000953674316,6100.0
2008-04-09,2.390000104904175,2.4100000858306885,2.3499999046325684,2.4100000858306885,2400.0
2008-04-10,2.4000000953674316,2.569999933242798,2.299999952316284,2.5999999046325684,13700.0
2008-04-11,2.5999999046325684,2.5199999809265137,2.5,2.5999999046325684,900.0
2008-04-14,2.5199999809265137,2.5199999809265137,2.5199999809265137,2.5199999809265137,0.0
2008-04-15,2.1500000953674316,2.5,2.1500000953674316,2.5,5000.0
2008-04-16,2.5199999809265137,2.450000047683716,2.450000047683716,2.5199999809265137,3000.0
2008-04-17,2.450000047683716,2.450000047683716,2.450000047683716,2.450000047683716,100.0
2008-04-18,2.200000047683716,2.4000000953674316,2.200000047683716,2.4000000953674316,2600.0
2008-04-21,2.25,2.4000000953674316,2.25,2.4000000953674316,2600.0
2008-04-22,2.2799999713897705,2.299999952316284,2.25,2.4000000953674316,3900.0
2008-04-23,2.4000000953674316,2.25,2.25,2.4000000953674316,400.0
2008-04-24,2.4000000953674316,2.4000000953674316,2.1600000858306885,2.4000000953674316,5100.0
2008-04-25,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.4000000953674316,100.0
2008-04-28,2.4000000953674316,2.4000000953674316,2.25,2.4000000953674316,9300.0
2008-04-29,2.25,2.4000000953674316,2.200000047683716,2.4000000953674316,1200.0
2008-04-30,2.200000047683716,2.75,2.200000047683716,2.75,1500.0
2008-05-01,2.5999999046325684,2.700000047683716,2.5,2.75,2300.0
2008-05-02,2.75,2.75,2.700000047683716,2.75,300.0
2008-05-05,2.5,2.5,2.049999952316284,2.75,6200.0
2008-05-06,2.75,2.75,2.200000047683716,2.75,500.0
2008-05-07,2.450000047683716,2.5,2.450000047683716,2.5,3800.0
2008-05-08,2.5,2.5999999046325684,2.4100000858306885,2.5999999046325684,4700.0
2008-05-09,2.509999990463257,2.549999952316284,2.509999990463257,2.549999952316284,300.0
2008-05-12,2.509999990463257,2.5,2.299999952316284,2.509999990463257,4800.0
2008-05-13,2.4000000953674316,2.5,2.4000000953674316,2.5,700.0
2008-05-14,2.5,2.5,2.200000047683716,2.5,21100.0
2008-05-15,2.5,2.5,1.9900000095367432,2.5,24600.0
2008-05-16,2.0999999046325684,2.4800000190734863,2.049999952316284,2.4800000190734863,7700.0
2008-05-19,2.4800000190734863,2.4800000190734863,2.4800000190734863,2.4800000190734863,0.0
2008-05-20,2.4800000190734863,2.4800000190734863,2.4800000190734863,2.4800000190734863,0.0
2008-05-21,2.4000000953674316,2.1500000953674316,2.0,2.4000000953674316,10500.0
2008-05-22,2.0999999046325684,2.4000000953674316,2.0999999046325684,2.4000000953674316,1100.0
2008-05-23,2.0999999046325684,2.2799999713897705,2.0,2.2799999713897705,36600.0
2008-05-27,2.0199999809265137,2.190000057220459,1.9800000190734863,2.190000057220459,29400.0
2008-05-28,2.2799999713897705,2.3499999046325684,2.0999999046325684,2.4000000953674316,4800.0
