Date,ahpiopen,ahpiclose,ahpilow,ahpihigh,ahpivolume
2008-05-05,12.100000381469727,12.579999923706055,12.100000381469727,12.579999923706055,7400.0
2008-05-06,12.399999618530273,12.399999618530273,12.0,12.579999923706055,3200.0
2008-05-07,12.199999809265137,12.0,11.680000305175781,12.199999809265137,9500.0
2008-05-08,12.0,12.0,12.0,12.0,12500.0
2008-05-09,12.479999542236328,12.800000190734863,12.479999542236328,12.800000190734863,400.0
2008-05-12,12.800000190734863,12.800000190734863,12.800000190734863,12.800000190734863,100.0
2008-05-13,12.779999732971191,12.800000190734863,12.779999732971191,12.800000190734863,2700.0
2008-05-14,13.380000114440918,13.960000038146973,13.380000114440918,13.960000038146973,100.0
2008-05-15,12.859999656677246,12.800000190734863,12.800000190734863,12.859999656677246,200.0
2008-05-16,12.9399995803833,13.399999618530273,12.9399995803833,13.399999618530273,2500.0
2008-05-19,13.399999618530273,13.399999618530273,13.399999618530273,13.399999618530273,0.0
2008-05-20,13.399999618530273,14.199999809265137,13.0,14.199999809265137,6800.0
2008-05-21,13.4399995803833,14.199999809265137,13.420000076293945,14.199999809265137,1400.0
2008-05-22,13.479999542236328,13.600000381469727,13.479999542236328,14.180000305175781,300.0
2008-05-23,13.600000381469727,13.600000381469727,13.600000381469727,13.600000381469727,0.0
2008-05-27,14.15999984741211,14.15999984741211,14.15999984741211,14.15999984741211,100.0
