Date,impvopen,impvclose,impvlow,impvhigh,impvvolume
2011-11-09,23.0,24.0,22.0,25.1200008392334,3310000
2011-11-10,24.940000534057617,25.0,23.899999618530273,25.8799991607666,400800
2011-11-11,25.0,26.399999618530273,24.959999084472656,32.119998931884766,165700
2011-11-14,27.0,25.649999618530273,25.350000381469727,27.0,55500
2011-11-15,25.75,25.639999389648438,24.440000534057617,25.809999465942383,169600
2011-11-16,25.25,26.100000381469727,25.25,26.469999313354492,112600
2011-11-17,26.100000381469727,26.079999923706055,25.68000030517578,26.149999618530273,36400
2011-11-18,25.959999084472656,25.809999465942383,25.770000457763672,26.15999984741211,74500
2011-11-21,25.639999389648438,26.270000457763672,25.5,26.270000457763672,42500
2011-11-22,26.43000030517578,26.729999542236328,26.43000030517578,26.850000381469727,13300
2011-11-23,26.75,25.850000381469727,25.43000030517578,26.75,155600
2011-11-25,25.510000228881836,26.049999237060547,25.5,26.049999237060547,26600
2011-11-28,26.579999923706055,26.0,25.760000228881836,26.8700008392334,81900
2011-11-29,26.079999923706055,26.0,25.6200008392334,26.100000381469727,40400
2011-11-30,26.670000076293945,27.8700008392334,26.290000915527344,27.969999313354492,127500
2011-12-01,27.700000762939453,28.059999465942383,27.350000381469727,28.360000610351562,16100
2011-12-02,28.3700008392334,29.280000686645508,27.729999542236328,30.15999984741211,74000
2011-12-05,29.610000610351562,30.229999542236328,28.899999618530273,30.68000030517578,106100
2011-12-06,30.260000228881836,28.010000228881836,28.0,30.520000457763672,138700
2011-12-07,27.729999542236328,27.360000610351562,27.360000610351562,27.770000457763672,41700
2011-12-08,27.350000381469727,25.959999084472656,25.219999313354492,27.350000381469727,173400
2011-12-09,26.260000228881836,27.100000381469727,25.739999771118164,27.190000534057617,47000
2011-12-12,26.950000762939453,29.770000457763672,26.950000762939453,30.049999237060547,81100
2011-12-13,29.780000686645508,27.649999618530273,27.3799991607666,29.809999465942383,60000
2011-12-14,27.68000030517578,25.8799991607666,25.389999389648438,27.68000030517578,109900
2011-12-15,26.020000457763672,25.739999771118164,25.549999237060547,26.239999771118164,62600
2011-12-16,25.860000610351562,25.739999771118164,24.510000228881836,26.469999313354492,673300
2011-12-19,26.059999465942383,27.15999984741211,25.75,27.8799991607666,214800
2011-12-20,27.75,29.450000762939453,27.200000762939453,30.1299991607666,210900
2011-12-21,29.270000457763672,30.979999542236328,28.530000686645508,31.1200008392334,75200
2011-12-22,31.239999771118164,32.0,31.239999771118164,32.459999084472656,227000
2011-12-23,32.15999984741211,32.540000915527344,31.729999542236328,33.2400016784668,102200
2011-12-27,32.34000015258789,32.7599983215332,32.34000015258789,33.04999923706055,52200
2011-12-28,32.7599983215332,32.54999923706055,32.119998931884766,32.900001525878906,41700
2011-12-29,32.720001220703125,34.119998931884766,32.5,34.15999984741211,18300
2011-12-30,33.9900016784668,34.810001373291016,33.9900016784668,34.849998474121094,25700
2012-01-03,35.54999923706055,32.459999084472656,31.56999969482422,35.59000015258789,72900
2012-01-04,32.45000076293945,31.860000610351562,31.559999465942383,32.529998779296875,104800
2012-01-05,31.700000762939453,31.31999969482422,30.559999465942383,32.209999084472656,38800
2012-01-06,31.389999389648438,30.010000228881836,29.81999969482422,31.389999389648438,66600
2012-01-09,30.239999771118164,31.65999984741211,30.0,32.0,60000
2012-01-10,32.0,31.290000915527344,30.520000457763672,32.0,49300
2012-01-11,31.260000228881836,31.399999618530273,30.350000381469727,31.84000015258789,66000
2012-01-12,31.530000686645508,30.989999771118164,30.579999923706055,31.530000686645508,23200
2012-01-13,30.709999084472656,29.899999618530273,29.780000686645508,30.81999969482422,41600
2012-01-17,30.1200008392334,30.1299991607666,30.030000686645508,30.530000686645508,33200
2012-01-18,30.239999771118164,31.049999237060547,30.239999771118164,31.190000534057617,36200
2012-01-19,31.100000381469727,31.040000915527344,30.68000030517578,31.540000915527344,21300
2012-01-20,30.899999618530273,31.899999618530273,30.899999618530273,31.899999618530273,79100
2012-01-23,31.940000534057617,33.369998931884766,31.940000534057617,33.47999954223633,44000
2012-01-24,33.189998626708984,33.22999954223633,33.02000045776367,33.84000015258789,22800
2012-01-25,33.349998474121094,33.20000076293945,32.630001068115234,33.400001525878906,76400
2012-01-26,33.349998474121094,33.08000183105469,32.939998626708984,33.369998931884766,9100
2012-01-27,32.970001220703125,33.060001373291016,32.95000076293945,33.220001220703125,64500
2012-01-30,32.93000030517578,32.56999969482422,32.459999084472656,33.349998474121094,19300
2012-01-31,32.939998626708984,32.97999954223633,32.4900016784668,33.099998474121094,36700
2012-02-01,33.38999938964844,32.970001220703125,32.599998474121094,34.189998626708984,77000
2012-02-02,33.0,32.34000015258789,31.84000015258789,33.0,56500
2012-02-03,32.790000915527344,33.0,32.529998779296875,33.15999984741211,33800
2012-02-06,32.970001220703125,32.970001220703125,32.869998931884766,33.040000915527344,14400
2012-02-07,32.77000045776367,31.8799991607666,31.209999084472656,32.779998779296875,53400
2012-02-08,31.940000534057617,32.790000915527344,31.600000381469727,32.93000030517578,24300
2012-02-09,32.9900016784668,32.38999938964844,32.0,33.0,96000
2012-02-10,32.040000915527344,32.7599983215332,31.8799991607666,32.7599983215332,52500
2012-02-13,33.150001525878906,33.0,32.75,33.189998626708984,95700
2012-02-14,32.97999954223633,33.04999923706055,32.83000183105469,33.16999816894531,78600
2012-02-15,33.099998474121094,33.09000015258789,32.900001525878906,33.29999923706055,42200
2012-02-16,33.040000915527344,33.5,33.040000915527344,33.95000076293945,68700
2012-02-17,33.56999969482422,33.369998931884766,33.36000061035156,33.65999984741211,6600
2012-02-21,33.439998626708984,34.0099983215332,33.439998626708984,34.459999084472656,115600
2012-02-22,34.0099983215332,34.20000076293945,33.79999923706055,34.369998931884766,30200
2012-02-23,34.099998474121094,35.31999969482422,34.0099983215332,35.630001068115234,246300
2012-02-24,35.290000915527344,36.810001373291016,35.290000915527344,37.02000045776367,172100
2012-02-27,36.709999084472656,36.88999938964844,36.5,37.52000045776367,108000
2012-02-28,36.9900016784668,37.369998931884766,36.880001068115234,37.619998931884766,132000
2012-02-29,37.290000915527344,37.04999923706055,36.810001373291016,37.88999938964844,85700
2012-03-01,37.130001068115234,36.90999984741211,36.75,37.33000183105469,119900
2012-03-02,36.66999816894531,36.13999938964844,35.79999923706055,36.83000183105469,44900
2012-03-05,36.08000183105469,36.29999923706055,35.849998474121094,36.540000915527344,19700
2012-03-06,35.900001525878906,35.13999938964844,34.849998474121094,36.0,51700
2012-03-07,35.18000030517578,35.689998626708984,35.18000030517578,36.04999923706055,27700
2012-03-08,35.91999816894531,36.66999816894531,35.75,36.900001525878906,196700
2012-03-09,36.90999984741211,37.27000045776367,36.90999984741211,38.04999923706055,51800
2012-03-12,37.33000183105469,37.83000183105469,37.150001525878906,38.18000030517578,61000
2012-03-13,38.20000076293945,39.189998626708984,37.41999816894531,39.189998626708984,57400
2012-03-14,39.02000045776367,38.529998779296875,37.84000015258789,39.400001525878906,49300
2012-03-15,38.630001068115234,39.400001525878906,38.400001525878906,39.72999954223633,59000
2012-03-16,39.40999984741211,38.150001525878906,38.06999969482422,39.40999984741211,52000
2012-03-19,38.029998779296875,37.47999954223633,37.38999938964844,38.43000030517578,41800
2012-03-20,37.279998779296875,37.349998474121094,37.0,37.720001220703125,23200
2012-03-21,37.470001220703125,38.900001525878906,37.27000045776367,39.95000076293945,26300
2012-03-22,38.66999816894531,38.880001068115234,38.310001373291016,39.38999938964844,13600
2012-03-23,38.83000183105469,39.54999923706055,38.56999969482422,39.54999923706055,11500
2012-03-26,40.040000915527344,40.06999969482422,39.630001068115234,41.04999923706055,114700
2012-03-27,40.25,39.7599983215332,39.59000015258789,40.25,45900
2012-03-28,39.869998931884766,39.0,38.16999816894531,39.869998931884766,58300
2012-03-29,38.7599983215332,38.77000045776367,38.189998626708984,38.91999816894531,13900
2012-03-30,39.119998931884766,39.150001525878906,38.790000915527344,39.5,39300
2012-04-02,39.220001220703125,41.0099983215332,39.02000045776367,41.02000045776367,64800
2012-04-03,41.02000045776367,39.939998626708984,39.68000030517578,41.2400016784668,62100
2012-04-04,39.529998779296875,38.22999954223633,38.11000061035156,39.900001525878906,146200
2012-04-05,38.150001525878906,38.630001068115234,38.150001525878906,38.93000030517578,42300
2012-04-09,38.029998779296875,38.650001525878906,37.790000915527344,38.86000061035156,32700
2012-04-10,38.66999816894531,37.45000076293945,37.09000015258789,38.939998626708984,55200
2012-04-11,38.029998779296875,37.95000076293945,37.63999938964844,38.290000915527344,39200
2012-04-12,38.08000183105469,39.75,37.720001220703125,39.939998626708984,47900
2012-04-13,39.52000045776367,38.7400016784668,38.459999084472656,39.599998474121094,51500
2012-04-16,39.150001525878906,39.38999938964844,38.56999969482422,39.5099983215332,32800
2012-04-17,39.81999969482422,40.290000915527344,39.79999923706055,40.7400016784668,56600
2012-04-18,40.16999816894531,41.90999984741211,39.7599983215332,42.40999984741211,73200
2012-04-19,41.81999969482422,40.68000030517578,40.130001068115234,41.869998931884766,43500
2012-04-20,41.11000061035156,39.130001068115234,38.52000045776367,41.11000061035156,26800
2012-04-23,38.63999938964844,36.83000183105469,36.720001220703125,38.63999938964844,115300
2012-04-24,36.77000045776367,36.70000076293945,35.59000015258789,37.060001373291016,204600
2012-04-25,36.849998474121094,36.439998626708984,36.15999984741211,37.47999954223633,72800
2012-04-26,36.5,36.7400016784668,36.18000030517578,37.209999084472656,74200
2012-04-27,36.77000045776367,36.189998626708984,36.06999969482422,36.84000015258789,75700
2012-04-30,36.06999969482422,34.77000045776367,33.7599983215332,36.06999969482422,51000
2012-05-01,34.88999938964844,33.619998931884766,33.54999923706055,35.310001373291016,99000
2012-05-02,33.369998931884766,34.77000045776367,33.18000030517578,35.060001373291016,89000
2012-05-03,34.58000183105469,35.15999984741211,34.29999923706055,35.20000076293945,53000
2012-05-04,35.81999969482422,35.33000183105469,34.4900016784668,38.93000030517578,253500
2012-05-07,35.060001373291016,34.630001068115234,34.34000015258789,35.77000045776367,163800
2012-05-08,34.279998779296875,33.86000061035156,31.739999771118164,34.470001220703125,193500
2012-05-09,33.41999816894531,36.36000061035156,33.40999984741211,36.470001220703125,136400
2012-05-10,36.65999984741211,33.209999084472656,33.060001373291016,36.65999984741211,103000
2012-05-11,32.810001373291016,32.08000183105469,31.389999389648438,33.61000061035156,90300
2012-05-14,31.600000381469727,31.149999618530273,30.479999542236328,32.27000045776367,96000
