Date,mmmopen,mmmclose,mmmlow,mmmhigh,mmmvolume
2008-01-02,84.23999786376953,82.70999908447266,82.2300033569336,84.76000213623047,4453700.0
2008-01-03,82.81999969482422,82.69999694824219,82.37000274658203,83.4800033569336,2724100.0
2008-01-04,82.0,81.76000213623047,81.55000305175781,82.66000366210938,3620300.0
2008-01-07,82.0999984741211,81.11000061035156,80.7699966430664,82.1500015258789,4223800.0
2008-01-08,81.3499984741211,80.20999908447266,80.0999984741211,82.06999969482422,5711200.0
2008-01-09,80.19999694824219,80.19000244140625,78.48999786376953,80.81999969482422,6422300.0
2008-01-10,79.75,80.20999908447266,79.0199966430664,80.70999908447266,6835800.0
2008-01-11,79.62999725341797,77.58000183105469,76.97000122070312,81.05999755859375,8414500.0
2008-01-14,78.12999725341797,78.5,77.5,78.63999938964844,2927600.0
2008-01-15,78.0,77.18000030517578,77.02999877929688,78.69999694824219,4206500.0
2008-01-16,76.83000183105469,77.30000305175781,76.83000183105469,78.58000183105469,4467500.0
2008-01-17,77.37999725341797,74.95999908447266,74.47000122070312,77.69000244140625,7093000.0
2008-01-18,75.47000122070312,74.91000366210938,74.05999755859375,76.44000244140625,7053200.0
2008-01-22,72.06999969482422,75.16000366210938,72.06999969482422,75.61000061035156,6573400.0
2008-01-23,73.55000305175781,76.0999984741211,72.05000305175781,76.2300033569336,7000800.0
2008-01-24,76.4000015258789,75.7300033569336,75.0,76.83000183105469,4805900.0
2008-01-25,76.81999969482422,75.51000213623047,75.06999969482422,76.81999969482422,3910200.0
2008-01-28,76.0199966430664,77.44000244140625,75.5999984741211,77.5199966430664,4611700.0
2008-01-29,77.80000305175781,78.0199966430664,76.19999694824219,78.68000030517578,5061700.0
2008-01-30,77.81999969482422,78.22000122070312,77.48999786376953,79.48999786376953,4583300.0
2008-01-31,77.33000183105469,79.6500015258789,77.04000091552734,80.0,5432200.0
2008-02-01,79.79000091552734,81.20999908447266,79.63999938964844,81.27999877929688,4739800.0
2008-02-04,81.2300033569336,80.56999969482422,80.48999786376953,81.5,3377400.0
2008-02-05,79.30999755859375,79.08999633789062,78.91000366210938,79.91000366210938,4802400.0
2008-02-06,79.47000122070312,79.18000030517578,78.80999755859375,79.94000244140625,3871100.0
2008-02-07,78.5999984741211,79.12000274658203,78.27999877929688,79.54000091552734,3484400.0
2008-02-08,78.8499984741211,78.55999755859375,77.81999969482422,79.19000244140625,2822000.0
2008-02-11,78.37999725341797,79.27999877929688,77.83999633789062,79.56999969482422,2097300.0
2008-02-12,79.61000061035156,79.0999984741211,78.5999984741211,79.83999633789062,3663800.0
2008-02-13,79.55000305175781,81.37999725341797,79.4800033569336,81.51000213623047,3780900.0
2008-02-14,81.23999786376953,80.29000091552734,80.19999694824219,81.6500015258789,2485700.0
2008-02-15,80.13999938964844,79.94999694824219,79.54000091552734,80.61000061035156,3632600.0
2008-02-19,80.25,79.8499984741211,79.55999755859375,80.86000061035156,3496500.0
2008-02-20,79.31999969482422,79.94000244140625,78.44000244140625,80.19999694824219,3242400.0
2008-02-21,80.05999755859375,78.95999908447266,78.68000030517578,80.6500015258789,4084000.0
2008-02-22,79.31999969482422,79.66999816894531,78.23999786376953,79.80999755859375,3490900.0
2008-02-25,79.55999755859375,81.0,79.08999633789062,81.04000091552734,2936600.0
2008-02-26,80.5999984741211,81.29000091552734,80.45999908447266,81.58999633789062,3177700.0
2008-02-27,80.68000030517578,80.4800033569336,80.08999633789062,81.1500015258789,2804800.0
2008-02-28,80.05999755859375,79.80000305175781,79.25,80.27999877929688,2701400.0
2008-02-29,79.6500015258789,78.4000015258789,78.19000244140625,79.6500015258789,3091300.0
2008-03-03,78.16000366210938,78.48999786376953,77.62000274658203,78.6500015258789,2425500.0
2008-03-04,77.91999816894531,78.41000366210938,77.48999786376953,78.7300033569336,4390000.0
2008-03-05,78.91000366210938,78.93000030517578,77.91999816894531,79.61000061035156,3866500.0
2008-03-06,78.69999694824219,77.94999694824219,77.88999938964844,79.23999786376953,4713900.0
2008-03-07,77.41000366210938,76.51000213623047,76.33000183105469,77.98999786376953,5199100.0
2008-03-10,76.7300033569336,75.4800033569336,75.27999877929688,77.11000061035156,4206300.0
2008-03-11,77.30000305175781,77.94999694824219,76.0,78.0,4377800.0
2008-03-12,77.97000122070312,78.41999816894531,77.97000122070312,79.44000244140625,3961900.0
2008-03-13,77.48999786376953,79.08000183105469,77.16000366210938,79.58000183105469,4292300.0
2008-03-14,79.72000122070312,77.52999877929688,76.62000274658203,79.72000122070312,4882800.0
2008-03-17,75.63999938964844,78.51000213623047,75.23999786376953,79.26000213623047,5050600.0
2008-03-18,79.83999633789062,80.94999694824219,79.0199966430664,80.94999694824219,4569000.0
2008-03-19,81.23999786376953,79.47000122070312,78.54000091552734,81.68000030517578,4450700.0
2008-03-20,78.5,77.9800033569336,77.45999908447266,79.33999633789062,6937300.0
2008-03-24,78.1500015258789,78.63999938964844,77.91000366210938,79.20999908447266,4342200.0
2008-03-25,78.83000183105469,78.9800033569336,78.2699966430664,79.25,3888700.0
2008-03-26,78.7300033569336,78.66000366210938,77.87999725341797,78.7699966430664,3700200.0
2008-03-27,78.80000305175781,77.86000061035156,77.86000061035156,79.11000061035156,3600200.0
2008-03-28,78.38999938964844,77.94999694824219,77.8499984741211,78.94000244140625,2006400.0
2008-03-31,78.05999755859375,79.1500015258789,78.05999755859375,79.4800033569336,3505600.0
2008-04-01,79.61000061035156,81.31999969482422,79.44000244140625,81.52999877929688,4813600.0
2008-04-02,81.23999786376953,80.91000366210938,80.58999633789062,81.58000183105469,2871700.0
2008-04-03,80.58999633789062,80.16999816894531,79.83000183105469,81.0,3280600.0
2008-04-04,80.30000305175781,80.5199966430664,79.41999816894531,81.06999969482422,2800700.0
2008-04-07,80.94999694824219,80.19000244140625,80.16000366210938,81.62000274658203,3081600.0
2008-04-08,79.5,79.87999725341797,79.4800033569336,80.26000213623047,3469400.0
2008-04-09,79.98999786376953,79.58999633789062,78.80000305175781,80.12000274658203,2967100.0
2008-04-10,79.69000244140625,80.3499984741211,79.44999694824219,80.91000366210938,3747300.0
2008-04-11,78.80000305175781,78.47000122070312,78.12999725341797,79.08000183105469,5613200.0
2008-04-14,78.29000091552734,78.26000213623047,77.70999908447266,79.04000091552734,4447800.0
2008-04-15,78.61000061035156,78.83999633789062,78.2699966430664,78.94000244140625,2672600.0
2008-04-16,79.3499984741211,80.69000244140625,79.12000274658203,81.19000244140625,5284800.0
2008-04-17,80.56999969482422,80.6500015258789,79.27999877929688,81.05999755859375,3207100.0
2008-04-18,81.83999633789062,82.9000015258789,81.16999816894531,83.22000122070312,4716600.0
2008-04-21,83.0,82.33999633789062,81.9000015258789,83.04000091552734,2907900.0
2008-04-22,82.1500015258789,81.18000030517578,80.52999877929688,82.19999694824219,2724400.0
2008-04-23,81.5199966430664,80.62999725341797,80.43000030517578,81.68000030517578,3623900.0
2008-04-24,81.19000244140625,79.12999725341797,77.55000305175781,81.19000244140625,6323400.0
2008-04-25,78.8499984741211,77.81999969482422,76.45999908447266,78.87000274658203,5551200.0
2008-04-28,77.5999984741211,77.12999725341797,76.87999725341797,77.9800033569336,5155000.0
2008-04-29,77.19000244140625,76.86000061035156,76.77999877929688,77.7300033569336,3612100.0
2008-04-30,77.0,76.9000015258789,76.8499984741211,78.23999786376953,4690900.0
2008-05-01,76.94000244140625,77.83999633789062,76.58000183105469,78.05000305175781,3783700.0
2008-05-02,78.44000244140625,78.55000305175781,78.22000122070312,79.44999694824219,3756600.0
2008-05-05,78.62000274658203,77.55000305175781,77.3499984741211,78.77999877929688,3845900.0
2008-05-06,77.44000244140625,77.76000213623047,76.75,77.87000274658203,2891400.0
2008-05-07,77.94999694824219,76.68000030517578,76.48999786376953,78.12999725341797,4089200.0
2008-05-08,77.12000274658203,76.94999694824219,76.47000122070312,77.36000061035156,3796000.0
2008-05-09,75.98999786376953,76.31999969482422,75.81999969482422,76.66999816894531,3871600.0
2008-05-12,76.66999816894531,77.66999816894531,75.94999694824219,77.66999816894531,3552100.0
2008-05-13,77.72000122070312,77.18000030517578,76.91000366210938,78.33999633789062,3407400.0
2008-05-14,77.68000030517578,77.7300033569336,77.18000030517578,78.62999725341797,2922700.0
2008-05-15,77.69999694824219,77.86000061035156,77.18000030517578,78.12000274658203,3473900.0
2008-05-16,77.98999786376953,78.66000366210938,77.45999908447266,78.81999969482422,4147600.0
2008-05-19,78.66000366210938,79.05000305175781,78.4800033569336,79.88999938964844,3141900.0
2008-05-20,79.04000091552734,77.52999877929688,77.08000183105469,79.05999755859375,5215400.0
2008-05-21,77.51000213623047,76.12000274658203,75.83000183105469,77.52999877929688,4429800.0
2008-05-22,76.37000274658203,76.63999938964844,75.87000274658203,76.80999755859375,3843200.0
2008-05-23,76.23999786376953,75.80999755859375,75.5,76.26000213623047,2879100.0
2008-05-27,75.7300033569336,76.16999816894531,75.55999755859375,76.73999786376953,2789000.0
2008-05-28,76.33999633789062,76.9000015258789,76.30999755859375,77.01000213623047,3681600.0
2008-05-29,76.5999984741211,77.76000213623047,76.5999984741211,78.19999694824219,3433100.0
2008-05-30,76.91000366210938,77.55999755859375,76.91000366210938,77.8499984741211,3486700.0
2008-06-02,77.41000366210938,76.25,75.80000305175781,77.48999786376953,3942600.0
2008-06-03,76.5,76.2300033569336,75.5,76.66000366210938,4848000.0
2008-06-04,76.16999816894531,76.36000061035156,75.80000305175781,77.41000366210938,4667800.0
2008-06-05,76.58999633789062,77.5,76.36000061035156,77.61000061035156,3805800.0
2008-06-06,76.7300033569336,74.86000061035156,74.8499984741211,77.0199966430664,5984400.0
2008-06-09,75.31999969482422,75.81999969482422,74.75,76.06999969482422,4402400.0
2008-06-10,75.12999725341797,76.0,75.12999725341797,76.29000091552734,2995500.0
2008-06-11,76.0,75.2699966430664,75.05000305175781,76.0,4905500.0
2008-06-12,75.5,75.55000305175781,75.25,76.41999816894531,3791600.0
2008-06-13,76.19000244140625,76.12000274658203,75.37999725341797,76.52999877929688,3915100.0
2008-06-16,75.76000213623047,75.19999694824219,75.08999633789062,76.12000274658203,4156500.0
2008-06-17,75.44000244140625,74.97000122070312,74.8499984741211,75.69999694824219,3561700.0
2008-06-18,74.63999938964844,74.30000305175781,74.18000030517578,75.2300033569336,3561400.0
2008-06-19,74.20999908447266,74.12000274658203,73.75,74.44999694824219,3544100.0
2008-06-20,74.0,73.0199966430664,72.62000274658203,74.0,7367800.0
2008-06-23,73.3499984741211,72.95999908447266,72.80000305175781,73.44000244140625,3004400.0
2008-06-24,72.83999633789062,72.43000030517578,72.4000015258789,73.45999908447266,4535200.0
2008-06-25,72.4000015258789,72.56999969482422,72.30000305175781,73.23999786376953,4846300.0
2008-06-26,72.29000091552734,70.26000213623047,70.23999786376953,72.30000305175781,7371800.0
2008-06-27,70.4800033569336,69.51000213623047,68.88999938964844,70.4800033569336,7481700.0
2008-06-30,69.4800033569336,69.58999633789062,68.61000061035156,69.69000244140625,5333800.0
2008-07-01,68.66000366210938,69.77999877929688,67.56999969482422,70.05000305175781,6353100.0
2008-07-02,70.18000030517578,68.4800033569336,68.4800033569336,70.18000030517578,4661200.0
2008-07-03,68.7699966430664,69.45999908447266,68.68000030517578,69.95999908447266,3083300.0
2008-07-07,69.88999938964844,69.8499984741211,69.27999877929688,70.87999725341797,4913300.0
2008-07-08,69.91999816894531,71.02999877929688,69.5199966430664,71.16999816894531,5163700.0
2008-07-09,70.0999984741211,68.63999938964844,68.55999755859375,71.20999908447266,6226600.0
2008-07-10,68.79000091552734,68.91999816894531,68.30000305175781,69.75,5286200.0
2008-07-11,68.2699966430664,68.72000122070312,67.76000213623047,69.37999725341797,6262400.0
2008-07-14,69.41000366210938,69.0199966430664,68.6500015258789,70.0,5117900.0
2008-07-15,68.61000061035156,67.69000244140625,67.26000213623047,68.66999816894531,8230000.0
2008-07-16,67.9000015258789,68.63999938964844,67.27999877929688,68.66999816894531,4636500.0
2008-07-17,69.22000122070312,69.44999694824219,67.54000091552734,69.58000183105469,5856300.0
2008-07-18,69.4800033569336,68.94000244140625,68.30000305175781,69.52999877929688,4473900.0
2008-07-21,69.36000061035156,68.7300033569336,67.91999816894531,69.69999694824219,3354600.0
2008-07-22,68.12000274658203,70.30000305175781,68.0999984741211,70.44999694824219,5804800.0
2008-07-23,70.47000122070312,70.80000305175781,70.05999755859375,71.05999755859375,4189600.0
2008-07-24,72.4000015258789,71.05000305175781,70.91000366210938,72.7699966430664,6515000.0
2008-07-25,71.52999877929688,70.94999694824219,70.2300033569336,71.9000015258789,4947500.0
2008-07-28,70.87000274658203,69.62999725341797,69.38999938964844,70.98999786376953,4832600.0
2008-07-29,69.7699966430664,70.48999786376953,69.55000305175781,70.56999969482422,3599600.0
2008-07-30,70.75,71.30000305175781,70.05000305175781,71.44000244140625,3860200.0
2008-07-31,70.83999633789062,70.38999938964844,70.29000091552734,71.25,4254200.0
2008-08-01,70.52999877929688,70.1500015258789,69.83999633789062,71.05999755859375,3026400.0
2008-08-04,70.02999877929688,69.75,69.3499984741211,70.44000244140625,2279700.0
2008-08-05,70.2300033569336,71.87999725341797,70.0,72.02999877929688,4878600.0
2008-08-06,71.75,71.80999755859375,70.83999633789062,72.08000183105469,3929000.0
2008-08-07,71.33000183105469,71.18000030517578,70.6500015258789,72.04000091552734,4324200.0
2008-08-08,71.13999938964844,73.4800033569336,71.13999938964844,73.91000366210938,5424900.0
2008-08-11,73.19000244140625,74.37999725341797,73.18000030517578,74.68000030517578,5461500.0
2008-08-12,74.54000091552734,73.5999984741211,73.37999725341797,74.54000091552734,4087600.0
2008-08-13,73.48999786376953,72.95999908447266,72.19999694824219,73.94000244140625,3847600.0
2008-08-14,72.55000305175781,73.04000091552734,72.20999908447266,73.87000274658203,2992100.0
2008-08-15,73.08999633789062,73.48999786376953,73.08999633789062,74.0999984741211,4407800.0
2008-08-18,73.58999633789062,72.44999694824219,72.04000091552734,73.9000015258789,4294100.0
2008-08-19,72.1500015258789,71.30999755859375,70.8499984741211,72.30999755859375,3688200.0
2008-08-20,71.23999786376953,70.69000244140625,70.29000091552734,71.43000030517578,2930700.0
2008-08-21,70.26000213623047,70.91000366210938,69.75,71.29000091552734,2978000.0
2008-08-22,70.91000366210938,72.27999877929688,70.54000091552734,72.70999908447266,3062400.0
