Date,bioopen,bioclose,biolow,biohigh,biovolume
2008-04-14,83.88999938964844,84.30000305175781,83.88999938964844,85.54000091552734,37500
2008-04-15,84.30000305175781,80.9000015258789,80.86000061035156,84.30000305175781,70400
2008-04-16,81.5,83.80000305175781,80.01000213623047,83.94999694824219,105500
2008-04-17,83.5,81.94999694824219,81.8499984741211,84.58000183105469,42400
2008-04-18,83.62999725341797,84.25,82.0199966430664,84.54000091552734,40700
2008-04-21,83.75,82.25,82.11000061035156,84.70999908447266,58600
2008-04-22,82.02999877929688,78.08000183105469,77.5199966430664,82.5,174800
2008-04-23,78.4000015258789,79.98999786376953,78.19999694824219,80.81999969482422,111700
2008-04-24,80.19000244140625,80.06999969482422,79.5,80.31999969482422,113500
2008-04-25,80.5,81.56999969482422,80.47000122070312,82.1500015258789,67300
2008-04-28,82.01000213623047,83.86000061035156,81.5999984741211,84.27999877929688,87400
2008-04-29,81.13999938964844,84.55999755859375,79.31999969482422,85.58000183105469,121600
2008-04-30,84.0,83.3499984741211,83.0199966430664,85.04000091552734,132400
2008-05-01,83.45999908447266,83.98999786376953,83.0,85.5,130200
2008-05-02,84.48999786376953,84.1500015258789,83.54000091552734,85.75,89700
2008-05-05,84.36000061035156,85.25,83.31999969482422,85.87000274658203,159100
2008-05-06,85.19000244140625,85.0,83.33999633789062,88.0,119200
2008-05-07,83.81999969482422,87.30999755859375,83.81999969482422,91.30000305175781,198000
2008-05-08,87.5,87.88999938964844,86.19000244140625,89.19000244140625,158800
2008-05-09,87.30999755859375,87.12000274658203,86.18000030517578,88.45999908447266,86300
2008-05-12,87.12000274658203,88.45999908447266,86.43000030517578,88.91999816894531,65200
2008-05-13,88.47000122070312,87.0999984741211,86.55000305175781,88.75,92700
2008-05-14,87.9800033569336,87.13999938964844,85.05999755859375,88.0,100000
2008-05-15,85.9000015258789,86.91999816894531,85.51000213623047,87.6500015258789,67700
2008-05-16,87.79000091552734,87.08000183105469,86.0,89.94999694824219,69600
2008-05-19,87.0,88.19000244140625,86.98999786376953,88.79000091552734,82800
2008-05-20,87.63999938964844,88.69999694824219,87.0,89.0,64500
2008-05-21,89.19000244140625,87.9800033569336,87.9800033569336,90.80999755859375,120400
2008-05-22,87.62999725341797,88.23999786376953,87.62999725341797,89.23999786376953,105100
2008-05-23,87.66000366210938,88.0999984741211,86.87999725341797,88.62999725341797,48600
2008-05-27,87.52999877929688,88.20999908447266,87.26000213623047,89.33000183105469,51000
2008-05-28,88.87999725341797,88.12000274658203,87.02999877929688,89.44000244140625,41100
2008-05-29,87.62999725341797,89.12000274658203,87.12000274658203,89.83000183105469,58800
2008-05-30,89.3499984741211,89.4800033569336,88.25,89.81999969482422,121700
2008-06-02,88.58000183105469,88.18000030517578,86.5999984741211,89.98999786376953,55200
2008-06-03,87.93000030517578,88.25,86.23999786376953,88.87999725341797,62700
2008-06-04,88.0,88.13999938964844,86.75,88.98999786376953,55400
2008-06-05,88.04000091552734,89.19000244140625,87.80999755859375,89.62000274658203,52100
2008-06-06,88.43000030517578,86.44999694824219,86.31999969482422,88.8499984741211,39700
2008-06-09,86.30000305175781,85.61000061035156,84.72000122070312,87.11000061035156,63700
2008-06-10,84.2699966430664,87.81999969482422,83.76000213623047,88.52999877929688,77900
2008-06-11,87.5,88.0,87.01000213623047,88.66999816894531,72100
2008-06-12,87.69000244140625,88.47000122070312,87.69000244140625,89.62000274658203,69600
2008-06-13,89.22000122070312,90.81999969482422,88.91999816894531,90.81999969482422,64500
2008-06-16,89.08000183105469,90.44000244140625,89.08000183105469,90.95999908447266,48800
2008-06-17,89.75,88.95999908447266,88.83999633789062,90.98999786376953,62300
2008-06-18,88.4000015258789,87.02999877929688,87.0199966430664,88.41000366210938,43500
2008-06-19,87.0,88.13999938964844,87.0,88.5,33400
2008-06-20,88.1500015258789,85.0,84.83000183105469,88.30000305175781,145400
2008-06-23,84.7699966430664,82.31999969482422,82.31999969482422,85.18000030517578,64300
2008-06-24,82.01000213623047,80.80000305175781,80.02999877929688,82.87999725341797,70000
2008-06-25,80.02999877929688,82.58000183105469,80.01000213623047,82.73999786376953,103100
2008-06-26,81.73999786376953,82.66000366210938,80.5999984741211,83.2300033569336,113800
2008-06-27,83.13999938964844,80.0,80.0,84.1500015258789,562000
2008-06-30,83.30000305175781,80.88999938964844,80.0,83.30999755859375,154000
2008-07-01,80.98999786376953,81.9000015258789,80.8499984741211,82.16999816894531,131600
2008-07-02,80.25,80.9000015258789,80.25,82.0199966430664,127900
2008-07-03,81.08000183105469,80.9000015258789,80.55000305175781,81.51000213623047,50200
2008-07-07,80.5999984741211,80.0,79.54000091552734,81.25,58800
2008-07-08,80.0,81.76000213623047,79.27999877929688,82.0,83500
2008-07-09,81.26000213623047,79.69999694824219,79.69999694824219,81.76000213623047,47900
2008-07-10,79.5,80.25,79.26000213623047,81.30999755859375,54200
2008-07-11,79.69999694824219,79.9000015258789,77.66000366210938,80.33999633789062,178600
2008-07-14,80.68000030517578,78.5999984741211,77.4000015258789,81.48999786376953,80300
2008-07-15,77.9800033569336,78.12000274658203,75.6500015258789,79.44000244140625,133400
2008-07-16,77.68000030517578,78.75,77.68000030517578,79.37999725341797,101200
2008-07-17,76.5199966430664,79.75,76.5199966430664,80.0,83600
2008-07-18,79.27999877929688,78.77999877929688,76.5,79.55999755859375,68000
2008-07-21,79.0999984741211,81.25,78.7699966430664,81.62000274658203,119300
2008-07-22,80.25,81.77999877929688,80.01000213623047,81.97000122070312,100500
2008-07-23,82.0,82.69999694824219,81.5,82.91000366210938,77300
2008-07-24,83.0,84.76000213623047,82.45999908447266,84.98999786376953,130000
2008-07-25,85.9000015258789,85.0999984741211,83.01000213623047,86.2300033569336,55800
2008-07-28,84.55000305175781,85.69999694824219,83.62000274658203,85.72000122070312,108000
2008-07-29,86.19999694824219,87.0999984741211,82.7699966430664,87.5,103800
2008-07-30,87.75,88.55999755859375,87.01000213623047,89.19999694824219,80900
2008-07-31,87.9000015258789,89.0999984741211,87.12000274658203,90.0,81900
2008-08-01,89.41999816894531,91.11000061035156,88.55999755859375,91.31999969482422,95800
2008-08-04,89.0,90.41999816894531,89.0,91.4800033569336,78600
2008-08-05,90.43000030517578,92.12999725341797,90.25,92.54000091552734,132600
2008-08-06,98.0199966430664,103.4000015258789,98.0199966430664,105.98999786376953,342600
2008-08-07,100.95999908447266,101.91999816894531,100.0,103.80999755859375,181700
2008-08-08,101.04000091552734,106.5,99.0,106.55999755859375,238500
2008-08-11,106.51000213623047,108.0999984741211,105.33000183105469,109.5,139300
2008-08-12,108.08999633789062,106.0999984741211,105.0,108.08999633789062,94300
2008-08-13,105.29000091552734,105.05999755859375,102.7699966430664,106.80999755859375,124500
2008-08-14,103.37999725341797,106.0999984741211,103.37999725341797,107.23999786376953,92800
2008-08-15,105.77999877929688,105.93000030517578,104.94000244140625,106.80000305175781,87000
2008-08-18,106.12999725341797,105.12999725341797,104.26000213623047,107.88999938964844,85900
2008-08-19,105.75,104.80000305175781,104.25,106.0,67600
2008-08-20,104.5999984741211,102.70999908447266,102.38999938964844,105.73999786376953,71400
2008-08-21,101.9000015258789,100.5999984741211,99.93000030517578,103.29000091552734,114000
2008-08-22,100.43000030517578,101.0999984741211,100.11000061035156,101.73999786376953,81700
2008-08-25,101.1500015258789,100.25,99.41000366210938,101.5,116300
2008-08-26,100.25,102.30000305175781,100.25,102.30000305175781,138700
2008-08-27,101.4000015258789,102.55000305175781,101.25,103.62000274658203,74900
2008-08-28,102.5999984741211,107.33000183105469,102.5999984741211,107.7300033569336,91400
2008-08-29,107.2699966430664,107.5999984741211,106.0,107.91000366210938,82500
2008-09-02,107.79000091552734,106.6500015258789,105.06999969482422,109.19999694824219,117500
2008-09-03,106.55999755859375,105.66000366210938,105.11000061035156,106.55999755859375,116000
2008-09-04,104.94999694824219,104.69000244140625,103.7300033569336,105.3499984741211,124800
2008-09-05,104.31999969482422,102.55000305175781,102.2699966430664,105.0,85400
2008-09-08,102.51000213623047,107.55000305175781,102.0,107.62000274658203,161000
2008-09-09,106.66999816894531,103.44999694824219,103.44999694824219,107.75,100400
2008-09-10,103.45999908447266,104.7699966430664,102.52999877929688,106.8499984741211,98100
2008-09-11,103.98999786376953,103.58999633789062,102.1500015258789,105.0,83400
2008-09-12,102.58000183105469,103.94999694824219,101.5199966430664,104.02999877929688,49200
2008-09-15,100.0,99.97000122070312,99.97000122070312,103.98999786376953,64700
2008-09-16,98.26000213623047,103.41000366210938,96.0,103.93000030517578,138600
2008-09-17,102.68000030517578,96.79000091552734,96.77999877929688,104.5,174000
2008-09-18,99.20999908447266,99.75,91.69999694824219,100.52999877929688,219800
2008-09-19,104.98999786376953,103.75,100.25,105.0,371000
2008-09-22,102.69000244140625,100.0,99.0999984741211,105.81999969482422,71100
2008-09-23,100.22000122070312,100.0,99.55999755859375,102.0,65900
2008-09-24,101.2300033569336,98.55999755859375,98.31999969482422,101.55999755859375,66700
2008-09-25,98.61000061035156,100.52999877929688,98.25,102.22000122070312,48200
2008-09-26,98.69000244140625,101.5999984741211,97.76000213623047,102.19999694824219,42300
2008-09-29,99.77999877929688,96.19000244140625,96.19000244140625,100.9800033569336,36300
2008-09-30,97.23999786376953,99.12000274658203,93.91999816894531,99.12000274658203,88800
2008-10-01,98.01000213623047,99.26000213623047,96.25,99.56999969482422,63400
2008-10-02,99.0,96.3499984741211,93.70999908447266,99.0,50000
2008-10-03,96.83999633789062,93.33000183105469,93.25,98.98999786376953,66300
2008-10-06,93.33000183105469,94.72000122070312,88.8499984741211,96.91000366210938,164400
2008-10-07,96.01000213623047,88.05000305175781,87.88999938964844,96.30999755859375,121000
2008-10-08,85.7699966430664,82.9000015258789,82.8499984741211,88.44999694824219,104000
2008-10-09,83.11000061035156,80.75,80.75,84.9800033569336,161900
2008-10-10,77.04000091552734,87.9000015258789,76.18000030517578,87.9000015258789,163700
2008-10-13,89.29000091552734,90.62000274658203,84.4800033569336,91.2300033569336,118600
2008-10-14,90.54000091552734,86.6500015258789,84.41000366210938,91.5999984741211,116200
2008-10-15,87.31999969482422,79.0,79.0,87.31999969482422,161500
2008-10-16,79.6500015258789,86.45999908447266,78.08000183105469,86.45999908447266,109700
2008-10-17,82.87999725341797,82.05000305175781,81.19999694824219,85.5999984741211,111900
2008-10-20,83.56999969482422,89.3499984741211,81.33000183105469,89.3499984741211,68300
2008-10-21,88.16000366210938,85.44999694824219,85.0,88.16000366210938,65000
2008-10-22,84.12999725341797,81.12000274658203,80.0,84.75,124400
2008-10-23,80.55000305175781,78.7300033569336,74.01000213623047,80.55999755859375,100900
2008-10-24,74.0,74.87000274658203,73.6500015258789,75.5,102700
2008-10-27,72.55999755859375,72.0,72.0,75.0,101700
2008-10-28,73.19000244140625,75.23999786376953,64.4000015258789,75.23999786376953,294300
2008-10-29,77.0,76.94999694824219,74.75,79.25,95600
2008-10-30,78.66000366210938,80.11000061035156,77.5,80.91999816894531,68200
2008-10-31,79.9800033569336,85.37999725341797,79.16999816894531,85.37999725341797,93500
2008-11-03,85.02999877929688,86.83999633789062,82.80000305175781,87.76000213623047,59800
2008-11-04,86.2300033569336,87.80000305175781,82.08999633789062,88.55999755859375,146300
2008-11-05,87.20999908447266,79.81999969482422,79.81999969482422,89.5,109200
2008-11-06,79.80999755859375,78.8499984741211,76.61000061035156,80.18000030517578,169000
2008-11-07,74.0,70.01000213623047,65.01000213623047,74.0,571700
2008-11-10,70.25,67.41000366210938,67.2300033569336,71.83999633789062,144600
2008-11-11,65.01000213623047,65.26000213623047,63.38999938964844,66.98999786376953,236500
2008-11-12,64.5,61.52000045776367,61.029998779296875,64.5,81500
2008-11-13,61.09000015258789,69.51000213623047,60.5099983215332,71.08999633789062,196100
2008-11-14,68.75,66.0,66.0,69.88999938964844,137500
2008-11-17,65.0,65.05999755859375,64.52999877929688,66.12999725341797,168000
2008-11-18,69.25,69.5,68.91999816894531,70.5,428600
2008-11-19,69.51000213623047,69.20999908447266,69.06999969482422,70.3499984741211,225600
2008-11-20,68.38999938964844,69.87000274658203,67.88999938964844,71.0,350900
2008-11-21,69.91999816894531,69.94999694824219,68.5199966430664,70.48999786376953,2635000
2008-11-24,70.45999908447266,70.83999633789062,69.01000213623047,71.9800033569336,207000
2008-11-25,72.25,72.5999984741211,69.81999969482422,72.61000061035156,178600
2008-11-26,65.51000213623047,75.25,65.51000213623047,75.5999984741211,134300
2008-11-28,75.18000030517578,74.16000366210938,72.05000305175781,75.18000030517578,63100
2008-12-01,72.80000305175781,65.79000091552734,65.08999633789062,72.80000305175781,211000
2008-12-02,66.5,68.44000244140625,65.58999633789062,68.4800033569336,123800
2008-12-03,67.4000015258789,71.30999755859375,66.93000030517578,71.66999816894531,120100
2008-12-04,69.80000305175781,69.87999725341797,66.47000122070312,71.04000091552734,166400
2008-12-05,68.16000366210938,73.20999908447266,67.5,73.20999908447266,122500
2008-12-08,74.36000061035156,76.12000274658203,73.72000122070312,76.5,129300
2008-12-09,75.44999694824219,71.0199966430664,70.5,75.44999694824219,200200
2008-12-10,71.37000274658203,70.54000091552734,69.08999633789062,71.37000274658203,165300
2008-12-11,69.93000030517578,69.30000305175781,68.5999984741211,71.01000213623047,123400
2008-12-12,68.5,66.8499984741211,65.76000213623047,68.9800033569336,228700
2008-12-15,66.5,64.7699966430664,64.29000091552734,66.5,144100
2008-12-16,66.0,69.16999816894531,65.33000183105469,69.18000030517578,119800
2008-12-17,68.83999633789062,68.98999786376953,68.25,70.19999694824219,212200
2008-12-18,68.06999969482422,70.12999725341797,67.87999725341797,70.12999725341797,148900
2008-12-19,70.98999786376953,69.45999908447266,67.75,71.0,280900
2008-12-22,68.75,69.88999938964844,66.66999816894531,69.88999938964844,162100
2008-12-23,68.0,69.80999755859375,68.0,70.29000091552734,112800
2008-12-24,69.4000015258789,69.0999984741211,68.26000213623047,70.20999908447266,35300
2008-12-26,69.5,71.01000213623047,68.88999938964844,71.01000213623047,36500
2008-12-29,71.29000091552734,69.54000091552734,68.0,71.4000015258789,95300
2008-12-30,70.36000061035156,71.94999694824219,69.94000244140625,72.05999755859375,83000
2008-12-31,72.69999694824219,75.30999755859375,72.26000213623047,76.4800033569336,123100
2009-01-02,75.5999984741211,74.47000122070312,72.51000213623047,75.5999984741211,73500
2009-01-05,74.41999816894531,71.05999755859375,70.2300033569336,74.41999816894531,135200
2009-01-06,71.12000274658203,70.8499984741211,70.38999938964844,71.83999633789062,99900
2009-01-07,69.25,67.63999938964844,66.20999908447266,70.18000030517578,200000
2009-01-08,67.37000274658203,67.2699966430664,64.5,67.43000030517578,199700
2009-01-09,67.58000183105469,65.16999816894531,64.30999755859375,67.58000183105469,151500
2009-01-12,65.2300033569336,66.73999786376953,65.0,67.5,90000
2009-01-13,66.87000274658203,68.56999969482422,66.7300033569336,69.13999938964844,83900
2009-01-14,68.6500015258789,66.73999786376953,66.16999816894531,68.6500015258789,61300
2009-01-15,66.77999877929688,67.55000305175781,64.5199966430664,68.19999694824219,125400
2009-01-16,67.38999938964844,67.31999969482422,64.7699966430664,68.0,114300
2009-01-20,67.06999969482422,63.7400016784668,63.7400016784668,67.06999969482422,168200
2009-01-21,64.08999633789062,66.0,62.310001373291016,66.37000274658203,118500
2009-01-22,64.9000015258789,64.55000305175781,62.81999969482422,65.4800033569336,87400
2009-01-23,63.68000030517578,60.90999984741211,60.83000183105469,63.68000030517578,164400
2009-01-26,60.88999938964844,61.45000076293945,60.52000045776367,62.79999923706055,183800
2009-01-27,61.4900016784668,63.61000061035156,61.4900016784668,64.54000091552734,128400
2009-01-28,64.25,65.5,64.02999877929688,66.88999938964844,118400
2009-01-29,65.11000061035156,63.4900016784668,63.11000061035156,65.70999908447266,98000
2009-01-30,63.5099983215332,63.540000915527344,62.79999923706055,64.94999694824219,138200
2009-02-02,63.130001068115234,66.61000061035156,63.130001068115234,67.30999755859375,147100
2009-02-03,66.9000015258789,66.77999877929688,65.55000305175781,67.95999908447266,142600
2009-02-04,65.6500015258789,66.83999633789062,65.0,68.81999969482422,79000
2009-02-05,66.6500015258789,67.52999877929688,66.12000274658203,68.61000061035156,66600
2009-02-06,67.01000213623047,67.62999725341797,67.01000213623047,68.12999725341797,90900
2009-02-09,67.66999816894531,65.97000122070312,64.97000122070312,68.2699966430664,98900
2009-02-10,65.7699966430664,64.33000183105469,64.04000091552734,67.48999786376953,112100
2009-02-11,64.75,64.52999877929688,64.0,65.1500015258789,74700
2009-02-12,63.869998931884766,65.47000122070312,63.33000183105469,65.69000244140625,91800
2009-02-13,65.81999969482422,65.4000015258789,64.86000061035156,67.38999938964844,64500
2009-02-17,63.900001525878906,63.65999984741211,63.029998779296875,65.29000091552734,112400
2009-02-18,63.7599983215332,62.400001525878906,62.150001525878906,64.11000061035156,59100
2009-02-19,62.540000915527344,61.97999954223633,61.2400016784668,63.18000030517578,105000
2009-02-20,60.47999954223633,60.939998626708984,59.09000015258789,62.400001525878906,131200
2009-02-23,61.13999938964844,57.83000183105469,57.7599983215332,61.84000015258789,162600
2009-02-24,59.09000015258789,59.47999954223633,57.779998779296875,60.099998474121094,172400
2009-02-25,59.45000076293945,57.2599983215332,57.02000045776367,59.810001373291016,141200
2009-02-26,57.54999923706055,56.11000061035156,55.790000915527344,57.790000915527344,114000
2009-02-27,53.9900016784668,55.70000076293945,51.33000183105469,57.13999938964844,365400
2009-03-02,55.02000045776367,55.0,54.0,55.869998931884766,241800
2009-03-03,54.7599983215332,54.43000030517578,54.029998779296875,55.84000015258789,144400
2009-03-04,54.95000076293945,55.61000061035156,54.369998931884766,56.619998931884766,118900
2009-03-05,54.70000076293945,53.47999954223633,53.099998474121094,55.189998626708984,118600
2009-03-06,53.720001220703125,54.970001220703125,53.2400016784668,55.54999923706055,108800
2009-03-09,55.470001220703125,53.099998474121094,52.43000030517578,55.470001220703125,114000
2009-03-10,53.84000015258789,56.09000015258789,53.529998779296875,56.18000030517578,104800
2009-03-11,56.040000915527344,55.56999969482422,55.029998779296875,56.939998626708984,118700
2009-03-12,55.27000045776367,58.099998474121094,54.849998474121094,58.27000045776367,108800
2009-03-13,58.279998779296875,59.93000030517578,57.84000015258789,60.15999984741211,75700
2009-03-16,60.68000030517578,61.58000183105469,60.04999923706055,63.349998474121094,176100
2009-03-17,61.720001220703125,62.619998931884766,60.04999923706055,62.619998931884766,123500
2009-03-18,62.63999938964844,63.130001068115234,61.099998474121094,64.19999694824219,225000
2009-03-19,63.779998779296875,62.310001373291016,61.790000915527344,63.790000915527344,56100
2009-03-20,62.880001068115234,61.45000076293945,61.099998474121094,63.63999938964844,176300
2009-03-23,62.7599983215332,66.56999969482422,62.189998626708984,66.56999969482422,139400
2009-03-24,65.5999984741211,62.970001220703125,62.33000183105469,65.80999755859375,127200
2009-03-25,63.58000183105469,64.66999816894531,62.2400016784668,65.5999984741211,113500
2009-03-26,65.05000305175781,68.55000305175781,64.73999786376953,68.55000305175781,189600
2009-03-27,67.58000183105469,66.36000061035156,65.83999633789062,69.22000122070312,109400
2009-03-30,65.5,65.83000183105469,64.18000030517578,66.05000305175781,116900
2009-03-31,66.18000030517578,65.9000015258789,65.31999969482422,67.98999786376953,133200
2009-04-01,64.6500015258789,66.58999633789062,63.310001373291016,66.7300033569336,169100
2009-04-02,68.5,69.58000183105469,68.2300033569336,70.7699966430664,104000
2009-04-03,69.80000305175781,68.01000213623047,67.26000213623047,69.80000305175781,72600
2009-04-06,67.72000122070312,67.83000183105469,66.41999816894531,67.8499984741211,98100
2009-04-07,66.76000213623047,66.2300033569336,66.20999908447266,67.45999908447266,103800
2009-04-08,66.13999938964844,67.31999969482422,66.13999938964844,67.62999725341797,51700
2009-04-09,70.51000213623047,69.2300033569336,67.29000091552734,70.51000213623047,126700
2009-04-13,68.0,68.23999786376953,67.16999816894531,68.77999877929688,86700
2009-04-14,66.98999786376953,66.97000122070312,66.12000274658203,67.4800033569336,73600
2009-04-15,66.68000030517578,67.33999633789062,66.43000030517578,68.0,56400
2009-04-16,67.47000122070312,68.54000091552734,66.83999633789062,69.25,70800
2009-04-17,68.66000366210938,68.75,68.23999786376953,69.20999908447266,93600
2009-04-20,65.37000274658203,67.25,65.37000274658203,68.1500015258789,75100
2009-04-21,67.13999938964844,68.51000213623047,67.01000213623047,69.13999938964844,86900
2009-04-22,66.0199966430664,67.23999786376953,66.0199966430664,68.9800033569336,71500
2009-04-23,67.0,65.98999786376953,65.12999725341797,67.19999694824219,121900
2009-04-24,66.5,67.12999725341797,65.86000061035156,68.16000366210938,98000
2009-04-27,66.69999694824219,68.29000091552734,66.69999694824219,69.80000305175781,135100
2009-04-28,67.6500015258789,68.86000061035156,67.43000030517578,70.08999633789062,98400
2009-04-29,69.05000305175781,71.30999755859375,68.94000244140625,71.88999938964844,127600
2009-04-30,71.68000030517578,69.69000244140625,69.66999816894531,72.63999938964844,72000
2009-05-01,69.23999786376953,70.23999786376953,68.80999755859375,70.44000244140625,115300
2009-05-04,70.33000183105469,72.5999984741211,70.33000183105469,72.61000061035156,65500
2009-05-05,72.06999969482422,73.66999816894531,71.66999816894531,74.23999786376953,153900
2009-05-06,75.22000122070312,75.4000015258789,73.62999725341797,79.75,159200
2009-05-07,76.30000305175781,74.19999694824219,73.29000091552734,76.30000305175781,100200
2009-05-08,75.11000061035156,76.55000305175781,74.25,76.55000305175781,104800
2009-05-11,74.44000244140625,74.88999938964844,74.30999755859375,75.95999908447266,69900
2009-05-12,75.19999694824219,75.33999633789062,74.63999938964844,75.81999969482422,113000
2009-05-13,74.66000366210938,73.69999694824219,73.54000091552734,75.7300033569336,85900
2009-05-14,74.5,74.33000183105469,74.01000213623047,75.2300033569336,81000
2009-05-15,74.13999938964844,73.0199966430664,72.51000213623047,74.13999938964844,92400
2009-05-18,73.4800033569336,74.08999633789062,72.9000015258789,74.37999725341797,67000
2009-05-19,74.08000183105469,73.33999633789062,73.22000122070312,74.44999694824219,88300
2009-05-20,73.87999725341797,74.19999694824219,73.22000122070312,74.76000213623047,107200
2009-05-21,73.44999694824219,74.0199966430664,72.61000061035156,74.13999938964844,135300
2009-05-22,74.12000274658203,72.98999786376953,72.98999786376953,74.72000122070312,69400
