Date,biibopen,biibclose,biiblow,biibhigh,biibvolume
2008-03-05,59.33000183105469,59.689998626708984,59.0,60.25,2479300
2008-03-06,59.63999938964844,56.630001068115234,56.369998931884766,59.63999938964844,3729900
2008-03-07,56.59000015258789,56.20000076293945,56.060001373291016,57.22999954223633,4162900
2008-03-10,56.15999984741211,54.7400016784668,54.5,56.630001068115234,3634000
2008-03-11,55.13999938964844,57.68000030517578,54.630001068115234,57.689998626708984,4141100
2008-03-12,58.0,59.380001068115234,57.220001220703125,60.18000030517578,4349300
2008-03-13,58.189998626708984,60.45000076293945,58.16999816894531,61.08000183105469,3711000
2008-03-14,59.630001068115234,60.33000183105469,58.790000915527344,60.779998779296875,3823500
2008-03-17,59.2400016784668,58.70000076293945,58.63999938964844,61.52000045776367,3643300
2008-03-18,59.189998626708984,59.970001220703125,58.779998779296875,60.22999954223633,3724900
2008-03-19,60.18000030517578,58.400001525878906,57.9900016784668,60.25,3752100
2008-03-20,58.5099983215332,59.0,57.959999084472656,59.2400016784668,6481400
2008-03-24,58.97999954223633,61.459999084472656,58.959999084472656,62.2599983215332,3330200
2008-03-25,61.7400016784668,61.189998626708984,60.61000061035156,61.869998931884766,2515900
2008-03-26,60.790000915527344,62.9900016784668,60.790000915527344,63.02000045776367,3765700
2008-03-27,63.04999923706055,62.459999084472656,62.459999084472656,63.75,2634200
2008-03-28,62.790000915527344,60.72999954223633,60.61000061035156,63.619998931884766,2953400
2008-03-31,60.79999923706055,61.689998626708984,60.79999923706055,62.470001220703125,3051300
2008-04-01,62.13999938964844,64.01000213623047,61.56999969482422,64.41999816894531,2717400
2008-04-02,63.900001525878906,62.90999984741211,62.65999984741211,64.44000244140625,2481100
2008-04-03,62.619998931884766,62.939998626708984,61.84000015258789,63.15999984741211,2360800
2008-04-04,63.33000183105469,64.01000213623047,63.18000030517578,64.9800033569336,2847300
2008-04-07,64.0,63.790000915527344,63.40999984741211,64.43000030517578,2311700
2008-04-08,63.93000030517578,65.12000274658203,63.459999084472656,65.76000213623047,3932200
2008-04-09,65.4800033569336,64.69000244140625,63.81999969482422,65.48999786376953,2700000
2008-04-10,64.94999694824219,66.43000030517578,64.88999938964844,67.44999694824219,3576300
2008-04-11,65.5,64.22000122070312,64.0199966430664,65.86000061035156,3932400
2008-04-14,64.08999633789062,63.720001220703125,63.349998474121094,64.94999694824219,2464100
2008-04-15,63.75,64.93000030517578,63.40999984741211,65.37999725341797,3659900
2008-04-16,65.5,65.88999938964844,64.61000061035156,66.16000366210938,3168700
2008-04-17,66.16000366210938,65.81999969482422,65.62999725341797,66.94999694824219,2771300
2008-04-18,66.61000061035156,65.0,64.91999816894531,66.72000122070312,3773300
2008-04-21,65.08000183105469,64.9000015258789,64.37999725341797,65.26000213623047,3002500
2008-04-22,64.79000091552734,64.62000274658203,63.93000030517578,65.58000183105469,3499000
2008-04-23,65.9800033569336,64.51000213623047,63.400001525878906,66.12000274658203,3111400
2008-04-24,64.56999969482422,63.66999816894531,62.779998779296875,64.73999786376953,2754200
2008-04-25,63.65999984741211,65.12000274658203,63.65999984741211,65.31999969482422,2741900
2008-04-28,64.97000122070312,64.66999816894531,64.55000305175781,65.58999633789062,2600500
2008-04-29,61.2400016784668,61.33000183105469,61.09000015258789,62.349998474121094,6941700
2008-04-30,61.630001068115234,60.689998626708984,60.59000015258789,61.970001220703125,2599400
2008-05-01,60.939998626708984,62.33000183105469,60.599998474121094,62.529998779296875,3480400
2008-05-02,62.58000183105469,62.310001373291016,61.349998474121094,62.79999923706055,2833000
2008-05-05,62.0099983215332,63.0099983215332,61.97999954223633,63.119998931884766,1857500
2008-05-06,62.59000015258789,63.13999938964844,62.439998626708984,63.369998931884766,1678000
2008-05-07,63.189998626708984,62.02000045776367,61.84000015258789,63.36000061035156,1561800
2008-05-08,62.220001220703125,62.70000076293945,61.939998626708984,63.68000030517578,1756700
2008-05-09,62.20000076293945,62.06999969482422,61.66999816894531,62.380001068115234,2057500
2008-05-12,62.439998626708984,63.04999923706055,61.97999954223633,63.75,1816400
2008-05-13,63.279998779296875,62.31999969482422,61.66999816894531,63.400001525878906,1656100
2008-05-14,62.689998626708984,62.349998474121094,61.91999816894531,63.380001068115234,1792200
2008-05-15,62.099998474121094,62.900001525878906,61.459999084472656,63.2599983215332,1508100
2008-05-16,63.189998626708984,63.5,62.869998931884766,63.709999084472656,2107300
2008-05-19,63.22999954223633,62.75,62.400001525878906,63.939998626708984,1850400
2008-05-20,62.97999954223633,63.060001373291016,62.54999923706055,63.970001220703125,1404500
2008-05-21,63.2599983215332,61.619998931884766,61.5,63.279998779296875,2885600
2008-05-22,61.84000015258789,62.08000183105469,61.720001220703125,62.95000076293945,1232100
2008-05-23,61.959999084472656,61.02000045776367,60.720001220703125,62.18000030517578,1727400
2008-05-27,61.04999923706055,62.060001373291016,60.90999984741211,63.20000076293945,3752600
2008-05-28,62.15999984741211,63.130001068115234,61.869998931884766,63.130001068115234,2429900
2008-05-29,63.189998626708984,63.72999954223633,62.790000915527344,64.36000061035156,1781200
2008-05-30,63.58000183105469,62.75,62.56999969482422,63.900001525878906,2484600
2008-06-02,62.849998474121094,61.40999984741211,60.779998779296875,63.34000015258789,2572000
2008-06-03,61.720001220703125,61.709999084472656,60.470001220703125,62.43000030517578,3229300
2008-06-04,61.279998779296875,62.25,61.029998779296875,62.650001525878906,2672900
2008-06-05,63.09000015258789,64.56999969482422,62.38999938964844,66.41000366210938,5343600
2008-06-06,64.37000274658203,62.41999816894531,62.38999938964844,64.37000274658203,3038700
2008-06-09,62.40999984741211,61.279998779296875,60.61000061035156,62.52000045776367,3774500
2008-06-10,60.970001220703125,60.439998626708984,59.959999084472656,61.529998779296875,3391800
2008-06-11,60.75,58.900001525878906,58.900001525878906,61.0,3088400
2008-06-12,59.5,58.58000183105469,58.47999954223633,59.529998779296875,2522600
2008-06-13,59.20000076293945,59.900001525878906,58.709999084472656,59.900001525878906,1968100
2008-06-16,59.34000015258789,59.58000183105469,58.7400016784668,60.41999816894531,1934700
2008-06-17,59.47999954223633,58.349998474121094,58.33000183105469,59.709999084472656,2063700
2008-06-18,58.209999084472656,58.5,57.52000045776367,59.599998474121094,2955000
2008-06-19,58.209999084472656,59.16999816894531,57.279998779296875,59.79999923706055,2766800
2008-06-20,58.93000030517578,58.0099983215332,57.5,59.369998931884766,3891200
2008-06-23,57.90999984741211,56.529998779296875,56.529998779296875,58.75,3344300
2008-06-24,56.65999984741211,57.84000015258789,56.34000015258789,58.290000915527344,3380300
2008-06-25,58.27000045776367,58.119998931884766,57.130001068115234,58.959999084472656,2407500
2008-06-26,57.4900016784668,56.34000015258789,56.310001373291016,57.81999969482422,2283800
2008-06-27,56.2400016784668,57.040000915527344,55.869998931884766,57.099998474121094,7078100
2008-06-30,56.63999938964844,55.88999938964844,55.68000030517578,56.95000076293945,3224500
2008-07-01,56.06999969482422,59.34000015258789,55.36000061035156,59.459999084472656,5228900
2008-07-02,59.25,58.36000061035156,57.880001068115234,59.380001068115234,3123600
2008-07-03,58.15999984741211,58.20000076293945,57.56999969482422,59.90999984741211,3255200
2008-07-07,58.0,58.869998931884766,57.959999084472656,59.40999984741211,3123000
2008-07-08,59.130001068115234,62.939998626708984,59.060001373291016,63.380001068115234,5797300
2008-07-09,62.70000076293945,61.029998779296875,61.029998779296875,63.04999923706055,3433500
2008-07-10,61.38999938964844,60.939998626708984,60.45000076293945,62.0,4149000
2008-07-11,60.81999969482422,62.20000076293945,60.459999084472656,62.970001220703125,3183700
2008-07-14,62.310001373291016,61.02000045776367,60.88999938964844,62.9900016784668,3167600
2008-07-15,61.27000045776367,63.47999954223633,60.9900016784668,64.66999816894531,5493500
2008-07-16,63.84000015258789,63.58000183105469,62.790000915527344,64.69999694824219,4204100
2008-07-17,63.68000030517578,63.0,62.45000076293945,63.93000030517578,3452800
2008-07-18,62.720001220703125,64.6500015258789,62.540000915527344,65.19999694824219,4266400
2008-07-21,67.01000213623047,66.8499984741211,66.45999908447266,68.56999969482422,5540800
2008-07-22,68.44999694824219,71.27999877929688,68.44999694824219,71.76000213623047,8678700
2008-07-23,71.41000366210938,71.37999725341797,70.0,72.33999633789062,5535300
2008-07-24,70.63999938964844,71.27999877929688,70.26000213623047,72.30000305175781,4153600
2008-07-25,71.05000305175781,69.5,69.4800033569336,71.05000305175781,3511000
2008-07-28,69.69999694824219,69.48999786376953,69.0999984741211,70.9800033569336,3143700
2008-07-29,69.91999816894531,70.5,69.56999969482422,70.83999633789062,3797400
2008-07-30,70.33999633789062,71.2699966430664,69.62999725341797,71.5,2794600
2008-07-31,72.08999633789062,69.76000213623047,69.69999694824219,73.58999633789062,8795600
2008-08-01,51.65999984741211,50.0099983215332,49.84000015258789,53.52000045776367,36988100
2008-08-04,50.970001220703125,49.7400016784668,49.63999938964844,51.369998931884766,8889200
2008-08-05,50.7400016784668,50.5099983215332,50.0,51.040000915527344,7365300
2008-08-06,50.38999938964844,50.220001220703125,49.869998931884766,50.93000030517578,7269500
2008-08-07,50.130001068115234,49.880001068115234,49.7599983215332,51.70000076293945,5472600
2008-08-08,49.9900016784668,49.900001525878906,49.880001068115234,50.9900016784668,3633000
2008-08-11,50.349998474121094,50.7599983215332,49.900001525878906,50.86000061035156,3797500
2008-08-12,51.25,52.209999084472656,51.0099983215332,52.41999816894531,5337700
2008-08-13,52.4900016784668,52.470001220703125,51.84000015258789,52.81999969482422,3974100
2008-08-14,52.310001373291016,53.72999954223633,52.0,54.18000030517578,3626800
2008-08-15,54.86000061035156,54.650001525878906,54.0099983215332,55.2400016784668,3912600
2008-08-18,54.900001525878906,54.43000030517578,54.119998931884766,55.45000076293945,3054100
2008-08-19,53.9900016784668,54.29999923706055,53.810001373291016,55.209999084472656,2926400
2008-08-20,54.400001525878906,54.099998474121094,53.560001373291016,55.15999984741211,2418600
2008-08-21,54.06999969482422,53.15999984741211,52.599998474121094,54.099998474121094,2248300
2008-08-22,52.84000015258789,52.380001068115234,52.36000061035156,53.33000183105469,3216100
2008-08-25,52.34000015258789,53.47999954223633,52.0,53.63999938964844,5144900
2008-08-26,54.150001525878906,52.09000015258789,51.869998931884766,54.66999816894531,4753400
2008-08-27,52.310001373291016,51.09000015258789,50.380001068115234,52.47999954223633,5472400
2008-08-28,51.040000915527344,51.33000183105469,50.630001068115234,51.619998931884766,2983100
2008-08-29,51.0,50.93000030517578,50.58000183105469,51.630001068115234,2924300
2008-09-02,51.88999938964844,50.34000015258789,49.959999084472656,52.369998931884766,3261700
2008-09-03,50.380001068115234,50.16999816894531,49.790000915527344,50.72999954223633,2897900
2008-09-04,49.81999969482422,48.15999984741211,48.119998931884766,50.290000915527344,5622500
2008-09-05,48.279998779296875,48.59000015258789,47.25,48.90999984741211,4003800
2008-09-08,47.86000061035156,47.5,47.11000061035156,48.619998931884766,4589300
2008-09-09,47.40999984741211,46.720001220703125,46.720001220703125,48.72999954223633,4202300
2008-09-10,47.34000015258789,47.29999923706055,46.54999923706055,47.560001373291016,5302900
2008-09-11,46.54999923706055,48.470001220703125,46.54999923706055,48.68000030517578,5972600
2008-09-12,48.619998931884766,48.70000076293945,47.59000015258789,49.369998931884766,3356400
2008-09-15,47.9900016784668,46.59000015258789,46.459999084472656,48.220001220703125,4276800
2008-09-16,46.52000045776367,48.47999954223633,46.52000045776367,48.93000030517578,4234800
2008-09-17,47.209999084472656,45.369998931884766,45.369998931884766,48.22999954223633,5068900
2008-09-18,46.25,47.13999938964844,45.380001068115234,48.56999969482422,5314400
2008-09-19,48.91999816894531,49.97999954223633,47.13999938964844,50.06999969482422,7303600
2008-09-22,50.130001068115234,48.099998474121094,48.06999969482422,50.34000015258789,3344000
2008-09-23,48.43000030517578,47.130001068115234,46.91999816894531,49.900001525878906,3358600
2008-09-24,47.2599983215332,46.720001220703125,46.290000915527344,47.52000045776367,3181200
2008-09-25,48.2400016784668,48.83000183105469,47.59000015258789,49.380001068115234,3008700
2008-09-26,47.9900016784668,49.77000045776367,47.5,50.099998474121094,3734000
2008-09-29,49.459999084472656,48.88999938964844,48.88999938964844,51.84000015258789,7654300
2008-09-30,49.959999084472656,50.290000915527344,48.369998931884766,50.65999984741211,5044200
2008-10-01,49.150001525878906,49.59000015258789,48.060001373291016,49.880001068115234,3218600
2008-10-02,49.59000015258789,49.68000030517578,48.11000061035156,50.130001068115234,3636000
2008-10-03,50.150001525878906,50.5,50.150001525878906,52.36000061035156,4086600
2008-10-06,50.15999984741211,49.38999938964844,46.66999816894531,51.61000061035156,6986500
2008-10-07,49.56999969482422,46.5,46.31999969482422,50.68000030517578,5955000
2008-10-08,45.959999084472656,46.310001373291016,45.40999984741211,48.7400016784668,5444600
2008-10-09,47.13999938964844,44.7599983215332,44.65999984741211,47.34000015258789,5216400
2008-10-10,43.08000183105469,42.779998779296875,40.38999938964844,45.97999954223633,8277800
2008-10-13,43.97999954223633,47.130001068115234,42.439998626708984,47.31999969482422,5542200
2008-10-14,48.310001373291016,45.189998626708984,45.189998626708984,48.9900016784668,4445200
2008-10-15,45.130001068115234,42.459999084472656,42.38999938964844,46.779998779296875,4349800
2008-10-16,42.720001220703125,43.97999954223633,40.79999923706055,44.459999084472656,6283700
2008-10-17,42.400001525878906,45.45000076293945,41.79999923706055,48.5,5008400
2008-10-20,45.63999938964844,47.4900016784668,44.130001068115234,47.939998626708984,4130300
2008-10-21,47.0,43.9900016784668,43.5,47.150001525878906,4794200
2008-10-22,42.560001373291016,40.720001220703125,39.93000030517578,42.66999816894531,5734200
2008-10-23,40.380001068115234,41.38999938964844,38.58000183105469,42.0,4845800
2008-10-24,38.08000183105469,41.41999816894531,38.040000915527344,42.5099983215332,3954900
2008-10-27,41.209999084472656,40.25,39.61000061035156,42.79999923706055,3885500
2008-10-28,41.880001068115234,42.349998474121094,41.36000061035156,42.7400016784668,6278100
2008-10-29,42.56999969482422,41.939998626708984,41.5,44.150001525878906,5922100
2008-10-30,39.79999923706055,40.29999923706055,39.16999816894531,41.060001373291016,9427000
2008-10-31,40.349998474121094,42.54999923706055,39.61000061035156,43.130001068115234,5464600
2008-11-03,44.2599983215332,46.310001373291016,44.20000076293945,46.4900016784668,5348600
2008-11-04,47.310001373291016,47.15999984741211,46.099998474121094,47.97999954223633,4344300
2008-11-05,46.5,44.84000015258789,44.349998474121094,47.400001525878906,5329600
2008-11-06,44.189998626708984,44.599998474121094,43.83000183105469,45.27000045776367,3039700
2008-11-07,45.060001373291016,46.349998474121094,45.060001373291016,46.7599983215332,2600500
2008-11-10,47.209999084472656,46.720001220703125,46.08000183105469,47.91999816894531,1812000
2008-11-11,47.0,46.79999923706055,45.65999984741211,47.79999923706055,3081100
2008-11-12,46.029998779296875,44.2599983215332,44.09000015258789,46.619998931884766,2867900
2008-11-13,44.369998931884766,46.70000076293945,42.59000015258789,46.75,3740900
2008-11-14,46.709999084472656,43.52000045776367,43.209999084472656,46.709999084472656,3454400
2008-11-17,43.400001525878906,43.130001068115234,42.349998474121094,45.06999969482422,3158400
2008-11-18,43.20000076293945,43.79999923706055,42.09000015258789,44.349998474121094,4061500
2008-11-19,43.869998931884766,41.060001373291016,40.27000045776367,44.599998474121094,3951300
2008-11-20,40.90999984741211,39.77000045776367,39.529998779296875,42.459999084472656,4586300
2008-11-21,39.900001525878906,39.63999938964844,37.209999084472656,40.4900016784668,6564800
2008-11-24,40.29999923706055,40.63999938964844,39.619998931884766,41.06999969482422,3829800
2008-11-25,40.560001373291016,40.720001220703125,39.90999984741211,41.68000030517578,3595400
2008-11-26,40.38999938964844,42.0,39.34000015258789,42.040000915527344,3099800
2008-11-28,41.529998779296875,42.310001373291016,41.15999984741211,42.54999923706055,1307100
2008-12-01,41.43000030517578,39.02000045776367,39.0099983215332,41.91999816894531,3576400
2008-12-02,39.61000061035156,41.43000030517578,39.25,41.599998474121094,3528300
2008-12-03,40.7599983215332,42.119998931884766,40.56999969482422,42.439998626708984,4187000
2008-12-04,41.310001373291016,41.70000076293945,41.0,42.43000030517578,3181900
2008-12-05,40.29999923706055,44.25,40.29999923706055,44.45000076293945,3706700
2008-12-08,44.95000076293945,48.16999816894531,44.7400016784668,48.5099983215332,6625300
2008-12-09,47.5099983215332,46.599998474121094,46.279998779296875,49.58000183105469,4957300
2008-12-10,47.09000015258789,48.04999923706055,47.029998779296875,49.06999969482422,2993500
2008-12-11,47.84000015258789,47.150001525878906,46.880001068115234,48.97999954223633,2841700
2008-12-12,44.0,47.0,44.0,47.0,5959100
2008-12-15,46.20000076293945,46.18000030517578,45.619998931884766,46.869998931884766,3876100
2008-12-16,46.189998626708984,49.119998931884766,46.189998626708984,49.189998626708984,4789300
2008-12-17,48.38999938964844,47.650001525878906,47.459999084472656,48.83000183105469,3378100
2008-12-18,47.86000061035156,48.0099983215332,47.349998474121094,49.279998779296875,3434300
2008-12-19,48.0,46.75,46.33000183105469,48.290000915527344,6310900
2008-12-22,46.630001068115234,47.2599983215332,46.209999084472656,47.900001525878906,2888700
2008-12-23,47.810001373291016,47.04999923706055,46.84000015258789,48.7400016784668,1668900
2008-12-24,47.290000915527344,47.20000076293945,46.7599983215332,47.70000076293945,544600
2008-12-26,47.459999084472656,47.310001373291016,47.02000045776367,47.7400016784668,591000
2008-12-29,47.27000045776367,46.540000915527344,46.20000076293945,47.959999084472656,1526100
2008-12-30,46.95000076293945,47.68000030517578,46.5,47.9900016784668,1632600
2008-12-31,47.939998626708984,47.630001068115234,47.189998626708984,48.31999969482422,2117000
2009-01-02,47.4900016784668,48.4900016784668,46.689998626708984,48.560001373291016,2372900
2009-01-05,47.470001220703125,47.439998626708984,45.43000030517578,47.650001525878906,4439100
2009-01-06,47.709999084472656,46.470001220703125,46.08000183105469,48.060001373291016,3442100
2009-01-07,46.27000045776367,46.810001373291016,45.689998626708984,46.880001068115234,3381300
2009-01-08,46.209999084472656,47.95000076293945,46.130001068115234,48.04999923706055,3235800
2009-01-09,47.810001373291016,48.25,47.5099983215332,49.09000015258789,3767700
2009-01-12,46.79999923706055,48.45000076293945,46.79999923706055,49.4900016784668,2953300
2009-01-13,48.31999969482422,49.630001068115234,48.31999969482422,50.34000015258789,4576000
2009-01-14,49.84000015258789,48.09000015258789,48.09000015258789,49.84000015258789,3234300
2009-01-15,47.380001068115234,49.290000915527344,47.27000045776367,49.900001525878906,3454000
2009-01-16,50.189998626708984,51.04999923706055,49.599998474121094,51.36000061035156,5976800
2009-01-20,51.279998779296875,49.54999923706055,49.540000915527344,51.779998779296875,4827500
2009-01-21,49.61000061035156,52.16999816894531,49.439998626708984,52.349998474121094,5185000
2009-01-22,51.189998626708984,50.880001068115234,50.5,52.16999816894531,2959100
2009-01-23,48.0,47.41999816894531,46.310001373291016,48.61000061035156,7972800
2009-01-26,47.9900016784668,48.5099983215332,47.400001525878906,49.02000045776367,4489700
2009-01-27,50.040000915527344,49.27000045776367,48.790000915527344,50.20000076293945,4394900
2009-01-28,49.099998474121094,49.810001373291016,48.75,51.7400016784668,4144200
2009-01-29,49.15999984741211,49.279998779296875,48.75,50.38999938964844,2947300
2009-01-30,49.150001525878906,48.650001525878906,47.939998626708984,49.70000076293945,3397700
2009-02-02,48.150001525878906,50.11000061035156,48.04999923706055,50.220001220703125,3096600
2009-02-03,50.25,52.459999084472656,49.83000183105469,52.4900016784668,4443100
2009-02-04,52.2599983215332,52.75,52.08000183105469,53.65999984741211,5722200
2009-02-05,51.869998931884766,53.279998779296875,51.84000015258789,53.380001068115234,4946100
2009-02-06,51.20000076293945,52.47999954223633,50.900001525878906,53.47999954223633,7642400
2009-02-09,51.279998779296875,52.15999984741211,50.5,52.2400016784668,3742000
2009-02-10,51.400001525878906,50.869998931884766,50.47999954223633,52.58000183105469,2968000
2009-02-11,51.869998931884766,51.040000915527344,50.36000061035156,51.869998931884766,1995300
2009-02-12,50.47999954223633,52.61000061035156,50.34000015258789,52.61000061035156,2460100
2009-02-13,52.689998626708984,52.41999816894531,51.7400016784668,53.0,1590900
2009-02-17,51.40999984741211,51.11000061035156,50.849998474121094,52.130001068115234,2714700
2009-02-18,51.29999923706055,50.86000061035156,50.34000015258789,51.38999938964844,3469900
2009-02-19,50.790000915527344,50.7599983215332,50.470001220703125,51.630001068115234,2137100
2009-02-20,50.45000076293945,50.779998779296875,49.709999084472656,51.0,3519000
2009-02-23,50.810001373291016,49.380001068115234,49.34000015258789,51.0,4099400
2009-02-24,49.97999954223633,49.650001525878906,47.56999969482422,50.86000061035156,6415200
2009-02-25,49.349998474121094,50.54999923706055,49.25,51.65999984741211,4318800
2009-02-26,51.47999954223633,47.689998626708984,47.439998626708984,51.47999954223633,4007100
2009-02-27,47.08000183105469,46.040000915527344,45.54999923706055,47.619998931884766,5631100
2009-03-02,45.209999084472656,44.0,43.86000061035156,45.630001068115234,4216400
2009-03-03,44.97999954223633,44.61000061035156,43.0,45.38999938964844,3045900
2009-03-04,45.5099983215332,46.20000076293945,44.130001068115234,46.91999816894531,3500500
2009-03-05,45.0,43.63999938964844,43.45000076293945,45.59000015258789,3332900
2009-03-06,43.599998474121094,44.22999954223633,42.91999816894531,44.369998931884766,4499300
2009-03-09,43.529998779296875,43.83000183105469,43.20000076293945,45.869998931884766,3983000
2009-03-10,44.70000076293945,45.65999984741211,43.61000061035156,46.0,3429800
2009-03-11,45.83000183105469,46.09000015258789,45.349998474121094,46.869998931884766,3730900
2009-03-12,45.810001373291016,48.880001068115234,45.810001373291016,49.130001068115234,2989300
2009-03-13,48.79999923706055,48.5,48.25,49.18000030517578,2546700
2009-03-16,49.310001373291016,47.58000183105469,47.25,49.310001373291016,2668100
2009-03-17,47.40999984741211,49.630001068115234,47.40999984741211,49.79999923706055,3677100
2009-03-18,49.2599983215332,50.060001373291016,48.93000030517578,50.959999084472656,3101400
2009-03-19,50.36000061035156,50.619998931884766,49.56999969482422,50.720001220703125,2880700
2009-03-20,51.15999984741211,49.970001220703125,49.95000076293945,51.689998626708984,4952900
2009-03-23,50.599998474121094,51.5,50.13999938964844,51.5,3294400
2009-03-24,50.91999816894531,50.849998474121094,50.380001068115234,52.119998931884766,2608000
2009-03-25,51.43000030517578,51.52000045776367,50.029998779296875,52.29999923706055,3320700
2009-03-26,51.7599983215332,52.65999984741211,51.25,53.5,4395700
2009-03-27,52.720001220703125,52.279998779296875,51.77000045776367,53.34000015258789,3642700
2009-03-30,52.4900016784668,52.540000915527344,51.400001525878906,53.0,4321100
2009-03-31,52.81999969482422,52.41999816894531,52.13999938964844,53.31999969482422,3236200
2009-04-01,51.470001220703125,51.880001068115234,50.70000076293945,52.09000015258789,2904600
2009-04-02,52.5,52.20000076293945,51.529998779296875,52.66999816894531,2767900
2009-04-03,51.849998474121094,50.31999969482422,49.86000061035156,52.619998931884766,2794600
2009-04-06,50.0099983215332,49.630001068115234,49.060001373291016,50.310001373291016,2328300
2009-04-07,49.2599983215332,52.09000015258789,48.68000030517578,53.83000183105469,9833200
2009-04-08,51.630001068115234,53.63999938964844,51.59000015258789,55.34000015258789,6906000
2009-04-09,54.150001525878906,52.959999084472656,51.599998474121094,54.2400016784668,3857000
2009-04-13,52.5,52.52000045776367,52.5,53.4900016784668,1821500
2009-04-14,52.43000030517578,51.4900016784668,51.34000015258789,53.0,2244300
2009-04-15,51.0099983215332,51.18000030517578,50.29999923706055,51.77000045776367,3366200
2009-04-16,52.279998779296875,51.4900016784668,50.88999938964844,52.560001373291016,3767400
2009-04-17,50.63999938964844,50.09000015258789,49.970001220703125,51.22999954223633,4393100
2009-04-20,49.25,48.349998474121094,47.900001525878906,49.5,3989200
2009-04-21,48.83000183105469,47.54999923706055,46.97999954223633,48.83000183105469,2955700
2009-04-22,46.7599983215332,47.04999923706055,46.52000045776367,48.0099983215332,2907400
2009-04-23,46.4900016784668,45.97999954223633,45.70000076293945,46.689998626708984,3254400
2009-04-24,46.130001068115234,46.08000183105469,45.720001220703125,46.900001525878906,4226500
2009-04-27,45.849998474121094,46.130001068115234,45.849998474121094,46.79999923706055,3141400
2009-04-28,45.959999084472656,47.33000183105469,45.90999984741211,47.66999816894531,2850300
