Date,txmdopen,txmdclose,txmdlow,txmdhigh,txmdvolume
2018-08-08,5.400000095367432,5.230000019073486,5.150000095367432,5.400000095367432,1971400
2018-08-09,5.230000019073486,5.190000057220459,5.159999847412109,5.289999961853027,1900800
2018-08-10,5.190000057220459,5.239999771118164,5.179999828338623,5.289999961853027,3057900
2018-08-13,5.25,5.159999847412109,5.110000133514404,5.349999904632568,2831300
2018-08-14,5.25,5.489999771118164,5.230000019073486,5.5,3833500
2018-08-15,5.480000019073486,5.440000057220459,5.239999771118164,5.519999980926514,2145600
2018-08-16,5.449999809265137,5.550000190734863,5.429999828338623,5.610000133514404,2255700
2018-08-17,5.550000190734863,5.389999866485596,5.380000114440918,5.550000190734863,2340800
2018-08-20,5.400000095367432,5.46999979019165,5.349999904632568,5.480000019073486,1627900
2018-08-21,5.440000057220459,5.550000190734863,5.389999866485596,5.570000171661377,2186400
2018-08-22,5.550000190734863,5.619999885559082,5.460000038146973,5.650000095367432,1686800
2018-08-23,5.630000114440918,5.659999847412109,5.53000020980835,5.659999847412109,1532600
2018-08-24,5.699999809265137,6.059999942779541,5.659999847412109,6.130000114440918,4913800
2018-08-27,6.099999904632568,6.159999847412109,6.03000020980835,6.190000057220459,2190700
2018-08-28,6.179999828338623,6.239999771118164,6.050000190734863,6.25,2343300
2018-08-29,6.25,6.300000190734863,6.190000057220459,6.360000133514404,1488600
2018-08-30,6.269999980926514,6.449999809265137,6.210000038146973,6.539999961853027,2480300
2018-08-31,6.460000038146973,6.480000019073486,6.369999885559082,6.550000190734863,2216400
2018-09-04,6.429999828338623,6.389999866485596,6.139999866485596,6.5,3447600
2018-09-05,6.360000133514404,6.360000133514404,6.210000038146973,6.409999847412109,1810300
2018-09-06,6.349999904632568,6.239999771118164,6.139999866485596,6.389999866485596,2637000
2018-09-07,6.190000057220459,6.150000095367432,6.090000152587891,6.320000171661377,1967200
2018-09-10,6.210000038146973,6.25,5.929999828338623,6.260000228881836,2837700
2018-09-11,6.210000038146973,6.199999809265137,6.03000020980835,6.25,1832800
2018-09-12,6.21999979019165,6.329999923706055,6.150000095367432,6.349999904632568,2267100
2018-09-13,6.349999904632568,6.369999885559082,6.25,6.440000057220459,1564500
2018-09-14,6.360000133514404,6.28000020980835,6.260000228881836,6.429999828338623,1215700
2018-09-17,6.269999980926514,6.139999866485596,6.110000133514404,6.360000133514404,1556600
2018-09-18,6.159999847412109,6.119999885559082,6.099999904632568,6.230000019073486,2190800
2018-09-19,6.159999847412109,6.21999979019165,6.159999847412109,6.300000190734863,1415600
2018-09-20,6.269999980926514,6.75,6.269999980926514,6.760000228881836,3546700
2018-09-21,6.840000152587891,6.619999885559082,6.510000228881836,6.940000057220459,5285500
2018-09-24,6.570000171661377,6.699999809265137,6.519999980926514,6.789999961853027,2161400
2018-09-25,6.699999809265137,6.829999923706055,6.599999904632568,6.900000095367432,1853200
2018-09-26,6.829999923706055,6.710000038146973,6.690000057220459,6.880000114440918,1730000
2018-09-27,6.71999979019165,6.619999885559082,6.53000020980835,6.78000020980835,1372900
2018-09-28,6.739999771118164,6.559999942779541,6.440000057220459,6.78000020980835,2667300
2018-10-01,6.579999923706055,5.880000114440918,5.809999942779541,6.599999904632568,5574900
2018-10-02,5.929999828338623,5.900000095367432,5.889999866485596,6.010000228881836,2650400
2018-10-03,5.940000057220459,6.03000020980835,5.909999847412109,6.099999904632568,2623100
2018-10-04,6.010000228881836,5.849999904632568,5.75,6.039999961853027,4340000
2018-10-05,5.869999885559082,5.960000038146973,5.849999904632568,6.050000190734863,3456600
2018-10-08,5.909999847412109,5.880000114440918,5.800000190734863,6.059999942779541,1597100
2018-10-09,5.849999904632568,6.0,5.809999942779541,6.010000228881836,2989500
2018-10-10,5.980000019073486,5.409999847412109,5.380000114440918,6.010000228881836,4264600
2018-10-11,5.440000057220459,5.590000152587891,5.400000095367432,5.760000228881836,2277600
2018-10-12,5.699999809265137,5.420000076293945,5.369999885559082,5.730000019073486,3180000
2018-10-15,5.460000038146973,5.550000190734863,5.420000076293945,5.619999885559082,2260200
2018-10-16,5.579999923706055,5.96999979019165,5.579999923706055,6.0,2267700
2018-10-17,5.940000057220459,5.809999942779541,5.710000038146973,5.949999809265137,1369900
2018-10-18,5.769999980926514,5.559999942779541,5.480000019073486,5.889999866485596,2874400
2018-10-19,5.570000171661377,5.480000019073486,5.429999828338623,5.690000057220459,2928800
2018-10-22,5.5,5.369999885559082,5.269999980926514,5.599999904632568,1624700
2018-10-23,5.239999771118164,5.380000114440918,5.130000114440918,5.440000057220459,1886300
2018-10-24,5.480000019073486,5.190000057220459,5.159999847412109,5.539999961853027,2352400
2018-10-25,5.210000038146973,5.489999771118164,5.210000038146973,5.559999942779541,3110100
2018-10-26,5.380000114440918,5.090000152587891,5.0,5.420000076293945,3850200
2018-10-29,5.260000228881836,4.760000228881836,4.599999904632568,5.340000152587891,12134300
2018-10-30,4.599999904632568,4.940000057220459,4.300000190734863,4.960000038146973,6539400
2018-10-31,5.070000171661377,4.889999866485596,4.820000171661377,5.099999904632568,3395300
2018-11-01,4.820000171661377,4.96999979019165,4.789999961853027,5.050000190734863,3483400
2018-11-02,5.019999980926514,5.0,4.960000038146973,5.150000095367432,2361200
2018-11-05,5.0,4.849999904632568,4.739999771118164,5.110000133514404,3327200
2018-11-06,4.849999904632568,4.690000057220459,4.659999847412109,4.849999904632568,2654000
2018-11-07,4.710000038146973,4.670000076293945,4.659999847412109,4.960000038146973,3561500
2018-11-08,4.789999961853027,4.96999979019165,4.599999904632568,5.059999942779541,3789600
2018-11-09,4.920000076293945,4.929999828338623,4.75,4.980000019073486,1868700
