Date,dovopen,dovclose,dovlow,dovhigh,dovvolume
2008-01-02,30.721481323242188,29.776308059692383,29.76960563659668,30.935989379882812,1504200.0
2008-01-03,29.870155334472656,29.689165115356445,29.628835678100586,30.077960968017578,1533100.0
2008-01-04,29.467954635620117,28.50267219543457,28.50267219543457,29.581911087036133,2272300.0
2008-01-07,28.797618865966797,27.617828369140625,27.383211135864258,28.824432373046875,4208000.0
2008-01-08,27.691564559936523,25.86825180053711,25.774404525756836,27.751895904541016,3965300.0
2008-01-09,25.67385482788086,25.6872615814209,25.13758659362793,25.874956130981445,4453700.0
2008-01-10,25.28506088256836,26.46485137939453,25.177806854248047,26.55199432373047,4367200.0
2008-01-11,26.089462280273438,25.311874389648438,25.204620361328125,26.371004104614258,2386600.0
2008-01-14,25.445940017700195,25.372203826904297,25.13758659362793,25.640338897705078,3168100.0
2008-01-15,25.12417984008789,24.641538619995117,24.50076675415039,25.191213607788086,2289900.0
2008-01-16,24.574504852294922,24.520877838134766,24.473953247070312,25.030332565307617,2458000.0
2008-01-17,24.547691345214844,23.998016357421875,23.971202850341797,24.889562606811523,3598400.0
2008-01-18,25.372203826904297,23.83043098449707,23.669551849365234,25.533084869384766,3551900.0
2008-01-22,22.912071228027344,24.058345794677734,22.483057022094727,24.279556274414062,3711700.0
2008-01-23,23.39471435546875,24.547691345214844,22.97910499572754,24.554393768310547,4237000.0
2008-01-24,24.715274810791016,24.433734893798828,24.212522506713867,24.715274810791016,3074300.0
2008-01-25,24.554393768310547,25.244840621948242,24.554393768310547,25.459346771240234,3493100.0
2008-01-28,25.27165412902832,25.050443649291992,24.728681564331055,25.412424087524414,3604400.0
2008-01-29,25.251543045043945,25.740888595581055,24.86945152282715,25.82132911682129,2995000.0
2008-01-30,26.438037872314453,27.52398109436035,26.277156829833984,28.288164138793945,6570100.0
2008-01-31,27.141889572143555,27.007822036743164,26.967601776123047,27.993215560913086,4160200.0
2008-02-01,27.296066284179688,28.522781372070312,26.927383422851562,28.62333106994629,3954400.0
2008-02-04,28.388713836669922,28.41552734375,28.274757385253906,28.670255661010742,1780900.0
2008-02-05,27.798818588256836,27.812225341796875,27.785411834716797,28.22113037109375,2405300.0
2008-02-06,27.91277503967285,27.544092178344727,27.396617889404297,28.29486656188965,2321300.0
2008-02-07,27.470354080200195,27.75859832763672,27.336286544799805,27.959699630737305,1862900.0
2008-02-08,27.430133819580078,27.450244903564453,27.14859390258789,27.75859832763672,1900500.0
2008-02-11,27.262550354003906,27.812225341796875,27.128482818603516,27.899368286132812,1878200.0
2008-02-12,27.92618179321289,28.18761444091797,27.872556686401367,28.53618812561035,2023500.0
2008-02-13,28.348493576049805,29.126083374023438,28.348493576049805,29.173006057739258,2382200.0
2008-02-14,29.126083374023438,28.35519790649414,28.301570892333984,29.132787704467773,1293300.0
2008-02-15,28.29486656188965,28.180910110473633,27.919479370117188,28.314977645874023,1339800.0
2008-02-19,28.51607894897461,28.522781372070312,28.241239547729492,28.71047592163086,2213100.0
2008-02-20,28.455747604370117,29.02553367614746,28.321680068969727,29.139490127563477,1947000.0
2008-02-21,29.08586311340332,28.569704055786133,28.50267219543457,29.340591430664062,2008000.0
2008-02-22,28.636737823486328,28.59651756286621,27.973106384277344,28.750696182250977,2566100.0
2008-02-25,28.7305850982666,29.065753936767578,28.36860466003418,29.065753936767578,1858700.0
2008-02-26,28.89146614074707,28.971906661987305,28.656848907470703,29.14619255065918,2008600.0
2008-02-27,28.7305850982666,28.804323196411133,28.603221893310547,29.132787704467773,2457800.0
2008-02-28,28.656848907470703,28.274757385253906,28.046842575073242,28.75739860534668,2207300.0
2008-02-29,27.86585235595703,27.825632095336914,27.644641876220703,28.154096603393555,2851700.0
2008-03-03,27.74519157409668,28.18761444091797,27.69826889038086,28.18761444091797,1908500.0
2008-03-04,27.852445602416992,27.73178482055664,27.336286544799805,27.999919891357422,2652000.0
2008-03-05,27.725082397460938,28.093767166137695,27.637937545776367,28.22113037109375,2227600.0
2008-03-06,28.01332664489746,27.483760833740234,27.436838150024414,28.066953659057617,2393000.0
2008-03-07,27.296066284179688,27.423431396484375,27.19551658630371,27.68486213684082,2907300.0
2008-03-10,27.38991355895996,26.625732421875,26.605621337890625,27.436838150024414,2462800.0
2008-03-11,27.168703079223633,27.979808807373047,27.041339874267578,27.979808807373047,3217100.0
2008-03-12,28.154096603393555,27.966402053833008,27.90607261657715,28.375307083129883,1693200.0
2008-03-13,27.55079460144043,27.899368286132812,27.121780395507812,27.986513137817383,2232700.0
2008-03-14,28.053546905517578,27.168703079223633,26.83353614807129,28.053546905517578,3150000.0
2008-03-17,26.51177406311035,26.826831817626953,26.417926788330078,27.068153381347656,3814400.0
2008-03-18,27.249143600463867,28.16080093383789,27.121780395507812,28.20772361755371,4223100.0
2008-03-19,28.335086822509766,27.316177368164062,27.316177368164062,28.60992431640625,3461000.0
2008-03-20,27.483760833740234,27.51727867126465,27.07485580444336,27.55079460144043,3423600.0
2008-03-24,27.691564559936523,28.07365608215332,27.631235122680664,28.18761444091797,3057900.0
2008-03-25,28.04014015197754,28.663551330566406,27.7183780670166,28.804323196411133,2957000.0
2008-03-26,28.455747604370117,28.241239547729492,28.01332664489746,28.53618812561035,1677300.0
2008-03-27,28.321680068969727,27.658048629760742,27.47705841064453,28.388713836669922,2480900.0
2008-03-28,27.812225341796875,27.624530792236328,27.58431053161621,28.107173919677734,1061200.0
2008-03-31,27.73178482055664,28.006622314453125,27.577608108520508,28.140689849853516,2049500.0
2008-04-01,28.529483795166016,29.447845458984375,28.41552734375,29.447845458984375,2236600.0
2008-04-02,29.648944854736328,29.273557662963867,29.213226318359375,29.823232650756836,2318500.0
2008-04-03,29.166303634643555,29.26685333251953,28.96520233154297,29.400920867919922,1532000.0
2008-04-04,29.240039825439453,29.78301239013672,29.132787704467773,30.017629623413086,2039900.0
2008-04-07,29.850046157836914,29.421031951904297,29.407625198364258,29.89026641845703,2093300.0
2008-04-08,29.213226318359375,29.173006057739258,28.797618865966797,29.320480346679688,2179800.0
2008-04-09,29.065753936767578,29.139490127563477,28.992015838623047,29.602022171020508,1936400.0
2008-04-10,29.012126922607422,29.333887100219727,28.824432373046875,29.400920867919922,2747400.0
2008-04-11,29.045642852783203,28.38201141357422,28.301570892333984,29.139490127563477,3132800.0
2008-04-14,28.435638427734375,29.15959930419922,28.435638427734375,29.333887100219727,2251300.0
2008-04-15,29.286964416503906,29.454547882080078,29.132787704467773,29.75619888305664,2931300.0
2008-04-16,29.602022171020508,30.225433349609375,29.555097579956055,30.45334815979004,3349100.0
2008-04-17,30.077960968017578,30.855548858642578,29.89026641845703,30.982913970947266,2497100.0
2008-04-18,30.728185653686523,31.311378479003906,30.62093162536621,32.0822639465332,2723400.0
2008-04-21,31.224233627319336,31.358301162719727,31.029836654663086,31.4521484375,1947000.0
2008-04-22,31.116979598999023,30.922582626342773,30.594118118286133,31.65995216369629,2120800.0
2008-04-23,30.922582626342773,30.97620964050293,30.681262969970703,31.519182205200195,2972300.0
2008-04-24,30.956100463867188,32.20962905883789,30.413127899169922,32.444244384765625,2854200.0
2008-04-25,32.310176849365234,32.14259338378906,31.867755889892578,32.6118278503418,3227800.0
2008-04-28,32.33028793334961,32.477760314941406,32.00852584838867,32.62523651123047,3279500.0
2008-04-29,32.370506286621094,33.51007843017578,32.370506286621094,33.66425704956055,4810900.0
2008-04-30,33.40952682495117,33.161502838134766,33.141395568847656,33.66425704956055,4620900.0
2008-05-01,33.241943359375,34.16700744628906,33.12128448486328,34.200523376464844,2951300.0
