Date,patkopen,patkclose,patklow,patkhigh,patkvolume
2008-05-22,3.0,2.9555554389953613,2.9555554389953613,3.0,16800.0
2008-05-23,2.9555554389953613,2.933333396911621,2.933333396911621,3.1111111640930176,21300.0
2008-05-27,3.0044443607330322,3.306666612625122,2.9733333587646484,3.306666612625122,17100.0
2008-05-28,3.306666612625122,3.306666612625122,3.306666612625122,3.306666612625122,0.0
2008-05-29,3.306666612625122,3.306666612625122,3.306666612625122,3.306666612625122,0.0
2008-05-30,3.1600000858306885,3.2266666889190674,3.1600000858306885,3.2266666889190674,1900.0
2008-06-02,3.2311110496520996,3.2311110496520996,3.2311110496520996,3.2311110496520996,1500.0
2008-06-03,3.2311110496520996,3.11555552482605,3.11555552482605,3.2311110496520996,7200.0
2008-06-04,3.0799999237060547,2.964444398880005,2.9555554389953613,3.0799999237060547,62100.0
2008-06-05,2.964444398880005,2.964444398880005,2.964444398880005,2.964444398880005,0.0
2008-06-06,3.1288888454437256,3.1288888454437256,3.1288888454437256,3.1288888454437256,600.0
2008-06-09,3.1288888454437256,3.133333444595337,3.013333320617676,3.133333444595337,4200.0
2008-06-10,3.133333444595337,3.235555648803711,3.1288888454437256,3.235555648803711,12600.0
2008-06-11,3.133333444595337,3.133333444595337,3.133333444595337,3.217777729034424,14500.0
2008-06-12,3.133333444595337,3.133333444595337,3.133333444595337,3.133333444595337,0.0
2008-06-13,3.155555486679077,3.155555486679077,3.11555552482605,3.155555486679077,6000.0
2008-06-16,2.964444398880005,2.964444398880005,2.9600000381469727,3.1466667652130127,12700.0
2008-06-17,3.0266666412353516,3.0266666412353516,3.0266666412353516,3.0266666412353516,1300.0
2008-06-18,3.1422221660614014,3.048888921737671,3.048888921737671,3.1422221660614014,1000.0
2008-06-19,3.440000057220459,3.0266666412353516,3.0,3.440000057220459,46300.0
2008-06-20,3.1066665649414062,3.0,3.0,3.1066665649414062,900.0
2008-06-23,3.0,3.0044443607330322,3.0,3.0088889598846436,3600.0
2008-06-24,3.0933332443237305,3.102222204208374,3.0933332443237305,3.1111111640930176,2400.0
2008-06-25,3.1111111640930176,3.097777843475342,3.0444445610046387,3.1111111640930176,18400.0
2008-06-26,3.066666603088379,2.8888888359069824,2.8266665935516357,3.066666603088379,17200.0
2008-06-27,2.88444447517395,2.8888888359069824,2.848888874053955,2.8888888359069824,20800.0
2008-06-30,2.9911110401153564,3.3288888931274414,2.964444398880005,3.542222261428833,46000.0
2008-07-01,3.422222137451172,3.2488889694213867,3.2488889694213867,3.422222137451172,1800.0
2008-07-02,3.1288888454437256,3.3777778148651123,3.1288888454437256,3.391111135482788,4000.0
2008-07-03,3.440000057220459,3.337777853012085,3.3333332538604736,3.440000057220459,6400.0
2008-07-07,3.373333215713501,3.2444443702697754,3.2444443702697754,3.373333215713501,4000.0
2008-07-08,3.168888807296753,3.2266666889190674,3.168888807296753,3.2266666889190674,5500.0
2008-07-09,3.2666666507720947,3.3955554962158203,3.2666666507720947,3.3955554962158203,2700.0
2008-07-10,3.4311110973358154,3.155555486679077,3.155555486679077,3.4311110973358154,13600.0
2008-07-11,3.1911110877990723,3.404444456100464,3.1911110877990723,3.4177777767181396,25200.0
2008-07-14,3.426666736602783,3.288888931274414,3.288888931274414,3.426666736602783,4500.0
2008-07-15,3.155555486679077,3.1422221660614014,3.137777805328369,3.155555486679077,4000.0
2008-07-16,3.3288888931274414,3.1066665649414062,3.102222204208374,3.3288888931274414,4500.0
2008-07-17,3.1066665649414062,3.1288888454437256,3.1066665649414062,3.155555486679077,2200.0
2008-07-18,3.155555486679077,3.151111125946045,3.151111125946045,3.2444443702697754,4000.0
2008-07-21,3.2133333683013916,3.1600000858306885,3.1600000858306885,3.2266666889190674,2800.0
2008-07-22,3.1466667652130127,3.155555486679077,3.133333444595337,3.155555486679077,6400.0
2008-07-23,3.2444443702697754,3.2444443702697754,3.2444443702697754,3.2444443702697754,100.0
2008-07-24,3.137777805328369,3.2311110496520996,3.1111111640930176,3.2311110496520996,6700.0
2008-07-25,3.1066665649414062,3.1066665649414062,3.1066665649414062,3.1066665649414062,600.0
2008-07-28,3.1111111640930176,3.155555486679077,3.1066665649414062,3.155555486679077,1300.0
2008-07-29,3.151111125946045,2.9422221183776855,2.9244444370269775,3.151111125946045,22600.0
2008-07-30,3.0088889598846436,2.968888998031616,2.968888998031616,3.0933332443237305,1800.0
2008-07-31,3.1066665649414062,3.097777843475342,3.097777843475342,3.1066665649414062,8500.0
2008-08-01,3.1066665649414062,3.1066665649414062,3.097777843475342,3.1066665649414062,1000.0
2008-08-04,3.0888888835906982,3.0444445610046387,3.0444445610046387,3.0888888835906982,1300.0
2008-08-05,3.1066665649414062,3.1066665649414062,3.1066665649414062,3.1066665649414062,100.0
2008-08-06,3.1066665649414062,3.1066665649414062,3.1066665649414062,3.1066665649414062,0.0
2008-08-07,2.9288887977600098,2.9288887977600098,2.9288887977600098,2.9288887977600098,400.0
2008-08-08,3.0888888835906982,3.0888888835906982,3.0888888835906982,3.1066665649414062,11700.0
2008-08-11,3.1066665649414062,3.200000047683716,3.1066665649414062,3.200000047683716,14800.0
2008-08-12,2.9600000381469727,2.964444398880005,2.9377777576446533,2.964444398880005,3300.0
2008-08-13,2.964444398880005,2.964444398880005,2.964444398880005,2.964444398880005,0.0
2008-08-14,2.9733333587646484,2.9555554389953613,2.9555554389953613,3.0622222423553467,2700.0
2008-08-15,3.053333282470703,3.097777843475342,2.9955556392669678,3.097777843475342,2700.0
2008-08-18,3.097777843475342,3.11555552482605,2.9955556392669678,3.2133333683013916,28900.0
2008-08-19,3.1911110877990723,3.3333332538604736,3.1911110877990723,3.3688888549804688,7200.0
2008-08-20,3.3955554962158203,3.7066667079925537,3.3955554962158203,3.7066667079925537,8700.0
2008-08-21,3.7066667079925537,3.7066667079925537,3.7066667079925537,3.7066667079925537,0.0
2008-08-22,3.7066667079925537,3.7066667079925537,3.7066667079925537,3.7066667079925537,0.0
2008-08-25,3.555555582046509,3.5688889026641846,3.555555582046509,4.013333320617676,12600.0
2008-08-26,3.422222137451172,3.1777777671813965,3.1644444465637207,3.444444417953491,33400.0
2008-08-27,3.204444408416748,3.11555552482605,3.0266666412353516,3.204444408416748,6000.0
2008-08-28,3.1111111640930176,3.1111111640930176,3.0711112022399902,3.1111111640930176,1300.0
2008-08-29,3.066666603088379,3.0444445610046387,3.0444445610046387,3.066666603088379,600.0
2008-09-02,3.137777805328369,2.982222318649292,2.982222318649292,3.137777805328369,6400.0
2008-09-03,3.0933332443237305,3.0933332443237305,3.0933332443237305,3.0933332443237305,100.0
2008-09-04,3.031111001968384,2.964444398880005,2.9600000381469727,3.0444445610046387,13500.0
2008-09-05,2.9600000381469727,3.031111001968384,2.9600000381469727,3.031111001968384,13200.0
2008-09-08,3.0266666412353516,3.4533333778381348,2.968888998031616,3.4533333778381348,16600.0
2008-09-09,3.391111135482788,3.11555552482605,3.11555552482605,3.391111135482788,2800.0
2008-09-10,3.4000000953674316,3.1066665649414062,2.9733333587646484,3.4000000953674316,15900.0
2008-09-11,3.0266666412353516,3.031111001968384,3.0266666412353516,3.0399999618530273,5800.0
2008-09-12,3.031111001968384,3.031111001968384,3.031111001968384,3.031111001968384,0.0
2008-09-15,2.9777777194976807,3.2266666889190674,2.9777777194976807,3.306666612625122,27400.0
2008-09-16,2.9555554389953613,2.9600000381469727,2.9377777576446533,2.9733333587646484,4900.0
2008-09-17,2.9600000381469727,3.0444445610046387,2.9377777576446533,3.0622222423553467,13200.0
2008-09-18,2.9422221183776855,2.777777671813965,2.777777671813965,2.9955556392669678,27600.0
2008-09-19,2.7911109924316406,3.0444445610046387,2.7866666316986084,3.0444445610046387,8200.0
2008-09-22,3.0444445610046387,3.0444445610046387,3.0444445610046387,3.0444445610046387,0.0
2008-09-23,2.8177778720855713,2.8177778720855713,2.8177778720855713,2.8177778720855713,900.0
2008-09-24,2.8399999141693115,2.7866666316986084,2.777777671813965,2.8399999141693115,15300.0
2008-09-25,2.844444513320923,2.777777671813965,2.777777671813965,2.844444513320923,28000.0
2008-09-26,2.693333387374878,2.795555591583252,2.6888887882232666,2.88444447517395,10800.0
2008-09-29,2.795555591583252,2.795555591583252,2.795555591583252,2.795555591583252,0.0
2008-09-30,2.6355555057525635,2.4177777767181396,2.3777778148651123,2.662222146987915,20400.0
2008-10-01,2.555555582046509,2.426666736602783,2.422222137451172,2.555555582046509,14100.0
2008-10-02,2.555555582046509,2.493333339691162,2.493333339691162,2.555555582046509,600.0
2008-10-03,2.457777738571167,2.422222137451172,2.422222137451172,2.4844443798065186,2700.0
2008-10-06,2.4000000953674316,1.653333306312561,0.5377777814865112,2.4000000953674316,51300.0
2008-10-07,1.6622222661972046,1.484444499015808,1.4666666984558105,1.7777777910232544,39700.0
2008-10-08,1.3600000143051147,1.2222222089767456,1.1244444847106934,1.5555555820465088,35100.0
2008-10-09,1.2222222089767456,0.9333333373069763,0.9333333373069763,1.3200000524520874,61600.0
2008-10-10,0.9111111164093018,0.7555555701255798,0.742222249507904,0.9111111164093018,410500.0
2008-10-13,1.0977777242660522,0.8844444155693054,0.7822222113609314,1.1555556058883667,76600.0
2008-10-14,0.9733333587646484,0.9111111164093018,0.897777795791626,0.995555579662323,27600.0
2008-10-15,0.8933333158493042,1.151111125946045,0.8933333158493042,1.151111125946045,7600.0
2008-10-16,1.151111125946045,1.1111111640930176,1.1111111640930176,1.2666666507720947,30700.0
2008-10-17,1.2088888883590698,1.0177778005599976,1.0177778005599976,1.2088888883590698,8200.0
2008-10-20,1.1422221660614014,1.1555556058883667,1.1377778053283691,1.1555556058883667,30700.0
2008-10-21,1.1466666460037231,0.9599999785423279,0.9599999785423279,1.1555556058883667,10900.0
2008-10-22,0.9111111164093018,0.800000011920929,0.800000011920929,0.9111111164093018,36000.0
2008-10-23,0.9555555582046509,0.8444444537162781,0.8444444537162781,0.9555555582046509,4500.0
2008-10-24,0.8444444537162781,1.102222204208374,0.8444444537162781,1.102222204208374,21700.0
2008-10-27,1.1288888454437256,1.1377778053283691,1.0,1.1555556058883667,12100.0
2008-10-28,1.297777771949768,0.9333333373069763,0.8666666746139526,1.297777771949768,16200.0
2008-10-29,0.9555555582046509,0.8666666746139526,0.8533333539962769,1.1422221660614014,7800.0
2008-10-30,1.0977777242660522,0.8444444537162781,0.8444444537162781,1.0977777242660522,2200.0
2008-10-31,0.8666666746139526,0.8533333539962769,0.8533333539962769,0.8666666746139526,1300.0
2008-11-03,0.9822221994400024,0.8622221946716309,0.8622221946716309,1.0444444417953491,6000.0
2008-11-04,0.9333333373069763,0.800000011920929,0.800000011920929,0.9333333373069763,18000.0
2008-11-05,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9599999785423279,100.0
2008-11-06,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.9599999785423279,0.0
2008-11-07,0.8799999952316284,0.7777777910232544,0.7777777910232544,0.8799999952316284,4900.0
2008-11-10,0.7777777910232544,0.7777777910232544,0.7777777910232544,0.7777777910232544,0.0
2008-11-11,0.7911111116409302,0.7777777910232544,0.746666669845581,0.7911111116409302,15300.0
2008-11-12,0.7688888907432556,0.6888889074325562,0.6888889074325562,0.7688888907432556,4600.0
2008-11-13,0.6844444274902344,0.5911111235618591,0.40888887643814087,0.6888889074325562,40900.0
2008-11-14,0.5644444227218628,0.5688889026641846,0.5644444227218628,0.5733333230018616,3300.0
2008-11-17,0.4977777898311615,0.4444444477558136,0.43111109733581543,0.4977777898311615,32800.0
2008-11-18,0.5199999809265137,0.4000000059604645,0.3777777850627899,0.5199999809265137,17500.0
2008-11-19,0.36000001430511475,0.3288888931274414,0.2266666740179062,0.36000001430511475,49200.0
2008-11-20,0.23999999463558197,0.23999999463558197,0.23999999463558197,0.24444444477558136,11800.0
2008-11-21,0.24888889491558075,0.2844444513320923,0.23999999463558197,0.2844444513320923,5800.0
2008-11-24,0.23999999463558197,0.3777777850627899,0.23999999463558197,0.3777777850627899,31000.0
2008-11-25,0.4000000059604645,0.36000001430511475,0.36000001430511475,0.4000000059604645,2400.0
2008-11-26,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.36000001430511475,0.0
2008-11-28,0.324444442987442,0.29777777194976807,0.29777777194976807,0.324444442987442,1500.0
2008-12-01,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,10000.0
2008-12-02,0.2755555510520935,0.35111111402511597,0.24444444477558136,0.35111111402511597,2400.0
2008-12-03,0.24888889491558075,0.24888889491558075,0.24888889491558075,0.3777777850627899,33400.0
2008-12-04,0.25333333015441895,0.25333333015441895,0.24888889491558075,0.25333333015441895,6300.0
2008-12-05,0.2666666805744171,0.24888889491558075,0.24888889491558075,0.2666666805744171,5800.0
2008-12-08,0.24888889491558075,0.36888888478279114,0.24888889491558075,0.4000000059604645,8700.0
2008-12-09,0.2666666805744171,0.29777777194976807,0.2666666805744171,0.3866666555404663,8500.0
2008-12-10,0.42222222685813904,0.24888889491558075,0.24888889491558075,0.42222222685813904,11700.0
2008-12-11,0.2888889014720917,0.2888889014720917,0.2755555510520935,0.41333332657814026,21300.0
2008-12-12,0.31555554270744324,0.2711111009120941,0.2711111009120941,0.3199999928474426,9400.0
2008-12-15,0.2888889014720917,0.2800000011920929,0.2800000011920929,0.29777777194976807,18400.0
2008-12-16,0.2800000011920929,0.29777777194976807,0.2800000011920929,0.31111112236976624,8100.0
2008-12-17,0.29777777194976807,0.31111112236976624,0.29777777194976807,0.324444442987442,2400.0
2008-12-18,0.31111112236976624,0.24888889491558075,0.24888889491558075,0.31111112236976624,91300.0
2008-12-19,0.2755555510520935,0.2755555510520935,0.2755555510520935,0.2755555510520935,600.0
2008-12-22,0.2666666805744171,0.23111110925674438,0.23111110925674438,0.31111112236976624,94600.0
2008-12-23,0.24444444477558136,0.24444444477558136,0.23555555939674377,0.24888889491558075,34300.0
2008-12-24,0.23555555939674377,0.23555555939674377,0.23555555939674377,0.23555555939674377,900.0
2008-12-26,0.23999999463558197,0.24888889491558075,0.23555555939674377,0.24888889491558075,11200.0
2008-12-29,0.23555555939674377,0.20888888835906982,0.20000000298023224,0.23555555939674377,40900.0
2008-12-30,0.20888888835906982,0.24444444477558136,0.1111111119389534,0.25777778029441833,41100.0
2008-12-31,0.14666666090488434,0.2844444513320923,0.14666666090488434,0.2844444513320923,6700.0
2009-01-02,0.17777778208255768,0.2755555510520935,0.17777778208255768,0.2755555510520935,4900.0
2009-01-05,0.2222222238779068,0.2844444513320923,0.2222222238779068,0.2844444513320923,5500.0
2009-01-06,0.2888889014720917,0.30222222208976746,0.2888889014720917,0.30666667222976685,13200.0
2009-01-07,0.30222222208976746,0.30222222208976746,0.30222222208976746,0.30222222208976746,0.0
2009-01-08,0.2888889014720917,0.2888889014720917,0.2888889014720917,0.2888889014720917,600.0
2009-01-09,0.3466666638851166,0.3466666638851166,0.3466666638851166,0.3466666638851166,1900.0
2009-01-12,0.35555556416511536,0.3333333432674408,0.3333333432674408,0.35555556416511536,9100.0
2009-01-13,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,4500.0
2009-01-14,0.2888889014720917,0.31111112236976624,0.18666666746139526,0.3333333432674408,50400.0
2009-01-15,0.31111112236976624,0.31111112236976624,0.31111112236976624,0.31111112236976624,400.0
2009-01-16,0.31111112236976624,0.31111112236976624,0.31111112236976624,0.31111112236976624,0.0
2009-01-20,0.2266666740179062,0.25333333015441895,0.2266666740179062,0.2622222304344177,43800.0
2009-01-21,0.2133333384990692,0.2133333384990692,0.2133333384990692,0.2622222304344177,8500.0
2009-01-22,0.23111110925674438,0.23111110925674438,0.23111110925674438,0.23111110925674438,100.0
2009-01-23,0.2222222238779068,0.2133333384990692,0.2133333384990692,0.2222222238779068,1800.0
2009-01-26,0.2222222238779068,0.23111110925674438,0.2222222238779068,0.23111110925674438,11400.0
2009-01-27,0.23111110925674438,0.25777778029441833,0.2222222238779068,0.25777778029441833,1500.0
2009-01-28,0.18222221732139587,0.20444443821907043,0.18222221732139587,0.20444443821907043,6400.0
2009-01-29,0.24888889491558075,0.25333333015441895,0.24888889491558075,0.2755555510520935,3600.0
2009-01-30,0.25333333015441895,0.25333333015441895,0.25333333015441895,0.25333333015441895,0.0
2009-02-02,0.25333333015441895,0.25333333015441895,0.25333333015441895,0.25333333015441895,0.0
2009-02-03,0.20444443821907043,0.24888889491558075,0.20444443821907043,0.24888889491558075,42400.0
2009-02-04,0.2266666740179062,0.20444443821907043,0.20444443821907043,0.2266666740179062,4500.0
2009-02-05,0.20444443821907043,0.2177777737379074,0.20444443821907043,0.2177777737379074,4600.0
2009-02-06,0.2266666740179062,0.20444443821907043,0.20444443821907043,0.2266666740179062,4500.0
2009-02-09,0.2222222238779068,0.2222222238779068,0.2222222238779068,0.2222222238779068,17500.0
2009-02-10,0.2222222238779068,0.2222222238779068,0.2222222238779068,0.2222222238779068,0.0
2009-02-11,0.2222222238779068,0.2222222238779068,0.2222222238779068,0.2222222238779068,600.0
2009-02-12,0.20444443821907043,0.20444443821907043,0.20444443821907043,0.20444443821907043,2200.0
2009-02-13,0.3199999928474426,0.2933333218097687,0.2266666740179062,0.3199999928474426,101400.0
2009-02-17,0.2844444513320923,0.2800000011920929,0.23111110925674438,0.2844444513320923,28000.0
2009-02-18,0.2800000011920929,0.2800000011920929,0.2800000011920929,0.2800000011920929,400.0
2009-02-19,0.23111110925674438,0.23111110925674438,0.23111110925674438,0.23111110925674438,600.0
2009-02-20,0.2800000011920929,0.23111110925674438,0.23111110925674438,0.2844444513320923,33000.0
2009-02-23,0.20000000298023224,0.18222221732139587,0.18222221732139587,0.2800000011920929,7600.0
2009-02-24,0.18222221732139587,0.18222221732139587,0.18222221732139587,0.18222221732139587,11200.0
2009-02-25,0.18222221732139587,0.18222221732139587,0.18222221732139587,0.18222221732139587,0.0
2009-02-26,0.2177777737379074,0.2177777737379074,0.2177777737379074,0.2177777737379074,100.0
2009-02-27,0.18666666746139526,0.18666666746139526,0.18666666746139526,0.18666666746139526,2700.0
2009-03-02,0.20888888835906982,0.18666666746139526,0.18666666746139526,0.20888888835906982,2700.0
2009-03-03,0.25333333015441895,0.18222221732139587,0.18222221732139587,0.25333333015441895,38800.0
2009-03-04,0.18222221732139587,0.14666666090488434,0.14666666090488434,0.2177777737379074,15000.0
2009-03-05,0.2133333384990692,0.14666666090488434,0.14666666090488434,0.2133333384990692,600.0
2009-03-06,0.13777777552604675,0.15111111104488373,0.13777777552604675,0.15111111104488373,3300.0
2009-03-09,0.15555556118488312,0.15555556118488312,0.13777777552604675,0.15555556118488312,8200.0
2009-03-10,0.13777777552604675,0.13777777552604675,0.13777777552604675,0.15555556118488312,3100.0
