Date,patkopen,patkclose,patklow,patkhigh,patkvolume
2008-01-02,4.1777777671813965,4.0577778816223145,3.8755555152893066,4.1777777671813965,45900.0
2008-01-03,4.164444446563721,4.222222328186035,4.164444446563721,4.222222328186035,16200.0
2008-01-04,3.9555554389953613,3.982222318649292,3.9555554389953613,4.217777729034424,4500.0
2008-01-07,4.368888854980469,4.191111087799072,4.191111087799072,4.368888854980469,105700.0
2008-01-08,4.217777729034424,4.097777843475342,4.0933332443237305,4.217777729034424,3100.0
2008-01-09,3.986666679382324,3.982222318649292,3.982222318649292,3.986666679382324,600.0
2008-01-10,3.8755555152893066,3.8755555152893066,3.8755555152893066,3.8755555152893066,400.0
2008-01-11,3.8755555152893066,3.8755555152893066,3.8755555152893066,3.8755555152893066,0.0
2008-01-14,3.897777795791626,3.897777795791626,3.897777795791626,4.0088887214660645,10800.0
2008-01-15,3.897777795791626,3.9733333587646484,3.897777795791626,3.9733333587646484,5400.0
2008-01-16,3.8711111545562744,3.9911110401153564,3.8711111545562744,3.9911110401153564,5500.0
2008-01-17,3.933333396911621,3.9377777576446533,3.933333396911621,3.9955556392669678,2400.0
2008-01-18,3.9955556392669678,3.9955556392669678,3.9955556392669678,3.9955556392669678,1300.0
2008-01-22,3.8577778339385986,4.244444370269775,3.782222270965576,4.248888969421387,22900.0
2008-01-23,3.8266665935516357,4.386666774749756,3.8266665935516357,4.386666774749756,1000.0
2008-01-24,4.2977776527404785,4.2977776527404785,4.2977776527404785,4.2977776527404785,600.0
2008-01-25,4.0,3.880000114440918,3.880000114440918,4.017777919769287,36000.0
2008-01-28,3.9111111164093018,3.6177778244018555,3.493333339691162,3.9111111164093018,16200.0
2008-01-29,3.7333333492279053,3.48888897895813,3.475555658340454,3.7377777099609375,44500.0
2008-01-30,3.555555582046509,3.7155556678771973,3.555555582046509,3.7155556678771973,3700.0
2008-01-31,3.555555582046509,3.933333396911621,3.555555582046509,3.933333396911621,1300.0
2008-02-01,3.746666669845581,3.764444351196289,3.746666669845581,3.7911109924316406,61800.0
2008-02-04,3.7377777099609375,3.728888988494873,3.728888988494873,3.759999990463257,15900.0
2008-02-05,3.777777671813965,3.880000114440918,3.746666669845581,3.880000114440918,8700.0
2008-02-06,3.8355555534362793,3.8355555534362793,3.8355555534362793,3.8355555534362793,3600.0
2008-02-07,3.9422221183776855,3.915555477142334,3.915555477142334,3.9422221183776855,400.0
2008-02-08,4.257777690887451,4.097777843475342,3.5644445419311523,4.257777690887451,1300.0
2008-02-11,4.2133331298828125,4.186666488647461,4.039999961853027,4.217777729034424,3300.0
2008-02-12,4.0577778816223145,4.079999923706055,4.039999961853027,4.186666488647461,15900.0
2008-02-13,3.680000066757202,3.4666666984558105,3.1111111640930176,4.07111120223999,48300.0
2008-02-14,3.4844443798065186,3.4800000190734863,3.444444417953491,3.9377777576446533,9100.0
2008-02-15,3.559999942779541,3.386666774749756,3.3511111736297607,3.680000066757202,17700.0
2008-02-19,3.6355555057525635,3.444444417953491,3.422222137451172,3.6355555057525635,127000.0
2008-02-20,3.4800000190734863,3.626666784286499,3.4133334159851074,3.6666667461395264,37500.0
2008-02-21,3.408888816833496,3.4311110973358154,3.408888816833496,3.4355554580688477,1900.0
2008-02-22,3.5155556201934814,3.373333215713501,3.2488889694213867,3.5199999809265137,28000.0
2008-02-25,3.4711110591888428,3.1600000858306885,3.119999885559082,3.577777862548828,216600.0
2008-02-26,3.3288888931274414,3.3155555725097656,3.3111112117767334,3.457777738571167,3100.0
2008-02-27,3.5377776622772217,3.4977777004241943,3.253333330154419,3.555555582046509,38800.0
2008-02-28,3.422222137451172,3.4800000190734863,3.337777853012085,3.555555582046509,9000.0
2008-02-29,3.4800000190734863,3.4800000190734863,3.4800000190734863,3.4800000190734863,0.0
2008-03-03,3.608888864517212,3.9111111164093018,3.475555658340454,3.968888998031616,6400.0
2008-03-04,3.6311111450195312,3.848888874053955,3.6311111450195312,3.848888874053955,4600.0
2008-03-05,3.573333263397217,3.946666717529297,3.573333263397217,3.951111078262329,7200.0
2008-03-06,3.933333396911621,3.9244444370269775,3.7200000286102295,3.933333396911621,4000.0
2008-03-07,3.933333396911621,3.9244444370269775,3.9244444370269775,3.946666717529297,1500.0
2008-03-10,3.8888888359069824,3.657777786254883,3.657777786254883,3.8888888359069824,4900.0
2008-03-11,3.5155556201934814,3.555555582046509,3.386666774749756,3.5644445419311523,12700.0
2008-03-12,3.555555582046509,3.6844444274902344,3.555555582046509,3.6844444274902344,6700.0
2008-03-13,3.6844444274902344,3.6844444274902344,3.6844444274902344,3.6844444274902344,0.0
2008-03-14,3.3466665744781494,3.2844443321228027,3.2844443321228027,3.3466665744781494,2200.0
2008-03-17,3.2844443321228027,3.2844443321228027,3.2844443321228027,3.2844443321228027,0.0
2008-03-18,3.3333332538604736,3.3333332538604736,3.319999933242798,3.3511111736297607,5800.0
2008-03-19,3.3333332538604736,3.1422221660614014,3.133333444595337,3.3333332538604736,30100.0
2008-03-20,3.3111112117767334,3.391111135482788,3.3111112117767334,3.3955554962158203,2200.0
2008-03-24,3.133333444595337,3.0933332443237305,3.0088889598846436,3.1733334064483643,4600.0
2008-03-25,3.102222204208374,3.1288888454437256,3.102222204208374,3.1288888454437256,1900.0
2008-03-26,3.1288888454437256,3.133333444595337,3.1066665649414062,3.151111125946045,5500.0
2008-03-27,3.133333444595337,3.133333444595337,3.133333444595337,3.133333444595337,0.0
2008-03-28,3.2933332920074463,3.2933332920074463,3.2933332920074463,3.2933332920074463,1800.0
2008-03-31,3.119999885559082,3.1111111640930176,3.0444445610046387,3.119999885559082,2700.0
2008-04-01,3.386666774749756,3.319999933242798,3.319999933242798,3.386666774749756,600.0
2008-04-02,3.1244444847106934,3.0888888835906982,3.0888888835906982,3.1244444847106934,3300.0
2008-04-03,3.0888888835906982,2.9111111164093018,2.9111111164093018,3.0888888835906982,33300.0
2008-04-04,2.9111111164093018,3.0711112022399902,2.9111111164093018,3.0711112022399902,35200.0
2008-04-07,3.0222222805023193,3.0222222805023193,3.0222222805023193,3.1066665649414062,9100.0
2008-04-08,2.982222318649292,2.982222318649292,2.9777777194976807,3.1066665649414062,28500.0
2008-04-09,2.9777777194976807,2.9777777194976807,2.9777777194976807,2.9777777194976807,100.0
2008-04-10,2.9111111164093018,3.0399999618530273,2.9111111164093018,3.0399999618530273,9900.0
2008-04-11,3.0399999618530273,3.0399999618530273,3.0399999618530273,3.0399999618530273,0.0
2008-04-14,3.0444445610046387,2.9200000762939453,2.9200000762939453,3.0444445610046387,5500.0
2008-04-15,2.982222318649292,2.933333396911621,2.933333396911621,2.982222318649292,5800.0
2008-04-16,2.9111111164093018,2.8933334350585938,2.8888888359069824,2.9911110401153564,21600.0
2008-04-17,2.8933334350585938,2.8933334350585938,2.8933334350585938,2.8933334350585938,0.0
2008-04-18,2.8933334350585938,2.8933334350585938,2.8933334350585938,2.8933334350585938,100.0
2008-04-21,2.795555591583252,2.7866666316986084,2.782222270965576,2.795555591583252,1000.0
2008-04-22,2.9555554389953613,3.1066665649414062,2.777777671813965,3.1066665649414062,30600.0
2008-04-23,2.951111078262329,2.7866666316986084,2.782222270965576,2.951111078262329,2200.0
2008-04-24,2.7866666316986084,2.777777671813965,2.777777671813965,2.9733333587646484,3100.0
2008-04-25,2.8888888359069824,2.8888888359069824,2.8888888359069824,2.8888888359069824,5500.0
2008-04-28,2.902222156524658,2.8888888359069824,2.866666555404663,2.902222156524658,6400.0
2008-04-29,2.9111111164093018,2.848888874053955,2.848888874053955,2.9111111164093018,9400.0
2008-04-30,2.9066667556762695,2.8888888359069824,2.8888888359069824,2.915555477142334,12700.0
2008-05-01,2.8888888359069824,3.0,2.8888888359069824,3.0,33300.0
2008-05-02,3.066666603088379,3.4533333778381348,3.066666603088379,3.4533333778381348,18400.0
2008-05-05,3.475555658340454,3.475555658340454,3.475555658340454,3.475555658340454,2200.0
2008-05-06,3.4177777767181396,3.0222222805023193,3.0044443607330322,3.6311111450195312,13000.0
2008-05-07,3.1111111640930176,2.8888888359069824,2.8888888359069824,3.11555552482605,18600.0
2008-05-08,2.8888888359069824,2.8888888359069824,2.8888888359069824,2.8888888359069824,600.0
2008-05-09,2.933333396911621,2.8888888359069824,2.8222222328186035,2.933333396911621,8500.0
2008-05-12,2.8888888359069824,2.8888888359069824,2.8888888359069824,2.8888888359069824,0.0
2008-05-13,2.8888888359069824,2.8888888359069824,2.8755555152893066,2.8888888359069824,17100.0
2008-05-14,2.8888888359069824,2.8888888359069824,2.8044445514678955,2.933333396911621,49900.0
2008-05-15,2.9955556392669678,2.9377777576446533,2.9377777576446533,3.0044443607330322,23100.0
2008-05-16,2.9555554389953613,2.8888888359069824,2.844444513320923,3.0,21700.0
2008-05-19,2.831111192703247,2.8399999141693115,2.831111192703247,2.9600000381469727,12600.0
2008-05-20,2.88444447517395,2.964444398880005,2.88444447517395,2.964444398880005,31000.0
2008-05-21,2.8933334350585938,2.933333396911621,2.8888888359069824,2.9377777576446533,15300.0
