Date,nwyopen,nwyclose,nwylow,nwyhigh,nwyvolume
2008-04-02,6.090000152587891,6.0,5.949999809265137,6.269999980926514,370300
2008-04-03,5.960000038146973,6.090000152587891,5.78000020980835,6.199999809265137,492500
2008-04-04,6.070000171661377,6.059999942779541,5.889999866485596,6.150000095367432,423500
2008-04-07,6.110000133514404,6.199999809265137,5.96999979019165,6.400000095367432,626000
2008-04-08,6.230000019073486,6.019999980926514,6.0,6.230000019073486,212600
2008-04-09,5.989999771118164,5.760000228881836,5.679999828338623,6.039999961853027,279100
2008-04-10,5.699999809265137,5.949999809265137,5.699999809265137,6.090000152587891,232700
2008-04-11,6.0,5.909999847412109,5.75,6.059999942779541,1470200
2008-04-14,5.800000190734863,5.920000076293945,5.800000190734863,6.210000038146973,464700
2008-04-15,5.949999809265137,5.849999904632568,5.630000114440918,5.960000038146973,561100
2008-04-16,5.920000076293945,5.78000020980835,5.610000133514404,5.940000057220459,957800
2008-04-17,5.769999980926514,5.559999942779541,5.429999828338623,5.860000133514404,660800
2008-04-18,5.699999809265137,5.670000076293945,5.519999980926514,5.789999961853027,698400
2008-04-21,5.639999866485596,5.610000133514404,5.53000020980835,5.710000038146973,178100
2008-04-22,5.570000171661377,5.420000076293945,5.380000114440918,5.570000171661377,344400
2008-04-23,5.440000057220459,5.46999979019165,5.340000152587891,5.559999942779541,173300
2008-04-24,5.46999979019165,5.840000152587891,5.449999809265137,5.900000095367432,208500
2008-04-25,5.849999904632568,5.739999771118164,5.630000114440918,5.929999828338623,196100
2008-04-28,5.71999979019165,5.860000133514404,5.690000057220459,5.960000038146973,103500
2008-04-29,5.78000020980835,6.349999904632568,5.78000020980835,6.46999979019165,1179000
2008-04-30,6.409999847412109,6.349999904632568,6.309999942779541,6.570000171661377,492500
2008-05-01,6.289999961853027,6.329999923706055,6.159999847412109,6.539999961853027,409900
2008-05-02,6.360000133514404,6.25,6.190000057220459,6.550000190734863,358200
2008-05-05,6.840000152587891,6.710000038146973,6.5,6.840000152587891,1008100
2008-05-06,6.71999979019165,6.829999923706055,6.610000133514404,6.889999866485596,510400
2008-05-07,6.739999771118164,6.71999979019165,6.659999847412109,6.889999866485596,857100
2008-05-08,7.0,6.860000133514404,6.619999885559082,7.0,632500
2008-05-09,6.909999847412109,7.050000190734863,6.909999847412109,7.119999885559082,732400
2008-05-12,7.130000114440918,7.230000019073486,7.010000228881836,7.300000190734863,796900
2008-05-13,7.260000228881836,7.349999904632568,7.110000133514404,7.400000095367432,324400
2008-05-14,7.5,7.840000152587891,7.460000038146973,7.920000076293945,1350100
2008-05-15,7.880000114440918,7.909999847412109,7.71999979019165,7.949999809265137,379900
2008-05-16,7.949999809265137,7.789999961853027,7.71999979019165,7.949999809265137,278000
2008-05-19,7.849999904632568,7.639999866485596,7.550000190734863,7.869999885559082,1730400
2008-05-20,7.639999866485596,7.480000019073486,7.28000020980835,7.800000190734863,749300
2008-05-21,7.420000076293945,7.179999828338623,7.099999904632568,7.699999809265137,889700
2008-05-22,7.28000020980835,7.849999904632568,7.28000020980835,7.849999904632568,1010900
2008-05-23,7.739999771118164,7.599999904632568,7.46999979019165,7.739999771118164,271200
2008-05-27,7.670000076293945,7.840000152587891,7.570000171661377,7.849999904632568,501800
2008-05-28,7.78000020980835,7.960000038146973,7.78000020980835,8.020000457763672,691700
2008-05-29,7.940000057220459,8.300000190734863,7.940000057220459,8.300000190734863,1002900
2008-05-30,8.260000228881836,8.359999656677246,8.119999885559082,8.380000114440918,311500
2008-06-02,8.430000305175781,8.039999961853027,7.929999828338623,8.430000305175781,808300
2008-06-03,8.109999656677246,8.1899995803833,7.900000095367432,8.210000038146973,415000
2008-06-04,8.170000076293945,8.470000267028809,8.100000381469727,8.5,820000
2008-06-05,8.399999618530273,8.75,8.399999618530273,8.75,682900
2008-06-06,8.609999656677246,8.529999732971191,8.479999542236328,8.6899995803833,406300
2008-06-09,8.510000228881836,8.640000343322754,8.40999984741211,8.680000305175781,335600
2008-06-10,8.6899995803833,8.800000190734863,8.550000190734863,8.800000190734863,864500
2008-06-11,8.6899995803833,8.770000457763672,8.680000305175781,8.850000381469727,655500
2008-06-12,8.859999656677246,8.270000457763672,8.270000457763672,8.989999771118164,777500
2008-06-13,8.380000114440918,8.850000381469727,8.319999694824219,8.989999771118164,843300
2008-06-16,8.789999961853027,9.09000015258789,8.710000038146973,9.109999656677246,693700
2008-06-17,9.0,9.319999694824219,8.899999618530273,9.350000381469727,859300
2008-06-18,9.359999656677246,9.149999618530273,8.989999771118164,9.369999885559082,520900
2008-06-19,9.140000343322754,9.180000305175781,9.069999694824219,9.319999694824219,424400
2008-06-20,9.140000343322754,9.069999694824219,8.850000381469727,9.149999618530273,589900
2008-06-23,8.989999771118164,9.15999984741211,8.90999984741211,9.239999771118164,431900
2008-06-24,9.109999656677246,9.0600004196167,8.800000190734863,9.199999809265137,513700
2008-06-25,9.050000190734863,9.420000076293945,9.039999961853027,9.529999732971191,1117800
2008-06-26,9.5,9.489999771118164,9.25,9.510000228881836,369300
2008-06-27,9.40999984741211,9.449999809265137,8.930000305175781,9.539999961853027,1716700
2008-06-30,9.449999809265137,9.130000114440918,9.100000381469727,9.569999694824219,413300
2008-07-01,8.989999771118164,9.15999984741211,8.649999618530273,9.15999984741211,429000
2008-07-02,9.039999961853027,9.09000015258789,8.960000038146973,9.300000190734863,471400
2008-07-03,9.100000381469727,9.029999732971191,8.90999984741211,9.15999984741211,263500
2008-07-07,9.0,8.960000038146973,8.680000305175781,9.100000381469727,380300
2008-07-08,8.960000038146973,9.239999771118164,8.819999694824219,9.239999771118164,473800
2008-07-09,9.239999771118164,8.890000343322754,8.800000190734863,9.239999771118164,430500
2008-07-10,8.859999656677246,8.8100004196167,8.520000457763672,8.899999618530273,967600
2008-07-11,8.649999618530273,8.6899995803833,8.479999542236328,8.920000076293945,822600
2008-07-14,8.789999961853027,8.510000228881836,8.399999618530273,8.90999984741211,640100
2008-07-15,8.369999885559082,8.920000076293945,8.1899995803833,9.0600004196167,716900
2008-07-16,8.869999885559082,9.329999923706055,8.779999732971191,9.680000305175781,1342500
2008-07-17,9.260000228881836,9.670000076293945,9.140000343322754,9.729999542236328,1141600
2008-07-18,9.739999771118164,9.699999809265137,9.399999618530273,9.800000190734863,435700
2008-07-21,9.760000228881836,9.539999961853027,9.460000038146973,9.770000457763672,656100
2008-07-22,9.470000267028809,9.800000190734863,9.329999923706055,9.869999885559082,458800
2008-07-23,9.829999923706055,9.829999923706055,9.539999961853027,9.970000267028809,557900
2008-07-24,9.880000114440918,9.399999618530273,9.350000381469727,9.880000114440918,403400
2008-07-25,9.59000015258789,9.34000015258789,9.170000076293945,9.59000015258789,467700
2008-07-28,9.329999923706055,9.039999961853027,8.859999656677246,9.34000015258789,484100
2008-07-29,9.130000114440918,9.390000343322754,9.100000381469727,9.470000267028809,668200
2008-07-30,9.550000190734863,9.510000228881836,9.25,9.670000076293945,616700
2008-07-31,9.470000267028809,9.680000305175781,9.260000228881836,9.760000228881836,598400
2008-08-01,9.720000267028809,9.850000381469727,9.510000228881836,9.920000076293945,197200
2008-08-04,9.789999961853027,9.470000267028809,9.390000343322754,9.880000114440918,464700
2008-08-05,9.59000015258789,9.729999542236328,9.539999961853027,9.90999984741211,886000
2008-08-06,9.739999771118164,9.579999923706055,9.550000190734863,9.770000457763672,312900
2008-08-07,9.369999885559082,9.380000114440918,9.279999732971191,9.449999809265137,455600
2008-08-08,9.399999618530273,9.829999923706055,9.279999732971191,9.829999923706055,416900
2008-08-11,9.899999618530273,10.270000457763672,9.770000457763672,10.600000381469727,785100
2008-08-12,10.270000457763672,10.600000381469727,10.149999618530273,10.65999984741211,779000
2008-08-13,10.619999885559082,10.140000343322754,10.09000015258789,10.640000343322754,517700
2008-08-14,10.210000038146973,10.020000457763672,9.899999618530273,10.449999809265137,442300
2008-08-15,10.779999732971191,10.229999542236328,9.329999923706055,10.779999732971191,1929500
2008-08-18,10.329999923706055,10.5600004196167,10.229999542236328,10.699999809265137,823300
2008-08-19,10.569999694824219,10.670000076293945,10.350000381469727,10.720000267028809,502400
2008-08-20,10.699999809265137,11.130000114440918,10.699999809265137,11.239999771118164,786100
2008-08-21,11.020000457763672,11.329999923706055,10.9399995803833,11.350000381469727,472800
2008-08-22,11.430000305175781,11.5600004196167,11.1899995803833,11.65999984741211,719600
2008-08-25,11.550000190734863,11.229999542236328,11.0600004196167,11.550000190734863,684000
2008-08-26,11.300000190734863,11.420000076293945,11.050000190734863,11.550000190734863,683300
2008-08-27,11.4399995803833,11.5,11.270000457763672,11.550000190734863,638900
2008-08-28,11.510000228881836,11.5600004196167,10.899999618530273,11.699999809265137,721400
2008-08-29,11.449999809265137,11.800000190734863,11.399999618530273,11.800000190734863,422000
2008-09-02,11.729999542236328,11.579999923706055,11.25,12.100000381469727,911400
2008-09-03,11.529999732971191,11.6899995803833,11.449999809265137,12.0,882200
2008-09-04,11.5,11.420000076293945,11.359999656677246,11.529999732971191,574000
2008-09-05,11.289999961853027,11.479999542236328,10.949999809265137,11.5,524400
2008-09-08,11.609999656677246,12.0,11.420000076293945,12.0,828500
2008-09-09,12.069999694824219,11.199999809265137,11.170000076293945,12.119999885559082,645600
2008-09-10,11.470000267028809,11.34000015258789,11.0,11.470000267028809,507000
2008-09-11,11.170000076293945,11.3100004196167,11.029999732971191,11.390000343322754,529600
2008-09-12,11.199999809265137,10.899999618530273,10.6899995803833,11.220000267028809,617000
2008-09-15,10.819999694824219,10.489999771118164,10.289999961853027,10.850000381469727,750600
2008-09-16,10.239999771118164,10.5600004196167,9.899999618530273,10.9399995803833,807400
2008-09-17,10.399999618530273,9.84000015258789,9.8100004196167,10.760000228881836,781100
2008-09-18,10.09000015258789,9.670000076293945,9.319999694824219,10.260000228881836,1063600
2008-09-19,10.550000190734863,10.289999961853027,9.890000343322754,10.550000190734863,987400
2008-09-22,10.15999984741211,10.300000190734863,10.09000015258789,10.489999771118164,629800
2008-09-23,10.289999961853027,9.600000381469727,9.420000076293945,10.420000076293945,770700
2008-09-24,9.699999809265137,9.699999809265137,9.279999732971191,9.90999984741211,609200
2008-09-25,9.720000267028809,9.699999809265137,9.399999618530273,9.800000190734863,529500
2008-09-26,9.329999923706055,9.600000381469727,9.020000457763672,9.619999885559082,673400
2008-09-29,9.380000114440918,9.229999542236328,9.0,9.479999542236328,595700
2008-09-30,9.369999885559082,9.539999961853027,9.130000114440918,9.699999809265137,422700
2008-10-01,9.489999771118164,9.420000076293945,9.279999732971191,9.550000190734863,544000
2008-10-02,9.359999656677246,8.770000457763672,8.739999771118164,9.359999656677246,525100
2008-10-03,8.800000190734863,8.359999656677246,8.350000381469727,9.100000381469727,492900
2008-10-06,8.130000114440918,7.96999979019165,7.619999885559082,8.170000076293945,585500
2008-10-07,8.100000381469727,7.670000076293945,7.650000095367432,8.229999542236328,487500
2008-10-08,7.5,7.489999771118164,7.309999942779541,8.079999923706055,593100
2008-10-09,7.53000020980835,6.699999809265137,6.550000190734863,7.679999828338623,480800
2008-10-10,6.340000152587891,7.25,6.119999885559082,7.480000019073486,734000
2008-10-13,6.059999942779541,4.269999980926514,4.079999923706055,6.210000038146973,2803000
2008-10-14,4.349999904632568,3.799999952316284,3.700000047683716,4.510000228881836,1424200
2008-10-15,3.7200000286102295,3.2899999618530273,3.2899999618530273,3.869999885559082,1287800
2008-10-16,3.2799999713897705,3.309999942779541,3.109999895095825,3.4800000190734863,980200
2008-10-17,3.180000066757202,3.190000057220459,3.049999952316284,3.2899999618530273,1302600
2008-10-20,3.2200000286102295,3.190000057220459,3.049999952316284,3.440000057220459,644000
2008-10-21,3.140000104904175,3.309999942779541,3.049999952316284,3.359999895095825,701600
2008-10-22,3.0799999237060547,2.890000104904175,2.6600000858306885,3.2300000190734863,1259200
2008-10-23,3.0,2.680000066757202,2.640000104904175,3.009999990463257,1172300
2008-10-24,2.5,2.369999885559082,2.3499999046325684,2.5199999809265137,1056300
2008-10-27,2.3399999141693115,2.2200000286102295,2.2100000381469727,2.5,746700
2008-10-28,2.299999952316284,2.309999942779541,2.2300000190734863,2.5,1181800
2008-10-29,2.25,2.7100000381469727,2.25,2.7699999809265137,891400
2008-10-30,2.8499999046325684,2.8499999046325684,2.7699999809265137,3.049999952316284,936200
2008-10-31,2.8499999046325684,2.819999933242798,2.7899999618530273,2.940000057220459,690000
2008-11-03,2.819999933242798,2.890000104904175,2.809999942779541,2.9800000190734863,648900
2008-11-04,2.990000009536743,2.8499999046325684,2.819999933242798,3.0,748400
2008-11-05,2.9100000858306885,2.6600000858306885,2.6500000953674316,2.9100000858306885,493100
2008-11-06,2.7300000190734863,2.640000104904175,2.619999885559082,2.869999885559082,422400
2008-11-07,2.640000104904175,2.490000009536743,2.4000000953674316,2.7300000190734863,420700
2008-11-10,2.5399999618530273,2.2699999809265137,2.259999990463257,2.549999952316284,315400
2008-11-11,2.25,2.259999990463257,2.1700000762939453,2.4000000953674316,387300
2008-11-12,2.25,2.059999942779541,1.9900000095367432,2.25,470800
2008-11-13,2.059999942779541,2.319999933242798,1.9800000190734863,2.319999933242798,674900
2008-11-14,2.2699999809265137,2.1500000953674316,2.119999885559082,2.4100000858306885,365300
2008-11-17,2.119999885559082,2.009999990463257,2.009999990463257,2.1700000762939453,238500
2008-11-18,1.9900000095367432,1.6799999475479126,1.4500000476837158,2.0199999809265137,588400
2008-11-19,1.6699999570846558,1.4600000381469727,1.4299999475479126,1.690000057220459,292100
2008-11-20,1.2599999904632568,1.0399999618530273,0.9399999976158142,1.440000057220459,2019900
2008-11-21,1.059999942779541,0.8899999856948853,0.8199999928474426,1.1399999856948853,982400
2008-11-24,0.8999999761581421,0.9599999785423279,0.8799999952316284,0.9800000190734863,661200
2008-11-25,0.9300000071525574,1.1100000143051147,0.9100000262260437,1.1100000143051147,711600
2008-11-26,1.0700000524520874,1.3700000047683716,1.0399999618530273,1.3700000047683716,784900
2008-11-28,1.4600000381469727,1.8799999952316284,1.4600000381469727,1.8799999952316284,334200
2008-12-01,2.009999990463257,1.4800000190734863,1.4800000190734863,2.0999999046325684,741200
2008-12-02,1.5700000524520874,1.600000023841858,1.4900000095367432,1.809999942779541,1113700
2008-12-03,1.5499999523162842,1.600000023841858,1.5,1.6299999952316284,376900
2008-12-04,1.6399999856948853,1.690000057220459,1.600000023841858,1.8799999952316284,294500
2008-12-05,1.659999966621399,1.8200000524520874,1.659999966621399,1.8700000047683716,221600
2008-12-08,1.9299999475479126,1.809999942779541,1.7300000190734863,1.9500000476837158,580000
2008-12-09,1.850000023841858,1.9900000095367432,1.7100000381469727,2.049999952316284,655300
2008-12-10,2.009999990463257,2.0299999713897705,1.9199999570846558,2.0799999237060547,259200
2008-12-11,2.0299999713897705,1.8700000047683716,1.8200000524520874,2.0299999713897705,463400
2008-12-12,1.75,1.8200000524520874,1.75,1.9800000190734863,480800
2008-12-15,1.8300000429153442,1.9500000476837158,1.75,1.9800000190734863,231300
2008-12-16,1.9500000476837158,1.9900000095367432,1.809999942779541,2.0,334700
2008-12-17,1.9800000190734863,2.0999999046325684,1.9199999570846558,2.1600000858306885,354300
2008-12-18,2.0999999046325684,1.7799999713897705,1.7599999904632568,2.1500000953674316,351600
2008-12-19,1.8700000047683716,1.9600000381469727,1.809999942779541,2.059999942779541,496100
2008-12-22,1.9600000381469727,2.0199999809265137,1.8700000047683716,2.0399999618530273,314300
2008-12-23,2.0,2.0899999141693115,1.9900000095367432,2.190000057220459,203600
2008-12-24,2.0899999141693115,2.119999885559082,2.0299999713897705,2.200000047683716,54900
2008-12-26,2.1500000953674316,2.1500000953674316,2.119999885559082,2.190000057220459,210500
2008-12-29,2.1500000953674316,1.9500000476837158,1.940000057220459,2.1500000953674316,184200
2008-12-30,1.940000057220459,2.1500000953674316,1.940000057220459,2.1600000858306885,182700
2008-12-31,2.1500000953674316,2.319999933242798,2.0999999046325684,2.3499999046325684,215300
2009-01-02,2.2899999618530273,2.549999952316284,2.2699999809265137,2.5899999141693115,301500
2009-01-05,2.4700000286102295,2.4600000381469727,2.359999895095825,2.549999952316284,572800
2009-01-06,2.509999990463257,2.5,2.4200000762939453,2.5299999713897705,597000
2009-01-07,2.4600000381469727,2.2300000190734863,2.109999895095825,2.4600000381469727,398500
2009-01-08,1.909999966621399,2.490000009536743,1.909999966621399,2.5,371400
2009-01-09,2.4100000858306885,2.359999895095825,2.3299999237060547,2.440000057220459,239100
2009-01-12,2.3299999237060547,2.200000047683716,2.180000066757202,2.3299999237060547,256200
2009-01-13,2.200000047683716,2.0799999237060547,2.0399999618530273,2.359999895095825,553600
2009-01-14,2.049999952316284,1.8799999952316284,1.8200000524520874,2.0999999046325684,405800
2009-01-15,1.8799999952316284,1.8799999952316284,1.7599999904632568,1.9299999475479126,187600
2009-01-16,1.909999966621399,2.109999895095825,1.8600000143051147,2.109999895095825,113900
2009-01-20,2.069999933242798,1.899999976158142,1.8899999856948853,2.069999933242798,204400
2009-01-21,1.909999966621399,2.0299999713897705,1.850000023841858,2.0799999237060547,438200
2009-01-22,1.9800000190734863,1.940000057220459,1.75,2.0299999713897705,830100
2009-01-23,1.8700000047683716,1.809999942779541,1.809999942779541,1.9199999570846558,268200
2009-01-26,1.809999942779541,1.8799999952316284,1.75,1.9199999570846558,154400
2009-01-27,1.850000023841858,1.7999999523162842,1.659999966621399,1.9500000476837158,702300
2009-01-28,1.899999976158142,2.200000047683716,1.8899999856948853,2.25,428600
2009-01-29,2.069999933242798,2.049999952316284,2.009999990463257,2.2200000286102295,326400
2009-01-30,2.0999999046325684,1.9800000190734863,1.940000057220459,2.119999885559082,243600
2009-02-02,2.069999933242798,2.0999999046325684,1.9500000476837158,2.119999885559082,197800
2009-02-03,2.109999895095825,2.140000104904175,2.0299999713897705,2.180000066757202,221600
2009-02-04,2.130000114440918,1.9800000190734863,1.9700000286102295,2.1600000858306885,235500
2009-02-05,1.940000057220459,2.0299999713897705,1.7899999618530273,2.059999942779541,364300
2009-02-06,2.0299999713897705,2.190000057220459,2.0199999809265137,2.2200000286102295,430800
2009-02-09,2.2200000286102295,2.109999895095825,2.059999942779541,2.2200000286102295,239200
2009-02-10,2.0999999046325684,1.940000057220459,1.9299999475479126,2.1600000858306885,218100
2009-02-11,1.940000057220459,1.899999976158142,1.8799999952316284,2.0199999809265137,339400
2009-02-12,1.9700000286102295,2.2200000286102295,1.9700000286102295,2.440000057220459,1407500
2009-02-13,2.2100000381469727,2.390000104904175,2.1600000858306885,2.4200000762939453,394500
2009-02-17,2.2300000190734863,2.109999895095825,2.0999999046325684,2.319999933242798,173900
2009-02-18,2.130000114440918,2.1700000762939453,2.109999895095825,2.2699999809265137,757100
2009-02-19,2.2200000286102295,2.2300000190734863,2.2200000286102295,2.4000000953674316,524300
2009-02-20,2.180000066757202,2.319999933242798,2.1500000953674316,2.359999895095825,141300
2009-02-23,2.309999942779541,2.1600000858306885,2.130000114440918,2.4000000953674316,166900
2009-02-24,2.190000057220459,2.2899999618530273,2.1600000858306885,2.369999885559082,308400
2009-02-25,2.259999990463257,2.069999933242798,2.069999933242798,2.3399999141693115,251400
2009-02-26,2.0799999237060547,2.130000114440918,2.049999952316284,2.1700000762939453,296300
2009-02-27,2.0799999237060547,2.180000066757202,2.0199999809265137,2.2899999618530273,163300
2009-03-02,2.140000104904175,1.9800000190734863,1.9800000190734863,2.2899999618530273,86000
2009-03-03,2.049999952316284,2.0299999713897705,1.9700000286102295,2.0799999237060547,253200
2009-03-04,2.059999942779541,2.2100000381469727,2.009999990463257,2.25,189300
2009-03-05,2.130000114440918,2.119999885559082,2.069999933242798,2.2699999809265137,291100
2009-03-06,2.140000104904175,2.0999999046325684,1.9600000381469727,2.190000057220459,218900
2009-03-09,2.069999933242798,2.1700000762939453,2.069999933242798,2.2100000381469727,119400
2009-03-10,2.2200000286102295,2.2799999713897705,2.1600000858306885,2.319999933242798,631800
2009-03-11,2.299999952316284,2.240000009536743,2.1700000762939453,2.359999895095825,310600
2009-03-12,2.2200000286102295,2.369999885559082,2.109999895095825,2.4000000953674316,405500
2009-03-13,2.390000104904175,2.5,2.309999942779541,2.5,356700
2009-03-16,2.5399999618530273,2.4200000762939453,2.380000114440918,2.6600000858306885,416400
2009-03-17,2.490000009536743,2.6500000953674316,2.380000114440918,2.809999942779541,553100
2009-03-18,2.680000066757202,2.859999895095825,2.630000114440918,2.940000057220459,573400
2009-03-19,2.859999895095825,2.880000114440918,2.5999999046325684,3.0199999809265137,581000
2009-03-20,2.759999990463257,2.869999885559082,2.680000066757202,2.930000066757202,475700
2009-03-23,2.880000114440918,3.0,2.880000114440918,3.049999952316284,907900
2009-03-24,2.9200000762939453,2.8299999237060547,2.799999952316284,3.0999999046325684,478200
2009-03-25,2.890000104904175,2.7899999618530273,2.690000057220459,3.0999999046325684,656500
2009-03-26,2.8399999141693115,3.299999952316284,2.799999952316284,3.299999952316284,655600
2009-03-27,3.2699999809265137,3.309999942779541,3.1700000762939453,3.5,396300
2009-03-30,3.2100000381469727,3.4000000953674316,3.049999952316284,3.4700000286102295,630300
2009-03-31,3.4600000381469727,3.549999952316284,3.319999933242798,3.6700000762939453,585600
2009-04-01,3.450000047683716,3.9000000953674316,3.380000114440918,3.940000057220459,735800
2009-04-02,4.019999980926514,4.380000114440918,3.9100000858306885,4.480000019073486,960100
2009-04-03,4.380000114440918,4.550000190734863,4.329999923706055,5.0,444000
2009-04-06,4.5,4.300000190734863,4.119999885559082,4.5,498500
2009-04-07,4.28000020980835,3.930000066757202,3.880000114440918,4.389999866485596,318900
2009-04-08,3.9100000858306885,4.039999961853027,3.75,4.099999904632568,346300
2009-04-09,4.110000133514404,4.420000076293945,4.110000133514404,4.599999904632568,991100
2009-04-13,4.340000152587891,4.420000076293945,4.159999847412109,4.429999828338623,282300
2009-04-14,4.289999961853027,4.210000038146973,4.130000114440918,4.429999828338623,436800
2009-04-15,4.170000076293945,4.179999828338623,4.079999923706055,4.25,259200
2009-04-16,4.239999771118164,4.349999904632568,4.099999904632568,4.400000095367432,244100
2009-04-17,4.360000133514404,4.349999904632568,4.28000020980835,4.429999828338623,128400
2009-04-20,4.25,4.090000152587891,3.9700000286102295,4.269999980926514,283200
2009-04-21,4.03000020980835,4.340000152587891,3.9700000286102295,4.380000114440918,263600
2009-04-22,4.369999885559082,4.599999904632568,4.21999979019165,4.800000190734863,451600
2009-04-23,4.590000152587891,4.599999904632568,4.440000057220459,4.800000190734863,357900
2009-04-24,4.630000114440918,4.960000038146973,4.559999942779541,5.300000190734863,1183600
2009-04-27,4.880000114440918,5.059999942779541,4.809999942779541,5.230000019073486,927200
