Date,uriopen,uriclose,urilow,urihigh,urivolume
2008-11-19,5.559999942779541,4.940000057220459,4.940000057220459,5.840000152587891,989800
2008-11-20,4.909999847412109,4.400000095367432,4.389999866485596,5.110000133514404,1172700
2008-11-21,4.639999866485596,4.760000228881836,4.320000171661377,4.920000076293945,1137700
2008-11-24,4.760000228881836,5.53000020980835,4.75,5.630000114440918,907100
2008-11-25,5.610000133514404,6.670000076293945,5.53000020980835,6.710000038146973,1165400
2008-11-26,6.699999809265137,7.739999771118164,6.260000228881836,7.769999980926514,1086300
2008-11-28,7.510000228881836,8.069999694824219,7.5,8.119999885559082,354600
2008-12-01,7.869999885559082,6.420000076293945,6.400000095367432,7.889999866485596,1172300
2008-12-02,6.619999885559082,6.840000152587891,6.409999847412109,7.5,973200
2008-12-03,6.75,7.170000076293945,5.880000114440918,7.170000076293945,1482500
2008-12-04,7.099999904632568,6.090000152587891,5.389999866485596,7.21999979019165,1986000
2008-12-05,6.0,6.340000152587891,5.690000057220459,6.340000152587891,1135800
2008-12-08,6.699999809265137,6.980000019073486,6.639999866485596,7.239999771118164,1198900
2008-12-09,6.920000076293945,7.050000190734863,6.800000190734863,7.590000152587891,874800
2008-12-10,7.150000095367432,7.0,6.829999923706055,7.590000152587891,1296700
2008-12-11,6.949999809265137,6.809999942779541,6.699999809265137,7.289999961853027,750600
2008-12-12,6.599999904632568,6.980000019073486,6.539999961853027,7.050000190734863,671500
2008-12-15,7.090000152587891,6.340000152587891,6.150000095367432,7.099999904632568,1063200
2008-12-16,6.199999809265137,7.039999961853027,6.199999809265137,7.039999961853027,791300
2008-12-17,7.010000228881836,7.960000038146973,6.730000019073486,8.1899995803833,1646200
2008-12-18,7.849999904632568,8.359999656677246,7.849999904632568,8.40999984741211,1208900
2008-12-19,8.520000457763672,8.380000114440918,8.199999809265137,9.09000015258789,1656700
2008-12-22,7.809999942779541,8.100000381469727,7.670000076293945,8.399999618530273,588200
2008-12-23,8.260000228881836,8.0,7.880000114440918,8.470000267028809,801000
2008-12-24,8.079999923706055,8.109999656677246,7.880000114440918,8.470000267028809,367400
2008-12-26,8.229999542236328,8.399999618530273,8.09000015258789,8.479999542236328,513000
2008-12-29,8.319999694824219,7.980000019073486,7.800000190734863,8.329999923706055,488900
2008-12-30,7.920000076293945,8.720000267028809,7.920000076293945,8.800000190734863,649400
2008-12-31,8.770000457763672,9.119999885559082,8.59000015258789,9.25,617400
2009-01-02,9.25,8.979999542236328,8.930000305175781,9.5,692500
2009-01-05,8.90999984741211,8.710000038146973,8.470000267028809,9.020000457763672,704400
2009-01-06,8.699999809265137,9.470000267028809,8.609999656677246,9.489999771118164,745300
2009-01-07,9.079999923706055,8.710000038146973,8.300000190734863,9.170000076293945,695500
2009-01-08,8.680000305175781,8.630000114440918,8.350000381469727,8.6899995803833,526200
2009-01-09,8.649999618530273,8.010000228881836,8.010000228881836,8.670000076293945,695200
2009-01-12,8.069999694824219,7.400000095367432,7.25,8.220000267028809,620600
2009-01-13,7.300000190734863,7.090000152587891,6.989999771118164,7.429999828338623,800300
2009-01-14,7.110000133514404,6.550000190734863,6.510000228881836,7.110000133514404,709300
2009-01-15,6.550000190734863,6.590000152587891,6.139999866485596,6.679999828338623,913800
2009-01-16,6.650000095367432,6.409999847412109,6.0,6.760000228881836,991300
2009-01-20,6.329999923706055,5.699999809265137,5.639999866485596,6.340000152587891,1016100
2009-01-21,5.739999771118164,6.070000171661377,5.650000095367432,6.099999904632568,775700
2009-01-22,5.940000057220459,5.760000228881836,5.659999847412109,6.099999904632568,728000
2009-01-23,5.599999904632568,5.739999771118164,5.21999979019165,5.940000057220459,649100
2009-01-26,5.769999980926514,5.869999885559082,5.670000076293945,6.199999809265137,486300
2009-01-27,5.860000133514404,6.019999980926514,5.769999980926514,6.099999904632568,394600
2009-01-28,6.099999904632568,6.480000019073486,5.949999809265137,6.53000020980835,858200
2009-01-29,6.400000095367432,5.929999828338623,5.860000133514404,6.400000095367432,685000
2009-01-30,5.929999828338623,5.579999923706055,5.480000019073486,6.190000057220459,736000
2009-02-02,5.480000019073486,5.28000020980835,5.179999828338623,5.480000019073486,590900
2009-02-03,5.179999828338623,5.429999828338623,5.059999942779541,5.519999980926514,616300
2009-02-04,5.449999809265137,5.409999847412109,5.380000114440918,5.639999866485596,590300
2009-02-05,5.360000133514404,5.519999980926514,5.269999980926514,5.619999885559082,564300
2009-02-06,5.550000190734863,5.900000095367432,5.53000020980835,5.920000076293945,722300
2009-02-09,5.860000133514404,5.710000038146973,5.650000095367432,5.880000114440918,386800
2009-02-10,5.670000076293945,5.130000114440918,5.079999923706055,5.789999961853027,806600
2009-02-11,5.739999771118164,5.420000076293945,5.320000171661377,5.739999771118164,1030800
2009-02-12,5.400000095367432,5.539999961853027,5.230000019073486,5.599999904632568,859500
2009-02-13,5.489999771118164,5.260000228881836,5.25,5.5,484500
2009-02-17,5.119999885559082,4.860000133514404,4.860000133514404,5.179999828338623,565100
2009-02-18,4.96999979019165,5.019999980926514,4.710000038146973,5.050000190734863,658100
2009-02-19,5.210000038146973,4.710000038146973,4.699999809265137,5.210000038146973,618200
2009-02-20,4.610000133514404,4.699999809265137,4.440000057220459,4.78000020980835,566100
2009-02-23,4.650000095367432,4.380000114440918,4.329999923706055,4.650000095367432,810700
2009-02-24,4.449999809265137,4.519999980926514,4.449999809265137,4.670000076293945,765000
2009-02-25,4.5,4.190000057220459,4.010000228881836,4.699999809265137,836900
2009-02-26,4.730000019073486,4.190000057220459,3.890000104904175,4.730000019073486,2076000
2009-02-27,4.099999904632568,4.050000190734863,3.809999942779541,4.25,1305200
2009-03-02,3.950000047683716,3.7799999713897705,3.759999990463257,3.9800000190734863,877800
2009-03-03,3.859999895095825,3.490000009536743,3.3299999237060547,3.930000066757202,1494300
2009-03-04,3.5,3.240000009536743,3.069999933242798,3.680000066757202,1777400
2009-03-05,3.1600000858306885,3.200000047683716,3.049999952316284,3.450000047683716,2500700
2009-03-06,3.1600000858306885,3.1600000858306885,2.5199999809265137,3.319999933242798,1455400
2009-03-09,3.1700000762939453,3.0299999713897705,2.9800000190734863,3.3299999237060547,1427600
2009-03-10,3.059999942779541,3.2899999618530273,3.059999942779541,3.6500000953674316,2125100
2009-03-11,3.25,3.200000047683716,3.119999885559082,3.299999952316284,2073000
2009-03-12,3.180000066757202,3.5199999809265137,2.9700000286102295,3.5299999713897705,1020100
2009-03-13,3.549999952316284,3.440000057220459,3.1600000858306885,3.5899999141693115,1102700
2009-03-16,3.509999990463257,3.490000009536743,3.430000066757202,3.630000114440918,806400
2009-03-17,3.5,3.700000047683716,3.390000104904175,3.75,763300
2009-03-18,3.690000057220459,3.940000057220459,3.690000057220459,4.010000228881836,1119300
2009-03-19,4.0,4.019999980926514,3.9700000286102295,4.099999904632568,990900
2009-03-20,4.0,3.7200000286102295,3.6500000953674316,4.039999961853027,1037200
2009-03-23,3.7200000286102295,4.110000133514404,3.7200000286102295,4.119999885559082,887400
2009-03-24,3.930000066757202,3.759999990463257,3.759999990463257,3.9800000190734863,1079200
2009-03-25,3.7699999809265137,3.7300000190734863,3.5199999809265137,3.990000009536743,1231500
2009-03-26,3.799999952316284,4.179999828338623,3.6500000953674316,4.179999828338623,1241500
2009-03-27,4.119999885559082,4.699999809265137,4.050000190734863,5.309999942779541,2571000
2009-03-30,4.599999904632568,4.190000057220459,4.150000095367432,4.599999904632568,1429200
2009-03-31,4.28000020980835,4.210000038146973,4.050000190734863,4.349999904632568,909700
2009-04-01,4.119999885559082,4.289999961853027,3.990000009536743,4.400000095367432,1008000
2009-04-02,4.409999847412109,4.670000076293945,4.369999885559082,4.900000095367432,1806000
2009-04-03,4.699999809265137,4.590000152587891,4.360000133514404,4.699999809265137,739600
2009-04-06,4.619999885559082,4.360000133514404,4.309999942779541,4.619999885559082,899100
2009-04-07,4.289999961853027,4.059999942779541,4.059999942779541,4.329999923706055,1111600
2009-04-08,4.059999942779541,4.190000057220459,4.059999942779541,4.369999885559082,629800
2009-04-09,4.579999923706055,4.679999828338623,4.25,4.679999828338623,1102000
2009-04-13,4.590000152587891,4.900000095367432,4.460000038146973,4.949999809265137,1171200
2009-04-14,4.869999885559082,5.050000190734863,4.78000020980835,5.389999866485596,1525600
2009-04-15,5.019999980926514,4.980000019073486,4.840000152587891,5.139999866485596,646400
2009-04-16,5.050000190734863,5.179999828338623,4.960000038146973,5.269999980926514,1061800
2009-04-17,5.199999809265137,5.46999979019165,5.199999809265137,5.539999961853027,835400
2009-04-20,5.340000152587891,5.0,4.840000152587891,5.340000152587891,1100600
2009-04-21,4.96999979019165,5.150000095367432,4.929999828338623,5.289999961853027,836800
2009-04-22,5.090000152587891,5.570000171661377,5.019999980926514,5.639999866485596,1128900
2009-04-23,5.699999809265137,5.710000038146973,5.519999980926514,5.820000171661377,1416300
2009-04-24,5.75,6.070000171661377,5.690000057220459,6.239999771118164,1217600
2009-04-27,6.019999980926514,6.010000228881836,5.880000114440918,6.139999866485596,1152300
2009-04-28,5.940000057220459,6.110000133514404,5.809999942779541,6.269999980926514,1213000
2009-04-29,6.119999885559082,6.420000076293945,6.0,6.590000152587891,1589400
2009-04-30,5.980000019073486,6.059999942779541,5.699999809265137,6.239999771118164,2201100
2009-05-01,6.019999980926514,5.789999961853027,5.75,6.170000076293945,1113800
2009-05-04,5.96999979019165,6.039999961853027,5.739999771118164,6.070000171661377,1589700
2009-05-05,6.139999866485596,5.920000076293945,5.860000133514404,6.25,1190200
2009-05-06,6.090000152587891,6.010000228881836,5.829999923706055,6.139999866485596,821900
2009-05-07,6.150000095367432,5.650000095367432,5.579999923706055,6.230000019073486,1067700
2009-05-08,5.809999942779541,6.210000038146973,5.730000019073486,6.210000038146973,966800
2009-05-11,6.039999961853027,5.840000152587891,5.75,6.150000095367432,1570900
2009-05-12,5.889999866485596,5.619999885559082,5.480000019073486,5.960000038146973,937700
2009-05-13,5.539999961853027,5.010000228881836,5.0,5.559999942779541,1703800
2009-05-14,5.050000190734863,4.980000019073486,4.829999923706055,5.159999847412109,1595500
2009-05-15,4.989999771118164,5.139999866485596,4.960000038146973,5.28000020980835,840200
2009-05-18,5.199999809265137,5.230000019073486,5.019999980926514,5.28000020980835,774500
2009-05-19,5.289999961853027,5.050000190734863,5.010000228881836,5.349999904632568,1084500
2009-05-20,5.130000114440918,5.230000019073486,5.099999904632568,5.369999885559082,1806500
2009-05-21,5.190000057220459,5.090000152587891,5.0,5.25,840000
2009-05-22,5.099999904632568,4.980000019073486,4.960000038146973,5.150000095367432,486200
2009-05-26,4.980000019073486,4.960000038146973,4.849999904632568,5.110000133514404,945800
2009-05-27,4.949999809265137,4.829999923706055,4.809999942779541,5.130000114440918,612400
2009-05-28,4.889999866485596,4.699999809265137,4.679999828338623,4.940000057220459,799600
2009-05-29,4.71999979019165,4.75,4.699999809265137,4.900000095367432,730800
2009-06-01,4.820000171661377,5.150000095367432,4.820000171661377,5.300000190734863,1463600
2009-06-02,5.300000190734863,5.340000152587891,5.190000057220459,5.599999904632568,1859500
2009-06-03,5.239999771118164,5.429999828338623,4.960000038146973,5.579999923706055,1911900
2009-06-04,5.440000057220459,5.889999866485596,5.409999847412109,6.0,1602300
2009-06-05,6.0,6.420000076293945,5.949999809265137,6.559999942779541,1736100
2009-06-08,6.46999979019165,6.599999904632568,6.170000076293945,6.690000057220459,1753400
2009-06-09,6.599999904632568,6.820000171661377,6.510000228881836,6.889999866485596,1332500
2009-06-10,6.900000095367432,6.670000076293945,6.489999771118164,6.900000095367432,831300
2009-06-11,6.670000076293945,6.800000190734863,6.570000171661377,6.849999904632568,1227300
2009-06-12,6.730000019073486,6.800000190734863,6.679999828338623,6.880000114440918,1007300
