Date,bkeopen,bkeclose,bkelow,bkehigh,bkevolume
2008-01-02,21.488786697387695,20.330045700073242,20.310516357421875,21.625492095947266,1044000.0
2008-01-03,20.56439781188965,20.466751098632812,20.089183807373047,21.026592254638672,494000.0
2008-01-04,20.304006576538086,20.14777183532715,19.561891555786133,20.577417373657227,845800.0
2008-01-07,20.180320739746094,20.55788803100586,20.14777183532715,20.811769485473633,668800.0
2008-01-08,20.61647605895996,20.68157386779785,20.61647605895996,21.404159545898438,508700.0
2008-01-09,20.675064086914062,21.51482582092285,20.505809783935547,21.6059627532959,429800.0
2008-01-10,22.0225887298584,22.165803909301758,21.684080123901367,22.97952651977539,1146000.0
2008-01-11,21.840314865112305,23.226898193359375,21.612472534179688,23.311525344848633,724100.0
2008-01-14,23.422191619873047,24.08618927001953,23.233407974243164,24.57442283630371,691500.0
2008-01-15,23.591445922851562,24.248933792114258,23.448230743408203,24.29450225830078,615600.0
2008-01-16,24.08618927001953,24.79575538635254,23.54587745666504,24.893402099609375,349000.0
2008-01-17,24.72414779663086,24.44422721862793,24.08618927001953,25.251440048217773,608900.0
2008-01-18,24.359600067138672,24.496305465698242,24.125247955322266,25.173322677612305,443600.0
2008-01-22,23.630504608154297,25.498811721801758,23.513328552246094,25.713634490966797,514400.0
2008-01-23,24.86736297607422,26.93747329711914,24.743677139282227,27.061159133911133,739500.0
2008-01-24,27.21088409423828,27.21088409423828,26.859355926513672,28.219900131225586,874600.0
2008-01-25,26.963512420654297,26.559906005859375,26.46225929260254,27.34758949279785,436200.0
2008-01-28,26.31904411315918,27.946489334106445,25.934967041015625,27.9725284576416,415100.0
2008-01-29,27.738176345825195,27.21088409423828,26.81378746032715,27.894411087036133,440600.0
2008-01-30,27.067668914794922,26.423200607299805,26.052143096923828,27.178335189819336,479600.0
2008-01-31,25.817790985107422,27.07417869567871,25.388145446777344,27.341079711914062,622700.0
2008-02-01,27.236923217773438,27.35409927368164,26.839826583862305,27.56892204284668,409900.0
2008-02-04,27.236923217773438,25.648536682128906,25.589948654174805,27.236923217773438,366500.0
2008-02-05,24.841323852539062,25.010578155517578,24.841323852539062,25.830810546875,323600.0
2008-02-06,25.257949829101562,24.333560943603516,24.138267517089844,25.61598777770996,350500.0
2008-02-07,25.06265640258789,27.236923217773438,24.951990127563477,27.262962341308594,974800.0
2008-02-08,27.119747161865234,26.989551544189453,26.65755271911621,27.874881744384766,449700.0
2008-02-11,26.898414611816406,26.6640625,26.019594192504883,26.898414611816406,410400.0
2008-02-12,26.690101623535156,26.58594512939453,26.195358276367188,27.00908088684082,435900.0
2008-02-13,26.787748336791992,26.761709213256836,26.286495208740234,27.035120010375977,242100.0
2008-02-14,26.87888526916504,25.511831283569336,25.329557418823242,26.911434173583984,363800.0
2008-02-15,25.368616104125977,25.921947479248047,25.225400924682617,25.993555068969727,425500.0
2008-02-19,26.31253433227539,25.947986602783203,25.427204132080078,26.410181045532227,410500.0
2008-02-20,25.713634490966797,26.891904830932617,25.518341064453125,27.061159133911133,385600.0
2008-02-21,27.14578628540039,27.204374313354492,27.106727600097656,27.78374481201172,408100.0
2008-02-22,27.23041343688965,27.399667739868164,26.709630966186523,27.601470947265625,249200.0
2008-02-25,27.510334014892578,27.614490509033203,27.100217819213867,27.660058975219727,268500.0
2008-02-26,27.451745986938477,30.589460372924805,27.451745986938477,30.856361389160156,1160700.0
2008-02-27,30.3551082611084,30.986557006835938,30.224912643432617,31.539888381958008,878600.0
2008-02-28,30.739185333251953,29.86036491394043,29.808286666870117,30.791263580322266,544400.0
2008-02-29,30.237932205200195,29.554405212402344,29.554405212402344,30.381147384643555,373800.0
2008-03-03,29.059661865234375,28.7471923828125,28.363115310668945,29.463268280029297,623000.0
2008-03-04,28.506330490112305,28.96201515197754,28.493310928344727,29.261465072631836,650200.0
2008-03-05,29.066171646118164,29.326562881469727,28.74068260192871,29.873384475708008,652300.0
2008-03-06,29.971031188964844,29.749698638916016,29.626012802124023,30.921459197998047,737700.0
2008-03-07,29.267974853515625,29.274484634399414,28.929466247558594,29.78224754333496,397500.0
2008-03-10,29.36562156677246,29.29401397705078,28.88389778137207,29.78224754333496,475000.0
2008-03-11,29.775737762451172,29.326562881469727,28.493310928344727,30.849851608276367,1074600.0
2008-03-12,30.094717025756836,29.554405212402344,29.254955291748047,30.094717025756836,631900.0
2008-03-13,29.15730857849121,29.821306228637695,29.09872055053711,29.879894256591797,747400.0
2008-03-14,30.023109436035156,29.469778060913086,29.046642303466797,30.303030014038086,556700.0
2008-03-17,28.968524932861328,29.22891616821289,28.8057804107666,29.78875732421875,655600.0
2008-03-18,30.381147384643555,30.4722843170166,29.417699813842773,30.55691146850586,1048500.0
2008-03-19,30.56342124938965,29.834325790405273,29.834325790405273,31.220909118652344,364000.0
2008-03-20,30.14028549194336,30.48530387878418,29.554405212402344,31.565927505493164,2184700.0
2008-03-24,30.452754974365234,31.31855583190918,30.374637603759766,31.31855583190918,1066800.0
2008-03-25,31.403182983398438,31.201379776000977,30.68710708618164,31.46177101135254,593300.0
2008-03-26,30.993066787719727,30.316049575805664,30.27699089050293,31.31204605102539,569600.0
2008-03-27,29.951501846313477,29.619503021240234,29.404680252075195,30.75220489501953,550300.0
2008-03-28,29.599973678588867,29.111740112304688,28.838329315185547,29.671581268310547,1053500.0
2008-03-31,29.30052375793457,29.118249893188477,28.701623916625977,29.58695411682129,833500.0
2008-04-01,28.786251068115234,29.163818359375,27.76421546936035,29.5218563079834,1225800.0
2008-04-02,29.29401397705078,29.495817184448242,29.150798797607422,30.049148559570312,770800.0
2008-04-03,29.22891616821289,29.704130172729492,29.118249893188477,29.9384822845459,669800.0
2008-04-04,29.85385513305664,29.059661865234375,28.935976028442383,29.85385513305664,1060000.0
2008-04-07,29.44373893737793,30.237932205200195,29.44373893737793,30.641538619995117,1830500.0
2008-04-08,30.0556583404541,29.873384475708008,29.599973678588867,30.7717342376709,714000.0
2008-04-09,29.79526710510254,29.267974853515625,28.89040756225586,30.3551082611084,857500.0
2008-04-10,30.107736587524414,29.391660690307617,28.994564056396484,30.296520233154297,882700.0
2008-04-11,28.94899559020996,29.131269454956055,28.922956466674805,29.697620391845703,913300.0
2008-04-14,29.287504196166992,30.036128997802734,28.8057804107666,30.120756149291992,1043900.0
2008-04-15,30.316049575805664,30.667577743530273,29.984050750732422,30.83683204650879,1046800.0
2008-04-16,31.03212547302246,31.74169158935547,30.927968978881836,32.16482925415039,1428000.0
2008-04-17,31.963024139404297,32.060672760009766,31.72867202758789,32.29502487182617,774500.0
2008-04-18,32.56843566894531,32.03463363647461,31.637535095214844,32.56843566894531,658400.0
2008-04-21,31.754711151123047,31.787260055541992,31.04514503479004,31.923965454101562,364700.0
2008-04-22,31.87839698791504,30.875890731811523,30.70012664794922,31.87839698791504,467600.0
2008-04-23,30.713146209716797,31.767730712890625,30.713146209716797,31.81329917907715,578000.0
2008-04-24,31.676593780517578,31.904436111450195,31.474790573120117,32.15831756591797,405600.0
2008-04-25,32.15180969238281,31.989063262939453,31.31855583190918,32.15180969238281,444300.0
2008-04-28,31.897926330566406,31.93698501586914,31.142791748046875,32.22341537475586,413800.0
2008-04-29,31.676593780517578,31.910945892333984,31.403182983398438,31.976043701171875,356100.0
2008-04-30,31.982553482055664,31.624515533447266,31.481300354003906,32.874393463134766,591400.0
2008-05-01,31.59196662902832,32.314552307128906,31.32506561279297,32.679100036621094,613300.0
2008-05-02,32.67259216308594,31.7221622467041,31.66357421875,32.874393463134766,555400.0
2008-05-05,31.832828521728516,31.18185043334961,30.465774536132812,31.832828521728516,791100.0
2008-05-06,31.10373306274414,31.53337860107422,30.947498321533203,31.637535095214844,364700.0
2008-05-07,31.761220932006836,32.22992706298828,31.65706443786621,32.750709533691406,546500.0
2008-05-08,33.037139892578125,31.819808959960938,31.46177101135254,33.39517593383789,705700.0
2008-05-09,31.73518180847168,32.30804443359375,31.279497146606445,32.522865295410156,459300.0
2008-05-12,32.42522048950195,32.874393463134766,31.87839698791504,33.06317901611328,329300.0
2008-05-13,32.874393463134766,32.522865295410156,32.282005310058594,33.38215637207031,290000.0
2008-05-14,32.50984573364258,32.99808120727539,32.490318298339844,33.33658981323242,296100.0
2008-05-15,32.86788558959961,33.27149200439453,32.48380661010742,33.39517593383789,196000.0
2008-05-16,33.369136810302734,33.02412033081055,32.08671188354492,33.49282455444336,337600.0
2008-05-19,32.972042083740234,32.600982666015625,32.41870880126953,33.037139892578125,436800.0
2008-05-20,32.555416107177734,32.22341537475586,32.1973762512207,32.82231521606445,402100.0
2008-05-21,32.535884857177734,31.80027961730957,31.338085174560547,32.555416107177734,536800.0
2008-05-22,31.80027961730957,33.05666732788086,31.38365364074707,33.147804260253906,866400.0
2008-05-23,33.12827682495117,30.381147384643555,30.296520233154297,33.12827682495117,919200.0
2008-05-27,30.237932205200195,30.231422424316406,29.541385650634766,30.76522445678711,652200.0
2008-05-28,30.257461547851562,30.368127822875977,29.619503021240234,30.914949417114258,505300.0
2008-05-29,30.303030014038086,30.296520233154297,30.101226806640625,30.843341827392578,497400.0
2008-05-30,29.977540969848633,29.834325790405273,29.44373893737793,30.28350067138672,658700.0
2008-06-02,30.19887351989746,29.599973678588867,28.851348876953125,30.19887351989746,725900.0
2008-06-03,29.892913818359375,29.72365951538086,29.2224063873291,30.159814834594727,636300.0
2008-06-04,29.43071937561035,30.498323440551758,29.417699813842773,30.595970153808594,825600.0
2008-06-05,31.409692764282227,31.618005752563477,31.1883602142334,32.21039581298828,539400.0
2008-06-06,31.546398162841797,30.3551082611084,30.166324615478516,31.546398162841797,660300.0
2008-06-09,30.62851905822754,31.084203720092773,30.595970153808594,31.65706443786621,538300.0
2008-06-10,30.648048400878906,31.761220932006836,30.635028839111328,31.93698501586914,444200.0
2008-06-11,31.507339477539062,29.37864112854004,29.352602005004883,31.761220932006836,1048300.0
2008-06-12,30.296520233154297,30.70012664794922,30.101226806640625,31.819808959960938,1291300.0
2008-06-13,31.136281967163086,31.331575393676758,30.42020606994629,31.435731887817383,744400.0
2008-06-16,31.37714385986328,32.15831756591797,30.804283142089844,32.48380661010742,546900.0
2008-06-17,32.16482925415039,31.910945892333984,31.59196662902832,32.268985748291016,347500.0
2008-06-18,31.891416549682617,31.331575393676758,30.82381248474121,32.268985748291016,390700.0
2008-06-19,31.500829696655273,32.041141510009766,31.38365364074707,32.17133712768555,456500.0
2008-06-20,30.179344177246094,31.214399337768555,30.179344177246094,31.79376983642578,638500.0
2008-06-23,31.45526123046875,31.3055362701416,31.019105911254883,31.65706443786621,320200.0
2008-06-24,31.344594955444336,30.55691146850586,30.329069137573242,31.344594955444336,656800.0
2008-06-25,30.732675552368164,31.59847640991211,30.530872344970703,32.02161407470703,576300.0
2008-06-26,31.624515533447266,30.179344177246094,29.86036491394043,31.624515533447266,526600.0
2008-06-27,29.9970703125,29.879894256591797,29.176837921142578,30.465774536132812,775800.0
