Date,aehropen,aehrclose,aehrlow,aehrhigh,aehrvolume
2008-03-18,6.019999980926514,6.349999904632568,6.019999980926514,6.400000095367432,8300
2008-03-19,6.380000114440918,6.25,6.199999809265137,6.400000095367432,4900
2008-03-20,5.760000228881836,6.25,5.760000228881836,6.300000190734863,9100
2008-03-24,6.300000190734863,6.570000171661377,6.25,6.980000019073486,53500
2008-03-25,6.739999771118164,7.090000152587891,6.739999771118164,7.440000057220459,23200
2008-03-26,7.699999809265137,8.069999694824219,7.510000228881836,8.09000015258789,118900
2008-03-27,7.989999771118164,8.100000381469727,7.849999904632568,8.170000076293945,68800
2008-03-28,8.029999732971191,7.610000133514404,7.440000057220459,8.050000190734863,91900
2008-03-31,7.840000152587891,8.449999809265137,7.840000152587891,8.720000267028809,150100
2008-04-01,8.449999809265137,8.9399995803833,8.350000381469727,8.9399995803833,105900
2008-04-02,8.9399995803833,8.649999618530273,8.600000381469727,8.949999809265137,52100
2008-04-03,8.779999732971191,8.979999542236328,8.369999885559082,9.0,73300
2008-04-04,9.0,8.710000038146973,8.550000190734863,9.0,48900
2008-04-07,8.850000381469727,9.25,8.729999542236328,9.25,153800
2008-04-08,9.25,9.5,8.800000190734863,9.5,74900
2008-04-09,9.350000381469727,9.25,8.899999618530273,9.369999885559082,75900
2008-04-10,9.25,8.960000038146973,8.869999885559082,9.25,54200
2008-04-11,8.930000305175781,8.720000267028809,8.579999923706055,8.960000038146973,41800
2008-04-14,8.979999542236328,8.460000038146973,8.460000038146973,8.979999542236328,53400
2008-04-15,8.739999771118164,8.399999618530273,8.109999656677246,8.739999771118164,56800
2008-04-16,8.640000343322754,8.850000381469727,8.199999809265137,8.850000381469727,82500
2008-04-17,8.75,8.479999542236328,8.479999542236328,8.75,43200
2008-04-18,8.75,8.180000305175781,8.0,8.949999809265137,211900
2008-04-21,8.350000381469727,8.600000381469727,8.210000038146973,8.6899995803833,80100
2008-04-22,8.75,8.699999809265137,8.329999923706055,8.960000038146973,132100
2008-04-23,8.710000038146973,8.6899995803833,8.619999885559082,8.739999771118164,56400
2008-04-24,8.609999656677246,8.399999618530273,8.399999618530273,8.760000228881836,40300
2008-04-25,8.529999732971191,8.369999885559082,8.210000038146973,8.670000076293945,40500
2008-04-28,8.329999923706055,8.640000343322754,8.300000190734863,8.710000038146973,77700
2008-04-29,8.75,8.699999809265137,8.319999694824219,8.75,59100
2008-04-30,8.680000305175781,8.5,8.399999618530273,8.6899995803833,58600
2008-05-01,8.5,8.729999542236328,8.399999618530273,9.350000381469727,218600
2008-05-02,8.949999809265137,8.6899995803833,8.5,9.15999984741211,215400
2008-05-05,8.960000038146973,8.75,8.619999885559082,8.960000038146973,143000
2008-05-06,8.729999542236328,8.760000228881836,8.6899995803833,8.84000015258789,174900
2008-05-07,8.8100004196167,8.609999656677246,8.609999656677246,8.8100004196167,35800
2008-05-08,8.65999984741211,8.380000114440918,8.0,8.65999984741211,95300
2008-05-09,8.399999618530273,8.5600004196167,8.350000381469727,8.75,58100
2008-05-12,8.550000190734863,8.699999809265137,8.229999542236328,8.779999732971191,59100
2008-05-13,8.729999542236328,8.75,8.699999809265137,8.949999809265137,74000
2008-05-14,8.8100004196167,8.75,8.600000381469727,8.8100004196167,71500
2008-05-15,8.789999961853027,8.779999732971191,8.710000038146973,8.850000381469727,63400
2008-05-16,8.859999656677246,8.699999809265137,8.5600004196167,8.859999656677246,39700
2008-05-19,8.869999885559082,8.789999961853027,8.699999809265137,8.949999809265137,113700
2008-05-20,8.789999961853027,8.720000267028809,8.65999984741211,8.84000015258789,71500
2008-05-21,8.75,8.649999618530273,8.649999618530273,8.75,46000
2008-05-22,8.65999984741211,8.460000038146973,8.449999809265137,8.699999809265137,24000
2008-05-23,8.4399995803833,8.550000190734863,8.279999732971191,8.6899995803833,32300
2008-05-27,8.550000190734863,8.630000114440918,8.550000190734863,9.199999809265137,150000
2008-05-28,8.779999732971191,8.739999771118164,8.699999809265137,8.979999542236328,82500
2008-05-29,8.800000190734863,8.75,8.6899995803833,8.800000190734863,39100
2008-05-30,8.770000457763672,8.699999809265137,8.6899995803833,8.899999618530273,93500
2008-06-02,8.800000190734863,8.84000015258789,8.699999809265137,9.170000076293945,112100
2008-06-03,9.020000457763672,9.609999656677246,8.989999771118164,9.84000015258789,578700
2008-06-04,9.75,10.40999984741211,9.649999618530273,10.5,535100
2008-06-05,10.5,10.350000381469727,10.210000038146973,10.5,168400
2008-06-06,10.5,10.350000381469727,9.819999694824219,10.949999809265137,437000
2008-06-09,10.430000305175781,10.890000343322754,10.079999923706055,11.199999809265137,466200
2008-06-10,11.0,10.829999923706055,10.369999885559082,11.0,104300
2008-06-11,10.779999732971191,10.300000190734863,10.300000190734863,10.800000190734863,121700
2008-06-12,10.3100004196167,9.40999984741211,9.029999732971191,10.770000457763672,302300
2008-06-13,9.470000267028809,9.6899995803833,9.109999656677246,10.199999809265137,201500
2008-06-16,9.699999809265137,10.220000267028809,9.699999809265137,10.380000114440918,127500
2008-06-17,10.300000190734863,10.180000305175781,10.100000381469727,10.4399995803833,65500
2008-06-18,10.170000076293945,9.949999809265137,9.869999885559082,10.199999809265137,55300
2008-06-19,9.970000267028809,10.65999984741211,9.9399995803833,10.84000015258789,327000
2008-06-20,10.65999984741211,10.09000015258789,9.890000343322754,10.65999984741211,171100
2008-06-23,10.15999984741211,10.34000015258789,10.149999618530273,10.489999771118164,121000
2008-06-24,10.350000381469727,9.9399995803833,9.920000076293945,10.470000267028809,68600
2008-06-25,9.899999618530273,9.369999885559082,9.25,9.899999618530273,194400
2008-06-26,9.319999694824219,8.1899995803833,8.039999961853027,9.319999694824219,362700
2008-06-27,8.210000038146973,8.010000228881836,7.699999809265137,8.229999542236328,233300
2008-06-30,7.510000228881836,7.730000019073486,7.449999809265137,8.0,260600
2008-07-01,7.730000019073486,8.0,7.510000228881836,8.100000381469727,148000
2008-07-02,8.130000114440918,8.050000190734863,7.75,8.130000114440918,130200
2008-07-03,7.960000038146973,7.78000020980835,7.75,8.029999732971191,59500
2008-07-07,7.679999828338623,6.989999771118164,6.670000076293945,7.800000190734863,342300
2008-07-08,6.710000038146973,7.050000190734863,6.489999771118164,7.119999885559082,146700
2008-07-09,7.0,6.849999904632568,6.840000152587891,7.099999904632568,50500
2008-07-10,6.820000171661377,7.0,6.71999979019165,7.03000020980835,42700
2008-07-11,6.869999885559082,6.639999866485596,6.590000152587891,7.050000190734863,72800
2008-07-14,6.690000057220459,6.300000190734863,6.150000095367432,6.960000038146973,102500
2008-07-15,6.349999904632568,6.420000076293945,6.139999866485596,6.699999809265137,77800
2008-07-16,6.480000019073486,6.639999866485596,6.199999809265137,6.820000171661377,64400
2008-07-17,6.769999980926514,6.690000057220459,6.510000228881836,6.960000038146973,80500
2008-07-18,6.769999980926514,7.039999961853027,6.690000057220459,7.039999961853027,53500
2008-07-21,7.300000190734863,7.349999904632568,7.110000133514404,7.46999979019165,150100
2008-07-22,7.369999885559082,7.670000076293945,7.099999904632568,7.670000076293945,88600
2008-07-23,5.599999904632568,5.429999828338623,5.159999847412109,5.699999809265137,1226300
2008-07-24,5.480000019073486,5.130000114440918,5.050000190734863,5.480000019073486,303400
2008-07-25,5.199999809265137,4.949999809265137,4.949999809265137,5.199999809265137,210700
2008-07-28,4.889999866485596,4.789999961853027,4.539999961853027,4.889999866485596,337100
2008-07-29,4.800000190734863,4.739999771118164,4.650000095367432,4.989999771118164,168400
2008-07-30,4.730000019073486,4.75,4.650000095367432,4.800000190734863,111300
2008-07-31,4.699999809265137,4.789999961853027,4.579999923706055,4.820000171661377,78500
2008-08-01,4.739999771118164,4.710000038146973,4.599999904632568,4.769999980926514,69600
2008-08-04,4.599999904632568,4.510000228881836,4.46999979019165,4.639999866485596,156500
2008-08-05,4.510000228881836,4.710000038146973,4.440000057220459,4.849999904632568,110500
2008-08-06,4.730000019073486,4.630000114440918,4.590000152587891,4.739999771118164,48000
2008-08-07,4.630000114440918,4.610000133514404,4.5,4.630000114440918,51600
2008-08-08,4.639999866485596,4.610000133514404,4.489999771118164,4.639999866485596,75300
2008-08-11,4.489999771118164,4.5,4.449999809265137,4.699999809265137,156500
2008-08-12,4.5,4.510000228881836,4.5,4.639999866485596,58100
2008-08-13,4.539999961853027,4.670000076293945,4.5,4.679999828338623,47000
2008-08-14,4.869999885559082,4.78000020980835,4.630000114440918,5.0,186400
2008-08-15,4.840000152587891,4.739999771118164,4.71999979019165,4.840000152587891,45200
2008-08-18,4.75,4.78000020980835,4.679999828338623,4.849999904632568,65900
2008-08-19,4.710000038146973,4.570000171661377,4.5,4.710000038146973,93200
2008-08-20,4.510000228881836,4.570000171661377,4.510000228881836,4.639999866485596,32200
2008-08-21,4.5,4.619999885559082,4.5,4.730000019073486,89500
2008-08-22,4.619999885559082,4.619999885559082,4.599999904632568,4.699999809265137,38000
2008-08-25,4.630000114440918,4.5,4.5,4.679999828338623,57100
2008-08-26,4.5,4.360000133514404,4.28000020980835,4.510000228881836,120600
2008-08-27,4.340000152587891,4.420000076293945,4.329999923706055,4.489999771118164,60500
2008-08-28,4.429999828338623,4.409999847412109,4.309999942779541,4.5,82800
2008-08-29,4.429999828338623,4.369999885559082,4.349999904632568,4.460000038146973,27900
2008-09-02,4.460000038146973,4.300000190734863,4.230000019073486,4.46999979019165,84200
2008-09-03,4.21999979019165,4.309999942779541,4.159999847412109,4.429999828338623,62600
2008-09-04,4.119999885559082,4.130000114440918,4.110000133514404,4.260000228881836,61200
2008-09-05,4.059999942779541,4.070000171661377,4.010000228881836,4.110000133514404,66900
2008-09-08,4.099999904632568,4.039999961853027,3.9100000858306885,4.150000095367432,89600
2008-09-09,3.990000009536743,3.799999952316284,3.759999990463257,4.03000020980835,70900
2008-09-10,3.880000114440918,3.7799999713897705,3.7100000381469727,3.950000047683716,41000
2008-09-11,3.7200000286102295,4.0,3.7200000286102295,4.0,71800
2008-09-12,4.0,3.890000104904175,3.869999885559082,4.0,42700
2008-09-15,3.7100000381469727,3.549999952316284,3.549999952316284,3.740000009536743,68700
2008-09-16,3.4700000286102295,3.6500000953674316,3.200000047683716,3.6500000953674316,79000
2008-09-17,3.4100000858306885,3.5,3.240000009536743,3.7200000286102295,91600
2008-09-18,3.430000066757202,3.75,3.4000000953674316,3.799999952316284,146300
2008-09-19,3.8499999046325684,3.7799999713897705,3.5899999141693115,3.9000000953674316,174500
2008-09-22,3.8499999046325684,3.5899999141693115,3.4600000381469727,3.9000000953674316,182400
2008-09-23,3.509999990463257,3.3299999237060547,3.309999942779541,3.6500000953674316,139500
2008-09-24,3.3399999141693115,3.359999895095825,3.299999952316284,3.5,108000
2008-09-25,3.4000000953674316,3.390000104904175,3.309999942779541,3.490000009536743,96700
2008-09-26,3.4100000858306885,3.9200000762939453,3.4000000953674316,4.050000190734863,290700
2008-09-29,3.7899999618530273,3.0999999046325684,3.0199999809265137,3.809999942779541,178300
2008-09-30,3.109999895095825,3.7100000381469727,3.109999895095825,3.7100000381469727,108900
2008-10-01,3.6700000762939453,3.630000114440918,3.450000047683716,3.6700000762939453,28200
2008-10-02,3.6500000953674316,3.3399999141693115,3.2300000190734863,3.680000066757202,74800
2008-10-03,3.450000047683716,3.299999952316284,3.299999952316284,3.5199999809265137,48200
2008-10-06,3.259999990463257,3.0,2.869999885559082,3.2699999809265137,134900
2008-10-07,2.9700000286102295,2.950000047683716,2.950000047683716,3.119999885559082,81800
2008-10-08,2.9000000953674316,2.75,2.6500000953674316,2.9000000953674316,146300
2008-10-09,2.869999885559082,2.5,2.5,2.869999885559082,83900
2008-10-10,2.5,2.8499999046325684,2.2699999809265137,2.940000057220459,120600
2008-10-13,2.880000114440918,2.950000047683716,2.700000047683716,2.990000009536743,25300
2008-10-14,3.069999933242798,3.0399999618530273,2.9600000381469727,3.25,67600
2008-10-15,3.0399999618530273,2.799999952316284,2.759999990463257,3.049999952316284,19000
2008-10-16,2.809999942779541,2.880000114440918,2.5399999618530273,2.880000114440918,47700
2008-10-17,2.8299999237060547,2.9700000286102295,2.5,3.049999952316284,53400
2008-10-20,2.9200000762939453,2.869999885559082,2.809999942779541,2.950000047683716,39300
2008-10-21,2.75,2.7799999713897705,2.700000047683716,2.8499999046325684,166200
2008-10-22,2.680000066757202,2.569999933242798,2.549999952316284,2.7899999618530273,47300
2008-10-23,2.5999999046325684,2.4700000286102295,2.4600000381469727,2.5999999046325684,15600
2008-10-24,2.4200000762939453,2.490000009536743,2.3399999141693115,2.5899999141693115,19700
2008-10-27,2.4000000953674316,2.319999933242798,2.2699999809265137,2.430000066757202,21700
2008-10-28,2.3299999237060547,2.299999952316284,2.2699999809265137,2.369999885559082,81100
2008-10-29,2.319999933242798,2.450000047683716,2.2899999618530273,2.450000047683716,23400
2008-10-30,2.450000047683716,2.4800000190734863,2.450000047683716,2.4800000190734863,38700
2008-10-31,2.4800000190734863,2.740000009536743,2.440000057220459,2.75,52500
2008-11-03,2.7799999713897705,3.009999990463257,2.6500000953674316,3.049999952316284,32300
2008-11-04,3.0799999237060547,3.0,2.9100000858306885,3.0999999046325684,19800
2008-11-05,2.950000047683716,2.9200000762939453,2.9200000762939453,3.0299999713897705,12900
2008-11-06,2.9100000858306885,2.7300000190734863,2.7300000190734863,2.9100000858306885,12000
2008-11-07,2.8499999046325684,2.7899999618530273,2.7899999618530273,2.930000066757202,10400
2008-11-10,2.819999933242798,2.6500000953674316,2.640000104904175,2.950000047683716,14700
2008-11-11,2.640000104904175,2.549999952316284,2.5199999809265137,2.7100000381469727,16000
2008-11-12,2.5199999809265137,2.3399999141693115,2.299999952316284,2.549999952316284,39800
2008-11-13,2.2799999713897705,2.25,2.119999885559082,2.2799999713897705,28100
2008-11-14,2.25,2.25,2.119999885559082,2.299999952316284,50700
2008-11-17,2.25,2.119999885559082,2.119999885559082,2.25,23100
2008-11-18,2.109999895095825,2.0899999141693115,2.069999933242798,2.2899999618530273,91400
2008-11-19,2.049999952316284,1.899999976158142,1.8899999856948853,2.0899999141693115,41400
2008-11-20,1.9299999475479126,1.6799999475479126,1.6100000143051147,1.9299999475479126,49400
2008-11-21,1.6699999570846558,1.600000023841858,1.5,1.6699999570846558,39800
2008-11-24,1.6299999952316284,1.5700000524520874,1.5199999809265137,1.6299999952316284,22100
2008-11-25,1.5199999809265137,1.4500000476837158,1.4299999475479126,1.5700000524520874,69600
2008-11-26,1.5700000524520874,1.7000000476837158,1.4299999475479126,1.7899999618530273,60700
2008-11-28,1.7400000095367432,2.190000057220459,1.690000057220459,2.430000066757202,34700
2008-12-01,2.0299999713897705,1.940000057220459,1.8300000429153442,2.0799999237060547,20200
2008-12-02,2.0399999618530273,2.069999933242798,1.9600000381469727,2.0899999141693115,2600
2008-12-03,2.069999933242798,2.049999952316284,2.0199999809265137,2.069999933242798,2100
2008-12-04,2.049999952316284,1.940000057220459,1.940000057220459,2.049999952316284,5100
2008-12-05,1.899999976158142,2.009999990463257,1.899999976158142,2.0299999713897705,16300
2008-12-08,2.049999952316284,2.0999999046325684,2.0,2.119999885559082,9000
2008-12-09,2.130000114440918,2.1700000762939453,2.0899999141693115,2.25,20000
2008-12-10,2.3299999237060547,2.4000000953674316,2.299999952316284,2.4600000381469727,43100
2008-12-11,2.4600000381469727,2.3499999046325684,2.3499999046325684,2.4600000381469727,10500
2008-12-12,2.200000047683716,2.299999952316284,2.200000047683716,2.3499999046325684,4100
2008-12-15,2.2100000381469727,2.25,2.200000047683716,2.299999952316284,7600
2008-12-16,2.2100000381469727,2.319999933242798,2.2100000381469727,2.4100000858306885,13800
2008-12-17,2.450000047683716,2.259999990463257,2.109999895095825,2.450000047683716,30900
2008-12-18,2.2799999713897705,2.390000104904175,2.25,2.4000000953674316,5000
2008-12-19,2.3499999046325684,2.1700000762939453,2.1700000762939453,2.390000104904175,10400
2008-12-22,2.25,2.359999895095825,2.180000066757202,2.390000104904175,7300
2008-12-23,2.390000104904175,2.0999999046325684,2.0999999046325684,2.390000104904175,23100
2008-12-24,2.0999999046325684,2.130000114440918,2.0999999046325684,2.130000114440918,1300
2008-12-26,2.1500000953674316,2.1600000858306885,2.109999895095825,2.2100000381469727,4200
2008-12-29,2.2100000381469727,2.0399999618530273,2.0399999618530273,2.2100000381469727,13800
2008-12-30,2.009999990463257,2.059999942779541,2.0,2.059999942779541,36800
2008-12-31,2.0,2.049999952316284,2.0,2.1500000953674316,38200
2009-01-02,2.2100000381469727,2.4000000953674316,2.0,2.4000000953674316,19600
2009-01-05,2.430000066757202,2.6700000762939453,2.4000000953674316,2.700000047683716,59500
2009-01-06,2.700000047683716,2.680000066757202,2.6500000953674316,2.880000114440918,41700
2009-01-07,2.490000009536743,2.109999895095825,1.909999966621399,2.490000009536743,175500
2009-01-08,2.1500000953674316,2.25,2.130000114440918,2.2899999618530273,15600
2009-01-09,2.299999952316284,2.190000057220459,2.140000104904175,2.299999952316284,20400
2009-01-12,2.2699999809265137,2.119999885559082,2.109999895095825,2.2699999809265137,29100
2009-01-13,2.0999999046325684,2.0799999237060547,2.0799999237060547,2.200000047683716,8700
2009-01-14,2.0799999237060547,2.059999942779541,2.059999942779541,2.0999999046325684,11400
2009-01-15,2.049999952316284,1.9299999475479126,1.9199999570846558,2.049999952316284,36100
2009-01-16,1.9500000476837158,1.7999999523162842,1.7999999523162842,1.9500000476837158,48300
2009-01-20,1.8899999856948853,1.590000033378601,1.5800000429153442,1.8899999856948853,59300
2009-01-21,1.7000000476837158,1.6399999856948853,1.600000023841858,1.7000000476837158,19100
2009-01-22,1.6399999856948853,1.5800000429153442,1.5700000524520874,1.6399999856948853,30800
2009-01-23,1.6399999856948853,1.6200000047683716,1.5700000524520874,1.6399999856948853,16700
2009-01-26,1.690000057220459,1.590000033378601,1.5800000429153442,1.690000057220459,14100
2009-01-27,1.600000023841858,1.5499999523162842,1.5499999523162842,1.600000023841858,10500
2009-01-28,1.6699999570846558,1.5,1.4700000286102295,1.6699999570846558,74400
2009-01-29,1.4900000095367432,1.4700000286102295,1.4700000286102295,1.5,11000
2009-01-30,1.4700000286102295,1.4600000381469727,1.4600000381469727,1.4900000095367432,9200
2009-02-02,1.4700000286102295,1.4299999475479126,1.3799999952316284,1.5,31900
2009-02-03,1.4500000476837158,1.4299999475479126,1.4299999475479126,1.4500000476837158,23600
2009-02-04,1.4500000476837158,1.3799999952316284,1.3799999952316284,1.4500000476837158,55900
2009-02-05,1.350000023841858,1.350000023841858,1.3200000524520874,1.399999976158142,32200
2009-02-06,1.309999942779541,1.3899999856948853,1.309999942779541,1.4500000476837158,55300
2009-02-09,1.3899999856948853,1.3899999856948853,1.350000023841858,1.4700000286102295,16800
2009-02-10,1.3899999856948853,1.3200000524520874,1.3200000524520874,1.409999966621399,15900
2009-02-11,1.3899999856948853,1.2899999618530273,1.2899999618530273,1.440000057220459,9200
2009-02-12,1.2799999713897705,1.2200000286102295,1.2200000286102295,1.2999999523162842,46600
2009-02-13,1.25,1.1799999475479126,1.1799999475479126,1.25,25900
2009-02-17,1.1799999475479126,1.159999966621399,1.149999976158142,1.3799999952316284,36400
2009-02-18,1.2000000476837158,1.1799999475479126,1.1699999570846558,1.2000000476837158,6600
2009-02-19,1.1799999475479126,1.1799999475479126,1.1699999570846558,1.2599999904632568,5600
2009-02-20,1.1699999570846558,1.2000000476837158,1.1399999856948853,1.2899999618530273,6600
2009-02-23,1.2300000190734863,1.1399999856948853,1.1399999856948853,1.2999999523162842,15100
2009-02-24,1.2100000381469727,1.0800000429153442,1.0800000429153442,1.2100000381469727,24900
2009-02-25,1.1799999475479126,1.100000023841858,1.100000023841858,1.2100000381469727,3700
2009-02-26,1.1699999570846558,1.1299999952316284,1.0800000429153442,1.1799999475479126,27400
2009-02-27,1.0800000429153442,1.0700000524520874,1.0700000524520874,1.1100000143051147,7100
2009-03-02,1.0700000524520874,0.8999999761581421,0.8600000143051147,1.0700000524520874,173800
2009-03-03,0.8999999761581421,0.8399999737739563,0.8399999737739563,0.949999988079071,57100
2009-03-04,0.8399999737739563,0.8299999833106995,0.8199999928474426,0.8600000143051147,60200
2009-03-05,0.8799999952316284,0.8299999833106995,0.800000011920929,0.8799999952316284,23300
2009-03-06,0.8600000143051147,0.8799999952316284,0.8600000143051147,0.9200000166893005,2600
2009-03-09,0.8899999856948853,0.8199999928474426,0.8199999928474426,0.8899999856948853,19400
2009-03-10,0.8100000023841858,0.8999999761581421,0.800000011920929,0.8999999761581421,26200
2009-03-11,0.9700000286102295,1.0,0.9700000286102295,1.1799999475479126,475200
2009-03-12,1.0800000429153442,1.0099999904632568,0.9800000190734863,1.0800000429153442,89800
2009-03-13,1.0800000429153442,1.0,1.0,1.100000023841858,72400
2009-03-16,1.0700000524520874,0.949999988079071,0.9200000166893005,1.0700000524520874,63800
2009-03-17,0.949999988079071,0.9399999976158142,0.9100000262260437,0.949999988079071,12200
2009-03-18,1.1299999952316284,0.949999988079071,0.9200000166893005,1.1299999952316284,56500
2009-03-19,1.0299999713897705,1.0,0.8999999761581421,1.0499999523162842,53900
2009-03-20,1.0499999523162842,0.949999988079071,0.949999988079071,1.0499999523162842,23800
2009-03-23,1.0299999713897705,1.0199999809265137,1.0,1.0299999713897705,16000
2009-03-24,1.0199999809265137,1.0700000524520874,1.0,1.0700000524520874,27800
2009-03-25,1.100000023841858,1.1299999952316284,1.0700000524520874,1.149999976158142,72700
2009-03-26,1.2000000476837158,1.3700000047683716,1.1699999570846558,1.3700000047683716,95000
2009-03-27,1.3700000047683716,1.309999942779541,1.2000000476837158,1.3700000047683716,88900
2009-03-30,1.2799999713897705,1.2400000095367432,1.2000000476837158,1.2799999713897705,40800
2009-03-31,1.2599999904632568,1.2200000286102295,1.2200000286102295,1.2799999713897705,25300
2009-04-01,1.25,1.340000033378601,1.2200000286102295,1.340000033378601,45100
2009-04-02,1.2999999523162842,1.25,1.25,1.3799999952316284,108800
2009-04-03,0.8500000238418579,0.9300000071525574,0.7900000214576721,0.949999988079071,791900
2009-04-06,0.949999988079071,0.9599999785423279,0.8999999761581421,0.9800000190734863,137800
2009-04-07,0.9800000190734863,0.9100000262260437,0.8999999761581421,0.9800000190734863,38000
2009-04-08,0.9599999785423279,0.8500000238418579,0.8500000238418579,0.9599999785423279,69100
2009-04-09,0.8700000047683716,0.8700000047683716,0.8500000238418579,0.9300000071525574,49600
2009-04-13,0.8999999761581421,0.8600000143051147,0.8500000238418579,0.8999999761581421,19500
2009-04-14,0.8899999856948853,0.8600000143051147,0.8600000143051147,0.8899999856948853,36300
2009-04-15,0.8600000143051147,0.8600000143051147,0.800000011920929,0.8600000143051147,61600
2009-04-16,0.8899999856948853,0.8899999856948853,0.8600000143051147,0.8899999856948853,36500
2009-04-17,0.8899999856948853,0.8899999856948853,0.8500000238418579,0.9100000262260437,21300
2009-04-20,0.8999999761581421,0.8600000143051147,0.8299999833106995,0.8999999761581421,30900
2009-04-21,0.8199999928474426,0.8500000238418579,0.8199999928474426,0.8600000143051147,29400
2009-04-22,0.8600000143051147,0.8899999856948853,0.8500000238418579,0.9200000166893005,38600
2009-04-23,0.8899999856948853,0.8399999737739563,0.8299999833106995,0.8999999761581421,17600
2009-04-24,0.8899999856948853,0.8700000047683716,0.8299999833106995,0.8999999761581421,30500
2009-04-27,0.8999999761581421,0.8700000047683716,0.8500000238418579,0.8999999761581421,18200
2009-04-28,0.8600000143051147,0.8899999856948853,0.8500000238418579,0.8899999856948853,57300
2009-04-29,0.8999999761581421,0.8999999761581421,0.8799999952316284,0.9200000166893005,54600
2009-04-30,0.8999999761581421,1.0299999713897705,0.8999999761581421,1.0800000429153442,233800
