Date,abcdopen,abcdclose,abcdlow,abcdhigh,abcdvolume
2015-07-21,5.010000228881836,5.050000190734863,4.96999979019165,5.099999904632568,97600
2015-07-22,5.059999942779541,5.070000171661377,5.019999980926514,5.230000019073486,145500
2015-07-23,5.099999904632568,5.019999980926514,4.96999979019165,5.099999904632568,137300
2015-07-24,4.980000019073486,4.920000076293945,4.860000133514404,5.070000171661377,91100
2015-07-27,4.860000133514404,4.829999923706055,4.760000228881836,4.909999847412109,68200
2015-07-28,4.829999923706055,4.900000095367432,4.760000228881836,4.920000076293945,45000
2015-07-29,4.889999866485596,4.769999980926514,4.75,4.889999866485596,56700
2015-07-30,4.75,4.579999923706055,4.550000190734863,4.840000152587891,130800
2015-07-31,4.590000152587891,4.699999809265137,4.559999942779541,4.739999771118164,283100
2015-08-03,4.679999828338623,4.900000095367432,4.679999828338623,4.909999847412109,66700
2015-08-04,4.880000114440918,4.78000020980835,4.760000228881836,5.0,59400
2015-08-05,4.800000190734863,4.800000190734863,4.760000228881836,4.900000095367432,38100
2015-08-06,4.800000190734863,4.679999828338623,4.519999980926514,4.809999942779541,46000
2015-08-07,4.659999847412109,4.369999885559082,4.349999904632568,4.659999847412109,73400
2015-08-10,4.380000114440918,4.230000019073486,4.199999809265137,4.559999942779541,57400
2015-08-11,4.21999979019165,4.340000152587891,4.179999828338623,4.380000114440918,99400
2015-08-12,4.239999771118164,4.289999961853027,4.150000095367432,4.309999942779541,78600
2015-08-13,4.179999828338623,4.570000171661377,4.179999828338623,4.889999866485596,178600
2015-08-14,4.539999961853027,4.449999809265137,4.380000114440918,4.71999979019165,88400
2015-08-17,4.400000095367432,4.699999809265137,4.400000095367432,4.739999771118164,87900
2015-08-18,4.71999979019165,4.650000095367432,4.619999885559082,4.78000020980835,62400
2015-08-19,4.659999847412109,4.670000076293945,4.550000190734863,4.78000020980835,184700
2015-08-20,4.710000038146973,4.670000076293945,4.630000114440918,4.860000133514404,114000
2015-08-21,4.599999904632568,4.639999866485596,4.559999942779541,4.849999904632568,145400
2015-08-24,4.449999809265137,4.670000076293945,4.400000095367432,4.670000076293945,166700
2015-08-25,4.739999771118164,4.849999904632568,4.610000133514404,4.989999771118164,128600
2015-08-26,4.989999771118164,4.960000038146973,4.880000114440918,4.989999771118164,102500
2015-08-27,4.980000019073486,5.150000095367432,4.900000095367432,5.320000171661377,216800
2015-08-28,5.150000095367432,5.28000020980835,5.039999961853027,5.449999809265137,219600
2015-08-31,5.340000152587891,5.210000038146973,5.059999942779541,5.400000095367432,256500
2015-09-01,5.110000133514404,5.0,4.889999866485596,5.150000095367432,127300
2015-09-02,4.96999979019165,5.090000152587891,4.71999979019165,5.159999847412109,124300
2015-09-03,5.139999866485596,5.150000095367432,5.110000133514404,5.25,60600
2015-09-04,4.989999771118164,5.090000152587891,4.849999904632568,5.150000095367432,31300
2015-09-08,5.099999904632568,5.130000114440918,5.03000020980835,5.199999809265137,86600
2015-09-09,5.190000057220459,4.989999771118164,4.929999828338623,5.190000057220459,49700
2015-09-10,4.980000019073486,4.889999866485596,4.849999904632568,5.039999961853027,81200
2015-09-11,4.849999904632568,5.0,4.849999904632568,5.059999942779541,53300
2015-09-14,5.010000228881836,4.929999828338623,4.880000114440918,5.010000228881836,33700
2015-09-15,4.909999847412109,4.960000038146973,4.889999866485596,5.0,28500
2015-09-16,4.929999828338623,4.920000076293945,4.849999904632568,4.960000038146973,53000
2015-09-17,4.909999847412109,4.980000019073486,4.900000095367432,5.03000020980835,78900
2015-09-18,4.900000095367432,5.050000190734863,4.900000095367432,5.090000152587891,120500
2015-09-21,4.989999771118164,4.900000095367432,4.860000133514404,5.119999885559082,62400
2015-09-22,4.860000133514404,4.809999942779541,4.670000076293945,4.909999847412109,129700
2015-09-23,4.809999942779541,4.909999847412109,4.78000020980835,4.940000057220459,27000
2015-09-24,4.889999866485596,4.909999847412109,4.78000020980835,4.949999809265137,39800
2015-09-25,4.909999847412109,4.789999961853027,4.78000020980835,4.949999809265137,71400
2015-09-28,4.800000190734863,4.690000057220459,4.659999847412109,4.849999904632568,50700
2015-09-29,4.71999979019165,4.590000152587891,4.5,4.71999979019165,97100
2015-09-30,4.590000152587891,4.769999980926514,4.559999942779541,4.829999923706055,66900
2015-10-01,4.820000171661377,4.75,4.610000133514404,4.820000171661377,40500
2015-10-02,4.75,4.800000190734863,4.659999847412109,4.800000190734863,21700
2015-10-05,4.820000171661377,4.849999904632568,4.789999961853027,4.989999771118164,58500
2015-10-06,4.849999904632568,4.800000190734863,4.760000228881836,4.900000095367432,27000
2015-10-07,4.769999980926514,4.849999904632568,4.769999980926514,4.940000057220459,50000
2015-10-08,4.849999904632568,4.800000190734863,4.679999828338623,4.849999904632568,78000
2015-10-09,4.789999961853027,4.840000152587891,4.78000020980835,4.840000152587891,7000
2015-10-12,4.840000152587891,4.829999923706055,4.760000228881836,4.840000152587891,14800
2015-10-13,4.820000171661377,4.739999771118164,4.699999809265137,4.840000152587891,26200
2015-10-14,4.760000228881836,4.75,4.679999828338623,4.829999923706055,22500
