Date,expeopen,expeclose,expelow,expehigh,expevolume
2008-01-02,63.29999923706055,61.099998474121094,60.34000015258789,63.7599983215332,1726900.0
2008-01-03,61.34000015258789,61.119998931884766,60.7400016784668,61.7599983215332,1096400.0
2008-01-04,62.58000183105469,59.119998931884766,58.540000915527344,62.58000183105469,1330400.0
2008-01-07,59.119998931884766,58.2599983215332,57.84000015258789,59.119998931884766,1308100.0
2008-01-08,58.15999984741211,57.599998474121094,57.400001525878906,59.5,1849000.0
2008-01-09,57.439998626708984,56.540000915527344,55.13999938964844,57.900001525878906,2019900.0
2008-01-10,56.0,54.900001525878906,53.619998931884766,56.34000015258789,4448700.0
2008-01-11,54.65999984741211,52.900001525878906,52.5,54.79999923706055,2370800.0
2008-01-14,53.18000030517578,53.7400016784668,52.29999923706055,54.099998474121094,1960500.0
2008-01-15,52.540000915527344,50.779998779296875,50.20000076293945,52.70000076293945,3678500.0
2008-01-16,51.040000915527344,49.91999816894531,49.560001373291016,51.380001068115234,3031400.0
2008-01-17,49.900001525878906,45.97999954223633,45.540000915527344,49.97999954223633,4378800.0
2008-01-18,45.79999923706055,47.040000915527344,45.79999923706055,48.70000076293945,3625100.0
2008-01-22,45.400001525878906,45.619998931884766,44.5,47.060001373291016,2470100.0
2008-01-23,44.0,46.779998779296875,43.86000061035156,47.68000030517578,3216900.0
2008-01-24,46.400001525878906,47.91999816894531,45.97999954223633,48.34000015258789,2330500.0
2008-01-25,48.400001525878906,46.599998474121094,46.2599983215332,48.400001525878906,1281600.0
2008-01-28,46.79999923706055,45.70000076293945,45.099998474121094,46.880001068115234,2360600.0
2008-01-29,46.15999984741211,46.15999984741211,45.65999984741211,47.02000045776367,3586700.0
2008-01-30,46.060001373291016,45.68000030517578,45.0,47.0,2077200.0
2008-01-31,45.540000915527344,46.040000915527344,45.13999938964844,46.5,2024100.0
2008-02-01,46.20000076293945,46.900001525878906,45.68000030517578,46.939998626708984,1630900.0
2008-02-04,46.779998779296875,46.47999954223633,46.15999984741211,47.459999084472656,1329000.0
2008-02-05,45.31999969482422,44.29999923706055,44.20000076293945,45.779998779296875,2651500.0
2008-02-06,45.18000030517578,45.52000045776367,44.36000061035156,46.65999984741211,2421100.0
2008-02-07,45.7599983215332,47.439998626708984,45.52000045776367,47.900001525878906,4358800.0
2008-02-08,47.459999084472656,50.220001220703125,47.20000076293945,50.65999984741211,3339800.0
2008-02-11,49.79999923706055,49.47999954223633,48.459999084472656,50.13999938964844,2563700.0
2008-02-12,49.70000076293945,48.97999954223633,48.599998474121094,49.79999923706055,1351300.0
2008-02-13,49.20000076293945,50.2599983215332,48.040000915527344,50.5,1937400.0
2008-02-14,50.29999923706055,49.97999954223633,49.81999969482422,50.7400016784668,1334300.0
2008-02-15,49.70000076293945,51.18000030517578,49.2599983215332,51.31999969482422,1724900.0
2008-02-19,51.79999923706055,51.29999923706055,51.040000915527344,52.08000183105469,1632500.0
2008-02-20,50.65999984741211,50.81999969482422,49.099998474121094,50.91999816894531,1506400.0
2008-02-21,50.900001525878906,48.720001220703125,48.5,51.0,1963100.0
2008-02-22,48.880001068115234,48.84000015258789,47.52000045776367,49.0,1464400.0
2008-02-25,48.65999984741211,48.02000045776367,47.29999923706055,49.2599983215332,2397900.0
2008-02-26,48.099998474121094,48.720001220703125,47.7400016784668,49.560001373291016,1035600.0
2008-02-27,48.68000030517578,48.459999084472656,47.939998626708984,49.400001525878906,942400.0
2008-02-28,47.939998626708984,46.91999816894531,46.13999938964844,48.36000061035156,1439200.0
2008-02-29,45.720001220703125,45.86000061035156,45.119998931884766,46.52000045776367,1752200.0
2008-03-03,45.599998474121094,44.599998474121094,43.97999954223633,45.959999084472656,1642200.0
2008-03-04,44.52000045776367,43.18000030517578,41.880001068115234,44.52000045776367,3550200.0
2008-03-05,43.58000183105469,43.7400016784668,43.18000030517578,44.2400016784668,1512400.0
2008-03-06,43.560001373291016,42.599998474121094,42.5,43.880001068115234,1042000.0
2008-03-07,42.279998779296875,42.099998474121094,41.459999084472656,42.91999816894531,1484600.0
2008-03-10,42.599998474121094,42.5,42.119998931884766,43.400001525878906,2262900.0
2008-03-11,43.040000915527344,43.08000183105469,42.02000045776367,43.400001525878906,1502200.0
2008-03-12,43.15999984741211,42.34000015258789,42.220001220703125,43.279998779296875,1502400.0
2008-03-13,42.0,43.31999969482422,41.63999938964844,43.619998931884766,1437800.0
2008-03-14,43.41999816894531,41.7400016784668,41.040000915527344,43.439998626708984,1815500.0
2008-03-17,41.02000045776367,40.959999084472656,40.36000061035156,41.7400016784668,1811400.0
2008-03-18,41.400001525878906,42.880001068115234,40.540000915527344,42.900001525878906,1827000.0
2008-03-19,43.20000076293945,41.279998779296875,41.279998779296875,44.0,1423500.0
2008-03-20,41.540000915527344,43.040000915527344,41.279998779296875,43.040000915527344,1714100.0
2008-03-24,43.099998474121094,44.540000915527344,42.68000030517578,44.959999084472656,1290100.0
2008-03-25,44.5,44.959999084472656,44.18000030517578,45.47999954223633,1282300.0
2008-03-26,45.099998474121094,46.040000915527344,44.439998626708984,46.18000030517578,1894400.0
2008-03-27,46.040000915527344,44.939998626708984,44.939998626708984,46.2599983215332,2179900.0
2008-03-28,45.439998626708984,43.63999938964844,43.400001525878906,45.439998626708984,1788000.0
2008-03-31,43.81999969482422,43.779998779296875,43.5,44.13999938964844,1367400.0
