Date,whropen,whrclose,whrlow,whrhigh,whrvolume
2008-01-02,81.16999816894531,79.87999725341797,78.41999816894531,81.44999694824219,1523400.0
2008-01-03,80.19999694824219,79.12000274658203,78.69000244140625,80.48999786376953,1423600.0
2008-01-04,78.52999877929688,75.63999938964844,75.12000274658203,79.11000061035156,2325800.0
2008-01-07,76.25,76.1500015258789,75.01000213623047,76.6500015258789,1361900.0
2008-01-08,76.68000030517578,74.6500015258789,74.54000091552734,77.70999908447266,1772100.0
2008-01-09,73.72000122070312,73.91999816894531,72.2699966430664,74.0999984741211,1830400.0
2008-01-10,72.93000030517578,74.8499984741211,72.0999984741211,75.73999786376953,1411300.0
2008-01-11,74.30000305175781,73.54000091552734,72.69000244140625,74.30000305175781,1548400.0
2008-01-14,73.98999786376953,72.75,72.0999984741211,74.48999786376953,2168700.0
2008-01-15,72.0999984741211,70.87000274658203,70.30000305175781,72.0999984741211,1723800.0
2008-01-16,69.93000030517578,70.4000015258789,67.19000244140625,70.75,3000900.0
2008-01-17,70.08999633789062,69.80000305175781,69.30999755859375,71.33999633789062,2243000.0
2008-01-18,70.30999755859375,71.52999877929688,69.94999694824219,72.01000213623047,2004900.0
2008-01-22,68.5,74.48999786376953,68.3499984741211,75.43000030517578,2653000.0
2008-01-23,72.16000366210938,81.01000213623047,71.98999786376953,81.05999755859375,3725000.0
2008-01-24,80.5,78.88999938964844,77.80000305175781,81.51000213623047,1827500.0
2008-01-25,79.80999755859375,77.77999877929688,77.52999877929688,83.16999816894531,1338400.0
2008-01-28,77.68000030517578,79.98999786376953,76.55999755859375,79.98999786376953,1653600.0
2008-01-29,80.79000091552734,82.48999786376953,78.93000030517578,82.70999908447266,1416400.0
2008-01-30,82.55000305175781,82.25,81.75,84.44999694824219,1614200.0
2008-01-31,81.2699966430664,85.29000091552734,80.5999984741211,86.19999694824219,2602400.0
2008-02-01,85.01000213623047,85.72000122070312,83.26000213623047,86.0,2116800.0
2008-02-04,85.95999908447266,81.58999633789062,81.0,86.41000366210938,2002600.0
2008-02-05,84.56999969482422,90.0,84.55000305175781,94.19000244140625,10350100.0
2008-02-06,90.98999786376953,90.48999786376953,89.30999755859375,98.0,6830400.0
2008-02-07,89.80999755859375,91.38999938964844,88.37000274658203,92.63999938964844,2594800.0
2008-02-08,91.06999969482422,89.02999877929688,88.43000030517578,91.27999877929688,1383300.0
2008-02-11,87.9800033569336,89.18000030517578,86.01000213623047,89.30999755859375,2017500.0
2008-02-12,89.91000366210938,91.33999633789062,89.18000030517578,92.80999755859375,1917400.0
2008-02-13,92.22000122070312,91.68000030517578,90.63999938964844,92.9800033569336,1019800.0
2008-02-14,91.9000015258789,89.58000183105469,89.37000274658203,92.27999877929688,1120300.0
2008-02-15,89.11000061035156,88.48999786376953,87.88999938964844,90.2699966430664,1273000.0
2008-02-19,89.33999633789062,88.48999786376953,88.05000305175781,90.7300033569336,1251500.0
2008-02-20,88.25,88.81999969482422,86.87999725341797,89.0,1534100.0
2008-02-21,89.30999755859375,89.37000274658203,88.91000366210938,90.98999786376953,1209100.0
2008-02-22,89.06999969482422,88.72000122070312,86.4000015258789,89.3499984741211,1218700.0
2008-02-25,88.70999908447266,88.9000015258789,87.12000274658203,89.83999633789062,1231000.0
2008-02-26,88.25,91.52999877929688,88.25,92.47000122070312,1507300.0
2008-02-27,91.1500015258789,93.9000015258789,90.61000061035156,95.01000213623047,2105600.0
2008-02-28,93.25,90.37999725341797,89.22000122070312,93.25,1626500.0
2008-02-29,89.2699966430664,84.37000274658203,84.16000366210938,89.47000122070312,2086300.0
2008-03-03,84.44000244140625,87.8499984741211,83.61000061035156,87.98999786376953,2057200.0
2008-03-04,86.94000244140625,87.87000274658203,86.08999633789062,88.56999969482422,1953000.0
2008-03-05,84.70999908447266,84.33999633789062,83.61000061035156,87.1500015258789,2671800.0
2008-03-06,83.76000213623047,82.37999725341797,81.79000091552734,84.1500015258789,1682600.0
2008-03-07,81.91000366210938,83.73999786376953,81.37000274658203,85.33000183105469,1871100.0
2008-03-10,83.51000213623047,82.26000213623047,82.19999694824219,84.37999725341797,1356000.0
2008-03-11,83.51000213623047,85.05000305175781,82.80000305175781,85.80999755859375,1573100.0
2008-03-12,85.76000213623047,85.0999984741211,83.5199966430664,86.8499984741211,1081600.0
2008-03-13,83.02999877929688,84.9800033569336,81.62000274658203,85.55999755859375,1621500.0
2008-03-14,85.77999877929688,82.93000030517578,82.0,85.77999877929688,1070300.0
2008-03-17,80.80999755859375,80.91999816894531,78.9000015258789,82.5199966430664,2154600.0
2008-03-18,82.30000305175781,85.47000122070312,81.0999984741211,86.01000213623047,1683700.0
2008-03-19,86.05999755859375,85.44999694824219,85.25,87.30999755859375,1804700.0
2008-03-20,85.44999694824219,88.75,84.30999755859375,89.08999633789062,1443200.0
2008-03-24,89.0,88.37999725341797,87.9000015258789,90.56999969482422,1461200.0
2008-03-25,88.80000305175781,87.66999816894531,86.6500015258789,89.04000091552734,861700.0
2008-03-26,87.66000366210938,86.25,85.94999694824219,88.76000213623047,1235900.0
2008-03-27,86.9000015258789,85.48999786376953,85.43000030517578,87.2699966430664,960600.0
2008-03-28,86.0,85.4000015258789,85.19999694824219,86.58999633789062,574900.0
2008-03-31,85.1500015258789,86.77999877929688,84.20999908447266,87.33000183105469,886800.0
2008-04-01,87.01000213623047,91.27999877929688,87.01000213623047,91.86000061035156,2002700.0
2008-04-02,92.0,91.31999969482422,91.0,92.58999633789062,1442900.0
2008-04-03,90.31999969482422,91.55999755859375,89.70999908447266,91.9800033569336,1009700.0
2008-04-04,91.94999694824219,91.20999908447266,90.02999877929688,92.19999694824219,849300.0
2008-04-07,91.80000305175781,89.9000015258789,89.69999694824219,91.86000061035156,951200.0
2008-04-08,89.22000122070312,89.48999786376953,88.80000305175781,90.29000091552734,1154000.0
2008-04-09,89.36000061035156,87.05000305175781,86.75,89.79000091552734,1050000.0
2008-04-10,86.4000015258789,85.20999908447266,84.5199966430664,86.83999633789062,1887000.0
2008-04-11,81.9800033569336,82.7300033569336,81.75,83.5,2854300.0
2008-04-14,82.86000061035156,81.13999938964844,80.63999938964844,82.86000061035156,1927500.0
2008-04-15,81.5,80.16999816894531,79.41000366210938,82.11000061035156,2264800.0
2008-04-16,80.68000030517578,80.87000274658203,78.0,81.38999938964844,3693600.0
2008-04-17,80.4000015258789,81.44000244140625,80.08000183105469,81.76000213623047,3368900.0
2008-04-18,82.33999633789062,82.01000213623047,80.94000244140625,83.3499984741211,2969700.0
2008-04-21,82.01000213623047,82.97000122070312,81.41000366210938,83.01000213623047,930100.0
2008-04-22,82.30000305175781,80.83999633789062,79.98999786376953,82.58999633789062,1083700.0
2008-04-23,80.81999969482422,82.20999908447266,80.81999969482422,83.30000305175781,1765000.0
2008-04-24,74.37999725341797,73.88999938964844,73.19999694824219,75.7699966430664,6668700.0
2008-04-25,74.13999938964844,76.4000015258789,73.69999694824219,76.66000366210938,2556600.0
2008-04-28,76.75,75.2699966430664,74.25,76.83000183105469,1460300.0
2008-04-29,75.31999969482422,74.44999694824219,72.70999908447266,75.33999633789062,1502000.0
2008-04-30,74.75,72.77999877929688,72.4800033569336,74.75,1214700.0
2008-05-01,72.4000015258789,74.9800033569336,72.05000305175781,75.29000091552734,956200.0
2008-05-02,75.98999786376953,75.5999984741211,74.16999816894531,76.75,1408900.0
2008-05-05,75.44999694824219,73.68000030517578,73.62999725341797,75.44999694824219,1424500.0
2008-05-06,73.69999694824219,73.77999877929688,72.77999877929688,74.87000274658203,1245700.0
2008-05-07,74.31999969482422,73.19999694824219,72.97000122070312,75.29000091552734,1183800.0
2008-05-08,73.55999755859375,71.83000183105469,71.3499984741211,74.0,1385300.0
2008-05-09,71.76000213623047,72.43000030517578,71.12000274658203,73.05000305175781,815200.0
2008-05-12,72.25,74.7699966430664,72.25,74.87999725341797,1070900.0
2008-05-13,74.94999694824219,74.9000015258789,74.3499984741211,75.8499984741211,978600.0
2008-05-14,75.20999908447266,76.69000244140625,74.87999725341797,77.5,886400.0
2008-05-15,77.87000274658203,75.88999938964844,74.83000183105469,80.19999694824219,2623400.0
2008-05-16,75.7300033569336,74.87000274658203,73.91000366210938,76.55000305175781,1520300.0
2008-05-19,75.29000091552734,74.43000030517578,74.06999969482422,76.29000091552734,966700.0
2008-05-20,74.12999725341797,73.22000122070312,72.29000091552734,74.12999725341797,1258800.0
2008-05-21,73.26000213623047,72.1500015258789,71.91000366210938,73.30000305175781,1476800.0
2008-05-22,72.45999908447266,72.38999938964844,71.76000213623047,73.20999908447266,701500.0
2008-05-23,72.55999755859375,71.7699966430664,70.94000244140625,72.55999755859375,816100.0
2008-05-27,72.25,72.9000015258789,71.41999816894531,73.08000183105469,658700.0
2008-05-28,73.19000244140625,72.11000061035156,71.69000244140625,73.93000030517578,1068600.0
2008-05-29,72.33999633789062,74.33999633789062,71.79000091552734,74.86000061035156,1099800.0
2008-05-30,74.38999938964844,73.68000030517578,73.23999786376953,74.58000183105469,749000.0
2008-06-02,73.25,71.38999938964844,71.11000061035156,73.44000244140625,1273600.0
2008-06-03,71.55999755859375,70.75,69.81999969482422,71.66000366210938,755700.0
2008-06-04,70.69000244140625,70.55999755859375,70.0,71.44000244140625,574500.0
2008-06-05,71.04000091552734,71.01000213623047,69.94999694824219,71.6500015258789,836500.0
2008-06-06,70.29000091552734,68.73999786376953,68.69999694824219,70.33999633789062,1415000.0
2008-06-09,69.11000061035156,68.41999816894531,68.11000061035156,69.95999908447266,1587400.0
2008-06-10,67.66999816894531,69.12000274658203,67.56999969482422,69.52999877929688,1121500.0
2008-06-11,68.55999755859375,65.31999969482422,65.11000061035156,68.66000366210938,1674000.0
2008-06-12,65.5,66.13999938964844,65.5,67.0,1022800.0
2008-06-13,66.4000015258789,68.5199966430664,65.76000213623047,68.62999725341797,1504900.0
