Date,ultaopen,ultaclose,ultalow,ultahigh,ultavolume
2008-04-09,14.25,13.729999542236328,13.550000190734863,14.270000457763672,198900.0
2008-04-10,13.760000228881836,14.90999984741211,13.729999542236328,14.989999771118164,129400.0
2008-04-11,14.850000381469727,14.300000190734863,14.239999771118164,14.880000114440918,120900.0
2008-04-14,14.359999656677246,14.40999984741211,14.0600004196167,14.850000381469727,116100.0
2008-04-15,14.420000076293945,14.220000267028809,14.100000381469727,14.529999732971191,48200.0
2008-04-16,14.279999732971191,14.119999885559082,14.029999732971191,14.619999885559082,125600.0
2008-04-17,14.0,14.0,13.800000190734863,14.149999618530273,77100.0
2008-04-18,14.180000305175781,14.100000381469727,13.819999694824219,14.1899995803833,141600.0
2008-04-21,14.0600004196167,14.039999961853027,14.020000457763672,14.390000343322754,118700.0
2008-04-22,13.890000343322754,13.270000457763672,13.210000038146973,14.039999961853027,159300.0
2008-04-23,13.399999618530273,13.289999961853027,12.979999542236328,13.479999542236328,237300.0
2008-04-24,13.210000038146973,13.399999618530273,12.949999809265137,13.609999656677246,512700.0
2008-04-25,13.399999618530273,13.880000114440918,13.369999885559082,14.0,761500.0
2008-04-28,13.90999984741211,13.8100004196167,13.760000228881836,14.0,194000.0
2008-04-29,13.739999771118164,14.170000076293945,13.739999771118164,14.270000457763672,398000.0
2008-04-30,14.239999771118164,14.149999618530273,14.0,14.260000228881836,728200.0
2008-05-01,14.149999618530273,14.960000038146973,14.100000381469727,15.0,837600.0
2008-05-02,15.039999961853027,14.850000381469727,14.720000267028809,15.3100004196167,421300.0
2008-05-05,14.739999771118164,14.550000190734863,14.40999984741211,14.760000228881836,501000.0
2008-05-06,14.430000305175781,14.369999885559082,14.149999618530273,14.600000381469727,81000.0
2008-05-07,14.40999984741211,14.5,14.399999618530273,15.0,149100.0
2008-05-08,14.529999732971191,14.350000381469727,13.949999809265137,14.529999732971191,132000.0
2008-05-09,14.069999694824219,14.210000038146973,13.949999809265137,14.239999771118164,167400.0
2008-05-12,14.279999732971191,14.270000457763672,13.75,14.760000228881836,295500.0
2008-05-13,14.279999732971191,14.600000381469727,14.279999732971191,14.75,132200.0
2008-05-14,14.59000015258789,14.6899995803833,14.59000015258789,15.0,147000.0
2008-05-15,14.670000076293945,14.920000076293945,14.609999656677246,15.0600004196167,447600.0
2008-05-16,14.90999984741211,14.619999885559082,14.520000457763672,15.069999694824219,217700.0
2008-05-19,14.59000015258789,14.15999984741211,14.109999656677246,14.65999984741211,192100.0
2008-05-20,14.050000190734863,13.920000076293945,13.760000228881836,14.1899995803833,214000.0
2008-05-21,13.949999809265137,14.34000015258789,13.829999923706055,14.350000381469727,290100.0
2008-05-22,14.319999694824219,14.289999961853027,14.039999961853027,14.319999694824219,266800.0
2008-05-23,14.1899995803833,13.760000228881836,13.289999961853027,14.1899995803833,159600.0
2008-05-27,13.75,14.369999885559082,13.5,14.5,154900.0
2008-05-28,14.380000114440918,14.989999771118164,14.300000190734863,15.0,310000.0
2008-05-29,15.0,14.899999618530273,14.5600004196167,15.0,370300.0
2008-05-30,14.979999542236328,14.260000228881836,14.260000228881836,15.079999923706055,544800.0
2008-06-02,14.390000343322754,14.289999961853027,13.890000343322754,14.40999984741211,228500.0
2008-06-03,14.300000190734863,13.979999542236328,13.9399995803833,14.550000190734863,317700.0
2008-06-04,13.770000457763672,13.329999923706055,13.319999694824219,14.0,257000.0
2008-06-05,14.829999923706055,14.3100004196167,13.800000190734863,14.970000267028809,600800.0
2008-06-06,14.180000305175781,13.84000015258789,13.680000305175781,14.260000228881836,305700.0
2008-06-09,13.850000381469727,13.350000381469727,13.25,13.850000381469727,231200.0
2008-06-10,13.289999961853027,14.020000457763672,13.270000457763672,14.170000076293945,255900.0
2008-06-11,13.970000267028809,13.079999923706055,13.029999732971191,14.050000190734863,242100.0
2008-06-12,13.180000305175781,12.579999923706055,12.399999618530273,13.579999923706055,235500.0
2008-06-13,12.6899995803833,12.949999809265137,12.59000015258789,13.079999923706055,141600.0
2008-06-16,12.930000305175781,13.449999809265137,12.720000267028809,13.489999771118164,148300.0
2008-06-17,13.479999542236328,13.050000190734863,12.970000267028809,13.65999984741211,154000.0
2008-06-18,12.90999984741211,12.220000267028809,12.170000076293945,12.90999984741211,142000.0
2008-06-19,12.220000267028809,12.229999542236328,12.170000076293945,12.5,162900.0
2008-06-20,12.430000305175781,12.65999984741211,12.430000305175781,13.180000305175781,367400.0
2008-06-23,12.710000038146973,11.579999923706055,11.539999961853027,12.829999923706055,252200.0
2008-06-24,11.520000457763672,11.619999885559082,11.4399995803833,12.270000457763672,223600.0
2008-06-25,11.630000114440918,11.289999961853027,11.079999923706055,11.670000076293945,281100.0
2008-06-26,11.220000267028809,10.489999771118164,10.329999923706055,11.220000267028809,622000.0
2008-06-27,10.449999809265137,11.270000457763672,10.350000381469727,11.270000457763672,2011400.0
2008-06-30,11.239999771118164,11.239999771118164,10.90999984741211,11.609999656677246,1094200.0
2008-07-01,11.100000381469727,11.300000190734863,10.930000305175781,11.350000381469727,1346500.0
2008-07-02,11.279999732971191,10.789999961853027,10.760000228881836,11.300000190734863,198500.0
2008-07-03,10.8100004196167,10.079999923706055,10.079999923706055,10.8100004196167,130400.0
2008-07-07,10.15999984741211,9.619999885559082,9.529999732971191,10.300000190734863,313000.0
2008-07-08,9.600000381469727,10.050000190734863,9.420000076293945,10.079999923706055,325200.0
2008-07-09,10.069999694824219,9.75,9.720000267028809,10.300000190734863,457000.0
2008-07-10,9.75,9.75,9.720000267028809,10.050000190734863,249300.0
2008-07-11,9.640000343322754,9.4399995803833,9.210000038146973,9.649999618530273,794500.0
2008-07-14,9.729999542236328,9.569999694824219,9.449999809265137,9.729999542236328,184400.0
2008-07-15,9.449999809265137,9.59000015258789,9.020000457763672,9.720000267028809,335500.0
2008-07-16,9.649999618530273,10.0,9.489999771118164,10.140000343322754,569300.0
2008-07-17,10.020000457763672,10.350000381469727,9.869999885559082,10.489999771118164,803600.0
2008-07-18,10.359999656677246,9.890000343322754,9.739999771118164,10.359999656677246,582800.0
2008-07-21,10.09000015258789,10.359999656677246,10.09000015258789,10.619999885559082,750800.0
2008-07-22,10.289999961853027,10.729999542236328,10.239999771118164,10.800000190734863,576600.0
2008-07-23,10.859999656677246,11.489999771118164,10.859999656677246,12.050000190734863,1082900.0
2008-07-24,11.569999694824219,11.460000038146973,11.380000114440918,11.800000190734863,201600.0
2008-07-25,11.539999961853027,11.390000343322754,11.25,11.680000305175781,306200.0
2008-07-28,11.329999923706055,10.600000381469727,10.510000228881836,11.40999984741211,199400.0
2008-07-29,10.65999984741211,11.039999961853027,10.569999694824219,11.0600004196167,202600.0
2008-07-30,11.109999656677246,10.930000305175781,10.84000015258789,11.359999656677246,124000.0
2008-07-31,10.510000228881836,9.430000305175781,9.210000038146973,10.539999961853027,620800.0
2008-08-01,9.460000038146973,9.449999809265137,9.40999984741211,9.5,548400.0
2008-08-04,9.479999542236328,9.380000114440918,9.350000381469727,9.979999542236328,864900.0
2008-08-05,9.550000190734863,9.5,9.25,9.550000190734863,525400.0
2008-08-06,9.5,9.869999885559082,9.449999809265137,10.0,791400.0
2008-08-07,9.800000190734863,10.220000267028809,9.800000190734863,10.25,284700.0
2008-08-08,10.270000457763672,11.109999656677246,10.100000381469727,11.229999542236328,446600.0
2008-08-11,10.979999542236328,11.579999923706055,10.979999542236328,12.479999542236328,479200.0
2008-08-12,11.510000228881836,11.760000228881836,11.270000457763672,12.220000267028809,631800.0
2008-08-13,11.6899995803833,11.90999984741211,11.5,11.960000038146973,295900.0
2008-08-14,11.850000381469727,11.979999542236328,11.579999923706055,12.239999771118164,338200.0
2008-08-15,12.079999923706055,12.170000076293945,11.9399995803833,12.25,319300.0
2008-08-18,12.199999809265137,12.229999542236328,12.050000190734863,12.539999961853027,166400.0
2008-08-19,12.119999885559082,11.880000114440918,11.65999984741211,12.25,353800.0
2008-08-20,11.960000038146973,12.010000228881836,11.649999618530273,12.25,115200.0
2008-08-21,11.859999656677246,11.600000381469727,11.479999542236328,11.899999618530273,237300.0
2008-08-22,11.680000305175781,12.029999732971191,11.680000305175781,12.229999542236328,111400.0
2008-08-25,12.010000228881836,11.4399995803833,11.130000114440918,12.0600004196167,278500.0
2008-08-26,11.430000305175781,11.949999809265137,11.430000305175781,12.180000305175781,171500.0
2008-08-27,11.930000305175781,11.199999809265137,11.050000190734863,11.930000305175781,334800.0
2008-08-28,11.229999542236328,11.449999809265137,11.0,11.680000305175781,268300.0
2008-08-29,11.420000076293945,10.880000114440918,10.600000381469727,11.609999656677246,340000.0
2008-09-02,11.119999885559082,11.460000038146973,10.8100004196167,11.460000038146973,1196500.0
2008-09-03,11.460000038146973,11.380000114440918,11.09000015258789,11.510000228881836,773600.0
2008-09-04,11.079999923706055,11.0600004196167,10.6899995803833,11.430000305175781,595600.0
2008-09-05,11.600000381469727,12.630000114440918,10.680000305175781,12.770000457763672,1010900.0
2008-09-08,12.760000228881836,13.760000228881836,12.75,14.0,875200.0
2008-09-09,13.270000457763672,13.4399995803833,13.239999771118164,13.84000015258789,715800.0
2008-09-10,13.619999885559082,13.699999809265137,13.34000015258789,14.079999923706055,523100.0
2008-09-11,13.479999542236328,13.920000076293945,13.399999618530273,13.930000305175781,262900.0
2008-09-12,13.789999961853027,14.0,13.789999961853027,14.210000038146973,352800.0
2008-09-15,13.699999809265137,13.729999542236328,13.319999694824219,14.119999885559082,293000.0
2008-09-16,13.390000343322754,13.930000305175781,13.149999618530273,13.989999771118164,308300.0
2008-09-17,13.760000228881836,13.859999656677246,12.680000305175781,14.0,467500.0
2008-09-18,14.0,13.949999809265137,13.489999771118164,14.039999961853027,605200.0
2008-09-19,14.619999885559082,14.699999809265137,14.039999961853027,14.949999809265137,880100.0
2008-09-22,14.579999923706055,12.84000015258789,12.510000228881836,14.579999923706055,332500.0
2008-09-23,12.829999923706055,12.6899995803833,12.239999771118164,13.270000457763672,253000.0
2008-09-24,12.3100004196167,12.170000076293945,11.5600004196167,12.3100004196167,493900.0
2008-09-25,12.210000038146973,12.579999923706055,12.100000381469727,12.6899995803833,414400.0
2008-09-26,12.1899995803833,13.09000015258789,12.1899995803833,13.1899995803833,528900.0
2008-09-29,13.149999618530273,13.079999923706055,12.760000228881836,14.0600004196167,685500.0
2008-09-30,13.210000038146973,13.279999732971191,12.520000457763672,13.520000457763672,597400.0
2008-10-01,13.130000114440918,13.15999984741211,13.0,13.420000076293945,167200.0
2008-10-02,13.119999885559082,12.619999885559082,12.5,13.329999923706055,394500.0
2008-10-03,12.9399995803833,12.15999984741211,12.109999656677246,13.0,406200.0
2008-10-06,11.930000305175781,11.789999961853027,11.470000267028809,12.199999809265137,419200.0
2008-10-07,12.0,10.899999618530273,10.869999885559082,12.0,235000.0
2008-10-08,10.739999771118164,11.100000381469727,10.5,11.5,707000.0
2008-10-09,11.34000015258789,10.34000015258789,10.170000076293945,11.460000038146973,849400.0
2008-10-10,9.970000267028809,11.890000343322754,9.520000457763672,12.65999984741211,748800.0
2008-10-13,12.550000190734863,11.449999809265137,10.979999542236328,12.550000190734863,129000.0
2008-10-14,11.640000343322754,11.529999732971191,11.180000305175781,12.069999694824219,436300.0
2008-10-15,11.489999771118164,10.3100004196167,10.050000190734863,11.529999732971191,151200.0
2008-10-16,10.460000038146973,10.449999809265137,9.789999961853027,11.34000015258789,273000.0
2008-10-17,10.289999961853027,10.569999694824219,10.029999732971191,10.960000038146973,258500.0
2008-10-20,10.6899995803833,10.600000381469727,10.329999923706055,10.850000381469727,346000.0
2008-10-21,10.4399995803833,10.229999542236328,9.84000015258789,10.949999809265137,291800.0
2008-10-22,9.970000267028809,9.380000114440918,8.949999809265137,10.869999885559082,258300.0
2008-10-23,9.40999984741211,9.319999694824219,8.399999618530273,9.40999984741211,229600.0
2008-10-24,8.569999694824219,8.970000267028809,8.569999694824219,9.420000076293945,223700.0
2008-10-27,8.770000457763672,8.050000190734863,8.0,9.449999809265137,152600.0
2008-10-28,8.1899995803833,9.149999618530273,7.710000038146973,9.199999809265137,180600.0
2008-10-29,9.149999618530273,9.880000114440918,8.920000076293945,10.149999618530273,163800.0
2008-10-30,10.130000114440918,9.279999732971191,9.130000114440918,10.279999732971191,231300.0
2008-10-31,9.220000267028809,8.819999694824219,8.619999885559082,9.760000228881836,200800.0
2008-11-03,8.8100004196167,9.0,8.8100004196167,9.199999809265137,208400.0
2008-11-04,9.229999542236328,10.039999961853027,9.220000267028809,10.399999618530273,295600.0
2008-11-05,9.930000305175781,8.84000015258789,8.8100004196167,9.930000305175781,136500.0
2008-11-06,8.850000381469727,8.630000114440918,8.59000015258789,9.130000114440918,200600.0
2008-11-07,8.729999542236328,8.739999771118164,8.529999732971191,8.960000038146973,223600.0
2008-11-10,9.100000381469727,9.039999961853027,8.770000457763672,9.319999694824219,281300.0
2008-11-11,8.979999542236328,8.5,8.210000038146973,9.039999961853027,298300.0
2008-11-12,8.4399995803833,7.980000019073486,7.760000228881836,8.680000305175781,214200.0
2008-11-13,8.020000457763672,8.050000190734863,7.159999847412109,8.25,276900.0
2008-11-14,7.880000114440918,7.599999904632568,7.599999904632568,8.199999809265137,104300.0
2008-11-17,7.559999942779541,7.789999961853027,7.489999771118164,7.96999979019165,170800.0
2008-11-18,8.0,7.570000171661377,7.289999961853027,8.25,194000.0
2008-11-19,7.599999904632568,7.53000020980835,7.489999771118164,7.920000076293945,194200.0
2008-11-20,7.46999979019165,7.179999828338623,7.150000095367432,7.769999980926514,175400.0
2008-11-21,7.21999979019165,7.420000076293945,6.840000152587891,7.440000057220459,170800.0
2008-11-24,7.539999961853027,8.739999771118164,7.510000228881836,9.15999984741211,208000.0
2008-11-25,7.340000152587891,7.03000020980835,6.849999904632568,8.109999656677246,448600.0
2008-11-26,6.849999904632568,7.070000171661377,6.75,7.460000038146973,277300.0
2008-11-28,7.059999942779541,7.179999828338623,7.059999942779541,7.389999866485596,95600.0
2008-12-01,7.03000020980835,5.760000228881836,5.630000114440918,7.369999885559082,400900.0
2008-12-02,5.869999885559082,6.28000020980835,5.760000228881836,6.369999885559082,281100.0
2008-12-03,6.199999809265137,6.989999771118164,5.900000095367432,7.119999885559082,190300.0
2008-12-04,6.960000038146973,7.599999904632568,6.739999771118164,8.09000015258789,439900.0
2008-12-05,6.769999980926514,8.470000267028809,6.699999809265137,8.470000267028809,392500.0
2008-12-08,8.569999694824219,9.779999732971191,8.329999923706055,9.989999771118164,471400.0
2008-12-09,9.579999923706055,9.670000076293945,9.579999923706055,11.079999923706055,306100.0
2008-12-10,9.680000305175781,8.489999771118164,8.40999984741211,9.680000305175781,383000.0
2008-12-11,8.430000305175781,8.34000015258789,8.069999694824219,8.8100004196167,357900.0
2008-12-12,8.739999771118164,9.210000038146973,8.130000114440918,9.210000038146973,321500.0
2008-12-15,9.229999542236328,9.010000228881836,8.8100004196167,9.470000267028809,203800.0
2008-12-16,9.170000076293945,9.670000076293945,9.119999885559082,9.699999809265137,211600.0
2008-12-17,9.510000228881836,9.510000228881836,9.399999618530273,9.729999542236328,151500.0
2008-12-18,9.680000305175781,9.880000114440918,9.550000190734863,10.600000381469727,248800.0
2008-12-19,9.890000343322754,10.300000190734863,9.890000343322754,10.5,245100.0
2008-12-22,10.3100004196167,9.670000076293945,9.25,10.479999542236328,113400.0
2008-12-23,9.729999542236328,9.270000457763672,9.15999984741211,9.729999542236328,80300.0
2008-12-24,9.239999771118164,9.130000114440918,9.050000190734863,9.239999771118164,28100.0
2008-12-26,9.260000228881836,9.0600004196167,8.970000267028809,9.260000228881836,34500.0
2008-12-29,9.0600004196167,7.699999809265137,7.21999979019165,9.1899995803833,675200.0
2008-12-30,7.699999809265137,8.0600004196167,7.059999942779541,8.069999694824219,737800.0
2008-12-31,8.170000076293945,8.279999732971191,7.800000190734863,8.350000381469727,398100.0
2009-01-02,8.3100004196167,8.300000190734863,7.980000019073486,8.619999885559082,333600.0
2009-01-05,8.319999694824219,8.75,8.050000190734863,8.770000457763672,299400.0
2009-01-06,8.869999885559082,8.989999771118164,8.680000305175781,9.170000076293945,187000.0
2009-01-07,8.890000343322754,8.779999732971191,8.5,8.930000305175781,157900.0
2009-01-08,7.099999904632568,6.96999979019165,6.590000152587891,7.199999809265137,1648800.0
2009-01-09,7.119999885559082,6.909999847412109,6.550000190734863,7.119999885559082,318800.0
2009-01-12,6.880000114440918,6.78000020980835,6.730000019073486,6.989999771118164,431200.0
2009-01-13,6.739999771118164,6.800000190734863,6.639999866485596,6.900000095367432,209400.0
2009-01-14,6.690000057220459,6.46999979019165,6.389999866485596,6.800000190734863,483600.0
2009-01-15,6.449999809265137,6.110000133514404,5.940000057220459,6.5,375800.0
2009-01-16,6.21999979019165,6.050000190734863,5.800000190734863,6.21999979019165,583600.0
2009-01-20,6.110000133514404,5.940000057220459,5.53000020980835,6.190000057220459,341200.0
2009-01-21,6.039999961853027,6.5,6.019999980926514,6.599999904632568,359900.0
2009-01-22,6.400000095367432,6.539999961853027,6.400000095367432,6.630000114440918,260300.0
2009-01-23,6.480000019073486,6.5,6.389999866485596,6.599999904632568,296400.0
2009-01-26,6.489999771118164,6.510000228881836,6.320000171661377,6.599999904632568,223900.0
2009-01-27,6.510000228881836,6.590000152587891,6.409999847412109,6.800000190734863,130400.0
2009-01-28,6.650000095367432,6.889999866485596,6.590000152587891,6.889999866485596,226100.0
2009-01-29,6.840000152587891,6.429999828338623,6.360000133514404,6.840000152587891,146800.0
2009-01-30,6.5,5.829999923706055,5.769999980926514,6.5,276900.0
2009-02-02,5.75,6.150000095367432,5.730000019073486,6.289999961853027,128400.0
2009-02-03,6.179999828338623,6.099999904632568,5.800000190734863,6.199999809265137,173100.0
2009-02-04,6.070000171661377,5.920000076293945,5.900000095367432,6.230000019073486,94400.0
2009-02-05,5.880000114440918,6.170000076293945,5.860000133514404,6.25,352200.0
2009-02-06,6.179999828338623,6.75,6.159999847412109,6.849999904632568,476900.0
2009-02-09,6.699999809265137,6.690000057220459,6.590000152587891,6.860000133514404,226200.0
2009-02-10,6.670000076293945,6.510000228881836,6.429999828338623,6.909999847412109,273600.0
2009-02-11,6.480000019073486,6.179999828338623,6.079999923706055,6.539999961853027,165600.0
2009-02-12,6.309999942779541,6.199999809265137,6.0,6.329999923706055,201800.0
2009-02-13,6.190000057220459,6.300000190734863,6.139999866485596,6.550000190734863,230800.0
2009-02-17,6.090000152587891,5.960000038146973,5.829999923706055,6.199999809265137,296000.0
2009-02-18,6.019999980926514,6.340000152587891,5.860000133514404,6.5,186700.0
2009-02-19,6.440000057220459,5.889999866485596,5.860000133514404,6.440000057220459,120900.0
2009-02-20,5.829999923706055,5.510000228881836,5.329999923706055,5.96999979019165,234100.0
2009-02-23,5.539999961853027,5.579999923706055,5.480000019073486,5.900000095367432,139600.0
2009-02-24,5.679999828338623,5.889999866485596,5.610000133514404,5.900000095367432,155300.0
2009-02-25,5.860000133514404,5.670000076293945,5.579999923706055,5.929999828338623,171800.0
2009-02-26,5.699999809265137,5.369999885559082,5.360000133514404,5.860000133514404,118800.0
2009-02-27,5.269999980926514,5.599999904632568,5.210000038146973,5.909999847412109,121900.0
2009-03-02,5.489999771118164,5.46999979019165,5.320000171661377,5.639999866485596,148500.0
2009-03-03,5.489999771118164,5.159999847412109,5.03000020980835,5.570000171661377,181500.0
2009-03-04,5.260000228881836,4.920000076293945,4.860000133514404,5.329999923706055,163800.0
2009-03-05,4.880000114440918,4.619999885559082,4.519999980926514,5.010000228881836,116300.0
2009-03-06,4.659999847412109,4.400000095367432,4.110000133514404,4.659999847412109,281300.0
2009-03-09,4.329999923706055,4.289999961853027,4.199999809265137,4.670000076293945,177300.0
2009-03-10,4.389999866485596,4.510000228881836,4.389999866485596,4.559999942779541,140300.0
2009-03-11,4.559999942779541,4.670000076293945,4.489999771118164,4.679999828338623,121400.0
2009-03-12,4.650000095367432,5.449999809265137,4.639999866485596,5.670000076293945,169200.0
2009-03-13,5.460000038146973,5.619999885559082,5.309999942779541,5.639999866485596,92800.0
2009-03-16,5.619999885559082,5.550000190734863,5.5,5.710000038146973,84800.0
2009-03-17,5.539999961853027,6.159999847412109,5.539999961853027,6.159999847412109,129900.0
2009-03-18,6.110000133514404,6.449999809265137,5.889999866485596,6.53000020980835,157600.0
2009-03-19,6.559999942779541,6.28000020980835,6.210000038146973,6.650000095367432,133800.0
2009-03-20,6.380000114440918,6.269999980926514,6.239999771118164,6.610000133514404,719900.0
2009-03-23,6.420000076293945,6.480000019073486,5.940000057220459,6.5,588300.0
2009-03-24,6.5,6.289999961853027,6.25,6.570000171661377,128800.0
2009-03-25,6.369999885559082,6.46999979019165,6.039999961853027,6.539999961853027,201200.0
2009-03-26,6.590000152587891,6.96999979019165,6.590000152587891,7.0,219700.0
2009-03-27,6.889999866485596,6.949999809265137,6.670000076293945,7.139999866485596,144100.0
2009-03-30,6.840000152587891,6.619999885559082,6.440000057220459,6.980000019073486,185900.0
2009-03-31,6.679999828338623,6.619999885559082,6.400000095367432,6.699999809265137,162400.0
2009-04-01,6.489999771118164,6.71999979019165,6.179999828338623,6.75,94000.0
2009-04-02,6.75,6.630000114440918,6.539999961853027,7.25,291200.0
2009-04-03,6.650000095367432,7.019999980926514,6.650000095367432,7.039999961853027,219100.0
2009-04-06,6.989999771118164,6.929999828338623,6.619999885559082,7.059999942779541,117900.0
2009-04-07,6.849999904632568,6.579999923706055,6.53000020980835,6.849999904632568,254400.0
2009-04-08,6.650000095367432,6.800000190734863,6.599999904632568,6.849999904632568,127900.0
2009-04-09,6.96999979019165,7.130000114440918,6.949999809265137,7.25,292200.0
2009-04-13,7.119999885559082,7.940000057220459,6.789999961853027,7.989999771118164,366600.0
2009-04-14,7.800000190734863,7.46999979019165,7.099999904632568,7.820000171661377,341100.0
2009-04-15,7.440000057220459,7.570000171661377,7.440000057220459,7.699999809265137,192900.0
2009-04-16,7.679999828338623,7.690000057220459,7.449999809265137,7.809999942779541,206000.0
2009-04-17,7.730000019073486,8.029999732971191,7.619999885559082,8.170000076293945,252000.0
2009-04-20,7.889999866485596,7.679999828338623,7.610000133514404,7.909999847412109,375000.0
