Date,acrxopen,acrxclose,acrxlow,acrxhigh,acrxvolume
2011-04-25,3.180000066757202,3.1700000762939453,3.1700000762939453,3.240000009536743,1600
2011-04-26,3.240000009536743,3.299999952316284,3.0199999809265137,3.299999952316284,30100
2011-04-27,3.200000047683716,3.430000066757202,3.0799999237060547,3.4800000190734863,19200
2011-04-28,3.440000057220459,3.3499999046325684,3.3299999237060547,3.440000057220459,19700
2011-04-29,3.430000066757202,3.4200000762939453,3.299999952316284,3.430000066757202,9300
2011-05-02,3.4100000858306885,3.4100000858306885,3.4100000858306885,3.4100000858306885,1200
2011-05-03,3.3499999046325684,3.3499999046325684,3.3499999046325684,3.4100000858306885,1400
2011-05-04,3.3499999046325684,3.200000047683716,3.0999999046325684,3.3499999046325684,12000
2011-05-05,3.2899999618530273,3.299999952316284,3.2899999618530273,3.299999952316284,200
2011-05-06,3.3499999046325684,3.430000066757202,3.3499999046325684,3.430000066757202,27000
2011-05-09,3.4800000190734863,3.380000114440918,3.2100000381469727,3.4800000190734863,5200
2011-05-10,3.2899999618530273,3.2799999713897705,3.2300000190734863,3.5299999713897705,28800
2011-05-11,3.359999895095825,3.3499999046325684,3.299999952316284,3.359999895095825,2700
2011-05-12,3.2100000381469727,3.440000057220459,3.2100000381469727,3.440000057220459,300
2011-05-13,3.5,3.5,3.4800000190734863,3.569999933242798,5100
2011-05-16,3.5799999237060547,3.6500000953674316,3.5799999237060547,3.75,4800
2011-05-17,3.690000057220459,3.680000066757202,3.6500000953674316,3.75,5100
2011-05-18,3.740000009536743,4.039999961853027,3.7200000286102295,4.179999828338623,47700
2011-05-19,4.0,4.190000057220459,3.950000047683716,4.21999979019165,58100
2011-05-20,4.21999979019165,4.170000076293945,4.170000076293945,4.380000114440918,14100
2011-05-23,4.150000095367432,4.070000171661377,4.019999980926514,4.150000095367432,23500
2011-05-24,4.090000152587891,4.050000190734863,4.019999980926514,4.090000152587891,11000
2011-05-25,4.0,3.950000047683716,3.9000000953674316,4.050000190734863,91500
2011-05-26,4.0,4.119999885559082,4.0,4.230000019073486,42700
2011-05-27,4.099999904632568,4.619999885559082,4.099999904632568,4.679999828338623,32500
2011-05-31,4.75,4.800000190734863,4.699999809265137,5.0,39300
2011-06-01,4.800000190734863,4.449999809265137,4.449999809265137,4.800000190734863,13500
2011-06-02,4.449999809265137,4.699999809265137,4.449999809265137,4.820000171661377,16900
2011-06-03,4.800000190734863,4.739999771118164,4.699999809265137,4.820000171661377,31600
2011-06-06,4.739999771118164,4.75,4.739999771118164,4.820000171661377,21000
2011-06-07,4.739999771118164,4.610000133514404,4.409999847412109,4.739999771118164,12100
2011-06-08,4.550000190734863,4.400000095367432,4.230000019073486,4.639999866485596,15500
2011-06-09,4.519999980926514,4.690000057220459,4.489999771118164,4.739999771118164,19900
2011-06-10,4.599999904632568,4.5,4.5,4.610000133514404,4400
2011-06-13,4.5,4.639999866485596,4.5,4.739999771118164,10700
2011-06-14,4.739999771118164,4.559999942779541,4.510000228881836,4.739999771118164,8200
2011-06-15,4.570000171661377,4.590000152587891,4.360000133514404,4.710000038146973,11800
2011-06-16,4.559999942779541,4.590000152587891,4.550000190734863,4.739999771118164,1800
2011-06-17,4.679999828338623,4.21999979019165,4.199999809265137,5.0,24500
2011-06-20,4.260000228881836,4.309999942779541,4.25,4.46999979019165,11400
2011-06-21,4.409999847412109,4.409999847412109,4.349999904632568,4.650000095367432,22400
2011-06-22,4.460000038146973,4.449999809265137,4.449999809265137,4.5,800
2011-06-23,4.460000038146973,4.489999771118164,4.340000152587891,4.550000190734863,5700
2011-06-24,4.429999828338623,4.539999961853027,4.369999885559082,4.550000190734863,9200
2011-06-27,4.5,4.489999771118164,4.449999809265137,4.739999771118164,12200
2011-06-28,4.570000171661377,4.510000228881836,4.5,4.630000114440918,3400
2011-06-29,4.510000228881836,4.510000228881836,4.510000228881836,4.570000171661377,500
2011-06-30,4.559999942779541,4.590000152587891,4.510000228881836,4.679999828338623,9500
2011-07-01,4.449999809265137,4.400000095367432,4.400000095367432,4.5,9600
2011-07-05,4.389999866485596,4.46999979019165,4.320000171661377,4.46999979019165,2700
2011-07-06,4.46999979019165,4.46999979019165,4.46999979019165,4.46999979019165,0
2011-07-07,4.429999828338623,4.369999885559082,4.349999904632568,4.429999828338623,3800
2011-07-08,4.320000171661377,4.25,4.239999771118164,4.320000171661377,8700
2011-07-11,4.230000019073486,4.309999942779541,4.230000019073486,4.380000114440918,5100
2011-07-12,4.309999942779541,4.570000171661377,4.309999942779541,4.659999847412109,11900
2011-07-13,4.579999923706055,4.570000171661377,4.570000171661377,4.699999809265137,6200
2011-07-14,4.579999923706055,4.639999866485596,4.579999923706055,4.679999828338623,1600
2011-07-15,4.599999904632568,4.420000076293945,4.360000133514404,4.599999904632568,10300
2011-07-18,4.400000095367432,4.420000076293945,4.400000095367432,4.519999980926514,2200
2011-07-19,4.480000019073486,4.480000019073486,4.480000019073486,4.480000019073486,100
2011-07-20,4.480000019073486,4.5,4.400000095367432,4.599999904632568,3900
2011-07-21,4.409999847412109,4.400000095367432,4.389999866485596,4.550000190734863,6400
2011-07-22,4.440000057220459,4.380000114440918,4.269999980926514,4.510000228881836,46900
2011-07-25,4.420000076293945,4.320000171661377,4.289999961853027,4.420000076293945,7800
2011-07-26,4.260000228881836,4.179999828338623,4.079999923706055,4.329999923706055,9900
2011-07-27,4.179999828338623,3.9700000286102295,3.9700000286102295,4.260000228881836,30200
2011-07-28,3.930000066757202,3.990000009536743,3.930000066757202,4.170000076293945,6800
2011-07-29,4.010000228881836,4.099999904632568,3.930000066757202,4.46999979019165,10000
2011-08-01,4.130000114440918,4.150000095367432,3.950000047683716,4.380000114440918,1600
2011-08-02,3.9800000190734863,3.950000047683716,3.950000047683716,4.150000095367432,1300
2011-08-03,4.050000190734863,4.010000228881836,4.010000228881836,4.070000171661377,1300
2011-08-04,3.950000047683716,3.9000000953674316,3.9000000953674316,3.950000047683716,600
2011-08-05,3.9600000381469727,4.010000228881836,3.940000057220459,4.010000228881836,2200
2011-08-08,3.930000066757202,3.7799999713897705,3.6500000953674316,3.930000066757202,10200
2011-08-09,3.7699999809265137,3.450000047683716,3.450000047683716,3.869999885559082,5000
2011-08-10,3.569999933242798,3.5999999046325684,3.430000066757202,3.5999999046325684,7000
2011-08-11,3.7799999713897705,3.700000047683716,3.700000047683716,3.9600000381469727,4100
2011-08-12,3.700000047683716,3.700000047683716,3.619999885559082,3.880000114440918,9200
2011-08-15,3.75,3.569999933242798,3.440000057220459,3.75,4200
2011-08-16,3.490000009536743,3.490000009536743,3.490000009536743,3.490000009536743,100
2011-08-17,3.569999933242798,3.5199999809265137,3.5199999809265137,3.569999933242798,500
2011-08-18,3.5199999809265137,3.5199999809265137,3.5199999809265137,3.5199999809265137,0
2011-08-19,3.430000066757202,3.450000047683716,3.430000066757202,3.5,400
2011-08-22,3.3399999141693115,2.9000000953674316,2.9000000953674316,3.5,17600
2011-08-23,2.9000000953674316,3.0,2.9000000953674316,3.0799999237060547,3700
2011-08-24,3.049999952316284,3.109999895095825,3.049999952316284,3.180000066757202,4000
2011-08-25,3.0999999046325684,3.109999895095825,3.0999999046325684,3.1500000953674316,1900
2011-08-26,3.109999895095825,3.109999895095825,3.109999895095825,3.109999895095825,300
2011-08-29,3.2799999713897705,3.240000009536743,3.240000009536743,3.2799999713897705,1600
2011-08-30,3.259999990463257,3.119999885559082,3.119999885559082,3.259999990463257,1600
2011-08-31,3.2100000381469727,3.4000000953674316,3.200000047683716,3.4000000953674316,7500
2011-09-01,3.3499999046325684,3.0999999046325684,3.049999952316284,3.369999885559082,11100
2011-09-02,3.0999999046325684,3.0999999046325684,3.0999999046325684,3.0999999046325684,0
2011-09-06,3.140000104904175,3.1700000762939453,3.140000104904175,3.4000000953674316,11000
2011-09-07,3.200000047683716,3.299999952316284,3.200000047683716,3.4000000953674316,9100
2011-09-08,3.4000000953674316,3.299999952316284,3.299999952316284,3.4000000953674316,200
2011-09-09,3.259999990463257,3.259999990463257,3.259999990463257,3.259999990463257,200
2011-09-12,3.2200000286102295,3.3299999237060547,3.2200000286102295,3.4000000953674316,2000
2011-09-13,3.4600000381469727,3.4000000953674316,3.380000114440918,3.5,10100
2011-09-14,3.4700000286102295,3.5799999237060547,3.359999895095825,3.5799999237060547,2100
2011-09-15,3.490000009536743,3.4000000953674316,3.4000000953674316,3.490000009536743,3100
2011-09-16,3.4000000953674316,3.25,3.2100000381469727,3.4100000858306885,11400
2011-09-19,3.25,3.4000000953674316,3.25,3.4000000953674316,6600
2011-09-20,3.4000000953674316,3.440000057220459,3.359999895095825,3.5,9200
2011-09-21,3.450000047683716,3.3499999046325684,3.299999952316284,3.450000047683716,5900
2011-09-22,3.380000114440918,3.309999942779541,3.299999952316284,3.4200000762939453,3000
2011-09-23,3.299999952316284,3.2200000286102295,3.200000047683716,3.299999952316284,5200
2011-09-26,3.299999952316284,3.25,3.25,3.299999952316284,900
2011-09-27,3.299999952316284,3.25,3.200000047683716,3.299999952316284,9200
2011-09-28,3.25,3.2100000381469727,3.2100000381469727,3.3399999141693115,2200
2011-09-29,3.25,3.25,3.25,3.25,900
2011-09-30,3.259999990463257,3.2100000381469727,3.2100000381469727,3.259999990463257,1000
2011-10-03,3.25,3.2300000190734863,3.2100000381469727,3.25,2000
2011-10-04,3.25,3.049999952316284,3.0399999618530273,3.25,9900
2011-10-05,3.049999952316284,3.049999952316284,3.049999952316284,3.049999952316284,0
2011-10-06,3.0399999618530273,3.0399999618530273,3.0399999618530273,3.1700000762939453,2100
2011-10-07,3.0399999618530273,3.0399999618530273,3.0399999618530273,3.0399999618530273,0
2011-10-10,3.0399999618530273,3.0399999618530273,3.0399999618530273,3.0399999618530273,0
2011-10-11,3.0,3.0,3.0,3.0,500
2011-10-12,2.950000047683716,3.0,2.950000047683716,3.0,300
2011-10-13,3.0,3.0199999809265137,2.9000000953674316,3.0199999809265137,6800
2011-10-14,2.9700000286102295,3.0,2.9700000286102295,3.0,5700
2011-10-17,2.9700000286102295,2.9200000762939453,2.9200000762939453,2.9700000286102295,5900
2011-10-18,2.9800000190734863,2.9200000762939453,2.9200000762939453,2.9800000190734863,200
2011-10-19,2.9200000762939453,2.9200000762939453,2.9200000762939453,2.9200000762939453,0
2011-10-20,2.9200000762939453,2.890000104904175,2.869999885559082,2.9200000762939453,13100
2011-10-21,2.890000104904175,2.890000104904175,2.890000104904175,2.890000104904175,0
2011-10-24,2.9000000953674316,3.049999952316284,2.8499999046325684,3.109999895095825,13000
2011-10-25,3.0999999046325684,3.009999990463257,3.0,3.0999999046325684,7800
2011-10-26,3.0,2.9600000381469727,2.819999933242798,3.049999952316284,7100
2011-10-27,3.0199999809265137,2.9700000286102295,2.9600000381469727,3.25,4300
2011-10-28,2.930000066757202,2.9100000858306885,2.9100000858306885,3.049999952316284,8400
2011-10-31,2.9200000762939453,2.9600000381469727,2.9200000762939453,3.0,6600
2011-11-01,2.9600000381469727,2.9600000381469727,2.9600000381469727,2.9600000381469727,0
2011-11-02,2.9600000381469727,2.9600000381469727,2.9600000381469727,2.9600000381469727,0
2011-11-03,2.9200000762939453,2.9200000762939453,2.9200000762939453,2.9200000762939453,1000
2011-11-04,2.9200000762939453,2.9000000953674316,2.9000000953674316,2.9200000762939453,4100
2011-11-07,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.9000000953674316,0
2011-11-08,2.9000000953674316,2.7799999713897705,2.7799999713897705,2.9000000953674316,1900
2011-11-09,2.880000114440918,2.880000114440918,2.880000114440918,2.880000114440918,100
2011-11-10,2.75,2.759999990463257,2.7300000190734863,2.890000104904175,2300
2011-11-11,2.8499999046325684,2.7699999809265137,2.7699999809265137,2.8499999046325684,200
2011-11-14,2.8499999046325684,2.950000047683716,2.8499999046325684,3.319999933242798,102200
2011-11-15,2.9600000381469727,2.950000047683716,2.7300000190734863,3.0399999618530273,3200
2011-11-16,2.950000047683716,2.9200000762939453,2.9200000762939453,2.950000047683716,3300
2011-11-17,2.9200000762939453,2.9200000762939453,2.9200000762939453,2.9200000762939453,100
2011-11-18,2.869999885559082,2.869999885559082,2.869999885559082,2.869999885559082,1000
2011-11-21,2.950000047683716,2.880000114440918,2.880000114440918,2.950000047683716,3100
2011-11-22,2.869999885559082,2.869999885559082,2.869999885559082,2.869999885559082,600
2011-11-23,2.9200000762939453,2.9000000953674316,2.9000000953674316,2.950000047683716,1500
2011-11-25,2.9100000858306885,2.9000000953674316,2.9000000953674316,2.9100000858306885,2600
2011-11-28,2.880000114440918,2.9100000858306885,2.819999933242798,2.9100000858306885,8300
2011-11-29,2.880000114440918,2.880000114440918,2.8499999046325684,2.880000114440918,3700
2011-11-30,2.950000047683716,2.990000009536743,2.880000114440918,3.0199999809265137,10000
2011-12-01,2.9000000953674316,2.9100000858306885,2.309999942779541,2.9700000286102295,19900
2011-12-02,2.9000000953674316,2.8499999046325684,2.8499999046325684,2.9800000190734863,8200
2011-12-05,2.8499999046325684,2.799999952316284,2.799999952316284,2.8499999046325684,1400
2011-12-06,2.7200000286102295,2.7200000286102295,2.7200000286102295,2.7200000286102295,200
2011-12-07,2.740000009536743,2.740000009536743,2.740000009536743,2.740000009536743,600
2011-12-08,2.740000009536743,2.740000009536743,2.740000009536743,2.740000009536743,0
2011-12-09,2.7300000190734863,2.700000047683716,2.700000047683716,2.7300000190734863,2900
2011-12-12,2.75,2.75,2.75,2.75,4600
2011-12-13,2.799999952316284,2.7699999809265137,2.7699999809265137,2.8299999237060547,2700
2011-12-14,2.7699999809265137,2.7699999809265137,2.7699999809265137,2.7699999809265137,0
2011-12-15,2.7799999713897705,2.7699999809265137,2.7699999809265137,2.7799999713897705,1800
2011-12-16,2.7699999809265137,2.700000047683716,2.690000057220459,2.7699999809265137,1400
2011-12-19,2.7699999809265137,2.5799999237060547,2.5799999237060547,2.7699999809265137,5600
2011-12-20,2.5799999237060547,2.5799999237060547,2.5799999237060547,2.5799999237060547,0
2011-12-21,2.5799999237060547,2.4800000190734863,2.4800000190734863,2.5799999237060547,7400
2011-12-22,2.4800000190734863,2.0999999046325684,1.9500000476837158,2.4800000190734863,25500
2011-12-23,2.140000104904175,2.0999999046325684,2.0999999046325684,2.299999952316284,10700
2011-12-27,2.130000114440918,2.0799999237060547,2.049999952316284,2.25,17200
2011-12-28,2.0799999237060547,2.140000104904175,2.0799999237060547,2.140000104904175,1500
2011-12-29,2.140000104904175,2.140000104904175,2.140000104904175,2.140000104904175,1100
2011-12-30,2.0799999237060547,1.9199999570846558,1.7599999904632568,2.0999999046325684,20400
2012-01-03,1.9199999570846558,1.9299999475479126,1.8899999856948853,2.049999952316284,12300
2012-01-04,1.9500000476837158,2.0199999809265137,1.9500000476837158,2.119999885559082,4300
2012-01-05,2.0,2.049999952316284,2.0,2.069999933242798,4700
2012-01-06,2.0999999046325684,2.0299999713897705,2.0299999713897705,2.119999885559082,11700
2012-01-09,2.0799999237060547,2.0899999141693115,2.0799999237060547,2.119999885559082,5600
2012-01-10,2.049999952316284,2.190000057220459,2.049999952316284,2.200000047683716,3200
2012-01-11,2.130000114440918,2.7699999809265137,2.130000114440918,2.9200000762939453,17500
2012-01-12,2.819999933242798,2.9700000286102295,2.819999933242798,3.0799999237060547,16600
2012-01-13,2.990000009536743,2.9200000762939453,2.9200000762939453,3.0,2400
2012-01-17,2.9200000762939453,2.9200000762939453,2.9200000762939453,3.0999999046325684,3200
2012-01-18,2.9200000762939453,2.890000104904175,2.690000057220459,2.9200000762939453,4400
2012-01-19,2.890000104904175,2.890000104904175,2.890000104904175,2.890000104904175,1900
2012-01-20,2.9000000953674316,2.759999990463257,2.759999990463257,2.9000000953674316,3800
2012-01-23,2.759999990463257,2.5199999809265137,2.5199999809265137,3.0,17000
2012-01-24,2.5199999809265137,2.5,2.5,2.5799999237060547,2100
2012-01-25,2.490000009536743,2.4800000190734863,2.4800000190734863,2.490000009536743,800
2012-01-26,2.4800000190734863,2.390000104904175,2.390000104904175,2.4800000190734863,3100
2012-01-27,2.5,2.609999895095825,2.4700000286102295,2.9700000286102295,7000
2012-01-30,2.6700000762939453,2.690000057220459,2.5,2.819999933242798,5500
2012-01-31,2.859999895095825,3.299999952316284,2.859999895095825,3.5299999713897705,57500
2012-02-01,3.450000047683716,3.2200000286102295,3.2200000286102295,3.75,25300
2012-02-02,3.2300000190734863,3.119999885559082,3.119999885559082,3.299999952316284,13900
2012-02-03,3.119999885559082,3.299999952316284,3.119999885559082,3.509999990463257,15700
2012-02-06,3.430000066757202,3.25,3.180000066757202,3.5199999809265137,14700
2012-02-07,3.25,3.390000104904175,3.25,3.4800000190734863,7300
2012-02-08,3.380000114440918,3.359999895095825,3.299999952316284,3.390000104904175,8500
2012-02-09,3.299999952316284,3.25,3.25,3.309999942779541,2400
2012-02-10,3.240000009536743,3.2100000381469727,3.2100000381469727,3.2799999713897705,3000
2012-02-13,3.200000047683716,3.0,2.990000009536743,3.4000000953674316,22200
2012-02-14,3.0,3.009999990463257,3.0,3.0199999809265137,800
2012-02-15,3.0199999809265137,3.0,3.0,3.0199999809265137,2000
2012-02-16,3.0199999809265137,3.0,3.0,3.0199999809265137,500
2012-02-17,3.009999990463257,3.0,3.0,3.200000047683716,10700
2012-02-21,3.0,3.049999952316284,3.0,3.049999952316284,1000
2012-02-22,3.0,2.950000047683716,2.75,3.0,4200
2012-02-23,2.75,2.9000000953674316,2.75,2.9000000953674316,500
2012-02-24,2.9000000953674316,2.890000104904175,2.75,3.0199999809265137,7300
2012-02-27,2.9100000858306885,2.890000104904175,2.890000104904175,3.069999933242798,4800
2012-02-28,2.890000104904175,2.9000000953674316,2.890000104904175,2.9700000286102295,1400
2012-02-29,2.9100000858306885,2.819999933242798,2.75,2.950000047683716,3300
2012-03-01,2.8399999141693115,2.8499999046325684,2.75,3.0999999046325684,8300
2012-03-02,2.859999895095825,2.9100000858306885,2.859999895095825,3.0,5000
2012-03-05,2.930000066757202,2.950000047683716,2.9100000858306885,3.2200000286102295,5200
2012-03-06,3.0999999046325684,2.950000047683716,2.950000047683716,3.0999999046325684,6600
2012-03-07,3.25,3.5,3.25,3.75,55300
2012-03-08,3.690000057220459,3.5899999141693115,3.5,3.75,7000
2012-03-09,3.6700000762939453,3.609999895095825,3.5999999046325684,3.6700000762939453,1400
2012-03-12,3.619999885559082,3.5999999046325684,3.5999999046325684,3.759999990463257,2800
2012-03-13,3.6500000953674316,3.5899999141693115,3.5899999141693115,3.6500000953674316,2800
2012-03-14,3.640000104904175,3.549999952316284,3.5199999809265137,3.640000104904175,2400
2012-03-15,3.569999933242798,3.4600000381469727,3.4600000381469727,3.569999933242798,4500
2012-03-16,3.4200000762939453,3.549999952316284,3.4200000762939453,3.549999952316284,1000
2012-03-19,3.430000066757202,3.440000057220459,3.4100000858306885,3.4600000381469727,4200
2012-03-20,3.430000066757202,3.5,3.380000114440918,3.6500000953674316,27400
2012-03-21,3.5,3.4000000953674316,3.200000047683716,3.6500000953674316,9500
2012-03-22,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,0
2012-03-23,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,0
2012-03-26,3.299999952316284,3.200000047683716,3.200000047683716,3.369999885559082,5000
2012-03-27,3.2100000381469727,3.390000104904175,3.2100000381469727,3.5,2600
2012-03-28,3.4000000953674316,3.380000114440918,3.380000114440918,3.4000000953674316,1700
2012-03-29,3.369999885559082,3.369999885559082,3.369999885559082,3.369999885559082,300
2012-03-30,3.369999885559082,3.490000009536743,3.369999885559082,3.490000009536743,1000
2012-04-02,3.490000009536743,3.490000009536743,3.490000009536743,3.5,800
2012-04-03,3.490000009536743,3.4000000953674316,3.4000000953674316,3.490000009536743,1200
2012-04-04,3.369999885559082,3.4000000953674316,3.3499999046325684,3.4000000953674316,1700
2012-04-05,3.390000104904175,3.4000000953674316,3.390000104904175,3.4000000953674316,4000
2012-04-09,3.6500000953674316,3.549999952316284,3.450000047683716,3.6500000953674316,800
2012-04-10,3.4000000953674316,3.4000000953674316,3.4000000953674316,3.4000000953674316,1000
2012-04-11,3.450000047683716,3.2200000286102295,3.200000047683716,3.450000047683716,13100
2012-04-12,3.390000104904175,3.200000047683716,3.1500000953674316,3.5,7900
2012-04-13,3.4000000953674316,3.25,3.200000047683716,3.6500000953674316,7500
2012-04-16,3.309999942779541,3.309999942779541,3.309999942779541,3.309999942779541,3000
2012-04-17,3.5299999713897705,3.3299999237060547,3.3299999237060547,3.5399999618530273,1700
2012-04-18,3.4700000286102295,3.4000000953674316,3.4000000953674316,3.4700000286102295,1300
2012-04-19,3.4000000953674316,3.390000104904175,3.390000104904175,3.4700000286102295,3000
2012-04-20,3.390000104904175,3.390000104904175,3.390000104904175,3.390000104904175,0
2012-04-23,3.390000104904175,3.390000104904175,3.390000104904175,3.390000104904175,0
2012-04-24,3.2899999618530273,3.200000047683716,3.059999942779541,3.3399999141693115,8200
2012-04-25,3.25,3.25,3.25,3.25,700
2012-04-26,3.5,3.5,3.259999990463257,3.680000066757202,15100
2012-04-27,3.5,3.799999952316284,3.5,3.799999952316284,2900
2012-04-30,3.609999895095825,3.5999999046325684,3.5999999046325684,3.609999895095825,1000
2012-05-01,3.5999999046325684,3.7699999809265137,3.5999999046325684,4.0,10000
2012-05-02,3.7699999809265137,3.799999952316284,3.7699999809265137,4.0,14000
2012-05-03,3.799999952316284,3.799999952316284,3.799999952316284,3.809999942779541,2700
2012-05-04,3.7899999618530273,3.799999952316284,3.4200000762939453,3.799999952316284,5700
2012-05-07,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284,2700
2012-05-08,3.799999952316284,3.5,3.5,3.799999952316284,3200
2012-05-09,3.690000057220459,3.690000057220459,3.690000057220459,3.690000057220459,1000
2012-05-10,3.5999999046325684,3.5199999809265137,3.5,3.619999885559082,5600
2012-05-11,3.5199999809265137,3.5199999809265137,3.5199999809265137,3.5199999809265137,0
2012-05-14,3.7200000286102295,3.5,3.5,3.75,2400
2012-05-15,3.5,3.6500000953674316,3.390000104904175,3.6500000953674316,7200
2012-05-16,3.5999999046325684,3.5999999046325684,3.5999999046325684,3.6500000953674316,1900
2012-05-17,3.5999999046325684,3.6500000953674316,3.5,3.6500000953674316,1400
2012-05-18,3.5999999046325684,3.5999999046325684,3.3299999237060547,3.6500000953674316,4900
2012-05-21,3.5899999141693115,3.450000047683716,3.450000047683716,3.5899999141693115,2800
2012-05-22,3.450000047683716,3.4100000858306885,3.4000000953674316,3.450000047683716,1200
2012-05-23,3.430000066757202,3.450000047683716,3.430000066757202,3.450000047683716,1100
2012-05-24,3.450000047683716,3.4600000381469727,3.450000047683716,3.4600000381469727,900
2012-05-25,3.5299999713897705,3.5299999713897705,3.5299999713897705,3.5299999713897705,100
2012-05-29,3.5399999618530273,3.4000000953674316,3.4000000953674316,3.549999952316284,800
2012-05-30,3.319999933242798,3.059999942779541,2.950000047683716,3.3399999141693115,8500
2012-05-31,3.1500000953674316,2.950000047683716,2.950000047683716,3.200000047683716,5400
2012-06-01,2.9000000953674316,3.25,2.890000104904175,3.25,2000
2012-06-04,2.9700000286102295,3.0,2.890000104904175,3.0999999046325684,4300
2012-06-05,3.1700000762939453,3.1700000762939453,3.1700000762939453,3.1700000762939453,100
2012-06-06,3.0899999141693115,3.109999895095825,2.950000047683716,3.200000047683716,4600
2012-06-07,3.0999999046325684,3.0999999046325684,3.0999999046325684,3.0999999046325684,300
2012-06-08,3.049999952316284,2.990000009536743,2.9800000190734863,3.1500000953674316,12700
2012-06-11,2.990000009536743,3.0,2.990000009536743,3.0,500
2012-06-12,3.0,2.9700000286102295,2.9700000286102295,3.0,3200
