Date,nhtcopen,nhtcclose,nhtclow,nhtchigh,nhtcvolume
2008-01-02,1.2899999618530273,1.2999999523162842,1.2200000286102295,1.309999942779541,173000.0
2008-01-03,1.309999942779541,1.2100000381469727,1.2000000476837158,1.309999942779541,62000.0
2008-01-04,1.159999966621399,1.190000057220459,1.159999966621399,1.25,62100.0
2008-01-07,1.159999966621399,1.190000057220459,1.100000023841858,1.2899999618530273,59500.0
2008-01-08,1.1100000143051147,1.1399999856948853,1.100000023841858,1.1799999475479126,60500.0
2008-01-09,1.1699999570846558,1.1200000047683716,1.0199999809265137,1.1799999475479126,50900.0
2008-01-10,1.1399999856948853,1.090000033378601,1.0199999809265137,1.1399999856948853,74200.0
2008-01-11,1.100000023841858,1.090000033378601,1.0299999713897705,1.1299999952316284,155500.0
2008-01-14,1.0700000524520874,1.090000033378601,1.0399999618530273,1.100000023841858,54000.0
2008-01-15,1.090000033378601,1.100000023841858,1.0700000524520874,1.100000023841858,8800.0
2008-01-16,1.100000023841858,1.1699999570846558,1.0499999523162842,1.1699999570846558,67500.0
2008-01-17,1.1699999570846558,1.0,0.9399999976158142,1.1699999570846558,158300.0
2008-01-18,1.0099999904632568,1.0,0.949999988079071,1.0499999523162842,21800.0
2008-01-22,0.9599999785423279,0.6800000071525574,0.47999998927116394,0.9599999785423279,280100.0
2008-01-23,0.8799999952316284,0.7699999809265137,0.7099999785423279,0.8799999952316284,54300.0
2008-01-24,0.8600000143051147,0.7599999904632568,0.7200000286102295,0.8600000143051147,56500.0
2008-01-25,0.7900000214576721,0.800000011920929,0.7699999809265137,0.8500000238418579,24300.0
2008-01-28,0.7799999713897705,0.7900000214576721,0.7599999904632568,0.8399999737739563,7600.0
2008-01-29,0.7699999809265137,0.7099999785423279,0.7099999785423279,0.7799999713897705,61700.0
2008-01-30,0.7200000286102295,0.6899999976158142,0.6700000166893005,0.75,67700.0
2008-01-31,0.6899999976158142,0.6899999976158142,0.6600000262260437,0.7300000190734863,58600.0
2008-02-01,0.699999988079071,0.699999988079071,0.699999988079071,0.7200000286102295,42100.0
2008-02-04,0.7200000286102295,0.9700000286102295,0.7200000286102295,0.9700000286102295,167700.0
2008-02-05,0.9800000190734863,0.9399999976158142,0.8700000047683716,1.0499999523162842,219300.0
2008-02-06,0.8600000143051147,0.8500000238418579,0.8100000023841858,0.9200000166893005,72300.0
2008-02-07,0.8399999737739563,0.8199999928474426,0.8100000023841858,0.8799999952316284,30900.0
2008-02-08,0.8199999928474426,0.8299999833106995,0.800000011920929,0.8299999833106995,36800.0
2008-02-11,0.8600000143051147,0.9800000190734863,0.8500000238418579,0.9800000190734863,86600.0
2008-02-12,1.0,0.9200000166893005,0.9100000262260437,1.0,19200.0
2008-02-13,0.8100000023841858,1.0099999904632568,0.8100000023841858,1.0499999523162842,59200.0
2008-02-14,1.149999976158142,1.149999976158142,0.9800000190734863,1.149999976158142,175500.0
2008-02-15,1.149999976158142,1.2000000476837158,1.0700000524520874,1.2000000476837158,78000.0
2008-02-19,1.2000000476837158,1.100000023841858,1.100000023841858,1.2000000476837158,65400.0
2008-02-20,1.0700000524520874,1.149999976158142,0.9700000286102295,1.149999976158142,122700.0
2008-02-21,1.100000023841858,1.1799999475479126,1.0499999523162842,1.2000000476837158,44000.0
2008-02-22,1.1799999475479126,1.0499999523162842,1.0,1.1799999475479126,62000.0
2008-02-25,1.1299999952316284,1.0499999523162842,1.0,1.1299999952316284,10500.0
2008-02-26,1.0099999904632568,1.149999976158142,1.0,1.149999976158142,16700.0
2008-02-27,1.1399999856948853,1.100000023841858,1.0399999618530273,1.1399999856948853,42400.0
2008-02-28,1.0299999713897705,1.0499999523162842,0.9900000095367432,1.0800000429153442,24300.0
2008-02-29,1.0399999618530273,0.9800000190734863,0.9200000166893005,1.0499999523162842,43400.0
2008-03-03,0.949999988079071,0.9200000166893005,0.8999999761581421,0.9900000095367432,51700.0
2008-03-04,0.8999999761581421,0.8999999761581421,0.8799999952316284,0.949999988079071,79000.0
2008-03-05,0.8700000047683716,0.9200000166893005,0.8600000143051147,0.9300000071525574,6800.0
2008-03-06,0.8999999761581421,0.9100000262260437,0.8500000238418579,0.9100000262260437,64300.0
2008-03-07,0.949999988079071,0.8799999952316284,0.8799999952316284,0.949999988079071,29200.0
2008-03-10,0.8500000238418579,0.8299999833106995,0.8199999928474426,0.8799999952316284,40900.0
2008-03-11,0.800000011920929,0.8299999833106995,0.75,0.8299999833106995,45000.0
2008-03-12,0.7799999713897705,0.8299999833106995,0.7799999713897705,0.8299999833106995,37800.0
2008-03-13,0.8199999928474426,0.800000011920929,0.7900000214576721,0.8299999833106995,32000.0
2008-03-14,0.7900000214576721,0.7900000214576721,0.7699999809265137,0.800000011920929,42000.0
2008-03-17,0.7699999809265137,0.7900000214576721,0.6100000143051147,0.800000011920929,59200.0
2008-03-18,0.7099999785423279,0.7699999809265137,0.6899999976158142,0.7900000214576721,30500.0
2008-03-19,0.7699999809265137,0.75,0.699999988079071,0.8299999833106995,103100.0
2008-03-20,0.699999988079071,0.7200000286102295,0.699999988079071,0.7400000095367432,41100.0
2008-03-24,0.7200000286102295,0.6800000071525574,0.6600000262260437,0.7300000190734863,115600.0
2008-03-25,0.6800000071525574,0.6899999976158142,0.6800000071525574,0.7099999785423279,69300.0
2008-03-26,0.699999988079071,0.8299999833106995,0.699999988079071,0.8299999833106995,49900.0
2008-03-27,0.8999999761581421,0.9100000262260437,0.8399999737739563,0.9200000166893005,42300.0
2008-03-28,0.7799999713897705,0.8700000047683716,0.7599999904632568,0.8999999761581421,47000.0
2008-03-31,0.800000011920929,0.8799999952316284,0.800000011920929,0.8999999761581421,10400.0
2008-04-01,0.8799999952316284,0.7699999809265137,0.7699999809265137,0.8999999761581421,17700.0
2008-04-02,0.8100000023841858,0.8399999737739563,0.8100000023841858,0.8799999952316284,19600.0
2008-04-03,0.8799999952316284,0.8500000238418579,0.8299999833106995,0.8999999761581421,43100.0
2008-04-04,0.8999999761581421,0.8899999856948853,0.8899999856948853,0.9200000166893005,13400.0
2008-04-07,0.9300000071525574,1.0,0.8999999761581421,1.0499999523162842,52300.0
2008-04-08,1.0299999713897705,0.9800000190734863,0.9800000190734863,1.0499999523162842,42400.0
2008-04-09,0.9700000286102295,1.0,0.8100000023841858,1.0,56600.0
2008-04-10,1.0,1.059999942779541,1.0,1.059999942779541,19600.0
2008-04-11,1.0299999713897705,1.100000023841858,1.0299999713897705,1.149999976158142,49500.0
2008-04-14,1.0800000429153442,1.1799999475479126,1.0700000524520874,1.1799999475479126,52600.0
2008-04-15,1.159999966621399,1.100000023841858,0.9800000190734863,1.1799999475479126,86800.0
2008-04-16,1.0800000429153442,1.0399999618530273,1.0399999618530273,1.100000023841858,9400.0
2008-04-17,1.0,0.9300000071525574,0.9300000071525574,1.0499999523162842,41100.0
2008-04-18,0.9100000262260437,0.949999988079071,0.8999999761581421,0.949999988079071,4500.0
2008-04-21,0.9599999785423279,0.9700000286102295,0.8999999761581421,0.9700000286102295,2300.0
2008-04-22,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,4200.0
2008-04-23,0.8799999952316284,0.8600000143051147,0.8399999737739563,0.8799999952316284,14600.0
2008-04-24,0.8600000143051147,0.8799999952316284,0.8600000143051147,0.9100000262260437,22500.0
2008-04-25,0.9100000262260437,0.9100000262260437,0.8999999761581421,0.9200000166893005,3900.0
2008-04-28,0.9200000166893005,0.9200000166893005,0.9100000262260437,0.949999988079071,12900.0
2008-04-29,0.9399999976158142,0.9399999976158142,0.9399999976158142,0.949999988079071,14100.0
2008-04-30,0.949999988079071,1.100000023841858,0.949999988079071,1.100000023841858,61000.0
2008-05-01,1.059999942779541,1.090000033378601,1.0299999713897705,1.090000033378601,7200.0
2008-05-02,1.100000023841858,1.090000033378601,1.0,1.100000023841858,17600.0
2008-05-05,1.0499999523162842,1.100000023841858,1.0,1.1200000047683716,32700.0
2008-05-06,1.0800000429153442,1.100000023841858,1.0800000429153442,1.1200000047683716,37200.0
