Date,vmwopen,vmwclose,vmwlow,vmwhigh,vmwvolume
2008-04-30,68.41000366210938,66.63999938964844,66.5,68.9800033569336,3353100
2008-05-01,66.63999938964844,70.23999786376953,65.55000305175781,70.7300033569336,2485900
2008-05-02,71.5,68.76000213623047,67.52999877929688,71.5,1444100
2008-05-05,68.36000061035156,67.58000183105469,66.75,69.25,931700
2008-05-06,67.55000305175781,67.38999938964844,65.97000122070312,68.2699966430664,1214900
2008-05-07,66.94000244140625,63.7599983215332,62.7599983215332,68.29000091552734,1977800
2008-05-08,64.19000244140625,64.04000091552734,63.279998779296875,64.98999786376953,845100
2008-05-09,63.970001220703125,64.05000305175781,63.099998474121094,64.5999984741211,1047300
2008-05-12,64.54000091552734,64.79000091552734,63.0,65.45999908447266,1066100
2008-05-13,65.0,66.1500015258789,64.72000122070312,67.19000244140625,1851900
2008-05-14,67.25,66.31999969482422,65.66999816894531,67.45999908447266,1861000
2008-05-15,66.33000183105469,72.08000183105469,64.25,72.08000183105469,3755900
2008-05-16,71.37000274658203,69.5999984741211,68.80000305175781,71.9000015258789,3307200
2008-05-19,70.73999786376953,69.30000305175781,68.91999816894531,71.63999938964844,2711500
2008-05-20,68.19000244140625,68.0,65.88999938964844,68.45999908447266,2599700
2008-05-21,67.8499984741211,65.38999938964844,65.30999755859375,68.75,2010200
2008-05-22,65.44999694824219,65.0,64.98999786376953,66.0,995100
2008-05-23,64.9000015258789,64.95999908447266,63.29999923706055,65.0199966430664,869400
2008-05-27,66.44999694824219,66.75,64.79000091552734,67.6500015258789,1142700
2008-05-28,67.76000213623047,67.6500015258789,66.8499984741211,68.20999908447266,837500
2008-05-29,68.29000091552734,68.66000366210938,67.47000122070312,68.69999694824219,1039700
2008-05-30,68.37999725341797,68.66999816894531,68.25,69.62000274658203,2063500
2008-06-02,68.13999938964844,66.38999938964844,65.8499984741211,69.0,823400
2008-06-03,66.37000274658203,65.6500015258789,64.95999908447266,67.41000366210938,1135700
2008-06-04,65.26000213623047,67.37000274658203,65.26000213623047,68.5,1399300
2008-06-05,67.91999816894531,69.93000030517578,67.16000366210938,70.0,1387300
2008-06-06,68.9800033569336,67.88999938964844,67.38999938964844,68.9800033569336,1632900
2008-06-09,67.55999755859375,65.83999633789062,60.0,67.55999755859375,7219700
2008-06-10,65.0,65.83000183105469,63.65999984741211,66.5,2131800
2008-06-11,66.23999786376953,65.27999877929688,64.94000244140625,66.48999786376953,1557500
2008-06-12,64.77999877929688,65.29000091552734,64.58000183105469,65.8499984741211,1403800
2008-06-13,65.29000091552734,66.5,64.63999938964844,66.5999984741211,1277900
2008-06-16,66.0,67.47000122070312,65.5999984741211,67.5,1742300
2008-06-17,67.83999633789062,67.0,66.02999877929688,67.83999633789062,1244400
2008-06-18,66.5,66.19000244140625,64.76000213623047,66.55999755859375,1202100
2008-06-19,65.91999816894531,65.72000122070312,64.69000244140625,66.5,549300
2008-06-20,65.72000122070312,63.86000061035156,63.119998931884766,65.72000122070312,1269100
2008-06-23,62.52000045776367,63.560001373291016,61.5,64.23999786376953,863200
2008-06-24,62.689998626708984,60.95000076293945,60.91999816894531,62.81999969482422,1041200
2008-06-25,61.040000915527344,62.18000030517578,60.27000045776367,62.5,863600
2008-06-26,61.66999816894531,58.91999816894531,58.63999938964844,61.66999816894531,1324700
2008-06-27,58.119998931884766,51.04999923706055,50.5,58.119998931884766,3614900
2008-06-30,50.56999969482422,53.86000061035156,50.0,54.5,1910200
2008-07-01,52.349998474121094,52.45000076293945,50.5,53.599998474121094,2207300
2008-07-02,52.84000015258789,55.0099983215332,52.84000015258789,57.0,1780700
2008-07-03,55.150001525878906,53.06999969482422,52.9900016784668,55.150001525878906,695400
2008-07-07,52.95000076293945,53.189998626708984,52.77000045776367,55.90999984741211,1272300
2008-07-08,40.38999938964844,40.189998626708984,36.5099983215332,42.13999938964844,19177400
2008-07-09,40.9900016784668,37.709999084472656,37.29999923706055,41.75,6569500
2008-07-10,37.88999938964844,38.560001373291016,37.560001373291016,38.79999923706055,4663600
2008-07-11,38.0,39.380001068115234,37.29999923706055,40.310001373291016,2877100
2008-07-14,40.04999923706055,40.5,39.56999969482422,41.06999969482422,2329400
2008-07-15,40.0,38.5,38.02000045776367,40.09000015258789,2062600
2008-07-16,38.61000061035156,36.95000076293945,36.52000045776367,38.70000076293945,1772000
2008-07-17,38.34000015258789,38.88999938964844,37.439998626708984,39.2400016784668,1757100
2008-07-18,38.400001525878906,38.5099983215332,37.65999984741211,38.95000076293945,2236300
2008-07-21,38.529998779296875,36.939998626708984,36.93000030517578,38.9900016784668,1666000
2008-07-22,36.18000030517578,37.970001220703125,34.16999816894531,38.0,4691200
2008-07-23,32.630001068115234,37.0,32.310001373291016,37.22999954223633,9040800
2008-07-24,36.70000076293945,34.75,34.34000015258789,36.9900016784668,3205200
2008-07-25,34.5,34.06999969482422,33.630001068115234,34.650001525878906,1507500
2008-07-28,34.0,34.689998626708984,33.0,35.0,1877100
2008-07-29,34.70000076293945,33.33000183105469,33.29999923706055,35.79999923706055,1645800
2008-07-30,33.630001068115234,35.22999954223633,33.34000015258789,35.7599983215332,2949400
2008-07-31,35.68000030517578,35.849998474121094,35.279998779296875,37.790000915527344,1860200
2008-08-01,36.4900016784668,35.310001373291016,35.150001525878906,36.4900016784668,877900
2008-08-04,36.02000045776367,34.349998474121094,33.599998474121094,36.02000045776367,1388400
2008-08-05,34.41999816894531,34.400001525878906,33.349998474121094,35.189998626708984,1794900
2008-08-06,34.9900016784668,36.189998626708984,33.88999938964844,36.45000076293945,1942700
2008-08-07,34.619998931884766,34.68000030517578,34.0,36.38999938964844,2292700
2008-08-08,35.20000076293945,36.90999984741211,34.470001220703125,37.0,1828400
2008-08-11,37.0,35.7599983215332,35.380001068115234,37.2400016784668,1824800
2008-08-12,35.47999954223633,34.88999938964844,34.70000076293945,36.2400016784668,2270300
2008-08-13,35.25,36.029998779296875,33.720001220703125,36.31999969482422,1524000
2008-08-14,36.290000915527344,36.380001068115234,35.220001220703125,36.5,997900
2008-08-15,35.93000030517578,39.83000183105469,35.93000030517578,41.0,5048100
2008-08-18,39.70000076293945,41.70000076293945,38.540000915527344,41.86000061035156,2407800
2008-08-19,41.099998474121094,39.810001373291016,39.099998474121094,41.220001220703125,1623000
2008-08-20,40.0,38.0099983215332,37.70000076293945,40.11000061035156,2216600
2008-08-21,37.25,38.7400016784668,37.25,39.34000015258789,1709700
2008-08-22,39.650001525878906,38.93000030517578,38.70000076293945,40.09000015258789,1460500
2008-08-25,38.9900016784668,37.95000076293945,37.75,39.45000076293945,1374400
2008-08-26,37.939998626708984,36.97999954223633,36.58000183105469,38.849998474121094,1378900
2008-08-27,36.709999084472656,38.4900016784668,36.65999984741211,38.90999984741211,2131600
2008-08-28,38.849998474121094,39.56999969482422,38.22999954223633,39.900001525878906,1209400
2008-08-29,39.349998474121094,39.70000076293945,38.59000015258789,40.060001373291016,911100
2008-09-02,40.0099983215332,38.52000045776367,37.560001373291016,40.2599983215332,1625500
2008-09-03,38.119998931884766,38.93000030517578,37.0,39.75,2288900
2008-09-04,38.81999969482422,35.529998779296875,35.2400016784668,38.81999969482422,2440000
2008-09-05,35.11000061035156,36.16999816894531,34.560001373291016,36.40999984741211,1441200
2008-09-08,36.61000061035156,34.90999984741211,33.25,37.119998931884766,1830800
2008-09-09,35.06999969482422,32.470001220703125,31.510000228881836,36.29999923706055,2191100
2008-09-10,32.47999954223633,33.95000076293945,32.45000076293945,34.20000076293945,1544800
2008-09-11,32.93000030517578,34.25,32.400001525878906,34.97999954223633,1716500
2008-09-12,34.189998626708984,35.939998626708984,33.150001525878906,35.9900016784668,1528300
2008-09-15,34.02000045776367,33.66999816894531,32.0,35.93000030517578,2025600
2008-09-16,31.989999771118164,31.979999542236328,29.5,32.20000076293945,3596200
2008-09-17,31.790000915527344,27.920000076293945,26.280000686645508,31.790000915527344,5231000
2008-09-18,28.299999237060547,27.760000228881836,22.670000076293945,28.350000381469727,5644200
2008-09-19,29.559999465942383,30.1200008392334,26.420000076293945,30.989999771118164,5286200
2008-09-22,30.049999237060547,28.579999923706055,28.030000686645508,30.06999969482422,2203800
2008-09-23,28.770000457763672,28.780000686645508,28.299999237060547,30.1200008392334,2200300
2008-09-24,29.0,28.969999313354492,28.65999984741211,31.43000030517578,1494900
2008-09-25,29.0,30.899999618530273,28.06999969482422,31.079999923706055,1659100
2008-09-26,29.559999465942383,29.040000915527344,27.809999465942383,30.5,2065300
2008-09-29,28.260000228881836,26.0,23.68000030517578,28.459999084472656,2865300
2008-09-30,25.709999084472656,26.639999389648438,25.700000762939453,26.709999084472656,1299800
2008-10-01,26.260000228881836,25.829999923706055,25.600000381469727,27.1299991607666,1098800
2008-10-02,25.09000015258789,24.1200008392334,24.06999969482422,25.799999237060547,1976500
2008-10-03,25.0,22.56999969482422,22.56999969482422,25.0,2945500
2008-10-06,20.979999542236328,21.649999618530273,20.56999969482422,21.979999542236328,2897700
2008-10-07,21.760000228881836,20.809999465942383,20.309999465942383,23.649999618530273,2642900
2008-10-08,19.979999542236328,20.40999984741211,18.5,21.959999084472656,3522900
2008-10-09,21.399999618530273,20.450000762939453,19.420000076293945,21.5,1615800
2008-10-10,19.010000228881836,21.030000686645508,18.739999771118164,22.3799991607666,3404100
2008-10-13,23.489999771118164,24.0,22.100000381469727,24.43000030517578,1505900
2008-10-14,24.649999618530273,21.329999923706055,21.299999237060547,25.489999771118164,1652200
2008-10-15,20.8700008392334,19.969999313354492,19.559999465942383,21.299999237060547,1882300
2008-10-16,20.0,19.889999389648438,18.549999237060547,20.75,1390200
2008-10-17,20.030000686645508,20.690000534057617,19.389999389648438,21.670000076293945,1545900
2008-10-20,21.59000015258789,20.639999389648438,19.299999237060547,21.860000610351562,1806600
2008-10-21,19.920000076293945,18.729999542236328,18.649999618530273,20.989999771118164,2153400
2008-10-22,21.5,20.059999465942383,19.1200008392334,21.549999237060547,7833800
2008-10-23,20.290000915527344,20.440000534057617,19.170000076293945,20.739999771118164,2818300
2008-10-24,18.3799991607666,22.1299991607666,18.299999237060547,23.209999084472656,3290700
2008-10-27,21.8799991607666,23.18000030517578,21.110000610351562,24.5,2410000
2008-10-28,24.299999237060547,27.059999465942383,23.670000076293945,27.139999389648438,2967100
2008-10-29,26.799999237060547,28.219999313354492,26.709999084472656,29.200000762939453,3436200
2008-10-30,29.8700008392334,31.170000076293945,28.6200008392334,31.799999237060547,3555900
2008-10-31,30.950000762939453,31.0,29.079999923706055,31.5,2626300
2008-11-03,30.790000915527344,31.809999465942383,29.200000762939453,32.75,2787600
2008-11-04,31.68000030517578,30.559999465942383,29.34000015258789,32.20000076293945,3691300
2008-11-05,29.549999237060547,27.510000228881836,27.489999771118164,29.549999237060547,3207300
2008-11-06,26.780000686645508,26.059999465942383,25.920000076293945,27.420000076293945,2204900
2008-11-07,26.520000457763672,26.65999984741211,25.899999618530273,27.219999313354492,2300600
2008-11-10,27.5,24.809999465942383,24.420000076293945,27.5,1959000
2008-11-11,25.790000915527344,23.639999389648438,23.440000534057617,25.790000915527344,1643400
2008-11-12,23.0,22.420000076293945,22.200000762939453,24.100000381469727,2785800
2008-11-13,22.010000228881836,22.770000457763672,20.049999237060547,23.010000228881836,4044500
2008-11-14,22.469999313354492,20.0,20.0,22.469999313354492,3541100
2008-11-17,20.110000610351562,19.8799991607666,19.700000762939453,21.299999237060547,1639500
2008-11-18,20.139999389648438,20.510000228881836,19.5,20.75,1570200
2008-11-19,21.0,19.760000228881836,19.5,21.25,1882000
2008-11-20,19.5,19.610000610351562,19.229999542236328,21.469999313354492,1863000
2008-11-21,19.010000228881836,18.940000534057617,17.25,19.93000030517578,2597800
2008-11-24,19.65999984741211,19.549999237060547,19.09000015258789,19.959999084472656,1839400
2008-11-25,20.040000915527344,19.260000228881836,19.1299991607666,20.729999542236328,1946900
2008-11-26,19.079999923706055,18.989999771118164,18.75,20.0,3233000
2008-11-28,19.09000015258789,19.350000381469727,18.75,19.649999618530273,840000
2008-12-01,19.0,17.8799991607666,17.799999237060547,19.299999237060547,1801500
2008-12-02,17.8799991607666,19.0,17.540000915527344,19.31999969482422,393200
2008-12-03,18.530000686645508,21.850000381469727,18.260000228881836,22.049999237060547,2509300
2008-12-04,21.25,21.350000381469727,20.579999923706055,22.799999237060547,1738600
2008-12-05,21.229999542236328,23.299999237060547,20.440000534057617,23.899999618530273,1970500
2008-12-08,24.1299991607666,23.170000076293945,22.59000015258789,24.1299991607666,2119800
2008-12-09,22.600000381469727,23.209999084472656,22.200000762939453,24.8799991607666,2767100
2008-12-10,23.510000228881836,24.979999542236328,22.950000762939453,25.200000762939453,2225200
2008-12-11,24.34000015258789,23.670000076293945,23.350000381469727,24.75,1740300
2008-12-12,23.020000457763672,24.739999771118164,23.0,24.739999771118164,1136600
2008-12-15,24.610000610351562,23.729999542236328,23.100000381469727,24.610000610351562,1043900
2008-12-16,24.59000015258789,24.350000381469727,23.600000381469727,24.59000015258789,974500
2008-12-17,23.979999542236328,24.459999084472656,23.329999923706055,25.469999313354492,1064300
2008-12-18,24.65999984741211,24.280000686645508,23.780000686645508,25.25,876100
2008-12-19,24.5,24.520000457763672,23.6200008392334,24.670000076293945,960500
2008-12-22,24.520000457763672,22.40999984741211,22.100000381469727,24.530000686645508,1220600
2008-12-23,22.25,21.790000915527344,21.15999984741211,22.700000762939453,914300
2008-12-24,21.610000610351562,21.690000534057617,21.5,22.079999923706055,329400
2008-12-26,21.56999969482422,22.31999969482422,21.510000228881836,22.3799991607666,450400
2008-12-29,22.139999389648438,22.010000228881836,21.8700008392334,22.5,768500
2008-12-30,22.010000228881836,23.31999969482422,21.850000381469727,23.31999969482422,827100
2008-12-31,23.309999465942383,23.690000534057617,23.0,24.100000381469727,1067100
2009-01-02,23.440000534057617,23.739999771118164,22.40999984741211,24.0,920500
2009-01-05,23.549999237060547,23.739999771118164,23.15999984741211,24.0,908100
2009-01-06,23.950000762939453,24.579999923706055,23.639999389648438,25.149999618530273,1556100
2009-01-07,23.940000534057617,24.829999923706055,23.790000915527344,25.350000381469727,1279300
2009-01-08,25.309999465942383,26.329999923706055,25.190000534057617,27.209999084472656,2662100
2009-01-09,26.6200008392334,25.030000686645508,24.860000610351562,26.6299991607666,1076200
2009-01-12,25.18000030517578,23.75,23.100000381469727,25.18000030517578,1465000
2009-01-13,23.81999969482422,22.610000610351562,22.399999618530273,24.200000762939453,1624000
2009-01-14,22.549999237060547,21.760000228881836,21.360000610351562,22.649999618530273,1599900
2009-01-15,21.950000762939453,22.34000015258789,21.600000381469727,22.84000015258789,1474500
2009-01-16,22.84000015258789,22.0,21.579999923706055,22.959999084472656,1409400
2009-01-20,22.059999465942383,20.280000686645508,20.200000762939453,22.31999969482422,1604400
2009-01-21,20.979999542236328,21.8799991607666,20.020000457763672,21.989999771118164,2346800
2009-01-22,21.3799991607666,21.200000762939453,20.549999237060547,21.75,1594500
2009-01-23,20.3700008392334,21.6200008392334,20.260000228881836,21.84000015258789,1799500
2009-01-26,22.010000228881836,22.100000381469727,21.399999618530273,23.489999771118164,3761900
2009-01-27,22.209999084472656,21.469999313354492,20.389999389648438,22.5,4402600
2009-01-28,21.81999969482422,22.530000686645508,21.059999465942383,23.020000457763672,1709200
2009-01-29,22.100000381469727,21.600000381469727,21.520000457763672,22.790000915527344,839000
2009-01-30,21.68000030517578,20.700000762939453,20.520000457763672,21.799999237060547,1333900
2009-02-02,20.639999389648438,21.75,20.540000915527344,21.989999771118164,1595000
2009-02-03,22.040000915527344,22.510000228881836,21.43000030517578,22.6200008392334,1172300
2009-02-04,22.510000228881836,22.229999542236328,22.020000457763672,23.100000381469727,924900
2009-02-05,21.790000915527344,24.3700008392334,21.790000915527344,24.600000381469727,2180400
2009-02-06,24.6200008392334,25.309999465942383,24.010000228881836,25.530000686645508,1848200
2009-02-09,25.299999237060547,26.1200008392334,25.0,26.559999465942383,1354900
2009-02-10,25.6200008392334,24.389999389648438,24.219999313354492,26.59000015258789,1637700
2009-02-11,24.420000076293945,26.040000915527344,23.75,26.43000030517578,2734400
2009-02-12,25.5,26.040000915527344,24.389999389648438,26.59000015258789,2126100
2009-02-13,26.25,25.09000015258789,24.350000381469727,26.25,1405100
2009-02-17,24.100000381469727,23.8799991607666,23.559999465942383,24.540000915527344,1313800
2009-02-18,23.770000457763672,22.600000381469727,22.40999984741211,23.770000457763672,1936900
2009-02-19,23.0,22.309999465942383,21.940000534057617,23.0,1237200
2009-02-20,21.799999237060547,22.510000228881836,21.799999237060547,22.6299991607666,1222000
2009-02-23,22.940000534057617,21.450000762939453,21.399999618530273,22.940000534057617,858500
2009-02-24,21.559999465942383,22.93000030517578,21.399999618530273,23.149999618530273,1325100
2009-02-25,22.93000030517578,22.43000030517578,21.829999923706055,22.93000030517578,943600
2009-02-26,22.809999465942383,21.5,21.260000228881836,22.84000015258789,1759000
2009-02-27,21.5,20.760000228881836,20.6200008392334,21.989999771118164,1902100
2009-03-02,20.549999237060547,20.729999542236328,20.270000457763672,21.469999313354492,1758900
2009-03-03,20.920000076293945,21.010000228881836,20.75,21.68000030517578,1407700
2009-03-04,20.940000534057617,21.09000015258789,20.860000610351562,21.790000915527344,1224500
2009-03-05,20.979999542236328,20.0,19.950000762939453,21.0,1631600
2009-03-06,20.110000610351562,19.889999389648438,19.510000228881836,20.489999771118164,1542000
2009-03-09,19.65999984741211,19.950000762939453,19.15999984741211,20.309999465942383,1737800
2009-03-10,20.780000686645508,22.280000686645508,20.020000457763672,22.350000381469727,2464500
2009-03-11,22.479999542236328,22.649999618530273,21.790000915527344,22.979999542236328,1970100
2009-03-12,22.770000457763672,22.670000076293945,22.15999984741211,23.200000762939453,1757900
2009-03-13,22.600000381469727,22.670000076293945,22.100000381469727,23.010000228881836,2017500
2009-03-16,23.059999465942383,22.510000228881836,22.3799991607666,23.219999313354492,2159300
2009-03-17,22.510000228881836,23.56999969482422,22.510000228881836,23.68000030517578,1850900
2009-03-18,23.600000381469727,25.25,23.260000228881836,25.700000762939453,4052000
2009-03-19,25.790000915527344,24.81999969482422,24.459999084472656,25.90999984741211,2074200
2009-03-20,24.739999771118164,23.040000915527344,22.989999771118164,24.790000915527344,2057700
2009-03-23,23.90999984741211,25.200000762939453,23.459999084472656,25.420000076293945,1689600
2009-03-24,24.979999542236328,24.639999389648438,24.139999389648438,25.0,1044600
2009-03-25,24.899999618530273,24.15999984741211,23.15999984741211,25.079999923706055,1811000
2009-03-26,24.15999984741211,25.719999313354492,24.15999984741211,25.780000686645508,1776600
2009-03-27,25.0,24.260000228881836,23.90999984741211,25.0,1408200
2009-03-30,23.579999923706055,23.520000457763672,23.0,23.81999969482422,907000
2009-03-31,23.450000762939453,23.6200008392334,23.40999984741211,24.40999984741211,1423500
2009-04-01,24.68000030517578,26.1200008392334,24.420000076293945,26.559999465942383,4217200
2009-04-02,26.959999084472656,27.6200008392334,26.440000534057617,28.299999237060547,2451000
2009-04-03,27.549999237060547,28.670000076293945,26.610000610351562,28.770000457763672,1568900
2009-04-06,28.43000030517578,27.8799991607666,27.1200008392334,28.43000030517578,1704200
2009-04-07,27.540000915527344,27.600000381469727,27.010000228881836,27.860000610351562,1154500
2009-04-08,28.09000015258789,30.09000015258789,28.09000015258789,30.440000534057617,3421200
2009-04-09,30.719999313354492,30.010000228881836,29.5,30.719999313354492,2010900
2009-04-13,29.540000915527344,31.530000686645508,29.329999923706055,31.719999313354492,2214100
2009-04-14,30.700000762939453,30.040000915527344,29.829999923706055,31.440000534057617,2461500
2009-04-15,29.739999771118164,29.600000381469727,28.860000610351562,30.149999618530273,1508900
2009-04-16,30.0,30.190000534057617,29.309999465942383,30.399999618530273,1039100
2009-04-17,30.290000915527344,30.700000762939453,29.889999389648438,30.950000762939453,1530500
2009-04-20,30.270000457763672,29.780000686645508,29.299999237060547,30.360000610351562,1278200
2009-04-21,29.59000015258789,30.219999313354492,29.459999084472656,30.299999237060547,1801200
2009-04-22,30.489999771118164,32.54999923706055,30.350000381469727,33.400001525878906,4853900
2009-04-23,27.170000076293945,25.920000076293945,25.68000030517578,27.56999969482422,10761300
2009-04-24,26.299999237060547,26.0,25.600000381469727,26.719999313354492,3535000
2009-04-27,26.190000534057617,25.65999984741211,25.06999969482422,26.190000534057617,1604400
2009-04-28,25.350000381469727,25.850000381469727,25.229999542236328,26.59000015258789,1510700
2009-04-29,26.1299991607666,25.899999618530273,25.450000762939453,26.899999618530273,1814000
2009-04-30,26.31999969482422,26.079999923706055,26.010000228881836,27.049999237060547,2106300
2009-05-01,26.329999923706055,25.399999618530273,25.280000686645508,26.360000610351562,1435300
2009-05-04,25.59000015258789,26.65999984741211,25.270000457763672,26.729999542236328,2687900
2009-05-05,26.59000015258789,28.270000457763672,26.219999313354492,28.579999923706055,3689100
2009-05-06,28.65999984741211,28.6200008392334,27.6299991607666,28.81999969482422,1840800
2009-05-07,28.84000015258789,27.729999542236328,27.3799991607666,29.0,1602900
2009-05-08,28.110000610351562,27.700000762939453,26.770000457763672,28.520000457763672,1244000
2009-05-11,27.3799991607666,28.270000457763672,26.770000457763672,28.600000381469727,1619900
2009-05-12,28.75,27.809999465942383,27.100000381469727,28.75,1505400
