Date,catopen,catclose,catlow,cathigh,catvolume
2008-01-02,72.55999755859375,70.62999725341797,70.05000305175781,72.66999816894531,6337800.0
2008-01-03,71.01000213623047,70.37999725341797,69.94000244140625,71.48999786376953,4385900.0
2008-01-04,69.6500015258789,68.52999877929688,68.0999984741211,69.94000244140625,7697200.0
2008-01-07,69.0,68.7300033569336,67.80000305175781,69.12999725341797,8790400.0
2008-01-08,68.94000244140625,67.1500015258789,67.04000091552734,69.48999786376953,7662300.0
2008-01-09,67.12000274658203,67.2300033569336,65.25,67.26000213623047,9845500.0
2008-01-10,66.5999984741211,67.41000366210938,65.54000091552734,68.19999694824219,6914600.0
2008-01-11,67.80000305175781,66.01000213623047,66.0,68.33000183105469,9247500.0
2008-01-14,66.7300033569336,67.2699966430664,65.83999633789062,67.5,8106700.0
2008-01-15,66.36000061035156,65.4000015258789,65.22000122070312,66.7300033569336,9353400.0
2008-01-16,65.20999908447266,64.2699966430664,63.900001525878906,66.19999694824219,13079600.0
2008-01-17,64.33000183105469,62.470001220703125,62.13999938964844,64.83000183105469,11011400.0
2008-01-18,63.029998779296875,62.810001373291016,62.29999923706055,65.05000305175781,9225400.0
2008-01-22,59.599998474121094,63.81999969482422,59.599998474121094,64.44999694824219,9870200.0
2008-01-23,62.560001373291016,65.08000183105469,61.189998626708984,65.19000244140625,10896500.0
2008-01-24,65.30000305175781,65.25,64.20999908447266,65.97000122070312,8160300.0
2008-01-25,67.6500015258789,65.93000030517578,65.11000061035156,67.75,9286700.0
2008-01-28,66.69000244140625,68.20999908447266,64.97000122070312,68.62999725341797,10984100.0
2008-01-29,68.77999877929688,68.98999786376953,68.48999786376953,69.62000274658203,8283600.0
2008-01-30,68.83000183105469,68.44000244140625,68.29000091552734,70.47000122070312,7904500.0
2008-01-31,67.51000213623047,70.98999786376953,67.5,71.63999938964844,8826800.0
2008-02-01,71.1500015258789,71.76000213623047,70.5999984741211,72.16999816894531,6526400.0
2008-02-04,71.77999877929688,70.94999694824219,70.5999984741211,71.9800033569336,4565300.0
2008-02-05,69.83999633789062,67.5199966430664,67.5199966430664,70.0999984741211,11709400.0
2008-02-06,68.12000274658203,67.9800033569336,67.55000305175781,69.05000305175781,7305000.0
2008-02-07,67.55000305175781,68.31999969482422,67.31999969482422,68.9000015258789,6506000.0
2008-02-08,68.08999633789062,68.01000213623047,67.62000274658203,68.69000244140625,4496000.0
2008-02-11,68.12000274658203,69.41999816894531,67.55999755859375,69.43000030517578,4979000.0
2008-02-12,69.9800033569336,70.0,69.61000061035156,71.26000213623047,6703400.0
2008-02-13,70.61000061035156,71.6500015258789,70.1500015258789,71.91000366210938,7502000.0
2008-02-14,71.52999877929688,70.44000244140625,70.19000244140625,71.98999786376953,5418800.0
2008-02-15,70.0,69.94999694824219,69.18000030517578,70.33999633789062,5355800.0
2008-02-19,70.61000061035156,70.4000015258789,69.86000061035156,71.11000061035156,5415300.0
2008-02-20,69.93000030517578,71.25,69.45999908447266,71.5,4717500.0
2008-02-21,71.98999786376953,70.79000091552734,70.55000305175781,72.18000030517578,5371200.0
2008-02-22,70.94999694824219,71.18000030517578,69.81999969482422,71.6500015258789,5231500.0
2008-02-25,71.25,72.25,70.62999725341797,72.33000183105469,5190100.0
2008-02-26,72.0,73.30000305175781,71.77999877929688,73.76000213623047,6203900.0
2008-02-27,73.0,74.22000122070312,72.52999877929688,75.19000244140625,7163300.0
2008-02-28,73.83000183105469,74.38999938964844,73.1500015258789,74.69999694824219,6024500.0
2008-02-29,73.7699966430664,72.33000183105469,72.0,74.33999633789062,8823500.0
2008-03-03,72.0999984741211,73.19999694824219,72.0999984741211,73.61000061035156,6104700.0
2008-03-04,72.66999816894531,71.73999786376953,70.47000122070312,72.87999725341797,7998400.0
2008-03-05,72.0199966430664,71.8499984741211,70.88999938964844,72.7699966430664,7258800.0
2008-03-06,71.63999938964844,70.75,70.63999938964844,71.83999633789062,5442600.0
2008-03-07,70.04000091552734,69.83999633789062,68.9000015258789,71.11000061035156,6961000.0
2008-03-10,70.0,68.72000122070312,68.30000305175781,70.30999755859375,7146000.0
2008-03-11,69.5199966430664,72.61000061035156,69.5199966430664,72.7300033569336,7690800.0
2008-03-12,73.80000305175781,75.25,73.75,76.63999938964844,14346200.0
2008-03-13,74.2699966430664,75.66999816894531,73.33000183105469,76.05000305175781,8559700.0
2008-03-14,76.5,74.79000091552734,73.4800033569336,76.80000305175781,8571100.0
2008-03-17,72.87000274658203,74.45999908447266,72.51000213623047,75.22000122070312,8913600.0
2008-03-18,75.72000122070312,76.87000274658203,74.62999725341797,76.87000274658203,9404400.0
2008-03-19,76.62000274658203,73.7300033569336,73.7300033569336,77.0,7377400.0
2008-03-20,74.11000061035156,73.81999969482422,72.80000305175781,74.27999877929688,9254000.0
2008-03-24,74.05999755859375,76.02999877929688,74.05999755859375,76.5,5374000.0
2008-03-25,76.38999938964844,76.63999938964844,75.31999969482422,76.94000244140625,5211600.0
2008-03-26,76.04000091552734,77.36000061035156,75.87000274658203,77.61000061035156,7498900.0
2008-03-27,77.68000030517578,77.02999877929688,76.70999908447266,78.0,7068200.0
2008-03-28,77.37000274658203,77.08999633789062,76.44000244140625,78.0,4421300.0
2008-03-31,77.0,78.29000091552734,77.0,78.62999725341797,6068700.0
2008-04-01,78.88999938964844,79.9800033569336,78.79000091552734,79.98999786376953,9342800.0
2008-04-02,79.8499984741211,78.51000213623047,78.08999633789062,79.9800033569336,8160000.0
2008-04-03,78.19000244140625,77.06999969482422,76.77999877929688,78.36000061035156,7971500.0
2008-04-04,76.86000061035156,77.83000183105469,76.8499984741211,78.56999969482422,4885200.0
2008-04-07,78.25,77.25,76.97000122070312,78.44999694824219,5320900.0
2008-04-08,76.8499984741211,77.58999633789062,76.47000122070312,77.91999816894531,4019000.0
2008-04-09,77.73999786376953,76.16000366210938,75.6500015258789,77.73999786376953,4582900.0
2008-04-10,76.0199966430664,75.70999908447266,75.5,76.93000030517578,6994500.0
2008-04-11,75.12000274658203,74.80000305175781,74.37999725341797,75.8499984741211,9044900.0
2008-04-14,74.79000091552734,75.54000091552734,74.69999694824219,76.0199966430664,4447000.0
2008-04-15,76.08999633789062,75.94999694824219,74.91000366210938,76.75,5458400.0
2008-04-16,76.75,79.0199966430664,76.5199966430664,79.16999816894531,7640200.0
2008-04-17,77.8499984741211,78.58999633789062,77.61000061035156,80.0,9966100.0
2008-04-18,81.02999877929688,85.27999877929688,81.0,85.44999694824219,20117900.0
2008-04-21,83.88999938964844,83.33000183105469,82.05000305175781,84.44999694824219,9813300.0
2008-04-22,83.13999938964844,82.01000213623047,81.3499984741211,83.33999633789062,5720100.0
2008-04-23,82.5,81.69000244140625,81.37000274658203,82.7699966430664,4773400.0
2008-04-24,81.68000030517578,81.81999969482422,80.5199966430664,82.5,5305700.0
2008-04-25,82.52999877929688,82.25,81.20999908447266,82.88999938964844,4084500.0
2008-04-28,82.5999984741211,83.02999877929688,82.30000305175781,83.5999984741211,4683900.0
2008-04-29,82.76000213623047,81.51000213623047,81.4000015258789,83.08999633789062,4509500.0
2008-04-30,82.3499984741211,81.87999725341797,81.6500015258789,83.30999755859375,6032000.0
2008-05-01,81.91999816894531,82.3499984741211,80.55000305175781,82.66999816894531,5369900.0
2008-05-02,83.29000091552734,82.80000305175781,82.12000274658203,83.63999938964844,4511400.0
2008-05-05,83.02999877929688,82.75,82.0,83.02999877929688,3944500.0
