aaplopen,aaplclose,aaplvolume,ebit,revenues,net profit,AAPL
0.18854335464252253,-0.8802741910270448,-0.6157798046777552,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
0.19729413400880985,-0.8793093637642654,-0.5925022692371743,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.9987934644179255,-0.987647334688136,-0.348152653345471,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8760202080497801,-0.8770092230733165,-0.3674891650370066,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
0.23260977930846938,0.2650117242457399,-0.3409402419949189,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
0.2673441228359398,0.26742535563545383,-0.3306315313933632,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
0.2622092905149362,-0.8714800687822426,-0.4214501659719082,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.9872162676988426,-0.8709573237455066,-0.2011337299808522,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
0.30413489951448774,-0.9869438799437246,-0.3510216449133653,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8687473728128918,-0.8699568547756771,-0.5338476718186085,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
0.3026597681355993,-0.8718774425511968,0.07194880574605739,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8717607661932398,-0.9871649523214017,-0.5483185704014241,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8709706958275979,-0.8732665311864946,-0.32479832476870457,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8740959741727005,-0.8709485696420206,-0.5128585718363586,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
0.29292765136894977,-0.870836642176021,-0.3275659493968338,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
0.3023941194762656,-0.9868657183054567,-0.3412412710887665,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
-0.9986840796758468,-0.8680809754572465,-0.594274654820338,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.9868108878446994,-0.9866660622166651,-0.4507912874457045,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8659702504754336,-0.8659462247928726,-0.37229948708767296,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8653048787157613,-0.8649770204783501,-0.5859994264649772,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.862737775083094,-0.859425042988902,-0.05185094496148166,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.9857813273994722,-0.8579690479912468,0.13554273768408137,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
0.3545862678394792,-0.8617698921369401,0.28888020029405187,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8620411505399707,0.38694387994372337,-0.27188478221137463,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8605410169343214,-0.8617567609817111,-0.4585627528276878,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8620098977565196,0.3732780991089571,-0.6545849122550655,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8620011469771534,0.37939659215257127,-0.6329906823596732,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8629921727403854,-0.8624133187431617,-0.6324777042099533,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8626440167327409,-0.8625114897608264,-0.6258151317144901,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.862509942291736,-0.9986366828200729,-0.45901122474301176,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
0.3582897226784258,-0.8655710489291865,-0.5912490052546252,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
0.3493170485496362,-0.8641416288885424,-0.5985136359377835,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.862934355091001,-0.8618280443958115,-0.5874984284833202,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,1
-0.8609832438201535,-0.8602916992340168,-0.5058581095416789,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8580276680891898,-0.8583576676567151,-0.6672281341966637,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8583801994865174,-0.8576923557917783,-0.7544374913744852,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,1
-0.8586302217541256,0.42044395810536167,-0.6420246269005478,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.9999999999999993,0.4142785680787867,-0.667194345216742,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8622824220282126,0.3713584492730965,-0.6207652150789247,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
0.36494344027514924,0.34701578865092986,-0.3420675652341236,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8655236481999184,-0.8657852118180407,-0.5375613878845443,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
0.36262135846473803,-0.8622435516648438,-0.5210600787809814,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.9862501191512376,0.36997342504298864,-0.6413488473021145,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8630771803113721,-0.8600415819915594,-0.6323179744866873,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
0.3860609460530076,0.3789057370642486,-0.49368178986808914,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8607019687690942,-0.8593984680318909,-0.6096639993119335,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8599250245725016,-0.9999999999999997,-0.80289703203305,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8591393295965429,-0.8584739721744578,-0.5744927429389259,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8600144075331716,-0.861028607159607,-0.5129783691288082,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
0.4075816127373842,-0.8586837580115688,-0.556977764437713,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
0.41767001123537545,-0.8579021416288894,-0.5557859349641123,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,1
-0.8584652070575043,-0.8582191652337042,-0.6882479514333878,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8554336870627547,-0.8578752540253253,-0.6340965035207459,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8572954153729323,-0.8566246678130383,-0.7103613029293948,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,1
-0.8572863520657316,-0.8568256995466634,-0.7755525321000795,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8551789768776289,0.4367015788650928,-0.5810416615928344,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
0.4364216813059911,0.43053618883851785,-0.678467577608789,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8571300881484765,-0.856915116460842,-0.605729119013783,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
0.43356517689856733,-0.8565174300453346,-0.7102568642641824,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.9856402523349743,0.43196498358605573,-0.6390604118437835,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.856415649518786,0.439112083789276,-0.6405071945295203,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8557905938497654,-0.8551999374706903,-0.7823072563589654,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8551836647951465,-0.9854771299046438,-0.7718111705051167,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8548977018265697,0.445321244333281,-0.8187256332636271,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
0.4414221266581553,-0.8549854619352831,-0.789479735278701,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
0.4550858435829439,-0.9854632796623427,-0.8705425698362266,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8543529658110183,0.4528685321244331,-0.8845680682291657,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.85468362025993,0.445586993903392,-0.8907606667311729,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8558130958538501,-0.8559324683445374,-0.8512521340264023,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8546120513858273,-0.8528016257620769,-0.575202311517281,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8515761560013946,0.47966546818821304,-0.7244635944585195,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
0.49441747155606025,-0.8509435672971715,-0.7339552260910605,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,1
-0.8508839068479543,-0.8498761919649845,-0.7213365779530416,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,1
-0.8460219113264782,-0.8474106612474607,-0.5763327064819331,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8467497886530526,0.5383117086134124,-0.731583854045649,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,1
0.5410309980732657,-0.8456060653431305,-0.7379576843490542,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8455709336612799,-0.8443554791308435,-0.724727762846998,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
-0.8528797095991368,-0.8478527434735041,1.0,-0.6871209173513996,-0.6893454989582585,-0.6497040716176427,0
0.5552728914918983,-0.8486612474597477,0.18227904036664114,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8497947473446861,-0.8514125371267791,-0.2245310627138826,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.49017646884175603,0.45925590120368903,-0.23592716412382653,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8540629399805927,-0.9849282163514157,-0.4330858619667512,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.5016056117497962,0.5248210098483662,-0.4636003825614636,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.5312082482346082,0.5357636392058776,-0.507473837127024,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.5348679491767234,0.5329060497108018,-0.7508527877773411,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8463391270785061,0.5011505393153038,-0.4140258055654838,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8500760223957453,-0.8484467719243405,-0.6496824384409765,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.9846214115944709,-0.8462135375957489,-0.7794536234183083,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8465041417751276,-0.8466065343129601,-0.6315254693212518,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8420931239188497,-0.8413540722213547,-0.6455202504597166,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8414190013798111,0.5996779740503358,-0.5339459670329261,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8416152688598835,0.5938283570423634,-0.6602952498618272,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.5929543724988006,-0.8395766765671417,-0.7229983814200982,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.839632904805585,-0.8392549632640309,-0.7517865923133581,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.9838914090786218,-0.8378124120681578,-0.5356876353616156,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8404992319628474,-0.839969673284353,-0.48146553776368295,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.601527010999417,-0.8434266062216673,-0.1682877697715448,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.5275923011893245,-0.8487637955291553,-0.10630649369341855,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.512500332060824,-0.8469729560731603,-0.3264847020393405,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.5359399196490936,-0.8468566515554176,-0.5151255052165578,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8458522087123391,0.5550132874785054,-0.6466414302480264,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8431825959499525,-0.8422429263717377,-0.6213488429139353,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.587060097539937,-0.8439849929654535,-0.5631365739597985,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.5624610316856343,-0.9842729717054879,-0.40246997443227384,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8405261093566153,-0.8394069094888238,-0.5141517682497243,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.9841544012513622,-0.8411039549788972,-0.6726435861604726,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8441289302328495,-0.8451639831170871,-0.5067458381959844,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8458209559288881,-0.8427878693137417,-0.5467427752468954,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8423162687926901,-0.8420866030952018,-0.585274499259385,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.5273672811484771,-0.8457179928091302,-0.27248069694817495,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.847307963365488,-0.9985260497108029,0.21123926788495687,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8496159814233462,-0.8505371267781782,-0.34012316302590406,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8494822195101758,-0.8523101453806481,-0.2372295757135344,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.5000898517524215,-0.8484558386743796,-0.6144067434027565,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8470579410978797,-0.8476070032827897,-0.7059871658922627,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.5147786599744038,-0.8485049241832118,-0.6543453176701665,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8473748443220731,0.5407659840550256,-0.6195518835271921,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8445977219846149,0.5701109895263402,-0.5710646973396005,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.842329707489574,-0.8434800687822426,-0.7241625653646719,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.5521913670436271,0.5675191496013754,-0.6763910912063302,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.5654956769587289,-0.8442885727684861,-0.702165939435667,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8453612274843235,-0.8443423479756145,-0.7629277405111659,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
0.567595864006638,-0.8461062998280453,-0.6042485473481246,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8462766215116041,-0.8476116929810859,-0.5588054410789304,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8495447250770779,-0.8486387369079265,-0.5339613256601632,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,1
0.5176351643818276,-0.8503495388463351,-0.6493660507198917,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8508526540645033,-0.8522523057683298,-0.6258765662234387,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8504241784033898,-0.8498715022666884,-0.6837202281238844,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.850522312143426,-0.8515285289979687,-0.7324500806218226,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8511920592927814,0.46256057526965744,-0.5659134137642701,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.854406720598554,0.482166640612787,-0.39445277101449655,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8512814422534514,-0.8490989526340481,-0.603462185633584,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8466335282986148,0.5293324996091916,-0.29487664718534506,-0.5451237096884942,-0.5304547740498599,-0.4935014722065253,0
-0.8415036964229634,0.5663592308894793,-0.23657529819323303,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,0
-0.9843584194217305,-0.8423323432859162,-0.7711261757303411,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,0
-0.8421200013126175,0.5651086446771922,-0.6918603005595587,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,0
-0.8427359936744373,0.5639018289823352,-0.6727572400020273,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8454371717481095,-0.8451283414100369,-0.6675506653686433,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
0.5482628921638332,-0.8436185712052534,0.04046669163540637,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
0.5548697305853801,-0.8438686884477108,-0.6365139514478687,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,0
0.5554947862544006,-0.8451283414100369,-0.6949658149869046,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
0.5576824810959724,-0.8439224636548391,-0.7540719560462418,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,0
-0.8454684245315606,-0.9845208691574185,-0.7102906532441041,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
0.543262446811669,-0.8479196498358614,-0.7057752168363904,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.9848558074703536,-0.8511355322807576,-0.5701155341763464,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.851772423481467,-0.8498671252149455,-0.5673079771174007,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
0.5022306674188168,-0.9848201031733635,-0.6962743700275073,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8472720226645193,-0.8479065186806325,-0.7770238885893956,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8483971228687562,0.49722057214319193,-0.6927726030174437,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
0.47321245798453904,0.493556354541191,-0.6427126934007709,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8502097843089157,-0.8516313897139294,-0.7103705181057371,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8511339291155625,0.5041863373456306,-0.7407621696825525,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.9850000078131966,-0.8503764264498993,-0.8193799107839285,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.850522312143426,-0.9849299984367682,-0.8401816355138854,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
0.5229043836716706,0.5535407222135375,-0.6052437863930901,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8442405026697697,-0.8456820384555269,-0.45502719683770254,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,0
-0.8456559412322667,-0.8490186024699087,-0.5567688871072881,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
0.509821968519071,-0.8516982960762867,-0.48234097951619886,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8512145612968662,-0.998519440362671,-0.7617543413902498,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,0
-0.8524199811545723,-0.8544408316398321,-0.5874707829542933,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,0
-0.8539154268427038,0.4587181491324056,-0.7020922180249288,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8526653155046628,-0.8515197748944827,-0.6965016777106167,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8527772004694175,-0.8540609660778499,-0.6256031826586179,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8540495012837088,-0.9854771299046438,-0.503397657458292,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
0.4688370683013954,0.430401750820697,-0.38883458517115765,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8583089431402491,-0.8591661716429586,-0.360722153876331,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.9858612407667565,-0.8547087697358146,-0.5222764820581614,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.9854826445480308,-0.8559102704392694,-0.6350518101348949,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.857603255289925,0.47939971861810204,-0.4494581586015224,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8520536985325262,0.45760200093793946,-0.5810508767691768,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.9853741348838888,-0.8516982960762867,-0.6907483359475911,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8510357953755263,-0.9985026012193225,-0.7406792330954721,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
0.5003117465149238,0.49194935125840217,-0.6767812003381531,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8505670036237609,0.4992308894794433,-0.7092431948665324,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8500088289113256,-0.8466871971236526,-0.5859809961122926,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,0
0.5579512550336513,0.5710926997029856,-0.5757644372741596,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8416512095608522,-0.8404608410192287,-0.6250902045088981,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8409055181477108,-0.8418902610598727,-0.5779054299110143,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,0
-0.9842160004875442,-0.8420018758793194,-0.5681035540082836,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
0.5998299848580263,0.5990526809441924,-0.6338937696412159,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8388203324358583,-0.8402063467250283,-0.5912244314510458,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.9838749076089597,-0.8370129748319534,-0.5320568558827602,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8368470316887605,0.6695325934031575,-0.4353128629161338,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.999999999999999,-0.8316845396279515,-0.16489965660303588,-0.36682611979583896,-0.36998347582441266,-0.3202272254111769,1
-0.8231448738403271,0.7280412693450053,-0.030846486351994724,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,1
-0.8272389884724115,0.729782710645615,-0.4859072527606584,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,1
-0.8266273715002749,-0.8243373456307653,-0.49666443527753806,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
0.7427895921980551,-0.8220146943879952,-0.4164954728252129,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8214125320536367,0.8017820853525089,-0.5407068347427068,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
0.7885061638302161,0.7534563076442081,-0.34023067341656393,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8251541152883936,-0.8249982804439591,-0.4118571673996023,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8269311485554189,-0.8255966859465383,-0.3695656514394654,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8224620005219222,0.737020478349226,-0.3619354854280636,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
0.7456023427086474,-0.8246634359856192,-0.25994498539723665,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
0.7385923433805822,-0.8314522432390192,-0.10756590112686248,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8385168679085488,-0.8422429263717377,0.19129762628027872,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.838690945912371,-0.8329529466937636,0.12410363211787351,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
0.6542535819596431,-0.8330914491167744,-0.24956562511039013,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.9831203716581015,-0.9983162201031743,-0.48322870817050445,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,1
-0.8305070920378853,0.7124558386743784,-0.5583016781055529,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8296632668847076,0.6993684539627949,-0.5163879843754491,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.82931073548738,-0.8300809754572465,-0.5785781377840002,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
0.655681834163355,-0.9836508050648751,-0.12947651874333957,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8383024738140747,0.5901641394403625,-0.21235474304029292,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8372576932633069,-0.8408003751758646,-0.476274321757536,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8391375481878862,0.6686384242613723,-0.34296143733932405,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8332573369815756,-0.983198374237925,-0.3764954640488545,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.9837003295606023,0.6691761763326558,-0.10763347908670581,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8342843034457763,0.7132124433328121,-0.359809851418446,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.826689877067177,0.7417539471627324,-0.6189406101631547,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8266586242837259,-0.8258155385336886,-0.6050594828662446,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.825622907040159,-0.8281203689229335,-0.49023838564152655,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.832690411489774,-0.8329351258402385,-0.5820031116578782,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8359810170593326,0.6960637798968264,-0.5043775378760204,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,1
0.7072958060327247,-0.8284286384242623,-0.6069946698981218,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8285875460783233,-0.8314031577301869,-0.4439136941689216,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8334673556863665,-0.8303045177426928,-0.5503059767659075,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,1
0.7061332024883465,-0.8282141628888551,-0.5802245826238196,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
0.7279226431104019,-0.8261238080350173,-0.4769224558269425,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8252388103315459,0.755107081444427,-0.6051731367077993,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
0.7659604058486458,-0.8211214631858693,-0.2972388040544143,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8227520263523477,-0.8161503829920285,-0.15972687094957347,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8146041131788306,-0.8153375019540419,-0.21250218586176928,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
0.8735606139921837,-0.8159227763013922,-0.39875625836633793,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
0.7904719639092856,-0.8205318117867759,-0.0010722515901115891,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
0.7871247908016807,-0.8194244176957958,-0.4642485166308701,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8214750376205388,-0.9819929029232463,-0.17177724987981874,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
-0.8175149974294592,-0.8216754728779124,-0.36966087492833555,-0.13130850747293493,-0.18504202888138516,-0.07902328763049103,0
