aaplopen,aaplclose,aaplvolume,ebit,revenues,net profit,AAPL
-0.2514958363479252,-0.2441988432077542,-0.6070868216615446,-1.0,-1.0,-1.0,0
-0.9924046672906813,-0.9244914803814298,-0.6171190769728321,-1.0,-1.0,-1.0,1
-0.9243413866547496,-0.24339534156635978,-0.7077073321428203,-1.0,-1.0,-1.0,1
-0.24582658142990907,-0.25228388307018973,-0.7300387761455945,-1.0,-1.0,-1.0,1
-0.9246586024067776,-0.24317336251367885,-0.5707667399712004,-1.0,-1.0,-1.0,1
-0.23086899927024795,-0.2404908550883232,-0.5658089750990577,-1.0,-1.0,-1.0,0
-0.2492175084343454,-0.24871033296857958,-0.7219877837478956,-1.0,-1.0,-1.0,0
-0.24997695107220533,-0.26170705017977236,-0.5489943499998574,-1.0,-1.0,-1.0,1
-0.9265025166303881,-0.26224480225105573,-0.6639413879679198,-1.0,-1.0,-1.0,1
-0.25689944260660763,-0.2561231827419108,-0.7410570553255053,-1.0,-1.0,-1.0,1
-0.9253149108592491,-0.239330936376427,-0.6525545017343182,-1.0,-1.0,-1.0,0
-0.22859067135666816,-0.23562294825699603,-0.17374008244072284,-1.0,-1.0,-1.0,0
-0.23180658277377875,-0.922928247616071,-0.524743077592443,-1.0,-1.0,-1.0,0
-0.9228012494862831,-0.923106768797875,-0.6807130089108561,-1.0,-1.0,-1.0,0
-0.23729769682612403,-0.22410192277630195,-0.7102783663423144,-1.0,-1.0,-1.0,0
-0.22296517033548346,-0.21766765671408528,-0.5956815050752584,-1.0,-1.0,-1.0,0
-0.20533234991241453,-0.1877004846021578,-0.23634184705922878,-1.0,-1.0,-1.0,0
-0.18751826334532964,-0.1757292480850404,-0.1743052799230489,-1.0,-1.0,-1.0,0
-0.17032923244726528,-0.17363138971392894,-0.40357579559334655,-1.0,-1.0,-1.0,0
-0.9917720484480657,-0.17809598249179356,-0.5833454556784027,-1.0,-1.0,-1.0,0
-0.9173185736854695,-0.17604189463811215,-0.6721643969906744,-1.0,-1.0,-1.0,0
-0.17224815335115828,-0.9999999999986489,-0.41237321727476955,-1.0,-1.0,-1.0,0
-0.16420993744755435,-0.17899015163357876,-0.45919859999530466,-1.0,-1.0,-1.0,0
-0.18738387637649023,-0.9918546506174779,-0.5750917294011737,-1.0,-1.0,-1.0,0
-0.917908001181356,-0.16858214788182013,-0.693347015676112,-1.0,-1.0,-1.0,0
-0.916631012449547,-0.9172021259965618,-0.6846356023072169,-1.0,-1.0,-1.0,0
-0.9168988488037223,-0.917215569798344,-0.471589940450214,-1.0,-1.0,-1.0,0
-0.19006223991824317,-0.917416601531969,-0.45653541403238784,-1.0,-1.0,-1.0,1
-0.9161800347843487,-0.1513428169454437,-0.39973306705861883,-1.0,-1.0,-1.0,1
-0.1527807945395141,-0.15027043926840758,-0.5526804205367665,-1.0,-1.0,-1.0,1
-0.9148764811866064,-0.15464749101141212,-0.5828017602742085,-1.0,-1.0,-1.0,1
-0.9156309233791142,-0.14928872909176227,-0.7418065563346767,-1.0,-1.0,-1.0,0
-0.1471552935183294,-0.9147769266843843,-0.7475629698231498,-1.0,-1.0,-1.0,0
-0.9148896073556558,-0.15129904642801364,-0.6817451086611906,-1.0,-1.0,-1.0,0
-0.1416641794659841,-0.9914562763795539,-0.6515869082183795,-1.0,-1.0,-1.0,0
-0.915336209631171,-0.14888541503829972,-0.6537309725806816,-1.0,-1.0,-1.0,0
-0.15461220764974423,-0.16009692043145277,-0.5902445510333175,-1.0,-1.0,-1.0,0
-0.9161309679143306,-0.9152011880569026,-0.029869677659713816,-1.0,-1.0,-1.0,0
-0.10438585936560014,-0.11226199781147463,0.18823204428374932,-1.0,-1.0,-1.0,0
-0.10920503857374837,-0.9908474910114126,0.2460327020279312,-1.0,-1.0,-1.0,0
-0.08607797881998905,-0.08349851492887339,-0.19534659923790493,-1.0,-1.0,-1.0,0
-0.08161508134318252,-0.9089126152884174,-0.6019171077335296,-1.0,-1.0,-1.0,0
-0.0906783885439801,-0.9095647959981251,-0.5321981552533417,-1.0,-1.0,-1.0,0
-0.09965106267276969,-0.11847115835547962,-0.2335680789802047,-1.0,-1.0,-1.0,0
-0.11728700837418372,-0.14066906362357406,-0.16573209419928783,-1.0,-1.0,-1.0,0
-0.9129388086126428,-0.12302641863373506,-0.4379269012718918,-1.0,-1.0,-1.0,0
-0.9124653289433597,-0.1580866030952014,-0.27638178826640375,-1.0,-1.0,-1.0,0
-0.15260265367384326,-0.915446928247617,-0.31866408905019833,-1.0,-1.0,-1.0,1
-0.9161309679143306,-0.15697045490073525,-0.49028753324868535,-1.0,-1.0,-1.0,1
-0.14099536990013214,-0.13338752540253293,-0.6413949231838258,-1.0,-1.0,-1.0,1
-0.14050470119995104,-0.9132002501172434,-0.7398037913429562,-1.0,-1.0,-1.0,1
-0.9120724814553803,-0.10020322025949713,-0.4833607923647437,-1.0,-1.0,-1.0,0
-0.08670303448900957,-0.09220884789745241,-0.5765938031449641,-1.0,-1.0,-1.0,0
-0.09304422425122277,-0.09783648585274396,-0.6645096571756932,-1.0,-1.0,-1.0,0
-0.09425058169243238,-0.08685008597780258,-0.6869885439999438,-1.0,-1.0,-1.0,0
-0.08259641874354473,-0.07711114584961748,-0.5312459203646401,-1.0,-1.0,-1.0,0
-0.0799180552017918,-0.07546037204939864,-0.6285458956372503,-1.0,-1.0,-1.0,0
-0.07786474732905939,-0.9908010317336261,-0.6528923915335348,-1.0,-1.0,-1.0,0
-0.08648113972650728,-0.10444583398468081,-0.4685827212371857,-1.0,-1.0,-1.0,0
-0.11085831081830766,-0.10708144442707568,-0.61740781916489,-1.0,-1.0,-1.0,0
-0.9999999999999999,-0.08046271689854667,-0.5425560134620562,-1.0,-1.0,-1.0,0
-0.0832652283093967,-0.9086893856495242,-0.7141978880132277,-1.0,-1.0,-1.0,0
-0.08295270047488644,-0.08801000468969877,-0.7492862077991548,-1.0,-1.0,-1.0,0
-0.1105457829837974,-0.9104089416914188,-0.739628702992453,-1.0,-1.0,-1.0,0
-0.10210753145202034,-0.10712521494450573,-0.5974508189329747,-1.0,-1.0,-1.0,0
-0.09706333220302472,-0.9120256370173528,-0.5525759818715541,-1.0,-1.0,-1.0,1
-0.991117052612499,-0.9123561044239497,-0.27886681415336995,-1.0,-1.0,-1.0,1
-0.11858087360905621,-0.12244489604502161,-0.5712735746700254,-1.0,-1.0,-1.0,1
-0.1545684537529128,-0.1519681100515872,-0.30614066440104976,-1.0,-1.0,-1.0,1
-0.9999999999986491,-0.9122670001563242,-0.5263495900014459,-1.0,-1.0,-1.0,0
-0.911697448053968,-0.13052993590745712,-0.5920568690472978,-1.0,-1.0,-1.0,0
-0.9127734813881868,-0.12021259965608928,-0.5196347981733765,-1.0,-1.0,-1.0,0
-0.991256815060092,-0.13276223229638945,-0.6033731055956086,-1.0,-1.0,-1.0,0
-0.12894117132307137,-0.9128922932624678,-0.6762989394429075,-1.0,-1.0,-1.0,0
-0.1326915053371945,-0.14307956854775727,-0.6369654950886401,-1.0,-1.0,-1.0,0
-0.13755756372051928,-0.9127134594341106,-0.39569067636980854,-1.0,-1.0,-1.0,0
-0.12470016860876712,-0.1146287322182278,-0.3922503438686934,-1.0,-1.0,-1.0,0
-0.9109564445583442,-0.9105114897608263,-0.6801048072722661,-1.0,-1.0,-1.0,0
-0.1017043705455021,-0.0973456307644213,-0.6844820160348457,-1.0,-1.0,-1.0,0
-0.09121281114099264,-0.06634672502735704,-0.5140411861336169,-1.0,-1.0,-1.0,0
-0.9054737687575307,-0.054869470064093005,-0.35642173824993706,-1.0,-1.0,-1.0,0
-0.05067482572666666,-0.06608097545724606,-0.5751285901065428,-1.0,-1.0,-1.0,0
-0.06763883658388364,-0.054735032046272156,-0.6114640304241241,-1.0,-1.0,-1.0,0
-0.9904844337698834,-0.05879943723620494,-0.6769286431596294,-1.0,-1.0,-1.0,0
-0.04710263257821438,-0.04414881975926262,-0.5218955881026808,-1.0,-1.0,-1.0,1
-0.04286162986391013,-0.9057727059559177,-0.4577948214658318,-1.0,-1.0,-1.0,0
-0.9999999999999998,-0.059468500859778485,-0.5401047765550117,-1.0,-1.0,-1.0,0
-0.049915383088806727,-0.061569485696420664,-0.5564524993862034,-1.0,-1.0,-1.0,0
-0.9066032443514508,-0.0722432390182903,-0.4113902651315938,-1.0,-1.0,-1.0,0
-0.07192671847336442,-0.05915585430670674,-0.39884841012976063,-1.0,-1.0,-1.0,0
-0.06192582776903606,-0.9064605283726757,-0.5886349668988672,-1.0,-1.0,-1.0,0
-0.058263001548575805,-0.9080237611380344,-0.4118203066942332,-1.0,-1.0,-1.0,1
-0.069873410600632,-0.03954978896357714,-0.2626880362217865,-1.0,-1.0,-1.0,0
-0.9040495794156674,-0.05433484445834031,-0.3919800320293201,-1.0,-1.0,-1.0,0
-0.05313129450591731,-0.07068000625293154,-0.3963664559682419,-1.0,-1.0,-1.0,1
-0.07679277685668918,-1.0000000000000002,-0.0962005169713928,-1.0,-1.0,-1.0,1
-0.9095856974761822,-0.09301234953884682,0.10558112766990536,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.08049935697398089,-0.08019384086290496,0.9847642417807758,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.07648024902217893,-0.9907153040487738,0.8261956307338418,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.08505288752279538,-0.10989526340472146,0.22384562912118594,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.9910224191842093,-0.14218852587150277,0.30332652507328806,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.9125325224277795,-0.12521494450523732,-0.2974261793067072,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.1286286434885611,-0.11016413944036316,-0.388496695371941,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.9126306561678157,-0.1329873378146011,-0.53885458429791,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
-0.12304689636420785,-0.12374237924026937,-0.36923390509114357,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.912992250872344,-0.11266531186493718,-0.4597852995557627,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
-0.11550247443913014,-0.10502735657339426,-0.3444604393576671,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
-0.9098400951334735,-0.9091539784273888,-0.4670345716116839,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.08835630673356885,-0.09533531342816993,-0.5847922383641394,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.0997854496416091,-0.09363764264499032,-0.5996808916078047,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.09876035834441545,-0.09926528060028186,-0.6077503143581882,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
-0.9096616417399682,-0.10484914803814337,-0.6350733122130268,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.10706422290735308,-0.9119856182585596,-0.4326343183259798,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.11496492656377248,-0.10377677036110726,-0.5582771043019734,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.9911876213975315,-0.9097792715335323,-0.3338660582895009,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.0964382765340042,-0.08609035485383822,-0.5068318465085123,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.06272902430372744,-0.9067197123651721,-0.442012296116966,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.906714816788371,-0.06505236829764,-0.6553804891459484,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.9040361407187835,-0.9022085352508998,-0.07661519551861587,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
-0.9017725016134257,-0.021506956385806297,-0.5919309283039533,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
-0.02531631723450407,-0.003908081913397348,-0.05397350724565181,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.900031409047369,-0.8992831014538074,-0.6184675644442513,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
-0.8984865839613848,0.012080662810692077,-0.6068134380967238,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
-0.9899375100594904,-0.00024699077692712614,-0.5221443978639221,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
-0.899910773303248,-0.8997520712834151,-0.5732609810345088,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
0.00410817838463702,-0.8998996404564649,-0.5688192660375334,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
0.0005359852361847346,0.0033734563076437685,-0.6882295210807032,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
0.00361750968445591,-1.0,-0.4498021918516339,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.9015671708261525,-0.8996182585587004,-0.5628263296896088,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.8992588402404597,-0.8980056276379562,-0.402645062782777,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.8983659482172638,-0.8975547913084267,-0.40774719875094867,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.8969014427847487,0.01230576832890374,-0.46862879711889704,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.9897781208638902,0.03128654056588984,-0.36047027238964224,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.8959729225884188,0.037942785680787454,-0.4703182461149804,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.8943655919355324,-0.8946603095200885,-0.48505638481172186,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
-0.8948612610810658,-0.8950401750820707,-0.5910862038059117,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
0.0599600276899658,0.05393153040487687,-0.40186177279368385,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
0.04911218655411464,-0.8934813193684549,-0.31260357474243033,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
-0.893651153305842,0.06987650461153626,-0.5731411837420594,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
-0.8926510642354092,-0.8928291386587472,-0.43494425586244284,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
0.07982742212978311,-0.891721431921214,-0.7276121130421294,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,1
0.09509753212395447,-0.8902654369235589,-0.6202491652037574,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
0.09732898086235774,0.1117711427231511,-0.6501892731398015,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
-0.9889021365965414,0.10498358605596335,-0.2401569300649297,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
0.102910727986711,-0.8896492105674544,-0.44159761318156376,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
0.10965195337709734,0.09243082695013248,-0.25356193991748904,-0.9169623034492229,-0.9554134636108916,-0.9265978645569997,0
-0.884454084191874,0.15777395654212875,0.014188080432692023,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8847041064594823,0.1901547600437702,-0.19311652656307493,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8803509062525888,0.20962951383460965,-0.18924308077387295,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8786141890762154,-0.9999999999999998,-0.537979142545394,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
0.1932750260570079,-0.8829629513834619,-0.28535737002377737,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8824673447478923,0.16840393934656836,-0.23153766845945728,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8825698538776117,-0.8800153196811015,-0.45046568454827757,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8797614787567025,-0.988338721275599,-0.4684322066902619,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
0.1779611621660051,-0.8810379865561991,-0.5651055499715976,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,1
-0.8826279840548306,-0.8844636548382063,-0.269476549460594,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,1
-0.8870302511317422,-0.8856651555416611,-0.09473530393297144,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.9999999999999997,-0.8865583867437871,0.0162891406387302,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
0.12438451549591104,0.14571517899015127,-0.13225028682236364,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8824804709169417,0.15393465687040764,-0.40562770819222593,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.9886079228931334,-0.9886634359856192,-0.23048406663099077,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8862845597186007,0.13544161325621348,-0.2266751270761847,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
0.1473334343839995,0.12713459434109703,-0.20490580883028914,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8886060164733429,0.10917930279818627,0.06172917518247695,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8920081944798216,-0.8938074097233087,0.3438763727047354,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.9896053242241895,-0.8917708300765993,0.27912440027303254,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
0.10402645235591262,0.10212287009535681,-0.23610532419977712,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8931376700737417,0.09524464592777826,0.0861708945676316,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8883472434263684,-0.8909710801938419,-0.13033353014317092,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8881150352453272,-0.8868441456932947,-0.3325974356797147,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8841906232273818,-0.9885267781772716,-0.16877310239223783,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.884056548786377,-0.883503517273723,-0.10200914979247204,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
0.1528245484363448,-0.8856785993434432,-0.23164517885011712,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,1
-0.9884681604455404,-0.8879205877755207,-0.09052396834455281,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8869364927813891,-0.8886396748475858,0.03435088626958472,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,1
0.09313173204488492,-0.8881128654056598,-0.21184176489057308,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8857220096164822,0.1357104892918552,-0.4020645066732138,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8858648348368534,-0.8840125058621238,-0.42168668883135985,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8834271177276733,-0.8806359230889489,-0.2038092028455587,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
0.208141975144661,-0.8785724558386753,-0.10597781907054415,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8784488618517594,-0.8775898077223708,-0.20277403136977673,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8760202080497801,-0.9879331874316095,-0.21169432206909672,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
0.21510822057589474,0.22311708613412504,-0.2766705304584616,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8774087692185092,0.21025480694075316,-0.22050710237775684,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8790070365641947,-0.8798543067062695,-0.2799449897854158,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.879426761445942,0.19118336720337625,-0.4602276280201918,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8808240733940373,-0.8801669532593412,-0.42182491647649395,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8820788726495961,-0.9885584805377531,0.17979094275422752,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
0.14613020222113499,0.12342973268719674,-0.2523271062876245,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.886463013112106,-0.8890195404095679,0.05862366075513104,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8879365818518219,-0.8889523214006575,-0.38859806231170596,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8881641021153454,0.1553196811005155,-0.3454618218535274,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
0.14693339875582637,-0.884043770517431,-0.5881649929054112,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,1
0.1542559259184018,0.14915429107394054,-0.4460362564530918,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8855613703095438,-0.8875366578083486,0.24295790485505953,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8886597712608786,0.12878849460684658,-0.1726864806122563,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
0.10826745507021687,-0.8876929810848845,-0.15862412151394817,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,0
-0.8869630576473224,-0.8883851805533853,0.07723217351562707,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,1
-0.9888436626387045,-0.8903145224323912,0.060359185632925735,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,1
-0.8915528414249401,-0.8874963264030024,0.11573010854819504,-0.8411572177336294,-0.8919749982038939,-0.8401094488891533,1
0.18354290929035835,-0.8864467719243405,0.23719534791569166,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
-0.8849541287270904,-0.8843117086134135,-0.35559544410457994,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
0.14782410308418062,-0.8839008910426772,-0.4783876688653639,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.883918098955689,0.15804283257777046,-0.6021751326711132,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8835299393852272,-0.8820518993278108,-0.4220184351796817,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8822798280471862,0.16554634985149252,-0.4930920185821837,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
0.16398804268505132,-0.8847181491324068,-0.35725417584618907,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8857532623999332,-0.9999999999999999,-0.5718326287014566,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8837218314756164,0.1695200875410345,-0.5939429084720163,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
-0.8834674338183252,-0.8830120368922942,-0.6053543685091973,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
-0.9882650173531088,0.17456932937314332,-0.602368651374301,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
0.15983454776440995,-0.8838339846803198,-0.5754664799057595,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
0.1674258488646642,-0.8830923870564337,-0.7309940827597434,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
0.16014707559892022,0.15862435516648393,-0.5677625924836195,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
0.14027968115910291,-0.8882557448804136,-0.38331162281668885,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8898608157289015,0.12458965139909295,-0.4767074350456228,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
-0.8876462434935618,-0.8887425355635463,-0.6742316682167909,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
-0.8894632803234045,-0.8893947162732541,-0.71420710318957,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
-0.8883472434263684,-0.9887460684695961,-0.5998836254873348,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
0.12670659730632228,-0.8869692043145234,-0.6908773484163829,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
0.12885053825106269,-0.9888394247303434,-0.5954234801376748,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
-0.8886553958711955,-0.8885011724245749,-0.6420215551751004,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
0.12416262073340875,-0.8902163514147265,-0.6093168943363746,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
-0.891655663082494,-0.8928382054087863,-0.4024976199613006,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
0.06277277820055815,0.08483976864155034,-0.40874858124680896,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
-0.8904143025238193,0.07318117867750468,-0.5517619746279866,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
-0.8920663246570405,-0.8920834766296711,-0.4619293639180648,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
-0.9989250823901511,-0.8916901672659069,-0.643053654925435,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
-0.8920216331767055,0.08577770830076559,-0.6019171077335296,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
-0.9988782032149746,-0.8873712677817737,-0.6077963902398995,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
0.13889518285222247,-0.8844236360794132,-0.4922104333787729,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
-0.8854182325613382,-0.8848522745036745,-0.6877380450091154,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,0
0.15983454776440995,0.1743004533375016,-0.4858888224079739,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
0.18332101452785607,-0.8825030483038934,-0.5824024359660434,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
-0.8813197425395707,-0.9880729717054879,-0.637030001323036,-0.7678240369870225,-0.8062504490265106,-0.7553460428873093,1
