AAPL,aaplopen,aaplclose,aapllow,aaplhigh,aaplvolume
0,-0.8587694571102303,-0.8636737062761257,-0.8652516602487396,-0.8625385658856562,-0.4590327934582602
0,-0.8666336882571496,-0.8606988449474804,-0.8667938822402353,-0.8657982718542191,-0.44458787412092216
0,-0.8616208854089303,-0.8706710872770531,-0.8718518398954402,-0.8634920005946302,-0.3316912859558542
0,-0.8699668590800291,-0.8721456007303543,-0.8774064565495356,-0.872021340629748,-0.3021887753353856
0,-0.8680008099852472,-0.8668167158450333,-0.8698260463286068,-0.8711709818030685,-0.4824186836089215
0,-0.8654227956018291,-0.8600133347754099,-0.8645458991212668,-0.8654504079537252,-0.5527581358470196
0,-0.8593553639388585,-0.8592631522032385,-0.8620887964238179,-0.8634920005946302,-0.5803654030307784
0,-0.8602016815286084,-0.8596770382948853,-0.8597623934629192,-0.86316990566471,-0.6385507230695153
0,-0.8593032817866341,-0.8570126044867242,-0.8573052907654704,-0.8614434190407775,-0.6607937443982175
0,-0.8578059546779755,-0.860440155347077,-0.8610301460076596,-0.8613016897026226,-0.6189216564985486
0,-0.8600714761480475,-0.8613843551195509,-0.863892417888414,-0.86316990566471,-0.5764335303237147
0,-0.8637692220364975,-0.8616171584909154,-0.8627292076830156,-0.8646000491270458,-0.590582212676274
0,-0.8607485267430682,-0.856133077114351,-0.8595009939898188,-0.8610568844821732,-0.5734728436406131
0,-0.8585871695774451,-0.8610351241590063,-0.859697043594644,-0.8609151723462684,-0.4466480676968837
0,-0.8627666753739704,-0.8662475987241457,-0.8725053211282929,-0.8673701446547097,0.10757598436580458
0,-0.8683393265908097,-0.8610351241590063,-0.8682315444424911,-0.8649994509686869,-0.34173977913272535
0,-0.8633525822025986,-0.867282339856761,-0.8674865733940531,-0.866004423618808,-0.4495767742509466
0,-0.8670633486291046,-0.8770476477750095,-0.8784520195421408,-0.8703850454028231,-0.24111514469505566
0,-0.879888283088123,-0.8781987819588076,-0.8861500595259648,-0.8812593101533903,-0.21849846080600746
-1,-0.88033098138203,-0.8724172075417793,-0.8812358715809652,-0.8764406158696235,-0.39536708920111596
-1,-0.8714772067267438,-0.8664804193645088,-0.8703357578512545,-0.8711709818030685,-0.4867831296403498
-1,-0.867545091153284,-0.869946773664922,-0.8704141776931845,-0.8709004076120456,-0.5397960845982617
-1,-0.8708912998981156,-0.8671659295365793,-0.8711330087943124,-0.8707200420202802,-0.5515294256260621
-1,-0.8698496742375242,-0.8744478690979506,-0.8734855517025211,-0.8724465114419626,-0.4935696496552819
-1,-0.8758520205941105,-0.8771769925752113,-0.8779815179404583,-0.8790432302908091,-0.6393956717420093
-1,-0.8789378011939243,-0.8770605822550297,-0.8778900281248733,-0.8791720579414272,-0.6537227695513104
-1,-0.8760212702049437,-0.8717058284096684,-0.8749493538520868,-0.8752423931424503,-0.6401951749679747
-1,-0.8767243618760766,-0.8835147323641085,-0.8826212538886007,-0.8803831823561372,-0.5048451698884242
-1,-0.8865676626558339,-0.8811477915964113,-0.8876661415701506,-0.8858847199556048,-0.40106628482873496
-1,-0.8817762263384642,-0.8845753424567641,-0.8844379453268518,-0.8840422901663411,-0.6163026522467544
-1,-0.8895362931809347,-0.8752109861501421,-0.8878621911749758,-0.880537796179579,-0.35956954265409824
-1,-0.8752530758435303,-0.8836182082042698,-0.8823990643364654,-0.87702040050528,-0.524135920357456
-1,-0.8825574412379337,-0.8811089881563509,-0.8855749981350421,-0.8838232539164653,-0.7129853149892428
-1,-0.8779092134552849,-0.8745901483781725,-0.8775371562860859,-0.8774327040344579,-0.534431838743205
-1,-0.8749926824663045,-0.8689120498013055,-0.8764392959489625,-0.8741214601247479,-0.4935797486433993
-1,-0.8687429632705485,-0.8757671687910097,-0.8746095519869544,-0.8725624718095439,-0.4891159958954827
-1,-0.8756176509091008,-0.8726888316222029,-0.8782298474399036,-0.8771621298434349,-0.522230577932629
-1,-0.8749015386999118,-0.8779271751473827,-0.8787134190152411,-0.8774584730050315,-0.4685359412767886
-1,-0.8699929001561413,-0.8762457272827574,-0.8759949342945901,-0.8746368223339702,-0.4949599436861186
-1,-0.8787945926592031,-0.8817298259283205,-0.8847385372710191,-0.8818004413331862,-0.40239261860149456
-1,-0.8817632058004081,-0.8776296821069187,-0.8818501428928528,-0.8828440502369178,-0.5780746158928016
-1,-0.8766853002619084,-0.8789231128399374,-0.8782037074925936,-0.8802027995621219,-0.5722222522787345
-1,-0.8839506040421434,-0.8875372693053892,-0.8865552287092703,-0.8870700753997413,-0.5055638812094501
-1,-0.8860598790555423,-0.8860627731210867,-0.8916262563381302,-0.8898401709274053,-0.2097746182372096
-1,-0.9093661032751703,-0.8915856752067104,-0.9106949116533473,-0.8959472793353529,0.1022857977569426
-1,-0.8885467496725677,-0.8861015765611473,-0.8910511949472075,-0.8887192551119528,-0.38933294380093453
-1,-0.88941910833843,-0.895452998387749,-0.8951158695044272,-0.8927262268226506,-0.5228735468427738
-1,-0.8945230375691459,-0.8914563304065086,-0.8948544700313269,-0.8956380516884694,-0.6466955569862456
-1,-0.8919971053379521,-0.9014415244851002,-0.900905728234415,-0.8963209294086704,-0.5582839655119556
-1,-0.9010201296040716,-0.8979751529156882,-0.9013892998097525,-0.9002119407517868,-0.6163783946576353
-1,-0.8979343316203618,-0.8943535848550329,-0.8982133834610738,-0.8988719886864586,-0.5916644875695283
-1,-0.8982468245337081,-0.8955564569589117,-0.8970371032820205,-0.8966687933091642,-0.6443744728839164
-1,-0.8951740470880545,-0.8985184010765356,-0.8986446751417914,-0.899516195748549,-0.7001949465384817
-1,-0.8994707203431888,-0.9029548241094633,-0.9023564604103256,-0.9022090015667422,-0.6714077809096664
-1,-0.9010071090660156,-0.8933705816424983,-0.8998601477919117,-0.8984725868448176,-0.6137930536995659
-1,-0.8950829033216618,-0.8887789448493286,-0.8957040008690049,-0.8899690157802733,-0.551854276410507
-1,-0.8915153628137727,-0.8895808653415808,-0.8911296147891377,-0.8915795420366245,-0.6234106567167589
-1,-0.8900180357051142,-0.8818462362485021,-0.8881889405163512,-0.8870700753997413,-0.5983887304910693
-1,-0.8819324727951372,-0.876659630643403,-0.8804516906115623,-0.8782444094052769,-0.49180400989941286
-1,-0.8774404740852657,-0.8725594868220012,-0.8754329254274243,-0.874649706819257,-0.5248815623134617
-1,-0.8716334531834168,-0.8692353945328112,-0.8723092889733658,-0.8737349427683936,-0.521234144438373
-1,-0.8711777517353496,-0.8692095255727708,-0.8697737664339869,-0.8731551409304872,-0.6000096180839214
-1,-0.8702533109172631,-0.8738399658060011,-0.8734202018342461,-0.8740570376983138,-0.6018425844272401
-1,-0.8747713333193509,-0.8742926726067072,-0.875027773694017,-0.8765565762372048,-0.6957614907549174
-1,-0.8761124139713363,-0.8766984168144648,-0.877654786048981,-0.8775100109461788,-0.6571749403227949
-1,-0.8758129589799422,-0.8737106210057993,-0.8753022431407722,-0.8776774920526572,-0.7228503432153134
-1,-0.876203557737729,-0.875715430870929,-0.8775502262597409,-0.8795972459558918,-0.7031371184100346
-1,-0.8744458198679487,-0.8724818799418802,-0.8727405806540832,-0.876955978078846,-0.7633304539194594
-1,-0.8740161594959935,-0.8779659785874432,-0.8778508182039082,-0.8785922733057707,-0.7363914031161389
-1,-0.8784300175936326,-0.8765561548032416,-0.8766092056064777,-0.88033164441499,-0.7597604616199378
-1,-0.8777139053844436,-0.8752239206301623,-0.8771581270500903,-0.8791978269120008,-0.7403855529165938
-1,-0.8751489115390816,-0.8764268100030399,-0.8764262259753075,-0.8785665043351971,-0.7682755917676415
-1,-0.8781696242164068,-0.8818721052085424,-0.8812750815019301,-0.8821096517778196,-0.6673429381923893
-1,-0.8788987569636519,-0.8861921179212885,-0.8865552287092703,-0.8821096517778196,-0.5582536685476032
-1,-0.8861380022838788,-0.8851961802287338,-0.8878621911749758,-0.8883198360680618,-0.5858626188960484
-1,-0.8874139802455838,-0.8926203990703269,-0.8920314255214357,-0.8893119242328961,-0.580722233944262
-1,-0.8968797028056105,-0.8939655677234264,-0.8961614324970324,-0.896411103603428,-0.5545742705434759
-1,-0.8890935948870277,-0.896888691131991,-0.9042515716905069,-0.8932029527782626,-0.3988243094666592
-1,-0.8991322037376263,-0.9049596167055941,-0.9064342049412004,-0.8995548492044095,-0.27917149825101156
-1,-0.9050433889439239,-0.9050501580657354,-0.9077280974332509,-0.9059583007739538,-0.4426084724499003
-1,-0.9104337700118738,-0.9037050066816347,-0.9113876028071651,-0.9085351290223156,-0.4438153015299366
-1,-0.9068792500420407,-0.9085035778861285,-0.9107341215743123,-0.911215050355222,-0.5508814072218585
-1,-0.9184412096935142,-0.9196011199774563,-0.9187589108995117,-0.9153637514040746,-0.4741728598110167
-1,-0.929078745910797,-0.9202219577494261,-0.9294891149717072,-0.9220506444476786,-0.30633609312228854
-1,-0.9230503758619946,-0.9358076435247635,-0.9351352039914896,-0.9271914336613655,-0.3059641137266288
-1,-0.9333624160117712,-0.9277108489911201,-0.9444800257560495,-0.9311597691184528,-0.01994730492271569
-1,-0.9176990564082129,-0.9188897408453455,-0.9240521280805069,-0.919860333555671,-0.1674514422016275
-1,-0.9211624499955493,-0.9316428445722595,-0.9314364886966104,-0.9249495848282107,-0.5125978264332598
-1,-0.9316958219083834,-0.9370881225087635,-0.9366643560093305,-0.9306830603650909,-0.2579282767459377
-1,-0.9376590892669053,-0.9346694438209856,-0.9386378871314418,-0.9369318809089433,-0.39820153853274926
-1,-0.9343649800581941,-0.9305046275994829,-0.9342333932591916,-0.9319843589745586,-0.42282960422185795
-1,-0.940731866712559,-0.9352773471129351,-0.941447861667678,-0.9384135795146764,-0.35045015638403326
0,-0.9476195748891675,-0.9650001000738474,-0.970737000807494,-0.9514523689844274,0.5486038449492736
-1,-0.9624235876729716,-0.954135387257382,-0.9632742116245113,-0.9574821704806542,-0.049746052527963075
-1,-0.95764516320171,-0.9600075030345516,-0.9618496193959107,-0.9608836057873719,-0.24823829764723634
0,-0.9627360718943698,-0.9716741363432692,-0.9715081118032419,-0.9654832552201378,-0.06015642611237649
0,-0.9679571946595386,-0.9755931974443885,-0.978500390659593,-0.9684337335418172,0.35163823020042284
0,-0.9836335574172569,-0.9742092339857279,-0.9877929238045838,-0.9783803325539839,0.2392381756177966
0,-0.9725403197519068,-0.985824138008864,-0.9859501011439717,-0.9748758299660968,0.10179263050387338
0,-0.9915108091022322,-0.9850092830365917,-0.9902238865547227,-0.9815369540391272,0.2995459663258859
0,-0.9818237460872001,-0.9863673689007127,-0.9890214751533083,-0.9822198145570781,-0.05533584245097633
0,-0.9917842317094622,-0.9759424197704338,-0.9911126185884167,-0.9768084597534932,0.30649407015069735
0,-0.9672410737584015,-0.9585330068502491,-0.9701750006652774,-0.963241406386983,-0.10240890923113638
0,-0.9519943713726382,-0.9665263341782306,-0.9674042360500061,-0.955678394147251,0.16324160686923553
0,-0.968165514576488,-0.9744549891061112,-0.9742658151698071,-0.9677895264797267,-0.07529817562981919
0,-0.9734647518780453,-0.969358916226654,-0.9823036657437125,-0.9723891845136177,0.16295715203726047
0,-0.9736860923330508,-0.9751663682382221,-0.9899494171079674,-0.9741800849628591,0.03173426676837791
-1,-0.9734517313399892,-0.9738212168541214,-0.9798204230989536,-0.9767698062976328,-0.0963411005372301
0,-0.9771364566903832,-0.9828104732401582,-0.9830617067658054,-0.9795141414558481,0.2910813311187695
0,-0.9765896114759233,-0.9758518784102926,-0.9807483737785616,-0.975197933497142,0.3242329427790131
0,-0.9777093516729032,-0.9740928323000457,-0.9820945461652322,-0.977774770346629,-0.020442155340471155
0,-0.9857558616606598,-0.9764856506622825,-0.9844340190997859,-0.9795141414558481,-0.07176184662402249
0,-0.9795842656932403,-0.9820344217079464,-0.9821468260598523,-0.9798620139574671,-0.30096511460848685
0,-0.979115535015169,-0.9719198914636524,-0.9814802748533445,-0.9761642526914027,-0.045267151297870255
0,-0.9720455479977232,-0.9659184222517817,-0.9715865316451721,-0.9645169446270021,0.1451980814327098
0,-0.9624496287490838,-0.9575241433121736,-0.9615620887004493,-0.9611026248349976,-0.04288883959620879
0,-0.9635303073318954,-0.9619864353051416,-0.9647902936686971,-0.9629193028559377,-0.029864511254059884
0,-0.9654442829664008,-0.9628012902774139,-0.9651562529310376,-0.9650838447773717,-0.391635513091715
0,-0.9601580662028997,-0.9575888157122744,-0.9627906400491738,-0.961617995645345,-0.18680446976405038
0,-0.9615642495451656,-0.9675351977163061,-0.9676002769298824,-0.9642850238918396,-0.2723008200017673
0,-0.9717981577746576,-0.9729675584417885,-0.9741220454596019,-0.9732266502538852,-0.2346585249586272
0,-0.9741548230111221,-0.9740798978200255,-0.9771019296533534,-0.9770017184316704,-0.3692039773181536
0,-0.9729439390477497,-0.9771323660287918,-0.9786964315394693,-0.9762930889431458,-0.3520306480244155
0,-0.9799227909907507,-0.9785680587730339,-0.9816240358386007,-0.9804546830784102,-0.29148721426025215
0,-0.9830216095125165,-0.9845824538304254,-0.9845647188363361,-0.9855181739815013,-0.31887567003479944
0,-0.986354789027344,-0.9764080524166608,-0.9897795161754012,-0.9813952333020973,0.08695385062995444
0,-0.9812899127188484,-0.9844272400701832,-0.9845777888099911,-0.9845518547872406,-0.18284566642200667
0,-0.9881646003574007,-0.9871434204329245,-0.9881588743419752,-0.988984014512403,-0.3287642625664775
0,-0.9866542527106861,-0.9848540692763497,-0.9886816645632269,-0.9884171143620334,-0.30040967026202664
0,-0.9869146634718079,-0.9895362474296606,-0.9895311954009048,-0.9876569469323617,-0.3231290271969357
0,-0.9923831590761464,-0.9970380731513748,-0.9976474570917913,-0.9942665330642448,0.004435018722201483
0,-0.9966928615612847,-0.9943348272686539,-0.9987714486512755,-0.9972685493270714,-0.08425766125469107
0,-0.9924222206903147,-0.9809220823297095,-0.991321738166897,-0.9835211217676709,-0.1606093777520494
0,-0.9801571519838124,-0.9837029264580522,-0.9869826028878709,-0.9836241976499653,-0.2850221787003925
0,-0.9862896863370635,-0.9782705743670692,-0.9847738296898674,-0.9829284526467277,-0.4866754071004302
0,-0.9800660169093677,-0.981284239135775,-0.9821468260598523,-0.9835597752235313,-0.8485928442657885
0,-0.9844928955450629,-0.9861216224148287,-0.9859893110649367,-0.9867679346498218,-0.47228939852711066
0,-0.9861464691103945,-0.9815429201016792,-0.9891521748898584,-0.9862783414111731,-0.33706226446965587
0,-0.9869667456240323,-0.9771064970687515,-0.9861461420238479,-0.9816657988919953,-0.2228730058255532
0,-0.9804175627449342,-0.9829139404458203,-0.9858063314337665,-0.9829799819867499,-0.3715385267379727
0,-0.9857298205845476,-0.9795639878310892,-0.9860677309068668,-0.9839076477251502,-0.4001371779219288
0,-0.976706796318428,-0.9721656379495365,-0.9769973698641132,-0.9757777267339235,-0.3151693413956922
0,-0.9757172528100612,-0.9717258742633499,-0.9751545472035011,-0.9721701482637418,-0.3041361968773688
0,-0.9759386019570147,-0.974118701260086,-0.9760824978831092,-0.9774655513008705,-0.463705258627271
0,-0.9766156525520354,-0.9782705743670692,-0.9782651311338028,-0.9752108179824288,-0.4020475698408147
0,-0.9825398582963891,-0.974041094379965,-0.9812711552748643,-0.9780968738776742,-0.4017126200682523
0,-0.978386402267924,-0.9785939277330742,-0.9806568839629766,-0.981691567862569,-0.4915313372202415
0,-0.9810034695735623,-0.977714400360701,-0.9809836245794029,-0.9813436953609501,-0.3702542720823693
0,-0.9848444413806293,-0.985824138008864,-0.9871655825190411,-0.9882753850238785,-0.2498154229582461
0,-0.9870839217745891,-0.9854749156828188,-0.9866166523504795,-0.9886232575254974,-0.5121753520970128
0,-0.9862636452609513,-0.9847376675906675,-0.9861461420238479,-0.9884815367884675,-0.5455356761783505
1,-0.9861594896484506,-0.9902476265617716,-0.9915177790467732,-0.9896539991461921,-0.5197950386316352
1,-0.9902608635246914,-0.9894198371094791,-0.9899363558592613,-0.992436979159143,-0.6458573409724965
1,-0.9912113367269422,-0.991153022894185,-0.9917007586779434,-0.9945242227699811,-0.8644869683979819
1,-0.9905603272080336,-0.9901570852016304,-0.9907989479456453,-0.9930167723959243,-0.8422506797280246
1,-0.9907165736647067,-0.9891223527035145,-0.9910211374977806,-0.9927590826901882,-0.6152186941888138
1,-0.9895447513155025,-0.9895362474296606,-0.9914785691258081,-0.9922050670251054,-0.44593945536397533
1,-0.9914326858738957,-0.990752062648059,-0.9906682569340441,-0.9926044774678715,-0.6623826518620309
1,-0.9915498620244525,-0.9837675988581531,-0.9909035077348854,-0.9883526919355994,-0.5791417423038797
1,-0.9820581070802618,-0.9788138052589178,-0.981035904474023,-0.9817302213184294,-0.31729349522973094
1,-0.9784384844201482,-0.9808315409695683,-0.9814541349060345,-0.9804546830784102,-0.2525505655733911
1,-0.9838288654880982,-0.9834313110121279,-0.9842379694949607,-0.9864716000893502,-0.5749136326120372
1,-0.9856256562800989,-0.9812454356957145,-0.984525508915371,-0.9856341257479576,-0.6227323413482029
1,-0.9820060336199854,-0.9839874850184961,-0.9843948091788208,-0.985337791187486,-0.6988686127657221
1,-0.9855865946659306,-0.9864708447408741,-0.9877798538309288,-0.9884171143620334,-0.6562660313922236
1,-0.988477093270747,-0.9876995944392927,-0.9893482157697346,-0.9900276406183846,-0.5476530973536443
1,-0.9910811400383293,-0.9907779316080993,-0.9914785691258081,-0.9932358000446752,-0.4134409116019941
1,-0.9984636112771732,-0.9933000947705379,-0.9975821072235161,-0.9972685493270714,0.07345655301097123
1,-0.993607063577575,-0.9946581806346588,-0.9971246755954887,-0.9969335613107394,-0.3978346086311483
1,-0.9966928615612847,-1.0,-1.0,-1.0,-0.4746054331353811
1,-1.0,-0.9940114739026488,-0.9985492678240894,-0.9988661910981358,-0.37280090025265505
1,-0.9887374953399207,-0.98685887050698,-0.9900409069235524,-0.9896926526020525,-0.1802838897695447
1,-0.9903259662149719,-0.98685887050698,-0.9891521748898584,-0.989860142309656,-0.5684687950284124
1,-0.9876698372951652,-0.9852032916023951,-0.9867996319816497,-0.988442883332607,-0.6114686032678642
