Date;aaplopen;aaplclose;aaplvolume;ebit;revenues;net profit
15.11.2010;4406570000000000;43862900000000000;100901500.0;18385.0;65225.0;14013.0
16.11.2010;43674300000000000;43084300000000000;164412500.0;18385.0;65225.0;14013.0
17.11.2010;4302860000000000;4292860000000000;119862400.0;18385.0;65225.0;14013.0
18.11.2010;43600000000000000;4406140000000000;123622800.0;18385.0;65225.0;14013.0
19.11.2010;439957000000000;43818600000000000;96210800.0;18385.0;65225.0;14013.0
22.11.2010;4381140000000000;4476570000000000;98268800.0;18385.0;65225.0;14013.0
23.11.2010;44350000000000000;44104300000000000;129861900.0;18385.0;65225.0;14013.0
24.11.2010;4457140000000000;4497140000000000;103431300.0;18385.0;65225.0;14013.0
26.11.2010;4482000000000000;45.0;59396400.0;18385.0;65225.0;14013.0
29.11.2010;4507140000000000;4526710000000000;111446300.0;18385.0;65225.0;14013.0
30.11.2010;4479140000000000;4445000000000000;125464500.0;18385.0;65225.0;14013.0
01.12.2010;45038600000000000;4520000000000000;115437700.0;18385.0;65225.0;14013.0
02.12.2010;45361400000000000;4545000000000000;115709300.0;18385.0;65225.0;14013.0
03.12.2010;4528710000000000;4534860000000000;85523200.0;18385.0;65225.0;14013.0
06.12.2010;4552000000000000;45735700000000000;112120400.0;18385.0;65225.0;14013.0
07.12.2010;4625710000000000;4545860000000000;97863500.0;18385.0;65225.0;14013.0
08.12.2010;4566140000000000;4585860000000000;80483900.0;18385.0;65225.0;14013.0
09.12.2010;4601860000000000;4568000000000000;73537800.0;18385.0;65225.0;14013.0
10.12.2010;4566430000000000;4579430000000000;65627800.0;18385.0;65225.0;14013.0
13.12.2010;4633860000000000;45952900000000000;109953900.0;18385.0;65225.0;14013.0
14.12.2010;45961400000000000;45755700000000000;87752000.0;18385.0;65225.0;14013.0
15.12.2010;4571430000000000;4576570000000000;104328000.0;18385.0;65225.0;14013.0
16.12.2010;45870000000000000;4589290000000000;80507700.0;18385.0;65225.0;14013.0
17.12.2010;459471000000000;45801400000000000;96732300.0;18385.0;65225.0;14013.0
20.12.2010;4594290000000000;46030000000000000;96402600.0;18385.0;65225.0;14013.0
21.12.2010;4614290000000000;4631430000000000;64088500.0;18385.0;65225.0;14013.0
22.12.2010;4633710000000000;464514000000000;66480400.0;18385.0;65225.0;14013.0
23.12.2010;4642860000000000;46228600000000000;55789300.0;18385.0;65225.0;14013.0
27.12.2010;46121400000000000;4638290000000000;62454000.0;18385.0;65225.0;14013.0
28.12.2010;46558600000000000;464957000000000;43981000.0;18385.0;65225.0;14013.0
29.12.2010;4660290000000000;46470000000000000;40784800.0;18385.0;65225.0;14013.0
30.12.2010;4649710000000000;46237100000000000;39373600.0;18385.0;65225.0;14013.0
31.12.2010;4613570000000000;4608000000000000;48377000.0;18385.0;65225.0;14013.0
03.01.2011;4652000000000000;4708140000000000;111284600.0;18385.0;65225.0;14013.0
04.01.2011;4749140000000000;47327100000000000;77270200.0;18385.0;65225.0;14013.0
05.01.2011;4707860000000000;4771430000000000;63879900.0;18385.0;65225.0;14013.0
06.01.2011;47817100000000000;4767570000000000;75107200.0;18385.0;65225.0;14013.0
07.01.2011;4771290000000000;4801710000000000;77982800.0;18385.0;65225.0;14013.0
10.01.2011;484043000000000;4892140000000000;112140000.0;18385.0;65225.0;14013.0
11.01.2011;4926860000000000;4880570000000000;111027000.0;18385.0;65225.0;14013.0
12.01.2011;4903570000000000;49202900000000000;75647600.0;18385.0;65225.0;14013.0
13.01.2011;49308600000000000;4938290000000000;74195100.0;18385.0;65225.0;14013.0
14.01.2011;4941290000000000;4978290000000000;77210000.0;18385.0;65225.0;14013.0
18.01.2011;4707430000000000;4866430000000000;470249500.0;18385.0;65225.0;14013.0
19.01.2011;49764300000000000;4840570000000000;283903200.0;21487.0;76283.0;16639.0
20.01.2011;4806140000000000;4752570000000000;191197300.0;21487.0;76283.0;16639.0
21.01.2011;47681400000000000;46674300000000000;188600300.0;21487.0;76283.0;16639.0
24.01.2011;4669570000000000;482071000000000;143670800.0;21487.0;76283.0;16639.0
25.01.2011;48047100000000000;48771400000000000;136717000.0;21487.0;76283.0;16639.0
26.01.2011;48994300000000000;49121400000000000;126718900.0;21487.0;76283.0;16639.0
27.01.2011;49111400000000000;49030000000000000;71256500.0;21487.0;76283.0;16639.0
28.01.2011;4916710000000000;48014300000000000;148014300.0;21487.0;76283.0;16639.0
31.01.2011;4797140000000000;4847430000000000;94311700.0;21487.0;76283.0;16639.0
01.02.2011;4875710000000000;49290000000000000;106658300.0;21487.0;76283.0;16639.0
02.02.2011;492071000000000;4918860000000000;64738800.0;21487.0;76283.0;16639.0
03.02.2011;4911430000000000;4906290000000000;98449400.0;21487.0;76283.0;16639.0
04.02.2011;49091400000000000;49.5;80460100.0;21487.0;76283.0;16639.0
07.02.2011;49698600000000000;5026860000000000;121255400.0;21487.0;76283.0;16639.0
08.02.2011;5052570000000000;5074290000000000;95260200.0;21487.0;76283.0;16639.0
09.02.2011;5074140000000000;51165700000000000;120686300.0;21487.0;76283.0;16639.0
10.02.2011;5105570000000000;506486000000000;232137500.0;21487.0;76283.0;16639.0
11.02.2011;5067860000000000;50978600000000000;91893200.0;21487.0;76283.0;16639.0
14.02.2011;50970000000000000;5131140000000000;77604100.0;21487.0;76283.0;16639.0
15.02.2011;5131290000000000;5141430000000000;71043700.0;21487.0;76283.0;16639.0
16.02.2011;515429000000000;5187570000000000;120289400.0;21487.0;76283.0;16639.0
17.02.2011;5103570000000000;5118570000000000;132645800.0;21487.0;76283.0;16639.0
18.02.2011;51244300000000000;5008000000000000;204014300.0;21487.0;76283.0;16639.0
22.02.2011;48878600000000000;4837290000000000;218138900.0;21487.0;76283.0;16639.0
23.02.2011;48395700000000000;4894570000000000;167963600.0;21487.0;76283.0;16639.0
24.02.2011;49145700000000000;4898290000000000;124975200.0;21487.0;76283.0;16639.0
25.02.2011;4932290000000000;49737100000000000;95004700.0;21487.0;76283.0;16639.0
28.02.2011;5017710000000000;5045860000000000;100768500.0;21487.0;76283.0;16639.0
01.03.2011;50781400000000000;4990140000000000;114034200.0;21487.0;76283.0;16639.0
02.03.2011;49994300000000000;503029000000000;150647700.0;21487.0;76283.0;16639.0
03.03.2011;5102710000000000;5136570000000000;125197100.0;21487.0;76283.0;16639.0
04.03.2011;5143860000000000;5142860000000000;113316700.0;21487.0;76283.0;16639.0
07.03.2011;51628600000000000;5076570000000000;136530800.0;21487.0;76283.0;16639.0
08.03.2011;507014000000000;5082290000000000;89079200.0;21487.0;76283.0;16639.0
09.03.2011;5067000000000000;5035290000000000;113326500.0;21487.0;76283.0;16639.0
10.03.2011;4987430000000000;4952430000000000;126884800.0;21487.0;76283.0;16639.0
11.03.2011;4933290000000000;5028430000000000;117770100.0;21487.0;76283.0;16639.0
14.03.2011;5045430000000000;5050860000000000;108989300.0;21487.0;76283.0;16639.0
15.03.2011;48871400000000000;4934710000000000;180270300.0;21487.0;76283.0;16639.0
16.03.2011;4885710000000000;47144300000000;290502800.0;21487.0;76283.0;16639.0
17.03.2011;4811860000000000;4780570000000000;164855600.0;21487.0;76283.0;16639.0
18.03.2011;4816140000000000;4723860000000000;188303500.0;21487.0;76283.0;16639.0
21.03.2011;47998600000000000;4847140000000000;102350500.0;21487.0;76283.0;16639.0
22.03.2011;4893710000000000;4874290000000000;81480700.0;21487.0;76283.0;16639.0
23.03.2011;48468600000000000;4845570000000000;93249100.0;21487.0;76283.0;16639.0
24.03.2011;4883570000000000;49281400000000000;101178000.0;21487.0;76283.0;16639.0
25.03.2011;4972430000000000;50220000000000000;112227500.0;21487.0;76283.0;16639.0
28.03.2011;5045000000000000;5006290000000000;77338800.0;21487.0;76283.0;16639.0
29.03.2011;49665700000000000;50137100000000000;88225200.0;21487.0;76283.0;16639.0
30.03.2011;50091400000000000;4980430000000000;82351500.0;21487.0;76283.0;16639.0
31.03.2011;4948000000000000;4978710000000000;68504800.0;21487.0;76283.0;16639.0
01.04.2011;50158600000000000;4922290000000000;104665400.0;21487.0;76283.0;16639.0
04.04.2011;4918710000000000;4874140000000000;115021200.0;21487.0;76283.0;16639.0
05.04.2011;4814140000000000;4841290000000000;120682800.0;21487.0;76283.0;16639.0
06.04.2011;487457000000000;4829140000000000;100634800.0;21487.0;76283.0;16639.0
07.04.2011;4830000000000000;48297100000000000;93361800.0;21487.0;76283.0;16639.0
08.04.2011;48560000000000000;4786570000000000;94383800.0;21487.0;76283.0;16639.0
11.04.2011;4772290000000000;4725710000000000;99736700.0;21487.0;76283.0;16639.0
12.04.2011;4721290000000000;47485700000000000;106409800.0;21487.0;76283.0;16639.0
13.04.2011;4786000000000000;4801860000000000;86555000.0;21487.0;76283.0;16639.0
14.04.2011;4782860000000000;4748860000000000;75450200.0;21487.0;76283.0;16639.0
15.04.2011;4761430000000000;46780000000000000;113401400.0;21487.0;76283.0;16639.0
18.04.2011;4658570000000000;47407100000000000;152474700.0;21487.0;76283.0;16639.0
19.04.2011;4758570000000000;4826570000000000;104844600.0;21487.0;76283.0;16639.0
20.04.2011;4907290000000000;48915700000000000;175166600.0;21487.0;76283.0;16639.0
21.04.2011;5071430000000000;50100000000000000;188452600.0;25382.0;87451.0;19552.0
25.04.2011;500486000000000;5043000000000000;66636500.0;25382.0;87451.0;19552.0
26.04.2011;5051710000000000;50060000000000000;84700000.0;25382.0;87451.0;19552.0
27.04.2011;5032000000000000;50021400000000000;89053300.0;25382.0;87451.0;19552.0
28.04.2011;4945570000000000;4953570000000000;90239800.0;25382.0;87451.0;19552.0
29.04.2011;49540000000000000;5001860000000000;251586300.0;25382.0;87451.0;19552.0
02.05.2011;4996290000000000;49468600000000000;110678400.0;25382.0;87451.0;19552.0
03.05.2011;4971290000000000;4974290000000000;78337000.0;25382.0;87451.0;19552.0
04.05.2011;49751400000000000;4993860000000000;97312600.0;25382.0;87451.0;19552.0
05.05.2011;49771400000000000;4953570000000000;83992300.0;25382.0;87451.0;19552.0
06.05.2011;4995570000000000;49522900000000000;70033600.0;25382.0;87451.0;19552.0
09.05.2011;4969430000000000;49657100000000000;51186800.0;25382.0;87451.0;19552.0
10.05.2011;49841400000000000;4992140000000000;70522900.0;25382.0;87451.0;19552.0
11.05.2011;4986000000000000;49604300000000000;84000000.0;25382.0;87451.0;19552.0
12.05.2011;4944570000000000;495100000000000;80500000.0;25382.0;87451.0;19552.0
13.05.2011;49380000000000000;4864290000000000;81529000.0;25382.0;87451.0;19552.0
16.05.2011;484571000000000;4761430000000000;112443800.0;25382.0;87451.0;19552.0
17.05.2011;4742860000000000;4802000000000000;113083600.0;25382.0;87451.0;19552.0
18.05.2011;48067100000000000;485529000000000;83694100.0;25382.0;87451.0;19552.0
19.05.2011;4886860000000000;4864710000000000;65292500.0;25382.0;87451.0;19552.0
20.05.2011;4850860000000000;47888600000000000;84492100.0;25382.0;87451.0;19552.0
23.05.2011;47138600000000000;47771400000000000;95900000.0;25382.0;87451.0;19552.0
24.05.2011;4792860000000000;4745570000000000;80481800.0;25382.0;87451.0;19552.0
25.05.2011;4763290000000000;48111400000000000;73556000.0;25382.0;87451.0;19552.0
26.05.2011;479957000000000;4785710000000000;55640200.0;25382.0;87451.0;19552.0
27.05.2011;4782860000000000;482014000000000;50899800.0;25382.0;87451.0;19552.0
31.05.2011;48728600000000000;49690000000000000;104438600.0;25382.0;87451.0;19552.0
01.06.2011;4983860000000000;4935860000000000;138670700.0;25382.0;87451.0;19552.0
02.06.2011;49.5;4944290000000000;84695800.0;25382.0;87451.0;19552.0
03.06.2011;4902570000000000;4906290000000000;78312500.0;25382.0;87451.0;19552.0
06.06.2011;4938570000000000;4829140000000000;115485300.0;25382.0;87451.0;19552.0
07.06.2011;48310000000000000;4743430000000000;132446300.0;25382.0;87451.0;19552.0
08.06.2011;4739710000000000;4746290000000000;83430900.0;25382.0;87451.0;19552.0
09.06.2011;4760710000000000;47355700000000;68772200.0;25382.0;87451.0;19552.0
10.06.2011;4722140000000000;4655710000000000;108488800.0;25382.0;87451.0;19552.0
13.06.2011;4674290000000000;46657100000000000;82368300.0;25382.0;87451.0;19552.0
14.06.2011;4714290000000000;4749140000000000;83642300.0;25382.0;87451.0;19552.0
15.06.2011;4710710000000000;4667860000000000;99799000.0;25382.0;87451.0;19552.0
16.06.2011;4670000000000000;464514000000000;127647800.0;25382.0;87451.0;19552.0
17.06.2011;46998600000000000;45751400000000000;153755000.0;25382.0;87451.0;19552.0
20.06.2011;4533710000000000;4504570000000000;160161400.0;25382.0;87451.0;19552.0
21.06.2011;452400000000000;4647140000000000;123345600.0;25382.0;87451.0;19552.0
22.06.2011;464514000000000;4608710000000000;97645800.0;25382.0;87451.0;19552.0
23.06.2011;4556290000000000;47318600000000000;139939800.0;25382.0;87451.0;19552.0
24.06.2011;4733860000000000;46621400000000000;109951800.0;25382.0;87451.0;19552.0
27.06.2011;467986000000000;4743430000000000;84953400.0;25382.0;87451.0;19552.0
28.06.2011;4766430000000000;47894300000000;73574900.0;25382.0;87451.0;19552.0
29.06.2011;48005700000000000;47720000000000000;88136300.0;25382.0;87451.0;19552.0
30.06.2011;4781430000000000;47952900000000000;80738700.0;25382.0;87451.0;19552.0
01.07.2011;4799290000000000;4903710000000000;108828300.0;25382.0;87451.0;19552.0
05.07.2011;49.0;4991860000000000;88763500.0;25382.0;87451.0;19552.0
06.07.2011;49850000000000000;50251400000000000;111156500.0;25382.0;87451.0;19552.0
07.07.2011;5066710000000000;5102860000000000;99915900.0;25382.0;87451.0;19552.0
08.07.2011;50477100000000000;51387100000000000;122408300.0;25382.0;87451.0;19552.0
11.07.2011;5090570000000000;5057140000000000;110668600.0;25382.0;87451.0;19552.0
12.07.2011;505043000000000;5053570000000000;112902300.0;25382.0;87451.0;19552.0
13.07.2011;51190000000000000;51145700000000000;97909700.0;25382.0;87451.0;19552.0
14.07.2011;5157290000000000;5111000000000000;107633400.0;25382.0;87451.0;19552.0
15.07.2011;515957000000000;5213140000000000;121116800.0;25382.0;87451.0;19552.0
18.07.2011;5220430000000000;53400000000000000;143163300.0;25382.0;87451.0;19552.0
19.07.2011;54.0;5383570000000000;204786400.0;25382.0;87451.0;19552.0
20.07.2011;5658860000000000;55271400000000000;235335100.0;30527.0;100322.0;23607.0
21.07.2011;5527860000000000;55327100000000000;131633600.0;30527.0;100322.0;23607.0
22.07.2011;5547430000000000;5618570000000000;129182200.0;30527.0;100322.0;23607.0
25.07.2011;55764300000000000;5692860000000000;147451500.0;30527.0;100322.0;23607.0
26.07.2011;5714290000000000;57630000000000000;119145600.0;30527.0;100322.0;23607.0
27.07.2011;57227100000000000;56084300000000000;164831100.0;30527.0;100322.0;23607.0
28.07.2011;5594570000000000;5597430000000000;148508500.0;30527.0;100322.0;23607.0
29.07.2011;5537710000000000;5578290000000000;158146100.0;30527.0;100322.0;23607.0
01.08.2011;56825700000000000;5667860000000000;153209000.0;30527.0;100322.0;23607.0
02.08.2011;5680710000000000;55558600000000000;159884900.0;30527.0;100322.0;23607.0
03.08.2011;55854300000000000;5608140000000000;183127000.0;30527.0;100322.0;23607.0
04.08.2011;55630000000000000;5391000000000000;217851900.0;30527.0;100322.0;23607.0
05.08.2011;5434860000000000;5337430000000000;301147700.0;30527.0;100322.0;23607.0
08.08.2011;5167000000000000;5045860000000000;285958400.0;30527.0;100322.0;23607.0
09.08.2011;5161430000000000;5343000000000000;270645900.0;30527.0;100322.0;23607.0
10.08.2011;53021400000000000;5195570000000000;219664200.0;30527.0;100322.0;23607.0
11.08.2011;52931400000000000;5338570000000000;185492300.0;30527.0;100322.0;23607.0
12.08.2011;540100000000000;53855700000000;132244000.0;30527.0;100322.0;23607.0
15.08.2011;5423290000000000;54772900000000000;115136000.0;30527.0;100322.0;23607.0
16.08.2011;5450290000000000;54354300000000000;124687500.0;30527.0;100322.0;23607.0
17.08.2011;5461570000000000;5434860000000000;110515300.0;30527.0;100322.0;23607.0
18.08.2011;52977100000000000;522929000000000;212858800.0;30527.0;100322.0;23607.0
19.08.2011;5173860000000000;50861400000000000;193972100.0;30527.0;100322.0;23607.0
22.08.2011;5207290000000000;5092000000000000;133828800.0;30527.0;100322.0;23607.0
23.08.2011;5147140000000000;53371400000000000;164208800.0;30527.0;100322.0;23607.0
24.08.2011;5335290000000000;537400000000000;156566900.0;30527.0;100322.0;23607.0
25.08.2011;521543000000000;53388600000000000;217836500.0;30527.0;100322.0;23607.0
26.08.2011;5302430000000000;54797100000000000;160369300.0;30527.0;100322.0;23607.0
29.08.2011;5545430000000000;55710000000000000;101317300.0;30527.0;100322.0;23607.0
30.08.2011;5546430000000000;5571290000000000;104480600.0;30527.0;100322.0;23607.0
31.08.2011;5579570000000000;5497570000000000;130646600.0;30527.0;100322.0;23607.0
01.09.2011;5511710000000000;54432900000000000;85931300.0;30527.0;100322.0;23607.0
02.09.2011;5353430000000000;5343570000000000;109734800.0;30527.0;100322.0;23607.0
06.09.2011;5248140000000000;54248600000000000;127424500.0;30527.0;100322.0;23607.0
07.09.2011;5508000000000000;5484710000000000;87644200.0;30527.0;100322.0;23607.0
08.09.2011;54628600000000000;5487710000000000;104039600.0;30527.0;100322.0;23607.0
09.09.2011;5484710000000000;5392570000000000;141203300.0;30527.0;100322.0;23607.0
12.09.2011;5328570000000000;5427710000000000;116958100.0;30527.0;100322.0;23607.0
13.09.2011;54591400000000000;5494570000000000;110140100.0;30527.0;100322.0;23607.0
14.09.2011;55288600000000000;5561430000000000;133681100.0;30527.0;100322.0;23607.0
15.09.2011;5591860000000000;56137100000000000;104454700.0;30527.0;100322.0;23607.0
16.09.2011;56505700000000000;5721430000000000;174628300.0;30527.0;100322.0;23607.0
19.09.2011;5671430000000000;5880430000000000;205965200.0;30527.0;100322.0;23607.0
20.09.2011;5932140000000000;5906430000000000;193938500.0;30527.0;100322.0;23607.0
21.09.2011;59948600000000000;5887710000000000;151494000.0;30527.0;100322.0;23607.0
22.09.2011;57290000000000000;5740290000000000;242120200.0;30527.0;100322.0;23607.0
23.09.2011;57182900000000000;5775710000000000;136569300.0;30527.0;100322.0;23607.0
26.09.2011;5712290000000000;575957000000000;203219100.0;30527.0;100322.0;23607.0
27.09.2011;5839000000000000;5703710000000000;158124400.0;30527.0;100322.0;23607.0
28.09.2011;5717000000000000;5671570000000000;107409400.0;30527.0;100322.0;23607.0
29.09.2011;5741710000000000;5579570000000000;162771700.0;30527.0;100322.0;23607.0
30.09.2011;553029000000000;5447430000000000;136910200.0;30527.0;100322.0;23607.0
03.10.2011;5433860000000000;53514300000000000;167274800.0;30527.0;100322.0;23607.0
04.10.2011;535100000000000;5321430000000000;308419300.0;30527.0;100322.0;23607.0
05.10.2011;52551400000000000;5403570000000000;196617400.0;30527.0;100322.0;23607.0
06.10.2011;5333290000000000;5391000000000000;203145600.0;30527.0;100322.0;23607.0
07.10.2011;53682900000000000;5282860000000000;133864500.0;30527.0;100322.0;23607.0
10.10.2011;5415570000000000;5554430000000000;110628700.0;30527.0;100322.0;23607.0
11.10.2011;5608140000000000;5718430000000000;151421900.0;30527.0;100322.0;23607.0
12.10.2011;58191400000000000;5745570000000000;155571500.0;30527.0;100322.0;23607.0
13.10.2011;57854300000000000;5834710000000000;106546300.0;30527.0;100322.0;23607.0
14.10.2011;59547100000000000;6028570000000000;143341800.0;30527.0;100322.0;23607.0
17.10.2011;60248600000000000;59998600000000000;171511200.0;30527.0;100322.0;23607.0
18.10.2011;60251400000000000;6032000000000000;220400600.0;30527.0;100322.0;23607.0
19.10.2011;5733570000000000;5694570000000000;276014900.0;30527.0;100322.0;23607.0
20.10.2011;5714290000000000;5647290000000000;137317600.0;30527.0;100322.0;23607.0
21.10.2011;56871400000000000;5612430000000000;155311100.0;30527.0;100322.0;23607.0
24.10.2011;5659710000000000;5796710000000000;125534500.0;30527.0;100322.0;23607.0
25.10.2011;57861400000000000;5682430000000000;107606800.0;30527.0;100322.0;23607.0
26.10.2011;57394300000000;57228600000000000;114076200.0;33790.0;108249.0;25922.0
27.10.2011;5822290000000000;5781290000000000;123666200.0;33790.0;108249.0;25922.0
28.10.2011;5757140000000000;57850000000000000;80710700.0;33790.0;108249.0;25922.0
31.10.2011;5748860000000000;57825700000000000;96375300.0;33790.0;108249.0;25922.0
01.11.2011;56772900000000000;56644300000000;132947500.0;33790.0;108249.0;25922.0
02.11.2011;5715570000000000;56772900000000000;81837700.0;33790.0;108249.0;25922.0
03.11.2011;570100000000000;5758140000000000;110346600.0;33790.0;108249.0;25922.0
04.11.2011;57432900000000000;5717710000000000;75557300.0;33790.0;108249.0;25922.0
07.11.2011;57130000000000000;57104300000000000;67568900.0;33790.0;108249.0;25922.0
08.11.2011;5745860000000000;5803290000000000;100110500.0;33790.0;108249.0;25922.0
09.11.2011;56710000000000000;56468600000000000;139671000.0;33790.0;108249.0;25922.0
10.11.2011;56718600000000000;55031400000000000;186188100.0;33790.0;108249.0;25922.0
11.11.2011;5523000000000000;5494570000000000;163446500.0;33790.0;108249.0;25922.0
14.11.2011;54788600000000000;5418000000000000;108226300.0;33790.0;108249.0;25922.0
15.11.2011;54400000000000000;55547100000000000;107702700.0;33790.0;108249.0;25922.0
16.11.2011;5560710000000000;5496710000000000;87302600.0;33790.0;108249.0;25922.0
17.11.2011;54854300000000000;53915700000000000;119975100.0;33790.0;108249.0;25922.0
18.11.2011;5413140000000000;5356290000000000;92984500.0;33790.0;108249.0;25922.0
21.11.2011;5291430000000000;5271570000000000;111995100.0;33790.0;108249.0;25922.0
22.11.2011;5300290000000000;5378710000000000;102255300.0;33790.0;108249.0;25922.0
23.11.2011;53501400000000000;5242710000000000;107067800.0;33790.0;108249.0;25922.0
25.11.2011;5263140000000000;5193860000000000;63690200.0;33790.0;108249.0;25922.0
28.11.2011;5319290000000000;5373140000000000;86603300.0;33790.0;108249.0;25922.0
29.11.2011;53691400000000000;5331430000000000;93963800.0;33790.0;108249.0;25922.0
30.11.2011;54470000000000000;54600000000000000;101484600.0;33790.0;108249.0;25922.0
01.12.2011;546486000000000;5541860000000000;96795300.0;33790.0;108249.0;25922.0
02.12.2011;55690000000000000;5567140000000000;94763900.0;33790.0;108249.0;25922.0
05.12.2011;5621290000000000;56144300000000;89302500.0;33790.0;108249.0;25922.0
06.12.2011;5607290000000000;55850000000000000;70899500.0;33790.0;108249.0;25922.0
07.12.2011;5570430000000000;55584300000000000;76186600.0;33790.0;108249.0;25922.0
08.12.2011;5592140000000000;55808600000000000;94089100.0;33790.0;108249.0;25922.0
09.12.2011;56121400000000000;5623140000000000;74248300.0;33790.0;108249.0;25922.0
12.12.2011;5595430000000000;55977100000000000;75266800.0;33790.0;108249.0;25922.0
13.12.2011;5614290000000000;5554430000000000;84732200.0;33790.0;108249.0;25922.0
14.12.2011;5524290000000000;5431290000000000;101721900.0;33790.0;108249.0;25922.0
15.12.2011;5476140000000000;5413430000000000;64050000.0;33790.0;108249.0;25922.0
16.12.2011;5433710000000000;54431400000000000;105369600.0;33790.0;108249.0;25922.0
19.12.2011;54638600000000000;546014000000000;58882600.0;33790.0;108249.0;25922.0
20.12.2011;55394300000000;5656430000000000;84303800.0;33790.0;108249.0;25922.0
21.12.2011;5667000000000000;5663570000000000;65737000.0;33790.0;108249.0;25922.0
22.12.2011;5671430000000000;5693570000000000;50589700.0;33790.0;108249.0;25922.0
23.12.2011;5709860000000000;5761860000000000;67349800.0;33790.0;108249.0;25922.0
27.12.2011;5758570000000000;58075700000000000;66269000.0;33790.0;108249.0;25922.0
28.12.2011;5812710000000000;5752000000000000;57165500.0;33790.0;108249.0;25922.0
29.12.2011;57628600000000000;5787430000000000;53994500.0;33790.0;108249.0;25922.0
30.12.2011;57644300000000;5785710000000000;44915500.0;33790.0;108249.0;25922.0
03.01.2012;58485700000000000;5874710000000000;75555200.0;33790.0;108249.0;25922.0
04.01.2012;5857140000000000;5906290000000000;65005500.0;33790.0;108249.0;25922.0
05.01.2012;5927860000000000;59718600000000000;67817400.0;33790.0;108249.0;25922.0
06.01.2012;5996710000000000;60342900000000000;79573200.0;33790.0;108249.0;25922.0
09.01.2012;6078570000000000;6024710000000000;98506100.0;33790.0;108249.0;25922.0
10.01.2012;6084430000000000;6046290000000000;64549100.0;33790.0;108249.0;25922.0
11.01.2012;6038290000000000;6036430000000000;53771200.0;33790.0;108249.0;25922.0
12.01.2012;60325700000000000;60198600000000000;53146800.0;33790.0;108249.0;25922.0
13.01.2012;599571000000000;5997290000000000;56505400.0;33790.0;108249.0;25922.0
17.01.2012;60600000000000000;6067140000000000;60724300.0;33790.0;108249.0;25922.0
18.01.2012;60994300000000000;61301400000000000;69197800.0;33790.0;108249.0;25922.0
19.01.2012;6145000000000000;6110710000000000;65434600.0;33790.0;108249.0;25922.0
20.01.2012;6107000000000000;600429000000000;103493600.0;33790.0;108249.0;25922.0
23.01.2012;6038140000000000;61058600000000000;76515600.0;33790.0;108249.0;25922.0
24.01.2012;60728600000000000;60058600000000000;136909500.0;33790.0;108249.0;25922.0
25.01.2012;6492000000000000;63808600000000000;239578500.0;43303.0;127841.0;32982.0
26.01.2012;6405140000000000;6351860000000000;80996300.0;43303.0;127841.0;32982.0
27.01.2012;63477100000000000;6389710000000000;74927300.0;43303.0;127841.0;32982.0
30.01.2012;63672900000000000;6471570000000000;94835300.0;43303.0;127841.0;32982.0
31.01.2012;6508430000000000;6521140000000;97920900.0;43303.0;127841.0;32982.0
01.02.2012;6548710000000000;6517000000000000;67511500.0;43303.0;127841.0;32982.0
02.02.2012;6512860000000000;6501710000000000;46699100.0;43303.0;127841.0;32982.0
03.02.2012;6532860000000000;6566860000000000;71649900.0;43303.0;127841.0;32982.0
06.02.2012;6548290000000000;6628140000000000;62353200.0;43303.0;127841.0;32982.0
07.02.2012;6646430000000000;6697570000000000;79055900.0;43303.0;127841.0;32982.0
08.02.2012;6721430000000000;680971000000000;101972500.0;43303.0;127841.0;32982.0
09.02.2012;6868000000000000;704529000000000;221053700.0;43303.0;127841.0;32982.0
10.02.2012;7013710000000000;7048860000000000;157825500.0;43303.0;127841.0;32982.0
13.02.2012;713614000000000;7180000000000000;129304000.0;43303.0;127841.0;32982.0
14.02.2012;7209430000000000;7278000000000000;115099600.0;43303.0;127841.0;32982.0
15.02.2012;7346570000000000;7109570000000000;376530000.0;43303.0;127841.0;32982.0
16.02.2012;7021430000000000;717443000000000;236138000.0;43303.0;127841.0;32982.0
17.02.2012;7187290000000000;7173140000000000;133951300.0;43303.0;127841.0;32982.0
21.02.2012;7241140000000000;7355000000000000;151398800.0;43303.0;127841.0;32982.0
22.02.2012;732971000000000;7329140000000000;120825600.0;43303.0;127841.0;32982.0
23.02.2012;7358290000000000;737700000000000;142006900.0;43303.0;127841.0;32982.0
24.02.2012;7423860000000000;7463000000000000;103768000.0;43303.0;127841.0;32982.0
27.02.2012;7447290000000000;7510860000000000;136895500.0;43303.0;127841.0;32982.0
28.02.2012;7542290000000000;7648710000000000;150096800.0;43303.0;127841.0;32982.0
29.02.2012;7736570000000000;774914000000000;238002800.0;43303.0;127841.0;32982.0
01.03.2012;7831000000000000;7778140000000000;170817500.0;43303.0;127841.0;32982.0
02.03.2012;7774860000000000;7788290000000000;107928100.0;43303.0;127841.0;32982.0
05.03.2012;7791710000000000;7616570000000000;202281100.0;43303.0;127841.0;32982.0
06.03.2012;748086000000000;7575140000000000;202559700.0;43303.0;127841.0;32982.0
07.03.2012;7668570000000000;7581290000000000;199630200.0;43303.0;127841.0;32982.0
08.03.2012;7638430000000000;7742710000000000;129114300.0;43303.0;127841.0;32982.0
09.03.2012;777443000000000;7788140000000000;104729800.0;43303.0;127841.0;32982.0
12.03.2012;7842570000000000;7885710000000000;101820600.0;43303.0;127841.0;32982.0
13.03.2012;7964860000000000;8115710000000000;172713800.0;43303.0;127841.0;32982.0
