Date;aaplopen;aaplclose;aaplvolume;ebit;revenues;net profit
22.12.2009;2849140000000000;2862290000000000;87378900.0;11550.0;43605.0;8124.0
23.12.2009;28742900000000000;28871400000000000;86381400.0;11550.0;43605.0;8124.0
24.12.2009;29078600000000000;29862900000000000;125222300.0;11550.0;43605.0;8124.0
28.12.2009;3024570000000000;30230000000000000;161141400.0;11550.0;43605.0;8124.0
29.12.2009;30375700000000000;29871400000000000;111301400.0;11550.0;43605.0;8124.0
30.12.2009;29832900000000000;30234300000000000;103021100.0;11550.0;43605.0;8124.0
31.12.2009;304471000000000;30104300000000000;88102700.0;11550.0;43605.0;8124.0
04.01.2010;30490000000000000;30572900000000000;123432400.0;11550.0;43605.0;8124.0
05.01.2010;30657100000000000;30625700000000000;150476200.0;11550.0;43605.0;8124.0
06.01.2010;30625700000000000;3013860000000000;138040000.0;11550.0;43605.0;8124.0
07.01.2010;30.25;30082900000000000;119282800.0;11550.0;43605.0;8124.0
08.01.2010;30042900000000000;3028290000000000;111902700.0;11550.0;43605.0;8124.0
11.01.2010;30400000000000000;30015700000000000;115557400.0;11550.0;43605.0;8124.0
12.01.2010;2988430000000000;29674300000000000;148614900.0;11550.0;43605.0;8124.0
13.01.2010;29695700000000000;30092900000000000;151473000.0;11550.0;43605.0;8124.0
14.01.2010;30015700000000000;2991860000000000;108223500.0;11550.0;43605.0;8124.0
15.01.2010;30132900000000000;2941860000000000;148516900.0;11550.0;43605.0;8124.0
19.01.2010;29761400000000000;30720000000000000;182501900.0;11550.0;43605.0;8124.0
20.01.2010;3070140000000000;30247100000000000;153038200.0;11550.0;43605.0;8124.0
21.01.2010;30297100000000000;29724300000000000;152038600.0;11550.0;43605.0;8124.0
22.01.2010;29540000000000000;28.25;220441900.0;11550.0;43605.0;8124.0
25.01.2010;2893000000000000;29010000000000000;266424900.0;13364.0;46708.0;9358.0
26.01.2010;29421400000000000;29420000000000000;466777500.0;13364.0;46708.0;9358.0
27.01.2010;29550000000000000;296971000000000;430642100.0;13364.0;46708.0;9358.0
28.01.2010;29275700000000000;28470000000000000;293375600.0;13364.0;46708.0;9358.0
29.01.2010;287257000000000;27437100000000000;311488100.0;13364.0;46708.0;9358.0
01.02.2010;27481400000000000;27818600000000000;187469100.0;13364.0;46708.0;9358.0
02.02.2010;2798710000000000;27980000000000000;174585600.0;13364.0;46708.0;9358.0
03.02.2010;27881400000000000;28461400000000000;153832000.0;13364.0;46708.0;9358.0
04.02.2010;28104300000000000;27435700000000000;189413000.0;13364.0;46708.0;9358.0
05.02.2010;27518600000000000;279229000000000;212576700.0;13364.0;46708.0;9358.0
08.02.2010;2795570000000000;27731400000000000;119567700.0;13364.0;46708.0;9358.0
09.02.2010;28060000000000000;28027100000000000;158221700.0;13364.0;46708.0;9358.0
10.02.2010;27984300000000000;27874300000000000;92590400.0;13364.0;46708.0;9358.0
11.02.2010;2784000000000000;28381400000000000;137586400.0;13364.0;46708.0;9358.0
12.02.2010;28301400000000000;28625700000000000;163867200.0;13364.0;46708.0;9358.0
16.02.2010;2884860000000000;2905710000000000;135934400.0;13364.0;46708.0;9358.0
17.02.2010;29170000000000000;28935700000000000;109099200.0;13364.0;46708.0;9358.0
18.02.2010;28804300000000000;28990000000000000;105706300.0;13364.0;46708.0;9358.0
19.02.2010;28837100000000000;28810000000000000;103867400.0;13364.0;46708.0;9358.0
22.02.2010;2890570000000000;28631400000000000;97640900.0;13364.0;46708.0;9358.0
23.02.2010;28571400000000000;2815140000000000;143773700.0;13364.0;46708.0;9358.0
24.02.2010;28318600000000000;28665700000000000;115141600.0;13364.0;46708.0;9358.0
25.02.2010;281971000000000;2885710000000000;166281500.0;13364.0;46708.0;9358.0
26.02.2010;28911400000000000;29231400000000000;126865200.0;13364.0;46708.0;9358.0
01.03.2010;2939290000000000;29855700000000000;137523400.0;13364.0;46708.0;9358.0
02.03.2010;29990000000000000;2983570000000000;141636600.0;13364.0;46708.0;9358.0
03.03.2010;2984860000000000;29904300000000000;93013200.0;13364.0;46708.0;9358.0
04.03.2010;2989710000000000;30101400000000000;91510300.0;13364.0;46708.0;9358.0
05.03.2010;3070570000000000;3127860000000000;224905100.0;13364.0;46708.0;9358.0
08.03.2010;3143000000000000;31297100000000000;107472400.0;13364.0;46708.0;9358.0
09.03.2010;31187100000000000;31860000000000000;230064800.0;13364.0;46708.0;9358.0
10.03.2010;319757000000000;32120000000000000;149054500.0;13364.0;46708.0;9358.0
11.03.2010;3198710000000000;3221430000000000;101425100.0;13364.0;46708.0;9358.0
12.03.2010;3248140000000000;32371400000000000;104080900.0;13364.0;46708.0;9358.0
15.03.2010;321971000000000;31977100000000000;123375700.0;13364.0;46708.0;9358.0
16.03.2010;3202570000000000;3206430000000000;111727000.0;13364.0;46708.0;9358.0
17.03.2010;32128600000000000;3201710000000000;112739200.0;13364.0;46708.0;9358.0
18.03.2010;32014300000000000;32092900000000000;85527400.0;13364.0;46708.0;9358.0
19.03.2010;32112900000000000;31.75;139861400.0;13364.0;46708.0;9358.0
22.03.2010;3149570000000000;3210710000000000;114104900.0;13364.0;46708.0;9358.0
23.03.2010;3223430000000000;3262290000000000;150607800.0;13364.0;46708.0;9358.0
24.03.2010;3252000000000000;3276710000000000;149445100.0;13364.0;46708.0;9358.0
25.03.2010;3298860000000000;32378600000000000;135571100.0;13364.0;46708.0;9358.0
26.03.2010;327071000000000;32985700000000000;160218800.0;13364.0;46708.0;9358.0
29.03.2010;3328570000000000;33198600000000000;135186100.0;13364.0;46708.0;9358.0
30.03.2010;3380000000000000;3369290000000000;131827500.0;13364.0;46708.0;9358.0
31.03.2010;3364140000000000;3357140000000000;107664900.0;13364.0;46708.0;9358.0
01.04.2010;33915700000000000;33710000000000000;150786300.0;13364.0;46708.0;9358.0
05.04.2010;33568600000000000;3407000000000000;171126900.0;13364.0;46708.0;9358.0
06.04.2010;3402860000000000;34220000000000000;111754300.0;13364.0;46708.0;9358.0
07.04.2010;3422140000000000;34371400000000000;157125500.0;13364.0;46708.0;9358.0
08.04.2010;3434860000000000;3427860000000000;143247300.0;13364.0;46708.0;9358.0
09.04.2010;344900000000000;3454140000000000;83545700.0;13364.0;46708.0;9358.0
12.04.2010;34600000000000000;34612900000000000;83256600.0;13364.0;46708.0;9358.0
13.04.2010;34551400000000000;3463290000000000;76552700.0;13364.0;46708.0;9358.0
14.04.2010;35040000000000000;3509860000000000;101019100.0;13364.0;46708.0;9358.0
15.04.2010;35111400000000000;35560000000000000;94196200.0;13364.0;46708.0;9358.0
16.04.2010;355100000000000;35342900000000000;187636400.0;13364.0;46708.0;9358.0
19.04.2010;35290000000000000;3529570000000000;141731100.0;13364.0;46708.0;9358.0
20.04.2010;35505700000000000;34941400000000000;184581600.0;13364.0;46708.0;9358.0
21.04.2010;3697140000000000;37031400000000000;245597800.0;15020.0;51123.0;10812.0
22.04.2010;3689140000000000;38067100000000000;198356200.0;15020.0;51123.0;10812.0
23.04.2010;3828430000000000;38690000000000000;199238900.0;15020.0;51123.0;10812.0
26.04.2010;3884000000000000;38.5;119767200.0;15020.0;51123.0;10812.0
27.04.2010;38181400000000000;3743430000000000;177335900.0;15020.0;51123.0;10812.0
28.04.2010;3760710000000000;37371400000000000;189600600.0;15020.0;51123.0;10812.0
29.04.2010;3757430000000000;3837710000000000;139710200.0;15020.0;51123.0;10812.0
30.04.2010;3847290000000000;372986000000000;135615900.0;15020.0;51123.0;10812.0
03.05.2010;37691400000000000;3805000000000000;113585500.0;15020.0;51123.0;10812.0
04.05.2010;3755570000000000;3695430000000000;180954900.0;15020.0;51123.0;10812.0
05.05.2010;3614710000000000;3657000000000000;220775800.0;15020.0;51123.0;10812.0
06.05.2010;3626140000000000;3517860000000000;321465200.0;15020.0;51123.0;10812.0
07.05.2010;3481570000000000;3369430000000000;419004600.0;15020.0;51123.0;10812.0
10.05.2010;35.75;3628430000000000;246076600.0;15020.0;51123.0;10812.0
11.05.2010;35977100000000000;36645700000000000;212226700.0;15020.0;51123.0;10812.0
12.05.2010;3703430000000000;37441400000000000;163594900.0;15020.0;51123.0;10812.0
13.05.2010;3760290000000000;36908600000000000;149928100.0;15020.0;51123.0;10812.0
14.05.2010;364514000000000;362600000000000;189840700.0;15020.0;51123.0;10812.0
17.05.2010;3638570000000000;36317100000000000;190708700.0;15020.0;51123.0;10812.0
18.05.2010;36711400000000000;36051400000000000;195669600.0;15020.0;51123.0;10812.0
19.05.2010;3564290000000000;35477100000000000;256431700.0;15020.0;51123.0;10812.0
20.05.2010;3455430000000000;3396570000000000;320728800.0;15020.0;51123.0;10812.0
21.05.2010;332600000000000;3461710000000000;305972800.0;15020.0;51123.0;10812.0
24.05.2010;35325700000000000;35251400000000000;188559700.0;15020.0;51123.0;10812.0
25.05.2010;3419290000000000;35031400000000000;262001600.0;15020.0;51123.0;10812.0
26.05.2010;3572570000000000;3487290000000000;212663500.0;15020.0;51123.0;10812.0
27.05.2010;3580000000000000;3619290000000000;166570600.0;15020.0;51123.0;10812.0
28.05.2010;3705570000000000;366971000000000;203903700.0;15020.0;51123.0;10812.0
01.06.2010;3709860000000000;3726140000000000;219118200.0;15020.0;51123.0;10812.0
02.06.2010;3779140000000000;377071000000000;172137000.0;15020.0;51123.0;10812.0
03.06.2010;3788290000000000;3758860000000000;162526700.0;15020.0;51123.0;10812.0
04.06.2010;36887100000000000;3656570000000000;189576100.0;15020.0;51123.0;10812.0
07.06.2010;368986000000000;3584860000000000;221735500.0;15020.0;51123.0;10812.0
08.06.2010;3617710000000000;3561860000000000;250192600.0;15020.0;51123.0;10812.0
09.06.2010;35924300000000000;3474290000000000;213657500.0;15020.0;51123.0;10812.0
10.06.2010;34977100000000000;3578710000000000;194089000.0;15020.0;51123.0;10812.0
11.06.2010;35461400000000000;3621570000000000;136439800.0;15020.0;51123.0;10812.0
14.06.2010;3656570000000000;36325700000000000;150740100.0;15020.0;51123.0;10812.0
15.06.2010;3652000000000000;3709860000000000;146268500.0;15020.0;51123.0;10812.0
16.06.2010;3730000000000000;3817860000000000;195919500.0;15020.0;51123.0;10812.0
17.06.2010;38657100000000000;3883860000000000;218213800.0;15020.0;51123.0;10812.0
18.06.2010;3889290000000000;3915290000000000;196155400.0;15020.0;51123.0;10812.0
21.06.2010;3967000000000000;385957000000000;194122600.0;15020.0;51123.0;10812.0
22.06.2010;38880000000000000;39121400000000000;179315500.0;15020.0;51123.0;10812.0
23.06.2010;3922570000000000;38710000000000000;192114300.0;15020.0;51123.0;10812.0
24.06.2010;3871430000000000;3842860000000000;178569300.0;15020.0;51123.0;10812.0
25.06.2010;3858000000000000;38100000000000000;137485600.0;15020.0;51123.0;10812.0
28.06.2010;3813290000000000;3832860000000000;146237000.0;15020.0;51123.0;10812.0
29.06.2010;3773140000000000;365957000000000;283336200.0;15020.0;51123.0;10812.0
30.06.2010;36672900000000000;35932900000000000;184863000.0;15020.0;51123.0;10812.0
01.07.2010;3632860000000000;3549710000000000;255724000.0;15020.0;51123.0;10812.0
02.07.2010;3578430000000000;3527710000000000;173460700.0;15020.0;51123.0;10812.0
06.07.2010;3585710000000000;3551860000000000;153808900.0;15020.0;51123.0;10812.0
07.07.2010;3578430000000000;36952900000000000;163639000.0;15020.0;51123.0;10812.0
08.07.2010;3749710000000000;36870000000000000;184536100.0;15020.0;51123.0;10812.0
09.07.2010;36698600000000000;3708860000000000;108330600.0;15020.0;51123.0;10812.0
12.07.2010;36932900000000000;36755700000000000;140719600.0;15020.0;51123.0;10812.0
13.07.2010;3661710000000000;3597140000000000;297731000.0;15020.0;51123.0;10812.0
14.07.2010;3562570000000000;36104300000000000;203011900.0;15020.0;51123.0;10812.0
15.07.2010;35461400000000000;3592140000000000;206216500.0;15020.0;51123.0;10812.0
16.07.2010;3616860000000000;3570000000000000;259964600.0;15020.0;51123.0;10812.0
19.07.2010;356971000000000;3508290000000000;256119500.0;15020.0;51123.0;10812.0
20.07.2010;3470000000000000;3598430000000000;268737700.0;15020.0;51123.0;10812.0
21.07.2010;37870000000000000;3632000000000000;296417800.0;16622.0;57089.0;12237.0
22.07.2010;3681140000000000;3700290000000000;161329700.0;16622.0;57089.0;12237.0
23.07.2010;36727100000000000;3713430000000000;133347200.0;16622.0;57089.0;12237.0
26.07.2010;3714290000000000;37040000000000000;105137900.0;16622.0;57089.0;12237.0
27.07.2010;3726710000000000;3772570000000000;146192900.0;16622.0;57089.0;12237.0
28.07.2010;3766710000000000;37280000000000000;129996300.0;16622.0;57089.0;12237.0
29.07.2010;37244300000000000;3687290000000000;160951700.0;16622.0;57089.0;12237.0
30.07.2010;3655570000000000;36.75;112052500.0;16622.0;57089.0;12237.0
02.08.2010;3720570000000000;37407100000000000;107013900.0;16622.0;57089.0;12237.0
03.08.2010;3728710000000000;3741860000000000;104413400.0;16622.0;57089.0;12237.0
04.08.2010;375486000000000;37568600000000000;105093800.0;16622.0;57089.0;12237.0
05.08.2010;3739000000000000;3738570000000000;72274300.0;16622.0;57089.0;12237.0
06.08.2010;37111400000000000;3715570000000000;111224400.0;16622.0;57089.0;12237.0
09.08.2010;37354300000000000;3739290000000000;75782000.0;16622.0;57089.0;12237.0
10.08.2010;37121400000000000;37058600000000000;112980000.0;16622.0;57089.0;12237.0
11.08.2010;36485700000000000;3574140000000000;155013600.0;16622.0;57089.0;12237.0
12.08.2010;3524140000000000;35970000000000000;133730100.0;16622.0;57089.0;12237.0
13.08.2010;3595000000000000;3558570000000000;88717300.0;16622.0;57089.0;12237.0
16.08.2010;3536860000000000;3537710000000000;79607500.0;16622.0;57089.0;12237.0
17.08.2010;3572570000000000;359957000000000;105660100.0;16622.0;57089.0;12237.0
18.08.2010;36051400000000000;3615290000000000;84924000.0;16622.0;57089.0;12237.0
19.08.2010;36120000000000000;356971000000000;106676500.0;16622.0;57089.0;12237.0
20.08.2010;3562710000000000;3566290000000000;96057500.0;16622.0;57089.0;12237.0
23.08.2010;35970000000000000;3511430000000000;103510400.0;16622.0;57089.0;12237.0
24.08.2010;3466710000000000;3427570000000000;150641400.0;16622.0;57089.0;12237.0
25.08.2010;34005700000000000;34698600000000000;149216900.0;16622.0;57089.0;12237.0
26.08.2010;3506430000000000;34325700000000000;116626300.0;16622.0;57089.0;12237.0
27.08.2010;3453570000000000;3451710000000000;137097800.0;16622.0;57089.0;12237.0
30.08.2010;34394300000000;3464290000000000;95822300.0;16622.0;57089.0;12237.0
31.08.2010;3455000000000000;34728600000000000;105196700.0;16622.0;57089.0;12237.0
01.09.2010;3535290000000000;3576140000000000;174259400.0;16622.0;57089.0;12237.0
02.09.2010;35894300000000;3602430000000000;103856900.0;16622.0;57089.0;12237.0
03.09.2010;36441400000000000;3696710000000000;130197200.0;16622.0;57089.0;12237.0
07.09.2010;3666290000000000;3683000000000000;85639400.0;16622.0;57089.0;12237.0
08.09.2010;37111400000000000;37560000000000000;131637800.0;16622.0;57089.0;12237.0
09.09.2010;37862900000000000;3758140000000000;109643800.0;16622.0;57089.0;12237.0
10.09.2010;3759860000000000;37630000000000000;96885600.0;16622.0;57089.0;12237.0
13.09.2010;3797430000000000;381486000000000;97195000.0;16622.0;57089.0;12237.0
14.09.2010;38030000000000000;3829430000000000;102037600.0;16622.0;57089.0;12237.0
15.09.2010;38310000000000000;3860290000000000;107342200.0;16622.0;57089.0;12237.0
16.09.2010;38605700000000;395100000000000;163025800.0;16622.0;57089.0;12237.0
17.09.2010;3967000000000000;3933860000000000;158619300.0;16622.0;57089.0;12237.0
20.09.2010;39440000000000000;40461400000000000;164669400.0;16622.0;57089.0;12237.0
21.09.2010;40551400000000000;40538600000000000;167018600.0;16622.0;57089.0;12237.0
22.09.2010;40387100000000000;4110710000000000;146322400.0;16622.0;57089.0;12237.0
23.09.2010;409043000000000;4127430000000000;196529200.0;16622.0;57089.0;12237.0
24.09.2010;41728600000000000;417600000000000;162372000.0;16622.0;57089.0;12237.0
27.09.2010;4199710000000000;4159430000000000;120708700.0;16622.0;57089.0;12237.0
28.09.2010;41681400000000000;4098000000000000;258760600.0;16622.0;57089.0;12237.0
29.09.2010;4103290000000000;410529000000000;117411000.0;16622.0;57089.0;12237.0
30.09.2010;4128570000000000;4053570000000000;168347900.0;16622.0;57089.0;12237.0
01.10.2010;40878600000000000;4036000000000000;112035700.0;16622.0;57089.0;12237.0
04.10.2010;40228600000000000;3980570000000000;108825500.0;16622.0;57089.0;12237.0
05.10.2010;4028570000000000;4127710000000000;125491800.0;16622.0;57089.0;12237.0
06.10.2010;41370000000000000;4131290000000000;167717200.0;16622.0;57089.0;12237.0
07.10.2010;41477100000000000;41317100000000000;102099900.0;16622.0;57089.0;12237.0
08.10.2010;41672900000000000;420100000000000;164600800.0;16622.0;57089.0;12237.0
11.10.2010;42105700000000;4219430000000000;106938300.0;16622.0;57089.0;12237.0
12.10.2010;422014000000000;426486000000000;139636000.0;16622.0;57089.0;12237.0
13.10.2010;4288570000000000;4287710000000000;157523100.0;16622.0;57089.0;12237.0
14.10.2010;4309860000000000;4318710000000000;108824100.0;16622.0;57089.0;12237.0
15.10.2010;4392000000000000;4496290000000000;230548500.0;16622.0;57089.0;12237.0
18.10.2010;454957000000000;4542860000000000;273252700.0;16622.0;57089.0;12237.0
19.10.2010;43342900000000000;4421290000000000;308196000.0;16622.0;57089.0;12237.0
20.10.2010;4414290000000000;44361400000000000;180406100.0;16622.0;57089.0;12237.0
21.10.2010;4462290000000000;4421710000000000;137865000.0;16622.0;57089.0;12237.0
22.10.2010;4415290000000000;43924300000000000;93194500.0;16622.0;57089.0;12237.0
25.10.2010;4415570000000000;44120000000000000;98115500.0;16622.0;57089.0;12237.0
26.10.2010;4383860000000000;4400710000000000;98232400.0;16622.0;57089.0;12237.0
27.10.2010;4395000000000000;4397570000000000;99750700.0;18385.0;65225.0;14013.0
28.10.2010;4399290000000000;43605700000000;137762800.0;18385.0;65225.0;14013.0
29.10.2010;43461400000000000;4299710000000000;107627800.0;18385.0;65225.0;14013.0
01.11.2010;43174300000000000;4345430000000000;105972300.0;18385.0;65225.0;14013.0
02.11.2010;4385710000000000;4419430000000000;108482500.0;18385.0;65225.0;14013.0
03.11.2010;4448140000000000;4468570000000000;127087100.0;18385.0;65225.0;14013.0
04.11.2010;4506430000000000;4546710000000000;160622000.0;18385.0;65225.0;14013.0
05.11.2010;4542710000000000;4530430000000000;90313300.0;18385.0;65225.0;14013.0
08.11.2010;4531430000000000;4551710000000000;70439600.0;18385.0;65225.0;14013.0
09.11.2010;4586430000000000;451543000000000;95886000.0;18385.0;65225.0;14013.0
10.11.2010;4523430000000000;45432900000000000;96056800.0;18385.0;65225.0;14013.0
11.11.2010;45.0;45235700000000000;90321000.0;18385.0;65225.0;14013.0
12.11.2010;4514290000000000;440043000000000;198961700.0;18385.0;65225.0;14013.0
